cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
129.0,"va—

DE L’ARKANSAS",atta—,"Ÿ

DE L’ARKANSAS","atta—

DE L’ARKANSAS","Providence

DE L’ARKANSAS",,,,,,,,
130.0,pis—-,remplis—-,,,,,,,,,,,
131.0,prome—,Rome,,,,,,,,,,,
132.0,cara—,appa—,appara—,Parall,appar—,Veloppa,,,,,,,
133.0,Durango,Guadalaæw*a,"États de Durango '
et de Guadalaæw*a",États de Durango,,,,,,,,,
134.0,provisoire—,Providence,La Providence,rience,,,,,,,,,
135.0,Mexique,Utique,l’Afrique,Afrique,,,,,,,,,
136.0,Grand Chef des,Grand Chef des Auras,Auras,GRANDS CHEFS,Grande,,,,,,,,
137.0,POST-FACE,vos—,dépos—,,,,,,,,,,
138.0,magni—,L‘Allemagne,L‘AlKKA‘SAS,,,,,,,,,,
139.0,enﬁd,conﬁnée,Enﬁn,,,,,,,,,,
140.0,Puissance,sang—,Ren.nIssan,,,,,,,,,,
141.0,Tâchez,torche,cher,Chercher,cher—,,,,,,,,
142.0,lieu—,aveu—,Eu—,,,,,,,,,,
143.0,Tait,G3PITAINE,Caspita,"capi—
taine",,,,,,,,,
144.0,mugisse—,ressent—,pressenti—,resse—,presse—,empresse—,pressentirl’appr—,,,,,,
145.0,Folle,s‘amollir,,,,,,,,,,,
146.0,campana,Cerro,Cerro de la campana,,,,,,,,,,
147.0,"possé—
daient",poss—,possé—,dissé—,,,,,,,,,
148.0,appli—,négli—,Oli—,Oli,civili—,,,,,,,,
149.0,Comanche,Les Romanches,piste des Comanches,"Roman—
ches",Roman-,Romanche,enchevê—,Comanches,manche,la manche,Romanches,Les Comanches,Comanches s’
150.0,ganado,Canadien,Canadienne,"Ca—
nadine",,,,,,,,,
151.0,prison—,maison,venaison,maianza,,,,,,,,,
152.0,ré—,repr—,repré—,,,,,,,,,,
153.0,Lannée,plan—,palan—,,,,,,,,,,
154.0,Amé—,camé—,,,,,,,,,,,
155.0,Turcs,Peinture,,,,,,,,,,,
156.0,SAINT—DENYS,SAINT-PRIEST,trente—,mainte—,—- Maintenant,,,,,,,,
157.0,Albacete,Cette,Mettez,hutte,,,,,,,,,
158.0,L‘Espagne,ESpa—,Espagnols,Espagne,d’Espagne,espè—,,,,,,,
159.0,Vienne,ﬁt Kennedy,donne—,enne—,événe—,,,,,,,,
160.0,"II

LE JUGEMENT",Simplement,Vivement,vive—,tourment—,,,,,,,,
161.0,demi—voix,le Voir,Voilà,convoiîse,,,,,,,,,
162.0,Délicate,douceur1,Créateur,Docteur,,,,,,,,,
163.0,agit—,lit—12,crit—,Cric,,,,,,,,,
164.0,Voyez,voya—,effroya—,,,,,,,,,,
165.0,ins—-,insu—,Sins,insist—,,,,,,,,,
166.0,bouil—,seuil—,Oui,,,,,,,,,,
167.0,Accompagnera,Compagnon,mignonne,compa—,,,,,,,,,
168.0,Iii—8,Iii—12,iii—S,,,,,,,,,,
169.0,écoutez—,décou—,Écoutez,Tout,,,,,,,,,
170.0,vrai—,Reculerais,prai—,prai11es,,,,,,,,,
171.0,chot,"mâ—
choire",mer Noire,,,,,,,,,,
172.0,AUBENAS,Gymnase,,,,,,,,,,,
173.0,Mezcal,payshik artwwaay winnie tercushenan,nishiunorbay gomez,Nord,Eshis,,,,,,,,
174.0,puis—,suis—,suisse,,,,,,,,,,
175.0,NO Eusébio,Nô Eusébio,,,,,,,,,,,
176.0,Assiniboz‘s,Mississipi,Russie,Assis,,,,,,,,,
177.0,respectueuse—,respect—,alfectueuse—,,,,,,,,,,
178.0,CHASSEURS,Leschasseurs,,,,,,,,,,,
179.0,Hier,s‘cadres-,Sierra Madre,,,,,,,,,,
180.0,lil-12,m—12,lil—12,,,,,,,,,,
181.0,Le Cœur-Loyal,"Cœur
Laval",Cœur Loyal,Cœur-Loyal,,,,,,,,,
182.0,oeil,oeil—,meil—,,,,,,,,,,
183.0,"percepti—
bles",favori—,"favori—
ble",Bravo,,,,,,,,,
184.0,terre,terri—,pép‘an,l‘Angleterre,Angleterre,,,,,,,,
185.0,rue du Rosaire,calle del Rosario,Diator,Salvator Rosa,,,,,,,,,
186.0,Visages pâles ont-—,Visage,Isa,,,,,,,,,,
187.0,bless—,Naples,bles—,Les,Les_Delawares,,,,,,,,
188.0,L‘on,l‘on,,,,,,,,,,,
189.0,piste de la Tête d’Aigle,La Tête d’Aigle,Tête d’Aigle 21 no Eusébio,Tête d’ Aigle,Tête d'Aigle,Tête,"Tête
d’Aigle",Tête d’Aigle,,,,,
190.0,oligar—,couar—,débar—,,,,,,,,,,
191.0,préfé—,préve—,eﬁ”aprés,préci—,préoc—,,,,,,,,
192.0,Babillard s’,Nul n’,Babillard,Babil-,Babillard n’,,,,,,,,
193.0,ont—,contem—,mons,Monté,,,,,,,,,
194.0,reﬂet,reﬂet bleuâtres,,,,,,,,,,,
195.0,Quai-,Ai-,,,,,,,,,,,
196.0,alïaires,cœnavireé,aiÏaire,Adversaire,,,,,,,,,
197.0,timide—,avide—,rapide—,évide—,,,,,,,,,
198.0,prodigué—,prodi—,,,,,,,,,,,
199.0,l‘infra-,étran—,WRANGEL,s’arran—,"fran—

302 LES",fran—,transi—,Français,,,,,
200.0,physiono—,no—,grigno—,,,,,,,,,,
201.0,anti—,gentil—,entiére—,sentinel—,senti—,entiè—,,,,,,,
202.0,hacienda del Milagro,cienda,"hacienda del
Milagro",,,,,,,,,,
203.0,circonstance—,Les Lancers,"circonstance—

330 LES TR",,,,,,,,,,
204.0,réelle—,"s’écria—
t—elle radieuse",—elle,bois—chandelle,selle,,,,,,,,
205.0,acci—,D‘ici,ici—12,,,,,,,,,,
206.0,inquié—,Antiquite,acquiesce—,"quit—
ter",quit—,,,,,,,,
207.0,regard—,Gardez,gard,Regardez,,,,,,,,,
208.0,Usages,"sau—
Pages",L‘ÀÎiMAGES,,,,,,,,,,
209.0,Oula,Coulon,s’écoula,,,,,,,,,,
210.0,solitu—,Habitués,destitu—,,,,,,,,,,
211.0,beau—,rivière Rouge,Peaux Rouges,,,,,,,,,,
212.0,Vipères,Cordoue,Cordillères,,,,,,,,,,
213.0,Sauvée,trouvez—-,sauvez—,,,,,,,,,,
214.0,"Cœur

DE L‘ARKANSAS",Arkansas,ARKA\SAS,L‘ARKANSAS5,L‘ARKANSAS,ARKANSAS5,DE L‘ARKANSAS,L‘ARkANSAS,,,,,
215.0,Diplomatie,du gé—,plongé—,,,,,,,,,,
216.0,"géné—
ral",géné—,,,,,,,,,,,
217.0,Ghimborazo,mayorat_s’,strata—,,,,,,,,,,
218.0,guet—à—pens,repens—,,,,,,,,,,,
219.0,con—-,man—-,bon—-,,,,,,,,,,
220.0,Le soleil,lorque le soir,le soleil,Soleil,soleil,Le Soleil,le Soleil,,,,,,
221.0,caballero—,caba—,Caballero,ler,,,,,,,,,
222.0,impla—,"la—

ble",la—,,,,,,,,,,
223.0,Sonore,État de Sonora,sonora heureuse,senora,honora—,Sonora,,,,,,,
224.0,re—,tisfaît,contre—,dire—,maître—,,,,,,,,
225.0,Vaincue,convaicu,Incas,Convaincu,,,,,,,,,
226.0,occupa—,occupons—,,,,,,,,,,,
227.0,végéta—,États Barbaresques,État,États-Unis,États,,,,,,,,
228.0,dé—,prof—,profondé—,,,,,,,,,,
229.0,Elzsz‘s,zz‘s —,,,,,,,,,,,
230.0,légère—,Derrière,arrière—,,,,,,,,,,
231.0,Rio Gila,Bio Gila,,,,,,,,,,,
232.0,Mocksens,clientœres,silien—,Tiens,Liens,,,,,,,,
233.0,pronon—,défon—,bro—,la ronde,bron—,,,,,,,,
