cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
69,Guadalaæw*a,"États de Durango '
et de Guadalaæw*a",États de Durango,golfe de Cali-,Durango,rue de I‘Ahl,,,,,,,,,,
70,Giants mexicains,.—ÆÈÊ—icæœ,camp des Mexicains,Mexicains,cathédrale de Mexico,Délicate,Mezcal,Mexico,Mexicaine,,,,,,,
71,clientœres,gie,Mocksens,silien—,Liens,Tiens,guet—à—pens,Pieds-,,,,,,,,
72,Iii—8,Iii—12,iii—S,m—12,ici—12,,,,,,,,,,,
73,Guadeloupe,Cordoue,Nou,déroul—,Ou,moule—,Oui,soup—,douceur1,loux,9.bf,,,,,
74,L‘ABKANSÆ,L'ABKAN3AS,L‘ABKAN,281,,,,,,,,,,,,
75,jeun,—je,Jeunes,,,,,,,,,,,,,
76,singe—,obligeât,ge—,juge—,age—,,,,,,,,,,,
77,Pariﬁque,océan Pariﬁ-,paris—,bris—,,,,,,,,,,,,
78,m‘en,engag—,Ken—,—- Maintenant,enten—,hagen—,aven—,atten—,enïet,trente—,,,,,,
79,avan—,n’aban—,ban—-,&,wigan—,ban—,man—-,aban—,Baht,,,,,,,
80,sousﬂant,réus—,sous—,brous—,refus—,mouss;x,,,,,,,,,,
81,reprend—,Prends,prend—,,,,,,,,,,,,,
82,L‘on,L‘lÿg,l‘on,,,,,,,,,,,,,
83,recomman—,reconnu—,contem—,recon—,reconnaî—,con—-,,,,,,,,,,
84,Belhumeur,ditBelhumeur,Belhumeurl,Belhu—,,,,,,,,,,,,
85,n’,Nul n’,,,,,,,,,,,,,,
86,décou—,écoutez—,Écoutez,,,,,,,,,,,,,
87,atTrayante,mantes,gigantes—,fantasy—,Quarante,,,,,,,,,,,
88,trois—,trop—,Frauçoise,Trois,leﬂ'roi,Sois,trot,,,,,,,,,
89,Rio Gila,Bio Gila,,,,,,,,,,,,,,
90,Aguilar,"A gui-
lar","hé-
las!",,,,,,,,,,,,,
91,Rassurez—vous,suré,assur—,rassur—,assu—,,,,,,,,,,,
92,Miracle,c—,ac—,s’ac—,acci—,,,,,,,,,,,
93,effroya—,frêre,fr,ilfr,,,,,,,,,,,,
94,"Cœur
Laval",Cœur Loyal,Cœur-Loyal,Le Cœur-Loyal,,,,,,,,,,,,
95,Merced,mer Noire,CIÊnÇn,Merci,D‘ici,,,,,,,,,,,
96,l‘inter-,mainte—,déter—,payshik artwwaay winnie tercushenan,interrog—,inter—,conter—,,,,,,,,,
97,l‘Angleterre,terre,Angleterre,sang—,,,,,,,,,,,,
98,nishiunorbay gomez,prome—,Rome,,,,,,,,,,,,,
99,r. nt},SAINT—DENYS,mysté—,exté—,inté—,Monté,,,,,,,,,,
100,Elzsz‘s,zz‘s —,,,,,,,,,,,,,,
101,Simplement,"II

LE JUGEMENT",Vivement,vive—,,,,,,,,,,,,
102,malheur—,parcour—,pour—,mur—,tour—,four—,sour—,Tout,tourment—,,,,,,,
103,La Providence,provisoire—,Providence,rience,,,,,,,,,,,,
104,Plateros,lepero,Leperos,Salvator Rosa,,,,,,,,,,,,
105,Cric,Américains,Américaine,Américaines,,,,,,,,,,,,
106,audacieux—,chas—,Vieux Chêne,vieux chas—,,,,,,,,,,,,
107,chili,Phébé,Cà,philo—,colo—,philoso—,,,,,,,,,,
108,venaison,prison—,maison,maianza,laissons—,,,,,,,,,,,
109,Oak,Ouaktehuo,Ouaktehno,,,,,,,,,,,,,
110,convaicu,Convaincu,convoiîse,Vaincue,,,,,,,,,,,,
111,Hermosillo,torche,chot,Chercher,Tâchez,cher—,cher,machete,,,,,,,,
112,Naples,Les_Delawares,Les Lancers,bles—,bless—,Les,J,Familles,,,,,,,,
113,Albacete,Egypte,tète,tëte,hutte,Mettez,Cette,,,,,,,,,
114,l‘agonie,agonie,,,,,,,,,,,,,,
115,beau—,lieu—,aveu—,Eu—,répu—,,,,,,,,,,,
116,Veillerai,surveill—,reille,Vieille,Cordillères,,,,,,,,,,,
117,Ehl,Eh !,Eh,,,,,,,,,,,,,
118,trou—,retrouve—,Trêve,trouvez—-,sauvez—,,,,,,,,,,,
119,Rations,confédéra—,Confédération,,,,,,,,,,,,,
120,sacr—,sacrﬁce,sacreﬁet,sacrﬁer,,,,,,,,,,,,
121,nonchalammcnt,ont—,nonchalant—,,,,,,,,,,,,,
122,négli—,G“£PUBLI,lil-12,solitu—,Sebastopol,Oli,s‘amollir,oligar—,Oli—,,,,,,,
123,reto—,Aiétiﬂ.lti,reti—,retiré—,,,,,,,,,,,,
124,s’entr’ouvrirent douce—,letras,intra—,A1’entrée,entraîne—,sentra,Syracuse,,,,,,,,,
125,immé—,immédia—,Diator,immédiate—,,,,,,,,,,,,
126,Oc,occupons—,occupa—,,,,,,,,,,,,,
127,Les Romanches,la manche,"Roman—
ches",manche,Apaches,Comanches,ﬂèches,piste des Comanches,Romanches,Romanche,Roman-,Les Comanches,Comanches s’,enchevê—,Comanche,Diplomatie
128,pressenti—,gentil—,entiè—,anti—,seîl,senti—,sentinel—,consent—,,,,,,,,
129,Demain,demanda-til,demanda—,,,,,,,,,,,,,
130,Arrivés,arrètè—,arrivè—,nè—,IV,,,,,,,,,,,
131,éloi—,loin—,s’éloigne,Loin,,,,,,,,,,,,
132,-DE,rapide—,évide—,avide—,timide—,,,,,,,,,,,
133,piste de la Tête d’Aigle,Tête d’ Aigle,Tête d’Aigle 21 no Eusébio,d’,"Tête
d’Aigle",Tête d'Aigle,La Tête d’Aigle,Tête d’Aigle,Tête,,,,,,,
134,destitu—,la postes—,l‘Ouest—,est—-,SAINT-PRIEST,Est—ce,Est,Qu‘est,,,,,,,,
135,reﬂet bleuâtres,reﬂet,,,,,,,,,,,,,,
136,Babillard s’,Babil-,Babillard,Babillard n’,,,,,,,,,,,,
137,MAUDIT,Maxi—,alluma,détouma,uma,Pumas,,,,,,,,,,
138,au-,nétrer,L‘autre,"au-
tre",,,,,,,,,,,,
139,Laisse,Anglais,"palais
qu’",palais qu’,gal,"Palais et
Apaches",palan—,Palais,lais—,ln,,,,,,
140,transi—,lons,mons,consé—,consi—,,,,,,,,,,,
141,atta—,"Providence

DE L’ARKANSAS","Ÿ

DE L’ARKANSAS","va—

DE L’ARKANSAS","atta—

DE L’ARKANSAS",,,,,,,,,,,
142,Luz,mune,réun—,lune,un-8,Lune,Ml3,,,,,,,,,
143,Lorsqu‘on,lâ-,hors—,lors—,,,,,,,,,,,,
144,insist—,in-l2,sein—,Divinité,"ha-

seine",Imprimerie Êminins‘r Maven,abomina—,Sins,vingt—,insu—,répin—,"for—
tin",Peinture,in,Incas,
145,agit—,"conduit—
sit",Antiquite,lit—12,crit—,inquié—,"quit—
ter",quit—,conduit—,,,,,,,
146,su1s,pis—-,suisse,remplis—-,puis—,suis—,,,,,,,,,,
147,Voyez,Moyen Age,Slt,Moyen,,,,,,,,,,,,
148,soucieuse—,silencieuse—,vigoureuse—,breuse,vigoureuse—-,,,,,,,,,,,
149,class—,Russie,sifﬂa,Assis,c0,Assiniboz‘s,Mississipi,,,,,,,,,
150,ancê—,La France,Puissance,esPérance,la France,France,,,,,,,,,,
151,Russe jusqu‘au Chinois,chine,Chinois,,,,,,,,,,,,,
152,paisible—,visi—,Visible,impassible—,,,,,,,,,,,,
153,Les États—Unis,États—Unis s’,Unis,États-Unis,État,États,États—Unis,,,,,,,,,
154,Sierra Madre,arrière—,terri—,rivière Rouge,Derrière,,,,,,,,,,,
155,Commençons,Comen-,Comment,emmen—,commen—,,,,,,,,,,,
156,L‘Allemagne,besogne,Espagnols,magni—,d’Espagne,L‘Espagne,Espagne,ESpa—,,,,,,,,
157,bro—,défon—,pronon—,bron—,bon—-,la ronde,,,,,,,,,,
158,Luz l’,"II

L’",L’,l’-,l’,,,,,,,,,,,
159,campana,Cerro,ﬁ2,Cerro de la campana,,,,,,,,,,,,
160,dévote—,vos—,Bravo,demi—voix,Voulu,Voilà,vo—,volez,le Voir,vo,,,,,,
161,Armés,murmu—,Sermon,Bermudez,rm,,,,,,,,,,,
162,empresse—,Pres,expres—,resse—,ressent—,mugisse—,pressentirl’appr—,presse—,attendrisse—,,,,,,,
163,ISRAÉL,tisfaît,disra—,ISR,,,,,,,,,,,,
164,vrai—,eﬂ‘ray,Reculerais,bi—,prai11es,prai—,,,,,,,,,,
165,camé—,Amé—,Amalgame‘iœ,,,,,,,,,,,,,
166,Bafaël jusqu’,Rafaël,I,Bafaël,,,,,,,,,,,,
167,résolu—,rési—,"résis—
ter",résis—,,,,,,,,,,,,
168,innom—,‘2v.m—8,renon—,renom—,Ren.nIssan,,,,,,,,,,,
169,serleursnoms,assezlourd,Leschasseurs,CHASSEURS,,,,,,,,,,,,
170,repens—,Abbas—«ad,dépos—,ins—-,très—,déses—,s—,ques—,,,,,,,,
171,hap—,s’échapper,échap—,,,,,,,,,,,,,
172,Tait,Caspita,"capi—
taine",G3PITAINE,,,,,,,,,,,,
173,"géné—
ral",du gé—,plongé—,géné—,,,,,,,,,,,,
174,Scotté,Scotté le'gras,,,,,,,,,,,,,,
175,préfé—,repr—,ré—,préci—,eﬁ”aprés,préve—,préoc—,repré—,,,,,,,,
176,prof—,dé—,profondé—,,,,,,,,,,,,,
177,enﬁd,conﬁnée,Enﬁn,,,,,,,,,,,,,
178,eû‘approche,appli—,appât,s’appr—,appr—,,,,,,,,,,,
179,Quels,réel—,vaqueras,quel—-,quel—,,,,,,,,,,,
