cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
87,Carmo,Carnaval,Carolina,Foscaris,,,,,,,,,
88,Cachimbo,Achilles,Vimbiin,Cacilda,China,,,,,,,,
89,Bispo,soccorro,horrorisado,Correu,,,,,,,,,
90,Manoel Quentes,Manoel,Manoel Que-,Mano,"Manoel Que-
tino","Manoel Que-

tino",,,,,,,
91,— Olhe,Olhe,Olhem,Escolheu,,,,,,,,,
92,Formosa,Tinhamos,Batamos,Quçamos,Mos-,Vamos,,,,,,,
93,Bonito,bonito,Repito,Brito,Bonan,Cito,,,,,,,
94,Acreditará,Acredita-me,acre,Acredite-me,acrolitho,,,,,,,,
95,taboa,Lisboa,de Lisboa,,,,,,,,,,
96,ins,"insaci

dos",insomnia,chins,,,,,,,,,
97,Car-,"Car-
Jos","Singular-
ral oh!","Car-
los Whitestone",y,Emfim,,,,,,,
98,Tomára,"|
viára",,,,,,,,,,,
99,Atividade,puerilidades,sôfrega curiosidade,Verdade,Ociosidade,Universidade,Safa,,,,,,
100,Cinza,Racine,Cinque,,,,,,,,,,
101,Corporal Prim,Mor-,Primor,,,,,,,,,,
102,Tremi,Tremo,Polyphemo,,,,,,,,,,
103,Hespanha,campinas,Pano,Campanhã,Amplo-,"Esteiro de
Campanhã",,,,,,,
104,DER,Ceder,Succeder-lhe-hia,Successos,succedeu,,,,,,,,
105,"passára
alli",pallido,saír d'alli,alli,,,,,,,,,
106,attender,Jendeu,Ascende,Surpreende,,,,,,,,,
107,io tristeza,christão,Triste,Tristeza,tristeza,"Se=
hor Jesus Christo",Justeza,,,,,,
108,Est of Enganar,Enganar,Enganas-te,,,,,,,,,,
109,defeza,Tr,Thereza,Xerez,Prezado,,,,,,,,
110,"escrit=
Patria de Mr. Brincar",Mr. Brincar,"|

Mr. Brincar",Mr. Brincar Whitestone,Brincar,,,,,,,,
111,Praça com-,Praça de,Praça,paraça,Praça?,,,,,,,,
112,Cários,Furioso,Varios,Diario,commentarios,sílios,,,,,,,
113,nossa atmosphera,Vou,Vossa,Posso,Ob,,,,,,,,
114,Jecturar,Laura,Fartura,Escriptura,,,,,,,,,
115,poleiro,Fevereiro,Marino Ligeiro,Verei,Vêem,Terreiro,pinheiros,Rego Lameiro,,,,,
116,interposi,Interpretaram,Avintes,interrompia,,,,,,,,,
117,Sóentão,Presentimentos,Clementina Alvaro,taes momentos,Aposentos,Ent,Depressa,,,,,,
118,Debil,bella de bel-,Horas de Ocio,bilhetes de beneficio,,,,,,,,,
119,Costumo,Cos,,,,,,,,,,,
120,Pedir,S. Pedro,Pedra Salgada,,,,,,,,,,
121,zes Emilia,vigilia,Milton,| Emilia,es=,Santa Emilia,Emilia,Emile Fugir,familia,Milion,,,
122,amão,Josophico,Jos,Cujos,Tudo,,,,,,,,
123,io,Sim,pac,Assim-Paciá,"as-
sos levissimos",,,,,,,,
124,Valle de lagrimas,Mademoiselle de la Seguiêre,Demais,Mademoiselle,,,,,,,,,
125,Entra,Continue,contrahida,Contrastava,,,,,,,,,
126,esforço do velho,tos do vaso,alameda do Repouso,cida do baile,alameda lateral,Repouso,,,,,,,
127,Pausa,Saraus,Causava,Maus,Paus,,,,,,,,
128,Misericordia,misericordia,,,,,,,,,,,
129,Gonçalo,Doença,Al,cença,,,,,,,,,
130,Serão,Toca,larão lão,larão,Ha-,,,,,,,,
131,Sem-,Larguem-me,Manrique,Expliquem-as,— Quem,,,,,,,,
132,Coitadinhos,"ca-
minho",dóminó,Areinho,Supponho,Minho,nhou,Espinho,Carinhos,lix de vinho,Caminho,,
133,Creia,Eia,gêlo,eia,,,,,,,,,
134,valle,Fallam,Falle,Allega-,allemães,Falla-me,Fallára,,,,,,
135,"Si-
blia",Biblia,Felice Romani,elia,lia,Infeliz,,,,,,,
136,proxima,Mas-era,lagrimas,Timas,damasco,tilissimas,,,,,,,
137,Smithfield,Vomitam,Agitam,,,,,,,,,,
138,Estroinices,Estás,Estiveste,Estive,molestia,,,,,,,,
139,"XXHI

DIPLOMACIA DO CORAÇÃO",Educação,"se-
guinte exclamação",commiseração,,,,,,,,,
140,Aspirando,Trauteando,Guntando,Ensinando-me,dandoó-lh'o,Ficando,,,,,,,
141,Guiné,Aguia d'Ouro,aguia,Aguia,Seguimol-a,,,,,,,,
142,Precisei,Decis,Lucrecia,Grecia,Ereciheum club,Carecia,,,,,,,
143,Osjogos,Ir'a,Largos,,,,,,,,,,
144,Virginia,ceremonia,"|
Antonia",acrimonia,pa,Agonia,Antonia,calumnia,,,,,
145,Albyon,Bom,Valbom,,,,,,,,,,
146,attracção,Trapalhona,tranho,atrazado,tra,orém,Estranha-me,te,lettras,Australias,Trazida,Ultra,
147,balbuciou elle,velleidades,nºelle,Excellente,elle,d'elle,elle bebe,elleês,Subia elle,casa d'elle,Excellentissima,casa delle,eflicacia delle
148,tranquillisar,áquillo,aquilio,Aquillo,,,,,,,,,
149,Tambem,Serio,la Tais,proprio Mr.,"serio tam-
bem",Sabem,,,,,,,
150,Forno Ve-,Saturno,Giorno,,,,,,,,,,
151,Recordo-me,Concordo,Concilia,do conchego,,,,,,,,,
152,Delicadas,Lusiadas,Applicadas,PUBLICA,Gadas,,,,,,,,
153,Incendiar,Sempre,Vá,comprehendia,surprendia,Comprehendeu,India,pre,,,,,
154,Verduras,Rasgue-a,respiraste,Ostras,lavras,Raspai,Saíu,Mouras,,,,,
155,taes,sociaes,La,punhaes,habituaes,cereaes,caes,Taes,,,,,
156,Rebecca,na-occasião,occaso,Boccarro,,,,,,,,,
157,saiba,Saia,Maia,exercito da Saia,,,,,,,,,
158,interrogadoramente,innocente,Menina,F,Harmental,mamente,perenne contentamento,Effectivamente,Ocidente,,,,
159,Tegasse,passeiar,Passeiava,Passos,,,,,,,,,
160,es,sé,,,,,,,,,,,
161,Barbaro,bar-me,,,,,,,,,,,
162,"A

Extincta",Distin-,tinuar,Guarda-a,,,,,,,,,
163,Roast,Base,Basta,Basto,Basta-me,Sebastopol,,,,,,,
164,gingerbeer,Imagine,Imaginem,es|,Nem,,,,,,,,
165,Salta,Falta-nos,tunos,,,,,,,,,,
166,Í,Desconheço-te,Descansa,escossez,Desconfio,,,,,,,,
167,Quereria,Queres,Quer-me,Quero,Querem,"Queren's The-
tre",,,,,,,
168,Bu,De,sorrisos,sorri,"si-

a.",Morria,,,,,,,
169,Consola,RO,Tola,perola,,,,,,,,,
170,Quarta,quaes,quasi,Qual,Quan,Quasi,,,,,,,
171,"S UMA FAMILIA INGLEZA

miss",UNA FAMILIA INGLEZA,sos de familia,"sé póde

 

 

 

 

   

UMA FAMILIA INGLEZA",UMA-FAMILIA INGLEZA,,,,,,,,
172,Fazes,Fazer-te,Fazei,,,,,,,,,,
173,Redobrou,Cedofeita,Credo,Arvoredo,,,,,,,,,
174,somno,somma,somma avultada,,,,,,,,,,
175,Parva,appari,Lamparina,"pris

XV",Jari,Paris,Raparigas,,,,,,
176,Princ-,Principiava,Principio,,,,,,,,,,
177,Cec,Cec-,,,,,,,,,,,
178,Olha,folha,alto da folha,,,,,,,,,,
179,"go

Jenny",Ai,"pr

Jenny",Jenny,,,,,,,,,
180,Julguei,Julgára,julgára,Julgo,Julga-me,,,,,,,,
181,Servida,Ser,Observava,Servi,,,,,,,,,
182,Impressionou-,physionomia,Physicas,Physionomia,,,,,,,,,
183,Talhados,agasalha,Ralhava,Trabalharei,,,,,,,,,
184,Yimes,"Mes
lho",Lumes,,,,,,,,,,
185,biscuit,Escuso,Escute,,,,,,,,,,
186,jardim de S. Lazaro,Jardim,portão do jardim,rua do jardim,,,,,,,,,
187,bom retiro,bom Charles,bom gentleman,Bom Jesus,,,,,,,,,
188,Audaces,Cauda,,,,,,,,,,,
189,"fi
lha",Sevilha,"Ilha dei-
xára",Ilha,,,,,,,,,
190,proseg,XXI,illudia,ros,Podia,prosodia,Medroso,,,,,,
191,despenseira,Queira,traiçoeira,lisongeiras,Madeira,Rua Ferreira Borges,Admira,Ribeira,Terceira,Lados da Cruz da Rasteira,,,
192,Hontem,hontem,,,,,,,,,,,
193,Balas,Lasciva la dona in pace,"Blz
las",Atilas,,,,,,,,,
194,França,torre de S. Francisco,frança,,,,,,,,,,
195,Merc,Praça Commercial,commerciaes,mercio,,,,,,,,,
196,aguas limpidas,ba,"aguas dos
rios caudalosos",aguas boas,,,,,,,,,
197,lateraes,Moraes,nºum,Coragem,coraes,,,,,,,,
198,Prata,PERPATAmaO,Matam,,,,,,,,,,
199,villania,Vá!,rio da Villa,ran-ville,Abeillard,Cosme Villas-boas,,,,,,,
200,adquiri,obsequio,Obsequio,,,,,,,,,,
201,America do Norte,Rica,America,Africa,,,,,,,,,
202,Ecce Deus qui letificat,justificará,beatifica idiotia,,,,,,,,,,
203,Morena,serena,Grenlei,phrenesi,,,,,,,,,
204,Bocado,— Talvez,malvasia,Vasado,salvador,,,,,,,,
205,ade,Vão com Deus,Meus,Adeus,,,,,,,,,
206,Trai,la rai,Trai la rai,,,,,,,,,,
207,Liverpool,Viverás,,,,,,,,,,,
208,Especie,vigilia da vespera,Espere,,,,,,,,,,
209,estrada de cima,capellinha do Padrão,estrada da Foz,estrada do Padrão,,,,,,,,,
210,Ir,Pantheon,Santo Antonio,"Tanto-
nia",Comquanto,Quebrantoões,Tanto-,io santo,Sinto,,,,
211,Incha,Guichard,Fecha,Mancha,chamma,Marcha,"Chamin-
nés",chavena,Chale,chapéo,"chapéo de
seda",,
212,preponderancia,Aonde,a-,B,Responde-me...,Onde-,,,,,,,
213,vozeria,ã,suggerir,Saberia,Etegeria,,,,,,,,
214,theatro de S. João,Iyricos,theatro lyrico,Lyrico,"theatro
Lyrico",gaia casa theatro,,,,,,,
215,"rua
dos Inglezes",Inglezes,Rua dos Caldeireiros,"rua dos
Inglezes",rua dos Inglezes,,,,,,,,
216,Parece-me,Impaciente-me,Cumpre-me,Salve-me,Que-me,Vae,Vae...,Vae-me,,,,,
217,Lembrou-lhe,Peço-lhes,Dê-lhe,póde,Deem-lhe,— Peço-lhe,Acho-lhe,Ya-lhe,,,,,
218,Leio-o,Ceil,peior,Receio,,,,,,,,,
219,INGLEZA,jury,Ingl-,Inglesa,,,,,,,,,
220,"tis
nha","ti-
nha","mis
nisto","mis
nha cara","mis
nha",,,,,,,,
221,zes-me,Es-,Dize-me,Dizes-te,Dizes-me,,,,,,,,
222,Pa,Cuidei,Thebaida,Cuidas,Cuida,,,,,,,,
223,Assumpto,Assumptos,assumpto,assumptos,,,,,,,,,
224,Aquellas,aía,"aquella pos
bre",Aquella,aquella sardonisca,"andar uni

quella",apreciar n'aquella,morada d'aquella senhora,aquella,,,,
225,Fa-,Typos,hypocrisia,iypocrisia,,,,,,,,,
226,Freixo,És,"im
gem",Reino,Yorkshire,Irei,,,,,,,
227,"di
tos",Mattos,Pr,"Mat-
tos",,,,,,,,,
228,brochura,Curvei,Procurarei,Procurar,,,,,,,,,
229,Obrigada,Delgado,Obrigado,,,,,,,,,,
230,Reparem,Reparo,Preparava-se-lhe,Repara,,,,,,,,,
231,Pobre Paulo,Pobre Cecilial,Pobre,,,,,,,,,,
232,joven,Venham,Tenha,Venho,penha,Nha,Venha,,,,,,
233,collo,Alegre,collegio,,,,,,,,,,
