cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
32,Santa Catharina,"Santa Ca-
adriana",Catharina,Santa Casa,,,,,,,,,,,,,,
33,UNA FAMILIA INGLEZA,"S UMA FAMILIA INGLEZA

miss",UMA-FAMILIA INGLEZA,"sé póde

 

 

 

 

   

UMA FAMILIA INGLEZA",sta ingratidão,,,,,,,,,,,,,
34,Lucrecia,Carecia,Grecia,Ereciheum club,Decis,,,,,,,,,,,,,
35,Credo,CR,Redobrou,Arvoredo,,,,,,,,,,,,,,
36,"Ilha dei-
xára",Ilha,agasalha,Ralhava,Talhados,Sevilha,"fi
lha",,,,,,,,,,,
37,Reparem,Preparava-se-lhe,Repara,Reparo,,,,,,,,,,,,,,
38,chapéo,Éo,"chapéo de
seda",,,,,,,,,,,,,,,
39,Tremo,"as-
tres",Tres,Strech,Tremi,,,,,,,,,,,,,
40,Convencida,Convenci,,,,,,,,,,,,,,,,
41,do Norte,Forte,Forte-,Fortunato,"Forte tola!

— B elle",orém,Norte,cortezias,"Fortes
edi",,,,,,,,,
42,Cauda,Audaces,"aguas dos
rios caudalosos",,,,,,,,,,,,,,,
43,Vá!,Vá,,,,,,,,,,,,,,,,
44,Ahi,D'ahi,Whis,Diahia,ahi,,,,,,,,,,,,,
45,rua dos Inglezes,Inglezes,Í,"rua
dos Inglezes",INGLEZA,Inglesa,"rua dos
Inglezes",Ingl-,,,,,,,,,,
46,Espere,pe-,PERA,perola,Mas-era,vigilia da vespera,Pozeram-me,Varreram,permitte,Persuas,Chegar's Opera de Gra,,,,,,,
47,brochura,Procurar,Curvei,Jecturar,Procurarei,,,,,,,,,,,,,
48,hontem,Hontem,,,,,,,,,,,,,,,,
49,porta do cemiterio,Porto,Portugal,porta de fortaleza,em Portugal,"Porto
e Madeira",Porto mu-,,,,,,,,,,,
50,"im
gem",Mim,Smithfield,mim,,,,,,,,,,,,,,
51,Boa Vista,Vista,,,,,,,,,,,,,,,,
52,ade,EU,Adeus,Meus,Vão com Deus,,,,,,,,,,,,,
53,"go

Jenny",Jenny,"pr

Jenny",,,,,,,,,,,,,,,
54,Er,Thereza,Xerez,ER,DER,Viverás,suggerir,"57

Exercera",berne,gingerbeer,,,,,,,,
55,Emfim,Vim,Vivia,Vimbiin,Duvido,,,,,,,,,,,,,
56,Exijo,XXI,XI,proxima,,,,,,,,,,,,,,
57,Lucta,lucta,"Lucta de Lammer-

mor",,,,,,,,,,,,,,,
58,"Mat-
tos",Mattos,"di
tos",,,,,,,,,,,,,,,
59,veigas,Obrigado,Delgado,Obrigada,Bocado,,,,,,,,,,,,,
60,céo Florindo,florete,"rua das
Flores",,,,,,,,,,,,,,,
61,Anda,Guntando,dandoó-lh'o,Hollanda,André,Mand,andar de cima,Branda,Ensinando-me,,,,,,,,,
62,Pó,póde,,,,,,,,,,,,,,,,
63,Vejam,Sejam,Antevejo,,,,,,,,,,,,,,,
64,Excellentissima,tilissimas,SimAbicapo,"as-
sos levissimos",Sim,Timas,Civilisa-te,,,,,,,,,,,
65,aía,Exquisita,Exquisito,exquisito,,,,,,,,,,,,,,
66,America do Norte,Inefficaz,Rica,Africa,America,Ficando,Dica,belgica,botica,,,,,,,,,
67,Batamos,Matam,Tinhamos,PERPATAmaO,Bata-,nossa atmosphera,Vamos,Mos-,,,,,,,,,,
68,passeiar,Passeiava,V,Passos,,,,,,,,,,,,,,
69,Folgara,Fartura,Rara,Raras,Rar,Saraus,Rasgue-a,Amparar,Narrativas,,,,,,,,,
70,analyso,Enganar,Est of Enganar,Enganas-te,,,,,,,,,,,,,,
71,tos do vaso,esforço do velho,Forno Ve-,,,,,,,,,,,,,,,
72,larão lão,larão,Larguem-me,,,,,,,,,,,,,,,
73,Creança,creança,travêssa creança,,,,,,,,,,,,,,,
74,Ai,Trai la rai,la rai,,,,,,,,,,,,,,,
75,00-,d'isso,casa d'isso,prova d'isso,idade d'isso,Porisso,,,,,,,,,,,,
76,anciosa,Racine,"tos
biographia",graciosa,Cacilda,"insaci

dos",gracejo,,,,,,,,,,,
77,"Se=
hor Jesus Christo",Triste,christão,tristeza,Tristeza,io tristeza,Justeza,,,,,,,,,,,
78,quaes,cereaes,habituaes,taes,punhaes,taes estados,taes momentos,caes,sociaes,Taes,,,,,,,,
79,Julgo,Julgára,julgára,Julga-me,Julguei,"|
viára",l-,Tomára,,,,,,,,,,
80,Luiza,Cinza,ZA,tóza,defeza,,,,,,,,,,,,,
81,Jockey,Josétinha,Jos,Josophico,Cujos,F,beijos,Osjogos,,,,,,,,,,
82,pas-,"pas-
sos precipitados","pas-

mM.",as-,,,,,,,,,,,,,,
83,"Blz
las",Blz,,,,,,,,,,,,,,,,
84,cida do baile,alameda do Repouso,Repouso,alameda lateral,,,,,,,,,,,,,,
85,Achilles,balbuciou elle,Mel,Mademoiselle,Excellente,Subia elle,elle,eflicacia delle,casa delle,nºelle,velleidades,elle bebe,casa d'elle,elleês,d'elle,collegio,,
86,Olha,folha,alto da folha,,,,,,,,,,,,,,,
87,Yorkshire,Pires,Reino,Irei,Freixo,Verei,Rua dos Caldeireiros,,,,,,,,,,,
88,Iyricos,escossez,Costumo,Cos,,,,,,,,,,,,,,
89,áquillo,tranquillisar,collo,aquilio,Aquillo,,,,,,,,,,,,,
90,Volta,Voltava,Volveu,,,,,,,,,,,,,,,
91,jardim de S. Lazaro,Jardim,Guarda-a,rua do jardim,portão do jardim,,,,,,,,,,,,,
92,Grenlei,Alegre,Alegrar,,,,,,,,,,,,,,,
93,Contas de Carlos,Carlos,"pa

Carlos","los
gar",,,,,,,,,,,,,,
94,lisongeiras,Cinque,Ribeira,Queira,Mostarda... Queijo,Madeira,despenseira,Terceira,,,,,,,,,,
95,Bate,d'antes,Tens-te,Fiz-te,te,tenue,Vate,Tens,Tejo,,,,,,,,,
96,Diga-m'o,Digo,go,Fogo,Codigo,Diga,,,,,,,,,,,,
97,jury,calembourg,Mouras,doura,Escriptura,sonhos dourados,Douro,Verduras,,,,,,,,,,
98,es|,es=,Estroinices,Es-,Peso,"Mes
lho",Es,es,phrenesi,Lumes,Especie,ES,Yimes,Estações,,,,
99,sé,Joséfinha,Agua-benta,Joséfinha da Agua-benta,Josefinha da Agua-benta,,,,,,,,,,,,,
100,bom retiro,Valbom,bom gentleman,Bom,bom Charles,Bom Jesus,,,,,,,,,,,,
101,Creia,eia,"di

zia",Eia,Creiam-me,,,,,,,,,,,,,
102,"phantasia
popular",Jantar,Garganta,Pantagruel,rua de Santa,,,,,,,,,,,,,
103,Base,Sebastopol,Basto,ba,Basta,Contrastava,Basta-me,,,,,,,,,,,
104,sílios,Ncio,io,peior,Giorno,Receio,Leio-o,Q,,,,,,,,,,
105,Precisei,pre,RE,Cumpre-me,Sempre,Pr,Prezado,,,,,,,,,,,
106,bonito,Bonan,Bonito,,,,,,,,,,,,,,,
107,Imminencia,Anciada,impaciencia,lenão,Providencia,silencioóos,Paciência,antecedencias,lencia,"re-
sciencia",,,,,,,,
108,victoria,"Fei-
toria",Historia,Victoria,Emilia Victoria,victoria da primeira,Victoria!,umá victoria,,,,,,,,,,
109,Fonte da Vinha,Adivinha,Vinha,Adivinho-o,Adivinhas,Divina Comedia,,,,,,,,,,,,
110,Fiambre,funebre,Abre,Pobre Paulo,bre,Pobre,lugubre,Tibre,Pobre Cecilial,,,,,,,,,
111,Russia,Rossio-Cassi,Rossio,Tossia,Assignado,Assim-Paciá,,,,,,,,,,,,
112,Nha,Mancha,Guichard,agatha,Ha-,Ha,Fecha,Incha,Phase,Jhar,,,,,,,,
113,illudia,Cosme Villas-boas,Vil,villania,ran-ville,rio da Villa,Abeillard,,,,,,,,,,,
114,estrada do Padrão,Pedra Salgada,Lados da Cruz da Rasteira,estrada de cima,estrada da Foz,Chico da Losã,Foz,,,,,,,,,,,
115,morada d'aquella senhora,Senhor,Tenho,Senhora,penhore,Horas,Horas de Ocio,,,,,,,,,,,
116,— Olhe,Escolheu,Olhem,bilhetes de beneficio,Olhe,,,,,,,,,,,,,
117,nºum,Nºesse,Nºeste,nºeste,Dºesta,,,,,,,,,,,,,
118,penna,Sena,Pennor,Morena,"fe

Apenas",Pena,Menina,,,,,,,,,,,
119,cemiterio contiguo,tinuar,Continue,,,,,,,,,,,,,,,
120,Fevereiro,poleiro,Terreiro,Marino Ligeiro,Rua Ferreira Borges,Rego Lameiro,,,,,,,,,,,,
121,respiraste,baixo Peste,Vieste,Tempestad,Esteiro,Peste,d'este,,,,,,,,,,,
122,Appeteceu-me,appetecer,,,,,,,,,,,,,,,,
123,"es
cassa luz",Luz,lua,luzir,,,,,,,,,,,,,,
124,"se-
guinte exclamação",Liverpool,Avintes,Interpretaram,Sinto,interposi,,,,,,,,,,,,
125,Vae,Que-me,Vae...,Vae-me,Parece-me,Salve-me,,,,,,,,,,,,
126,Marianna,critica atrabiliaria,Daria,Alexandria,Praticaria,vozeria,Saberia,Bria,Ria,"Cata-
ria",Etegeria,,,,,,,
127,Supponho,Areinho,Minho,Coitadinhos,dóminó,lix de vinho,Carinhos,nhou,"ca-
minho",Espinho,Caminho,,,,,,,
128,horrorisado,soccorro,sorrisos,Bu,Morria,Correu,sorri,,,,,,,,,,,
129,Aonde,preponderancia,Responde-me...,Onde-,indec,,,,,,,,,,,,,
130,Depressa,vessou,Impressionou-,Ess,d'essa,N'esse,,,,,,,,,,,,
131,joven padre,Padre-nosso,Padrão,capellinha do Padrão,Padre,,,,,,,,,,,,,
132,somno,calumnia,insomnia,,,,,,,,,,,,,,,
133,Brincar,Mr. Brincar,Mr. Brincar Whitestone,"escrit=
Patria de Mr. Brincar","|

Mr. Brincar",,,,,,,,,,,,,
134,És,chamma,"Chamin-
nés",,,,,,,,,,,,,,,
135,Effectivamente,Harmental,Ocidente,Presentimentos,Quente,mamente,Sóentão,Ent,Impaciente-me,innocente,Clementina Alvaro,perenne contentamento,Aposentos,,,,,
136,| Emilia,Milton,familia,Santa Emilia,zes Emilia,Emile Fugir,Emilia,Milion,sos de familia,vigilia,,,,,,,,
137,theatro de S. João,gaia casa theatro,theatro lyrico,"theatro
Lyrico",Lyrico,,,,,,,,,,,,,
138,Snr,snr,,,,,,,,,,,,,,,,
139,"cisTirasos
Leva...",Partira,Tira,Partirem,"v-

rias particularidades",Parte,,,,,,,,,,,,
140,Longe,Lon-,Londres,gêlo,Long,Albyon,,,,,,,,,,,,
141,Allega-,valle,Falla-me,Fallam,allemães,Falle,Fallára,,,,,,,,,,,
142,Quer-me,Queres,— Quem,Expliquem-as,"Queren's The-
tre",Quereria,ceremonia,Querem,Quero,,,,,,,,,
143,Ceder,Succeder-lhe-hia,succedeu,Successos,,,,,,,,,,,,,,
144,Fazer-te,Fazes,Fazei,,,,,,,,,,,,,,,
145,Maus,Pausa,Paulo,Paus,,,,,,,,,,,,,,
146,Mr.,Branca,ni Branca,Mr. Branca —,Mr. Branca,ni Branca applaudiu,Mr. Branca!,Porque Mr. Branca,,,,,,,,,,
147,aquella,"aquella pos
bre","andar uni

quella",aquella sardonisca,Aquella,apreciar n'aquella,Aquellas,,,,,,,,,,,
148,Amplo-,Campo Pequeno,campinas,Campanhã,"Esteiro de
Campanhã",Hespanha,,,,,,,,,,,,
149,Furioso,v-,Cários,Varios,Diario,commentarios,,,,,,,,,,,,
150,Cec-,Cec,ce,Ceil,Ce,,,,,,,,,,,,,
151,acre,Acredite-me,Acredita-me,Acreditará,,,,,,,,,,,,,,
152,"Tanto-
nia",Agonia,Tanto-,"|
Antonia",io santo,Santo Antonio,Antonia,Comquanto,Pantheon,,,,,,,,,
153,China,ins,chins,Cachimbo,,,,,,,,,,,,,,
154,Cam-,camarim,Mara-,Communicaram,ramada,camara,Amaryllida,,,,,,,,,,,
155,Obsequio,Ob,obsequio,,,,,,,,,,,,,,,
156,snr.º D. Crescia,Pois Crescia,Crescia,balbuciou Crescia,Entre Crescia,Crescia Crescia,,,,,,,,,,,,
157,Pu,Pulos,,,,,,,,,,,,,,,,
158,ámanhã,Amanhã,Ámanhã,,,,,,,,,,,,,,,
159,valle das duas janellas florescia,cancella,baixo das janellas,Appellava,Cellaço,nºella,"|
Janella",Anel,"a-
nella",Ellas,bella de bel-,gosar della,nella,,,,,
160,Balas,Largos,Consola,lavras,revelans,Lasciva la dona in pace,Tola,La,Laura,Atilas,,,,,,,,
161,Dizia,zes-me,Dizes-te,Dizes-me,Dize-me,,,,,,,,,,,,,
162,Estouvada,molestia,Estás,Estive,Estiveste,,,,,,,,,,,,,
163,Coragem,lateraes,"XXHI

DIPLOMACIA DO CORAÇÃO",ora-,Moraes,Ágora,coraes,,,,,,,,,,,
164,Ascende,comprehendia,Comprehendeu,Jendeu,attender,Eh,,,,,,,,,,,,
165,Foscaris,Raparigas,Jari,"pris

XV",Lamparina,appari,Paris,,,,,,,,,,,
166,Quebrantoões,Lembra-me,Braga,braza...,Bra-,Coimbra,Bra,,,,,,,,,,,
167,Tegasse,Socega,dega,Ega,Chegaram,,,,,,,,,,,,,
168,Imagine,Nem,Imaginem,,,,,,,,,,,,,,,
169,Gonçalo,torre de S. Francisco,frança,França,,,,,,,,,,,,,,
170,lettra grande,Aspirando,Shandeismo,Gra,Grande,Ande,,,,,,,,,,,,
171,Agradecida,Verdade,sôfrega curiosidade,puerilidades,Universidade,Ociosidade,Atividade,,,,,,,,,,,
172,saír d'alli,pallido,Al,"passára
alli",alli,,,,,,,,,,,,,
173,beatifica idiotia,Ecce Deus qui letificat,justificará,,,,,,,,,,,,,,,
174,Souto,Vouga,Vou,,,,,,,,,,,,,,,
175,SYMPTOMAS,Rompia,Prompto,Promptos,,,,,,,,,,,,,,
176,Aguia d'Ouro,Seguimol-a,Guiné,Aguia,aguia,,,,,,,,,,,,,
177,Physionomia,Physicas,physionomia,,,,,,,,,,,,,,,
178,do conchego,Concordo,Recordo-me,,,,,,,,,,,,,,,
179,Toca,Boccarro,na-occasião,Rebecca,occaso,,,,,,,,,,,,,
180,Tenha,penha,Vens,Venham,Venho,Venha,chavena,joven,,,,,,,,,,
181,Bispo,Podia,Typos,Ponta,Posso,Pois,Polyphemo,Apoiado,Poetico,po,,,,,,,,
182,Grã-Bretanha,da Bretanha,acanhado,Bretanha,bre do alto das montanhas,,,,,,,,,,,,,
183,Servida,"deserto
pio",Serão,Seça,serena,Sem-,Observava,Serio,"serio tam-
bem",Servi,Ser,,,,,,,
184,malvasia,aguas limpidas,Quasi,aguas boas,Qual,Quan,"si-

a.",quasi,,,,,,,,,,
185,Marcha,Chale,Expatria,patriarchal,,,,,,,,,,,,,,
186,lettras,Ultra,Trai,Australias,attracção,Estranha-me,Ostras,Trapalhona,Trazida,atrazado,contrahida,tranho,traiçoeira,Tr,Trabalharei,Trauteando,Entra,tra
187,Perdão,Vôo,"cre
Perde",m”o,Perdôa,Perdôo,Perdia,,,,,,,,,,,
188,—,Vossa,affectuosa,Formosa,saiba,Sabem,Saia,Saturno,Coisa,Safa,sa,Vasado,salvador,Sa,Saíu,,,
189,Concilia,"Si-
blia",Biblia,elia,lia,,,,,,,,,,,,,
190,commerciaes,mercio,Cerco,Merc,,,,,,,,,,,,,,
191,B,Assumpto,y,Assumptos,assumptos,assumpto,,,,,,,,,,,,
192,Debil,desviei,De,Descansa,podérdes,Desconfio,Desbarretem-se,tica desta bureaucracia,Des,,,,,,,,,
193,lagrimas,Mademoiselle de la Seguiêre,Valle de lagrimas,,,,,,,,,,,,,,,
194,Praça?,paraça,Praça de,Praça Commercial,Praça com-,Praça,,,,,,,,,,,,
195,commiseração,Misericordia,misericordia,,,,,,,,,,,,,,,
196,AGGRAVAM-SE,Causava,Cavalinho,scismava,Ficava,Carnaval,nova e.,levans,Cava,,,,,,,,,
197,prosodia,Medroso,proseg,tunos,pinheiros,trouxe-m'os,ros,,,,,,,,,,,
198,"Manoel Que-
tino",nol Quente,"Manoel Que-

tino",Manoel Quentes,Mano,Manrique,Manoel,Manoel Que-,,,,,,,,,,
