cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
100.0,Manoel Quentes,Manoel,Manoel Que-,Mano,"Manoel Que-
tino","Manoel Que-

tino",,,,,
101.0,Base,Phase,,,,,,,,,
102.0,— Talvez,la Tais,Demais,,,,,,,,
103.0,Vou,Vouga,Ma-,,,,,,,,
104.0,Tinhamos,Quça,Quçamos,Mos-,Vamos,,,,,,
105.0,Acreditará,Acredita-me,acre,Acredite-me,,,,,,,
106.0,Quereria,Queres,Quero,Querem,"Queren's The-
tre",,,,,,
107.0,chamma,"Chamin-
nés",,,,,,,,,
108.0,Car-,"Car-
Jos","Singular-
ral oh!","Car-
los Whitestone",,,,,,,
109.0,Tomára,"|
viára",,,,,,,,,
110.0,Cinza,Racine,Cinque,,,,,,,,
111.0,Tremi,Tremo,Polyphemo,,,,,,,,
112.0,larão lão,larão,,,,,,,,,
113.0,campinas,Campanhã,Amplo-,"Esteiro de
Campanhã",,,,,,,
114.0,Ceder,Succeder-lhe-hia,succedeu,,,,,,,,
115.0,io tristeza,Triste,Tristeza,tristeza,Justeza,,,,,,
116.0,— Olhe,Olhe,Olhem,Escolheu,,,,,,,
117.0,Distin-,"cisTirasos
Leva...",levans,,,,,,,,
118.0,Yimes,"Mes
lho",Lumes,,,,,,,,
119.0,Est of Enganar,Enganar,Enganas-te,,,,,,,,
120.0,defeza,Thereza,Xerez,Prezado,,,,,,,
121.0,"escrit=
Patria de Mr. Brincar",Mr. Brincar,"|

Mr. Brincar",Mr. Brincar Whitestone,Brincar,,,,,,
122.0,Praça com-,Praça de,Praça,paraça,Praça Commercial,Praça?,,,,,
123.0,Cários,Furioso,Varios,Diario,commentarios,sílios,,,,,
124.0,nossa atmosphera,Vossa,,,,,,,,,
125.0,Jecturar,Laura,Fartura,Escriptura,Saturno,,,,,,
126.0,poleiro,Fevereiro,Marino Ligeiro,Verei,Terreiro,pinheiros,Rego Lameiro,,,,
127.0,Valle de lagrimas,lagrimas,Timas,,,,,,,,
128.0,Cedofeita,bairro de Cedofeita aquelle,,,,,,,,,
129.0,quaes,habituaes,mutua,,,,,,,,
130.0,Debil,bella de bel-,Horas de Ocio,bilhetes de beneficio,,,,,,,
131.0,Pedir,S. Pedro,Pedra Salgada,Medroso,,,,,,,
132.0,zes Emilia,vigilia,Milton,| Emilia,Santa Emilia,Emilia,Emile Fugir,familia,Concilia,Milion,
133.0,Josophico,Jos,Cujos,Josétinha,beijos,,,,,,
134.0,"|
Antonia",Santo Antonio,"Tanto-
nia",Comquanto,Quebrantoões,Antonia,Tanto-,io santo,Sinto,,
135.0,Mademoiselle de la Seguiêre,Seguimol-a,Mademoiselle,,,,,,,,
136.0,Vim,Vimbiin,,,,,,,,,
137.0,Lisboa,de Lisboa,,,,,,,,,
138.0,esforço do velho,Forno Ve-,Giorno,,,,,,,,
139.0,balbuciou elle,velleidades,nºelle,elle,d'elle,elle bebe,elleês,Subia elle,casa d'elle,casa delle,eflicacia delle
140.0,alameda do Repouso,cida do baile,alameda lateral,Repouso,,,,,,,
141.0,christão,"Se=
hor Jesus Christo",Bom Jesus,,,,,,,,
142.0,Atividade,puerilidades,sôfrega curiosidade,Ociosidade,Universidade,Liverpool,Viverás,,,,
143.0,Misericordia,misericordia,,,,,,,,,
144.0,Gonçalo,Doe,Doença,cença,,,,,,,
145.0,Sem-,Larguem-me,Manrique,Expliquem-as,— Quem,,,,,,
146.0,Coitadinhos,"ca-
minho",dóminó,Areinho,Supponho,Minho,nhou,Espinho,Carinhos,lix de vinho,Caminho
147.0,Alegre,Alegrar,,,,,,,,,
148.0,valle,Fallam,Falle,Allega-,allemães,Falla-me,Fallára,,,,
149.0,elia,lia,Infeliz,,,,,,,,
150.0,Smithfield,Vomitam,Agitam,,,,,,,,
151.0,mim,Mim,,,,,,,,,
152.0,dega,Tegasse,Ega,Socega,,,,,,,
153.0,Estás,Estiveste,Estive,Estouvada,molestia,,,,,,
154.0,"XXHI

DIPLOMACIA DO CORAÇÃO",Educação,"se-
guinte exclamação",commiseração,,,,,,,
155.0,Virginia,somno,insomnia,calumnia,,,,,,,
156.0,Aspirando,Trauteando,Guntando,Ensinando-me,dandoó-lh'o,Ficando,,,,,
157.0,Precisei,Decis,Lucrecia,malícia,Grecia,Ereciheum club,Carecia,,,,
158.0,Snr,snr,,,,,,,,,
159.0,bom retiro,Albyon,Bom,Valbom,,,,,,,
160.0,Vejam,oceano arrojam,Sejam,,,,,,,,
161.0,Entra,attracção,Trapalhona,Ostras,atrazado,tra,lettras,Australias,Trazida,Ultra,
162.0,tranquillisar,áquillo,adquiri,aquilio,Aquillo,,,,,,
163.0,Tambem,Serio,proprio Mr.,"serio tam-
bem",,,,,,,
164.0,Aguia d'Ouro,aguia,Aguia,,,,,,,,
165.0,Recordo-me,Concordo,do conchego,,,,,,,,
166.0,"go

Jenny","pr

Jenny",Jenny,,,,,,,,
167.0,taes,sociaes,punhaes,lateraes,Moraes,cereaes,caes,Taes,,,
168.0,Menina,Carmo,Carolina,acrolitho,,,,,,,
169.0,saiba,Saia,Maia,,,,,,,,
170.0,interrogadoramente,innocente,Harmental,mamente,Clementina Alvaro,perenne contentamento,taes momentos,Effectivamente,,,
171.0,Eia,passeiar,Passeiava,eia,Passos,,,,,,
172.0,Barbaro,Quer-me,bar-me,,,,,,,,
173.0,quasi,Quasi,,,,,,,,,
174.0,Anel,nella,baixo das janellas,valle das duas janellas florescia,"|
Janella","a-
nella",,,,,
175.0,Continue,tinuar,,,,,,,,,
176.0,Roast,Basta,Basto,Basta-me,Sebastopol,,,,,,
177.0,Imagine,Imaginem,Nem,,,,,,,,
178.0,Salta,Falta-nos,tunos,,,,,,,,
179.0,Desconheço-te,Descansa,escossez,Desconfio,,,,,,,
180.0,Perdão,"cre
Perde",Perdôo,Perdia,Perdôa,,,,,,
181.0,sorrisos,sorri,Morria,,,,,,,,
182.0,Estroinices,tranho,Ha-,Estranha-me,,,,,,,
183.0,Quarta,Qual,Quan,,,,,,,,
184.0,França,torre de S. Francisco,frança,,,,,,,,
185.0,Incendiar,surprendia,India,Surpreende,pre,,,,,,
186.0,em Portugal,Portugal,,,,,,,,,
187.0,"S UMA FAMILIA INGLEZA

miss",UNA FAMILIA INGLEZA,sos de familia,póde,"sé póde

 

 

 

 

   

UMA FAMILIA INGLEZA",UMA-FAMILIA INGLEZA,,,,,
188.0,Assumpto,Assumptos,assumpto,assumptos,,,,,,,
189.0,Fazes,Fazer-te,Fazei,,,,,,,,
190.0,somma,somma avultada,,,,,,,,,
191.0,Parva,appari,Lamparina,Foz,"pris

XV",Jari,Paris,Foscaris,,,
192.0,Princ-,Principiava,Principio,,,,,,,,
193.0,Olha,folha,alto da folha,,,,,,,,
194.0,Poetico,Multic,,,,,,,,,
195.0,Prata,critica atrabiliaria,Praticaria,Narrativas,mathematicas,,,,,,
196.0,ins,chins,China,,,,,,,,
197.0,Julguei,Julgára,julgára,Julgo,Julga-me,,,,,,
198.0,Serão,Servida,Ser,Observava,Servi,,,,,,
199.0,Impressionou-,physionomia,Physicas,Physionomia,,,,,,,
200.0,Talhados,agasalha,Ralhava,Trabalharei,,,,,,,
201.0,Expatria,Marcha,Chale,patriarchal,,,,,,,
202.0,jardim de S. Lazaro,Jardim,portão do jardim,rua do jardim,,,,,,,
203.0,gingerbeer,suggerir,Etegeria,,,,,,,,
204.0,"im
gem",Coragem,coraes,,,,,,,,
205.0,"Eu-
chtersleben",terra,Inglaterra,nova e.,nova terra,,,,,,
206.0,cancella,gosar della,nºella,Ellas,Appellava,Cellaço,Faço,,,,
207.0,"fi
lha",Sevilha,"Ilha dei-
xára",Ilha,,,,,,,
208.0,Rasgue-a,lavras,Paiz,Raspai,,,,,,,
209.0,proseg,proxima,illudia,ros,Podia,prosodia,Provas,,,,
210.0,"57

Exercera",Chico da Losã,exercito da Saia,Cito,,,,,,,
211.0,despenseira,Queira,traiçoeira,lisongeiras,Madeira,Rua Ferreira Borges,Admira,Ribeira,Terceira,Lados da Cruz da Rasteira,
212.0,Paulo,Pobre Paulo,Pobre Cecilial,Pobre,,,,,,,
213.0,Blz,Balas,"Blz
las",Atilas,,,,,,,
214.0,aguas limpidas,aguas boas,,,,,,,,,
215.0,Sim,Excellente,"as-
sos levissimos",tilissimas,Excellentissima,,,,,,
216.0,Batamos,PERPATAmaO,Matam,,,,,,,,
217.0,interposi,Interpretaram,Avintes,interrompia,Rompia,,,,,,
218.0,villania,rio da Villa,ran-ville,Abeillard,Cosme Villas-boas,,,,,,
219.0,Sempre,Jendeu,comprehendia,Comprehendeu,,,,,,,
220.0,obsequio,Obsequio,,,,,,,,,
221.0,Pozeram-me,Creia,Creiam-me,,,,,,,,
222.0,Souto,Ess,Successos,vessou,,,,,,,
223.0,hypocrisia,iypocrisia,,,,,,,,,
224.0,Ecce Deus qui letificat,justificará,beatifica idiotia,,,,,,,,
225.0,Consola,Tola,permitte,Persuas,PERA,perola,,,,,
226.0,Pennor,penna,,,,,,,,,
227.0,berne,vozeria,Sabem,Saberia,,,,,,,
228.0,"aguas dos
rios caudalosos",Audaces,Cauda,,,,,,,,
229.0,Costumo,Cos,,,,,,,,,
230.0,Tudo,Comtudo,,,,,,,,,
231.0,Fa-,Typos,Posso,impossivel fa-,,,,,,,
232.0,prova d'isso,casa d'isso,Vês,Porisso,idade d'isso,d'isso,,,,,
233.0,ade,Vão com Deus,Meus,Adeus,,,,,,,
234.0,Trai,la rai,Trai la rai,,,,,,,,
235.0,respiraste,contrahida,Contrastava,,,,,,,,
236.0,Especie,vigilia da vespera,Espere,,,,,,,,
237.0,estrada de cima,capellinha do Padrão,estrada da Foz,Padrão,Serra do Pilar,estrada do Padrão,,,,,
238.0,Com-,com-,,,,,,,,,
239.0,chapéo,"chapéo de
seda",,,,,,,,,
240.0,botica,belgica,Rica,Inefficaz,PUBLICA,Africa,SimAbicapo,Dica,,,
241.0,preponderancia,Aonde,Responde-me...,Onde-,,,,,,,
242.0,Sóentão,Presentimentos,bom gentleman,Aposentos,Ent,,,,,,
243.0,theatro de S. João,Iyricos,theatro lyrico,Lyrico,"theatro
Lyrico",gaia casa theatro,,,,,
244.0,terra dos meetings,"rua
dos Inglezes","insaci

dos",Inglezes,Rua dos Caldeireiros,"rua dos
Inglezes",rua dos Inglezes,,,,
245.0,Parece-me,Cumpre-me,Salve-me,Que-me,Dize-me,Vae,Vae...,Vae-me,,,
246.0,Leio-o,Ceil,peior,Receio,,,,,,,
247.0,INGLEZA,Ingl-,Inglesa,,,,,,,,
248.0,"tis
nha","ti-
nha","mis
nisto","mis
nha cara","mis
nha",,,,,,
249.0,zes-me,Es-,Dizes-te,Dizes-me,,,,,,,
250.0,Cuidei,Thebaida,Cuidas,Cuida,,,,,,,
251.0,Aquellas,"aquella pos
bre",Aquella,aquella sardonisca,"andar uni

quella",apreciar n'aquella,morada d'aquella senhora,aquella,,,
252.0,Freixo,Reino,Pires,Yorkshire,Irei,,,,,,
253.0,"di
tos",Mattos,"Mat-
tos",,,,,,,,
254.0,brochura,Procurarei,Procurar,,,,,,,,
255.0,Obrigada,Delgado,Obrigado,,,,,,,,
256.0,Reparem,Reparo,Preparava-se-lhe,Repara,,,,,,,
257.0,Venham,Tenha,Venho,penha,Nha,Venha,,,,,
