cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
95,escossez,Nºesse,vessou,"es
cassa luz",Impressionou-,Ess,d'essa,N'esse,,,,,,,,,,,,,
96,joven padre,Padre-nosso,Padrão,Padre,,,,,,,,,,,,,,,,,
97,Brincar,Mr. Brincar,Mr. Brincar Whitestone,"escrit=
Patria de Mr. Brincar","|

Mr. Brincar",,,,,,,,,,,,,,,,
98,Effectivamente,Harmental,Ocidente,Presentimentos,Quente,mamente,Sóentão,Ent,innocente,Clementina Alvaro,perenne contentamento,Aposentos,commentarios,,,,,,,,
99,| Emilia,familia,Santa Emilia,zes Emilia,Emile Fugir,Emilia,Milion,sos de familia,,,,,,,,,,,,,
100,theatro de S. João,theatro lyrico,"theatro
Lyrico",Lyrico,,,,,,,,,,,,,,,,,
101,Snr,Pu,snr,,,,,,,,,,,,,,,,,,
102,Gonçalo,Amplo-,Longe,lisongeiras,Lon-,Londres,gêlo,Long,Albyon,,,,,,,,,,,,
103,Allega-,calembourg,valle,Falla-me,Al,Alegre,Chale,Fallam,allemães,Falle,Fallára,,,,,,,,,,
104,Queres,— Quem,Expliquem-as,m”o,"Queren's The-
tre",Quereria,ceremonia,Querem,Quero,,,,,,,,,,,,
105,Ceder,EU,Succeder-lhe-hia,succedeu,Successos,Educação,,,,,,,,,,,,,,,
106,Maus,Cauda,Pausa,Paulo,Meus,Paus,,,,,,,,,,,,,,,
107,Convencida,Concilia,Convenci,Concordo,,,,,,,,,,,,,,,,,
108,Mr.,Branca,Í,ni Branca,Mr. Branca —,Mr. Branca,ni Branca applaudiu,Mr. Branca!,Porque Mr. Branca,,,,,,,,,,,,
109,Credo,acre,Cedofeita,Acredite-me,Acredita-me,acrolitho,Acreditará,Recordo-me,,,,,,,,,,,,,
110,jardim de S. Lazaro,"XXHI

DIPLOMACIA DO CORAÇÃO",esforço do velho,Jardim,Guarda-a,rua do jardim,portão do jardim,,,,,,,,,,,,,,
111,"Tanto-
nia",Agonia,calumnia,"|
Antonia",villania,Sinto,io santo,Santo Antonio,Antonia,Pantheon,,,,,,,,,,,
112,China,insomnia,ins,chins,Incha,Cachimbo,,,,,,,,,,,,,,,
113,Cam-,camarim,campinas,Communicaram,ramada,Carmo,camara,Amaryllida,,,,,,,,,,,,,
114,Vim,Vil,Viverás,N,Civilisa-te,Vivia,Virginia,Vimbiin,,,,,,,,,,,,,
115,Obsequio,Ob,obsequio,,,,,,,,,,,,,,,,,,
116,snr.º D. Crescia,Pois Crescia,Crescia,sc,balbuciou Crescia,Escriptura,sociaes,Entre Crescia,Crescia Crescia,tica desta bureaucracia,,,,,,,,,,,
117,Quasi,Qu,mutua,Qual,Quan,Comquanto,lua,quasi,Quarta,,,,,,,,,,,,
118,ámanhã,Campanhã,Amanhã,Ámanhã,"Esteiro de
Campanhã",,,,,,,,,,,,,,,,
119,Fazer-te,Fazes,Fazei,,,,,,,,,,,,,,,,,,
120,Tableau,"Blz
las",Blz,,,,,,,,,,,,,,,,,,
121,cancella,Appellava,Cellaço,nºella,"|
Janella",revelans,Anel,"a-
nella",Ellas,bella de bel-,gosar della,nella,Abeillard,,,,,,,,
122,Largos,Consola,lavras,larão,Tola,alameda lateral,La,Laura,Atilas,,,,,,,,,,,,
123,zes-me,Pozeram-me,Dizes-te,Dizes-me,Dize-me,,,,,,,,,,,,,,,,
124,respiraste,baixo Peste,molestia,Vieste,Tempestad,Estás,Esteiro,Nºeste,Estive,Peste,nºeste,d'este,Dºesta,Estiveste,,,,,,,
125,Vossa,affectuosa,saiba,Sabem,Saia,Saturno,Coisa,Safa,sa,salvador,Sa,Saíu,,,,,,,,,
126,Coragem,ora-,Corporal Prim,Moraes,Ágora,coraes,,,,,,,,,,,,,,,
127,Vão com Deus,Surpreende,comprehendia,Comprehendeu,Jendeu,Eh,,,,,,,,,,,,,,,
128,Foscaris,Raparigas,Jari,"pris

XV",Lamparina,Varios,appari,Paris,"v-

rias particularidades",,,,,,,,,,,,
129,Mademoiselle,"se-
guinte exclamação",torre de S. Francisco,Seguimol-a,Mademoiselle de la Seguiêre,Valle de lagrimas,,,,,,,,,,,,,,,
130,brochura,Quebrantoões,Lembra-me,Braga,Branda,Bra-,Coimbra,Bra,,,,,,,,,,,,,
131,Tegasse,Vouga,Socega,dega,Ega,,,,,,,,,,,,,,,,
132,Imagine,Emfim,"im
gem",lagrimas,Nem,Imaginem,,,,,,,,,,,,,,,
133,St,Strech,Costumo,Mist-,st,,,,,,,,,,,,,,,,
134,Ai,la Tais,Trai la rai,Lasciva la dona in pace,la rai,,,,,,,,,,,,,,,,
135,Aspirando,Aonde,Ascende,Shandeismo,Anda,preponderancia,Descansa,dandoó-lh'o,Onde-,Ficando,Hollanda,André,Mand,andar de cima,Grande,Ande,attender,indec,,,
136,SYMPTOMAS,Provas,Rompia,Prompto,Promptos,,,,,,,,,,,,,,,,
137,Aguia d'Ouro,Guiné,Aguia,aguia,,,,,,,,,,,,,,,,,
138,Physionomia,Physicas,physionomia,,,,,,,,,,,,,,,,,,
139,Toca,Bocado,Boccarro,na-occasião,occaso,,,,,,,,,,,,,,,,
140,Procurar,Curvei,Procurarei,,,,,,,,,,,,,,,,,,
141,Tenha,penha,Nha,Vens,Venham,Venho,Venha,chavena,joven,,,,,,,,,,,,
142,Bispo,Podia,Typos,Supponho,Ponta,Posso,Pois,Liverpool,podérdes,Apoiado,interposi,Poetico,po,,,,,,,,
143,Grã-Bretanha,da Bretanha,Hespanha,Bretanha,,,,,,,,,,,,,,,,,
144,Servida,"deserto
pio",Serão,Seça,serena,Sem-,Serio,"serio tam-
bem",Servi,Phase,Ser,,,,,,,,,,
145,lettra grande,lettras,Ultra,Trai,attracção,Estranha-me,Ostras,Trapalhona,Trazida,atrazado,tranho,traiçoeira,Tr,Trabalharei,Trauteando,Entra,tra,,,,
146,Perdão,Vôo,"cre
Perde",Perdôa,Perdôo,Perdia,,,,,,,,,,,,,,,
147,Australias,"Si-
blia",Biblia,Infeliz,elia,lia,vigilia,,,,,,,,,,,,,,
148,ã,Praça?,paraça,Praça de,Praça Commercial,Praça com-,Praça,,,,,,,,,,,,,,
149,AGGRAVAM-SE,Causava,Cavalinho,scismava,Ficava,Carnaval,Observava,Cava,,,,,,,,,,,,,
150,RO,Córou,prosodia,S. Pedro,Medroso,proseg,Roz,tunos,pinheiros,trouxe-m'os,"aguas dos
rios caudalosos",ros,,,,,,,,,
151,"Manoel Que-
tino",nol Quente,"Manoel Que-

tino",Manoel Quentes,Manrique,Manoel,Manoel Que-,,,,,,,,,,,,,,
152,Fonte da Vinha,Agua-benta,Joséfinha da Agua-benta,Josefinha da Agua-benta,,,,,,,,,,,,,,,,,
