cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
44.0,voyent,Irent,Moyen-Age,voyis,,,,,,,,,,,
45.0,Graneey-,Medilerranee,ieeye,Granes,Granet,Graneey,Franeesca,point deraneer,,,,,,,
46.0,Nerlve,LVE,ner,,,,,,,,,,,,
47.0,Spielberg,Albertauraitgimile,enthousiasmeALBERT,aaitbdALBERT,Albeit,ALBBRT.y,,,,,,,,,
48.0,jusque-lh,traijusqu,Desque,,,,,,,,,,,,
49.0,Sai,Saint-Honore,Saint-,Saint-Germain bouda,Saihnt-,Saint-Gothard,Saint-Vier,rue Saint-Lazare,Sainte-Alliance,Sainte-Helene,Saint des Saints.-Il,Saint-Germain,Saint-Jean,Saint-Geemain,
50.0,Cus,cus,,,,,,,,,,,,,
51.0,L SIkcLE,SIBCLE,Cle,,,,,,,,,,,,
52.0,grace,Graces,Frace,,,,,,,,,,,,
53.0,eigge,g.gge,,,,,,,,,,,,,
54.0,septiemeiour,"biiou
-",A dis-sept,,,,,,,,,,,,
55.0,iperu,Perugin,--Gina,,,,,,,,,,,,
56.0,riolece de lorag,rue do cliehs,rue de Ne-,baie de Nuples,Ia tte de san,ne-,oup de deux heu-,rue du Perron,manege de la vie,evue de 'Est,,,,,
57.0,Hleuxe-,Bayeux,yeuxdecette,laye,,,,,,,,,,,
58.0,nimosamnis,Montemnisselle,gte-saues erontes,,,,,,,,,,,,
59.0,Colouua,Argaiolo,louna,decoloree,,,,,,,,,,,
60.0,Paris.-Impr,Paris,"Paris,-lmpr",Parisicns,Parisien,,,,,,,,,,
61.0,sion,cliont,National,"au-
Iontes",aroon di nof nis ionii,Religion,Diion,,,,,,,,
62.0,Rodolhe interloque,Rodolhe,deuxinterlo--,,,,,,,,,,,,
63.0,Ville,Manerville,ti brille,vicilles,Yersailles,HOtol-de Ville,Watleville,Wattoville,ontpre-UNE FILLE D'EL,Wattwville,Waltville,railleusement,Granville,ave 1 Ville,dx-huit cent mille trancs
64.0,toutola soeiete,amout,soeiete,,,,,,,,,,,,
65.0,monie,Moniteur,Sidonie,Monvel,lironie,,,,,,,,,,
66.0,Europe,Europeen,roprt,l'Europe,Iis,rope,,,,,,,,,
67.0,ggee,geegggeegee,gAgegeeg2,gggegee,"g:,eeg1",,,,,,,,,,
68.0,gne,Cygne,,,,,,,,,,,,,
69.0,5G:::l,z:::t,,,,,,,,,,,,,
70.0,Marie-,Marietle,Marie-Eugnie,Marielte,rini etait mariee,Marie-Eugenie,,,,,,,,,
71.0,egee e,egee ge btlu los ebz],zee g-,los ebz,,,,,,,,,,,
72.0,Dauphin,Dauphine,,,,,,,,,,,,,
73.0,blvetee,nete,bete,etea,strete,lchete,ete -e  sgge,tete,tetel,,,,,,
74.0,niens,Ruhens,nensire,renseignemens,momens,leioenseisfeton,condimens,torrens,serpens,largens,ensoe,,,,
75.0,sian,ffianie,soufiat,tyranie,,,,,,,,,,,
76.0,beree,exageree,viagere,,,,,,,,,,,,
77.0,adiu,Adien,,,,,,,,,,,,,
78.0,L'Espagne,espe-3iA,Espagnols,Espard,Piemont el d'Espagne,,,,,,,,,,
79.0,comtesse de Vande-,comtesse de Granville,toile de Ilollandel,"A I
A MADAME LA C0MTESSE BOL0GNINI",chezla comtesso,Vande-,,,,,,,,,
80.0,"Fe-
Ln",bult,Belzebulh,,,,,,,,,,,,
81.0,Champs-Elysees,Champfort,Champmesle,Cham-,Champagne,sur-le-champ,,,,,,,,,
82.0,rue Feydeau,rue asseu-Rempart,Impartial,,,,,,,,,,,,
83.0,Reli-,Celi-,celi,,,,,,,,,,,,
84.0,aec,daecord,corpe,Lecou-,pordus,,,,,,,,,,
85.0,auteuil,Agutei,teut,,,,,,,,,,,,
86.0,egaree,Regardez,gard,Leonarde,,,,,,,,,,,
87.0,bbe,abbe,,,,,,,,,,,,,
88.0,E SICLE,de la Sicle,B SIcLE,Sicle,,,,,,,,,,,
89.0,Illle,llla,llle,,,,,,,,,,,,
90.0,yisont le eaer,Bisontins,Bisontins no ly,,,,,,,,,,,,
91.0,blable auxt Anglaises,Anglais,Anglaise,coulume anglaise,,,,,,,,,,,
92.0,ylg esees,etesee,"aa-inieooseeseese 1.%,,lg",,,,,,,,,,,,
93.0,mademoiselle Mars,"mam de mademoiselle
cheval",mademoiselle,madamoiselle,el de mademoiselle,,,,,,,,,,
94.0,Simplon,consoai,Barcelone,lons,mons,Lons-le-Saul-,canlon,,,,,,,,
95.0,famlle,sueces1 Blle,clle,l4glle,Zlle,Blle,Dulley,Clle,triomphel Plus olle,olle,,,,,
96.0,Rhelore,Honore,Rhetore,Eneore,,,,,,,,,,,
97.0,Noblesso,blesse,Noblesse,Nobles,blessee,,,,,,,,,,
98.0,n5ineidinais,"yeu
e narais ianais cru",Fanais,nais,nai,Franais,,,,,,,,,
99.0,Neue-es-,ru-es,,,,,,,,,,,,,
100.0,gafte,maftre,,,,,,,,,,,,,
101.0,wiiiipisd,iiiia,ifiii;liaa,adji 'i  hiiiii ra i,iiisi iya ns anroci,iiii hi viiiille,iGiiaiiiii,g2le.eliii-iGC,Iimniiie,viiiille,,,,,
102.0,ase abt6 do la Dent de Vilard,Dent de Vilaird,] - A duoi,,,,,,,,,,,,
103.0,vued',Revue,,,,,,,,,,,,,
104.0,amur,Muriec,tourientc,,,,,,,,,,,,
105.0,Desir,Fgfnes,nesiue,Quoiue,lesracines,cesi1,,,,,,,,,
106.0,Quatre-Can-,menton,lac de ] ture,lac des Quatre-Cantons,lac des Quatre-Cantonsa,,,,,,,,,,
107.0,asese,diocbese,Gymnase,,,,,,,,,,,,
108.0,NEE VIIERCAII,Aii,neeitaii,aiiGi,sausaiianta,scne,,,,,,,,,
109.0,aanoeu,noes,Ioeux,,,,,,,,,,,,
110.0,ralliee,entralne,Libral,tralna,,,,,,,,,,,
111.0,reputalionsee,Reslauralion,Restauralion,Trivualio,,,,,,,,,,,
112.0,popre,pre,maniPre,Apres,io vex pretrs,,,,,,,,,,
113.0,st ous aveepeur d'una lnttel,Avee,avee,,,,,,,,,,,,
114.0,cbamhre,fenelre d sa hamhre,,,,,,,,,,,,,
115.0,cetle sainte,cetto,cetle,Cetle,A cetle,etle,,,,,,,,,
116.0,Iod,Villa-Diodati,brillanta,Nilla-Diolati,,,,,,,,,,,
117.0,reunion,veu de la reunion preparatoire,aueun,,,,,,,,,,,,
118.0,gseegir,Girar-,Ar-,I'GGir,,,,,,,,,,,
119.0,Communal,com-],comnime pet,Comle,Comnte,Combien,,,,,,,,,
120.0,Scey,tceys,Hiaeys,Riceys,,,,,,,,,,,
121.0,"GGiGiniiiG.ciiiaG
Francaise","GGiGiniiiG.ciiiaG
Francaise el je suis",,,,,,,,,,,,,
122.0,- Ilne,lnee,douzibeme annee,,,,,,,,,,,,
123.0,Bondet,gondesse,blonde,grndes,,,,,,,,,,,
124.0,dilt-on,dilt,,,,,,,,,,,,,
125.0,Genbve,Genbeve,Genye,,,,,,,,,,,,
126.0,isiG,signiie,viie,alteignit,niieasnioe,,,,,,,,,,
127.0,Italienne,Italien,Italie,Italiens,Italiensl,alienee,l'Italie,,,,,,,,
128.0,sanva,passans,passage Sandrie,Ansbac,Assis,,,,,,,,,,
129.0,Besnoh,griseltes de Besancon,Besacon,A Besancon,Besancon,Besan-,Bosanco,Desancon,,,,,,,
130.0,Ilalienne,Pilale,Ilaliene,lacs d'Ilalie,Ilalie,de l Ilalie,vialime,Salins,,,,,,,
131.0,Frace u beaunom,au-,Beau-,beacoup,chteau,Beauffremont,,,,,,,,,
132.0,lrange,Btrangers,Frangais,letranger,range,Songe,proligieuxs cbangement,melangee,medie-Frangaise,,,,,,
133.0,avaoir,avatt,la Havane,patti,,,,,,,,,,,
134.0,In chro,QeL,Mon cher,oher,,,,,,,,,,,
135.0,Desenchanfe-,chanccs,GANCY,echanper,enchanles,,,,,,,,,,
136.0,CpDmpte,tintemens,bapteme,bleme,Dpartemental,Boheme,,,,,,,,,
137.0,meurtrirs,martrs,mart,,,,,,,,,,,,
138.0,"g.leeggegg,,g,-,g,]L","eeegg,,gg","g,,gg",,,,,,,,,,,,
139.0,Na-,"ana-
 ysitl",,,,,,,,,,,,,
140.0,hau,hauto,Cuton,vsoyaut,haut-le-corps,,,,,,,,,,
141.0,belises,etablis,-Lisek,Jallklis,Eglise,lEglise,journalisle,,,,,,,,
142.0,Naha,Nahan,,,,,,,,,,,,,
143.0,h0tel do Rupt,Rupt,upt,,,,,,,,,,,,
144.0,Charnathan,Nathan,Ies de Nathan,Nathn,,,,,,,,,,,
145.0,nuit2,"y,,g","g,,,,g22","a3
.:;,:,,,,,.:A","P%2,g,,,,,%;;%,eee",,,,,,,,,,
146.0,Duraht,Jura,amaht,,,,,,,,,,,,
147.0,venez  lhotel de Rupl,Apprenez,Comprenez,,,,,,,,,,,,
148.0,cheminee,temino,cachemire,gomine,,,,,,,,,,,
149.0,turna pouir entreir,deentree,deenir,Astree,,,,,,,,,,,
150.0,Con-,sonnie,connaflt,sv onnuyes,proflt,coniugal,,,,,,,,,
151.0,Iamais,maison Janrenaud,Jamais,damas,-Mais,,,,,,,,,,
152.0,suffages,Naufrages,,,,,,,,,,,,,
153.0,rieuse,Andrieux,serieux,danseuse,sieuse,,,,,,,,,,
154.0,Brie,.(nee princesse Soderin,Briinen,brin,,,,,,,,,,,
155.0,R MIcuB,Dicu,,,,,,,,,,,,,
156.0,Eoulogne,Boulogne,bois de Boulogne,ouloir,de Boulogne,,,,,,,,,,
157.0,Comite-Boucher,Touchee,Boucher,Touches,,,,,,,,,,,
158.0,lac des Rouxey,Les negocians,les Rouxey,Rouxey,Les Rouxey,Rouxrer,cou-sins roquges,terre des Rouxey,,,,,,,
159.0,Philomlne,Philombene,Philomn,Philomue,Philombne,Phi-,Philo-,Philomno,hilomae,,,,,,
160.0,Vandenesse,Wandenesse,bandenne,Yandenesse,Vandenessse,,,,,,,,,,
161.0,neanmoihs,Neanmoins,temoin,,,,,,,,,,,,
162.0,fiacre,Iac,BAL2IAC,,,,,,,,,,,,
163.0,Iaoul,Raonl,craoye,Raoul,Raouil,Raooul,aoul,,,,,,,,
164.0,Cmedis Mumaine.)86,osaa aais-ipaine,credis,,,,,,,,,,,,
165.0,hdme,eis ehe medme d'ssa,,,,,,,,,,,,,
166.0,oroiuio,Jutts,ckroix,Irois,roid,trehte-trois ans,,,,,,,,,
167.0,io ae tier,"bau-
- Tiens",Tiens,bau-,"pensa-t-
- Poterol",,,,,,,,,,
168.0,"Pa  e es
meuse heritiere de Besangon",giitantBesangan,A Besangon,h Besangon,Besangcon,Besangon,,,,,,,,,
169.0,braset lamena,As-tu ta,Ras-,,,,,,,,,,,,
170.0,curiosile,justile,Dilet,Tilet,sortileges,,,,,,,,,,
171.0,atee  e semut re,eseree etpesu,gr  eoereee s mr y-s y-,deserte,"gAgg,;;;eevee e",serva,,,,,,,,,
172.0,Iareille,A Iareille,Inerveilleux,,,,,,,,,,,,
173.0,Cour,Comite-Chavoncourt,Chavonicourt,Chavocourt,Chavoncourt,chavcourt,Chavon-,Chaoncourt,,,,,,,
174.0,Quillet,Tillel,Tillet,Iillet,lazr,Gentillet,,,,,,,,,
175.0,Mathurns,Frnse,thurins,,,,,,,,,,,,
176.0,tenic,Enin,denil,Ialienines,enin,,,,,,,,,,
177.0,Vauchel-,Vauchelles,,,,,,,,,,,,,
178.0,Conli,laquais,quai Conli,,,,,,,,,,,,
179.0,boiugies,geneniogies,oiecproeneni,,,,,,,,,,,,
180.0,Danle,indiquanlt,Pendanl,Abranles,Ias,,,,,,,,,,
181.0,appa-]-Bt,paratt,apparal,,,,,,,,,,,,
182.0,avoeats,avoeat,avocal,,,,,,,,,,,,
183.0,Prefeclure,Prefeclure eprouva lo,Prefecture,,,,,,,,,,,,
184.0,commerco,lesac aux commeragoes,commeragoes,,,,,,,,,,,,
185.0,Malgre,gre,,,,,,,,,,,,,
186.0,enissant  io u ssg,Croissant,rue du Croissant,Crois-tu,,,,,,,,,,,
187.0,metaphysiciens,sicien,Sicile,,,,,,,,,,,,
188.0,Angeliquo,germanico-gallique,aristocraliques,dAnegeliue,Angelique,Marie-Angelique de Granville,Marie-Angelique,Republique,,,,,,,
189.0,Nouvelle publiee,Nouvelles,nouvelle mariee,ouv-nt,Nouvelle,Mouvele,,,,,,,,,
190.0,caleche Francesca `divinemiint mise,it Francesca,Francescn,FrancescaI,C9SCa,naivemenl Francesca,Francesca,Tances,Francescea,,,,,,
191.0,Gii,GinGiiiiGGiti,cGGEiiiGG,GiiiG,GiGGiiiridf,niaianaaani.aniiiGit',,,,,,,,,
192.0,astignac,Raslignac,Rastignac,Marlignac,rast,,,,,,,,,,
193.0,"naiia iihi
Iere",entiere,singuliere,salieres,culiero,Moliere,pemiere ioie ue,Mloliere,,,,,,,
194.0,faus-e muette,Lettes,riette,lende- ] riette,,,,,,,,,,,
195.0,ohil,hilmee,Ilrmee,,,,,,,,,,,,
196.0,Genevojs,lae e Geneve,Geneve,Genevo,Nevers,viendrvez  Geneve,,,,,,,,,
197.0,Aoures,Magistrature,Nure,oiture,Laure,fgures,fleuree,Heureuxt,peinlure,,,,,,
198.0,fier,Madinier,Modinier,Arcier,Mainier,niere,Teniers,,,,,,,,
199.0,Experience,provincee,Providence,la Provence,,,,,,,,,,,
200.0,le Rhin,Rhin,,,,,,,,,,,,,
201.0,Pailez,nailt,attrailt,Mail,Ail-,Campes-Hailyssdes,,,,,,,,,
202.0,grammire,gradce,agrafees,,,,,,,,,,,,
203.0,francais,Granceyt,"Fran-
aflection",lBsperance,Francesta,Fran-,Francais,de France,france,la France,Grancey,France,abbe de Grancey,efraya,monsicur do Grancey
204.0,cenl,pos,denle,posenl,sen,send ssne st l piiei,,,,,,,,,
205.0,veemeni,Utrecht,"ador6 doi
officacement",Autriche,autremenl,menl,,,,,,,,,
206.0,fievre,gsle,leslevres,leresle,,,,,,,,,,,
207.0,",gggA.el FGnG'a'iGs Gi
-,,1Gi",iGs Gi,gggA,,,,,,,,,,,,
208.0,aGaiGrGGi,legain,Lekain,legr,,,,,,,,,,,
209.0,Btat,etat,Etat,Etats romnains,,,,,,,,,,,
210.0,Chartreux,Chartreuse,De la Grande-Chartreuse,Grande Chartreuse,Chartreax,,,,,,,,,,
211.0,de Saxe,Saxarn,st sa,do Saxe,Saxe,,,,,,,,,,
212.0,Nalhan,alhanut,,,,,,,,,,,,,
213.0,Ia frisre,misre,envosre ar Ia,,,,,,,,,,,,
214.0,sajeu-,lac Majeur,Lae Majeur,,,,,,,,,,,,
215.0,Saintes-Ceciles,Ceciles,Iuliles,,,,,,,,,,,,
216.0,du Doubs,Doubs,Dour,,,,,,,,,,,,
217.0,Rocher,La riliu,La Roche Hugon,rue du Rocher,La Roche,,,,,,,,,,
218.0,niiuie,cuie,inouie,cuduie,,,,,,,,,,,
219.0,ciet,Sociele,Societe,,,,,,,,,,,,
220.0,Balthasar,Hasard,,,,,,,,,,,,,
221.0,vonsses,vivons dns,,,,,,,,,,,,,
222.0,pelsoue,mouel Y,eiee  aest yvggntsuee,youee,jouee,,,,,,,,,,
223.0,Strasbourg,Bourse,Bourg,Bourgeois,,,,,,,,,,,
224.0,Ies,Arries,Tuileries,Tuilaries,,,,,,,,,,,
225.0,travaileur,avaiont,avaienl,Iavait,,,,,,,,,,,
226.0,milaine,Milan,Milaiais,Milanais,Mlilan,milan,Yiland,,,,,,,,
227.0,nlre,enlrer,,,,,,,,,,,,,
228.0,sanctuaire Yoici lai,le caire,Romains,romaire,aqueduc des Romains,ae ien aire eee,lontaires,Mairie,,,,,,,
229.0,Mont-Cenis,Clermont-Mont-Saint-Jean,Gramont,Mont-,Montcornet,Ilmontrait,Montons,,,,,,,,
230.0,atre,laatreI A,Beatrix,Theatre,,,,,,,,,,,
231.0,iruiste,intrigue2,Tris-,Contat,contrister,,,,,,,,,,
232.0,Quels,requetes,requeles,,,,,,,,,,,,
233.0,Soulas,Coulis-,toul,surloul,vroulut,- Retournez,Toul,,,,,,,,
234.0,Nantua,Fantaisie,renoncant,enfant.-,Brabant,,,,,,,,,,
235.0,Cimaros,Marseille,Godenars,Mars,Pars,Marsay,,,,,,,,,
236.0,pretendil,pretendus,pretendue travsux,,,,,,,,,,,,
237.0,meie esimable,Irable chaleur,diableI,ble,Irable,,,,,,,,,,
238.0,Quinii,Qui,nequin,,,,,,,,,,,,
239.0,TuSe,benu,nii di a inpenare,Penuse,Irappent,,,,,,,,,,
240.0,Bugey,ugenie,Eugenie,Bugenie,genie,,,,,,,,,,
241.0,uno mobilite feb ile,Io monet rexr ao vndenese30,mone,Io monet,,,,,,,,,,,
242.0,caleinee,Caroline,Seine,einei,succinet,,,,,,,,,,
243.0,seides,a-adessi,ade Lennoi,ades,,,,,,,,,,,
244.0,severe,Celte severe,Celte,,,,,,,,,,,,
245.0,Allemand,allees,allee,,,,,,,,,,,,
246.0,ariver,Charivari,varitablo,,,,,,,,,,,,
247.0,--Je,iut,Saiut-Jean,,,,,,,,,,,,
248.0,la piece,preiero piece apres,piece,,,,,,,,,,,,
249.0,Franche-Comle,el blanche,hranche,,,,,,,,,,,,
250.0,iois aoi,Bois,Ioi,iois,,,,,,,,,,,
251.0,monlagnes,Agnbes,Agnes,gnagne,,,,,,,,,,,
252.0,vis-h-vis d'elle apres,sot vis-i-vis,vis-h-vis,,,,,,,,,,,,
253.0,Tes,Legitimistes,Legitimite,,,,,,,,,,,,
254.0,Heloise,Moise,la Comtoise,toiseme feis,oise,,,,,,,,,,
255.0,ieune,forlune,Lune,brune,,,,,,,,,,,
256.0,Eden,esder,suceederun,Federal,,,,,,,,,,,
257.0,Aoeel,gaee,Aeele,,,,,,,,,,,,
258.0,Hollandais,Ferdnand,Andantsz,Normandie,gand,Qand,,,,,,,,,
259.0,presidenee,Genese,Genee,seienee,jurisprudenee,,,,,,,,,,
260.0,aeecssoire,Loire,altiree,lasoirde,vire,soiree,,,,,,,,,
261.0,fronldes grands hommes,deix,Grandlieu,grandeiur,fodre iside pir plis ke fos vrandes I1,Deia,offtrandes,,,,,,,,
262.0,Irais,Serais,Jaurais,Naurais-ie,Marais,,,,,,,,,,
263.0,rpelaient  Rodolpheles,Rloiolphe eutalirs ] creuture,Rololphe,Gandolphini,Rodol-,Rodolpheles,,,,,,,,,
264.0,alpes,Alpes,,,,,,,,,,,,,
265.0,Tinti,contigu,Tnti,attentioi,,,,,,,,,,,
266.0,la somme,Iemme,pomms,somme,,,,,,,,,,,
267.0,MIa-,Iai,miai 18,,,,,,,,,,,,
268.0,Corso,trsos,le Corso,,,,,,,,,,,,
269.0,Savarus,Russe,SAYARU,Svarus,,,,,,,,,,,
270.0,Pont-Neuf,le Pont-Neuf,,,,,,,,,,,,,
271.0,pitie67,ambilieux,Lambitieuk,pienez-en la moitie,,,,,,,,,,,
272.0,esistanee e,esistanee,,,,,,,,,,,,,
273.0,sinau aesnior,i ii,F iiCGiG,Iir,iorsl iir,A iiraia,,,,,,,,,
274.0,Shyloek,loeis,,,,,,,,,,,,,
275.0,Sentez,argenterio do tamille,presentil,Yarese,presenter,,,,,,,,,,
276.0,gota,got,,,,,,,,,,,,,
277.0,A h0pital,tALzAic,Talma,,,,,,,,,,,,
278.0,ntel,lquelle,laielle,nelle,turelles,Iaqellela,choef da Son Ecellence,Telle,laguelle,,,,,,
279.0,Tine,ft devinee,atisve,satinees,,,,,,,,,,,
280.0,maltraitee,hesiter,haiter,,,,,,,,,,,,
281.0,Cerci,cerclo,Cercle,,,,,,,,,,,,
282.0,"g;;gggggg,:,g",yettee-ggeyggggy,"G Giiii,'a
g2EgggggLgg21,P",gggygg-egg-e,gggg;;g,"ggg,,yggg",Agggge,"gggggg;,,e",gggL,,,,,,
283.0,Lindulgence,Str,lIndustrie,,,,,,,,,,,,
284.0,Barbe-Bleue,Be-,be-,,,,,,,,,,,,
285.0,dillicilo,Clichy,felicite,Felicien Vernou,Vernou,,,,,,,,,,
286.0,Pais,La Paia,Paia,,,,,,,,,,,,
287.0,Humilie,Emilio,Bmilio,familiarite,,,,,,,,,,,
288.0,Ma-,rue Neuve-des-,Neuve,Neuve-des-Ma-,,,,,,,,,,,
289.0,Ple,sculple,Spleen,tiaple,oxceple,,,,,,,,,,
290.0,SG G6inr,vergiss-mein,chein do,Ceinre,,,,,,,,,,,
291.0,benquier,bhanquier,,,,,,,,,,,,,
292.0,lix,Felixn'atait pasencore,Felix,,,,,,,,,,,,
293.0,- Pourqnoi,lez-vo ir,atGG7-lE:2,Tenez-vous-le pour dit,,,,,,,,,,,
294.0,Amede,Medee,Amedee de Soulas,Amedee,,,,,,,,,,,
295.0,cieuee,subjugues,pingeuieues,ieuesso,,,,,,,,,,,
296.0,Irancs,rantiras,iran,dranaes,,,,,,,,,,,
297.0,Pere-La-],Per-,derouter,Jerome,Perou,,,,,,,,,,
298.0,Mulhouse,.Nous,Vousetes,vousen,,,,,,,,,,,
299.0,Celebrite,Lat,gteleygee,poele,pele-mele,obtaeles,Cele,ele,Epictele at Spar-,,,,,,
300.0,apon,porte du boudoir,T'aport,,,,,,,,,,,,
301.0,Esl-e oes tedeschi,Schmuke,,,,,,,,,,,,,
302.0,saveir,Avez,Savez,,,,,,,,,,,,
303.0,Rehecea,eceole,breche,rece,,,,,,,,,,,
304.0,irola,Lopold,Leopola,,,,,,,,,,,,
305.0,gggegg,geg,Egg,geggh,,,,,,,,,,,
306.0,Nucingon,Nuciogen,cingen,Nucinge,Nucingen,,,,,,,,,,
307.0,Belgirate,de Belgique,Belgique,,,,,,,,,,,,
308.0,ridee,noblo,noblos idees,,,,,,,,,,,,
309.0,chiambre des pairs,Noembre 83,rohe de chambre de merinos,cChambrot,Chambre,,,,,,,,,,
