cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
51.0,Cambridge,brook,Pembroke,,,,,,,,,
52.0,Realm,Palmerston,Lyndhurst,,,,,,,,,
53.0,Grand,Grand Cairo,Strand Coffee-,,,,,,,,,
54.0,"Salt
Hill",Jerusalem,Ill.,Salt Hill,,,,,,,,
55.0,Westmoreland,Westminster,West,West India,,,,,,,,
56.0,Russia,Rossendale,Sussex,Masses,Caucasus,,,,,,,
57.0,Hellingsley,Wesleyans,Wellesley,,,,,,,,,
58.0,LONDON,London,Richmond,Clarendon,LoNdon,,,,,,,
59.0,Melbourne,Luxembourg,,,,,,,,,,
60.0,Ministry,Music,Isthmus,,,,,,,,,
61.0,St. James’ Street,Thames,"St. James’s
Street",St. James’s,St. James,Nemesis,"St. James’s
Square",,,,,
62.0,Culloden,Lucca,Lucullus,,,,,,,,,
63.0,Colleges,Willesden,Millennium,dishabille,Seville,Villebecque,,,,,,
64.0,Belgium,Monte,Leontium,,,,,,,,,
65.0,Hindostan,Mauritania,Neapolitan,,,,,,,,,
66.0,Wavelets,Poets,,,,,,,,,,
67.0,midland county,the County of,the County Chronicle,,,,,,,,,
68.0,Walpole,Alps,Paradise,Arabia,Valparaiso,,,,,,,
69.0,MILLBANK,Millbankites,Millbank of Millbank,Millbank,"Walked
Millbank",,,,,,,
70.0,Bigonia,Siponia,Siponta,,,,,,,,,
71.0,Europe,Western Europe,,,,,,,,,,
72.0,the Lower Park,Hyde Park,Park,the Upper Park,"the Upper
Park",,,,,,,
73.0,St. Gone-,New General-,St. Genevieve,Geneva,St. Geneviéve,,,,,,,
74.0,Arrange,litera,Mediterranean,,,,,,,,,
75.0,St. John’s,St. John,,,,,,,,,,
76.0,Laid,Maidenhead,Hades,Adelaide,,,,,,,,
77.0,Loretto,Watteau,Gazette,,,,,,,,,
78.0,Regent,the San Absent,"the San
Bent",the Spanish Peninsula,,,,,,,,
79.0,Frenchmen,Rome,Frenchwomen,,,,,,,,,
80.0,East,New,Castle,Newcastle,,,,,,,,
81.0,St. Paul,Infirmary,St. Mary’s,St.,,,,,,,,
82.0,Strand,Sacha,Astrachan,,,,,,,,,
