cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
42.0,recamam,Emmagreceu,mamã,,,,,,,,,,,
43.0,Santo Ildefonso,Santo Ignacio,"PORTO

LIVRARIA INTERNACIONAL DE ERNESTO CHARDRON",Leia Santo Ignacio,,,,,,,,,,
44.0,Santa Catharina,Catharina,,,,,,,,,,,,
45.0,São da Encarnação,Senhora da Encarnação,cova da enxerga,Senhora da Incarnação,Encarnação,,,,,,,,,
46.0,Liberus,Berlim,Tiberio,Soberba,liberaes,,,,,,,,,
47.0,Gouvêa,Gouveia,,,,,,,,,,,,
48.0,Janota,Libano,saiba,Libaninho,,,,,,,,,,
49.0,Abafava,Arfava,gargarejava,,,,,,,,,,,
50.0,Pires,Nobres,Tres,Londres,Buenos-Ayres,retreta,pressa,resonar,,,,,,
51.0,Una,Ossuna,Una paloma,,,,,,,,,,,
52.0,Via-o,Via-Clara,Devia-a,Conhecia-a,Vivia,,,,,,,,,
53.0,Accendiam,Accendia,,,,,,,,,,,,
54.0,Thereza,Therezas,There,herejes,Natureza,,,,,,,,,
55.0,Vêr-te,vêr-me,mexe-te,Vêr,,,,,,,,,,
56.0,"Arco
do Triumpho",triumphar,triumpho,triumpho!,,,,,,,,,,
57.0,Sociedade,sociedade.--Então,Piedade,,,,,,,,,,,
58.0,Leituras,tonturas,,,,,,,,,,,,
59.0,tectos dos curraes,rua dos Condes,rua da,Mendes,rua dos Calafates,rua do Norte,Condes,,,,,,,
60.0,"Habana
Valga-me Dios","Habana
Valga-me",Algarve,Valsa,,,,,,,,,,
61.0,"concubinagens
casuaes",concubinagem,,,,,,,,,,,,
62.0,santos,Santo Antonios,Santo Ambrosio,Santos,Antonia,Santo Thyrso,,,,,,,,
63.0,d'ahi,D'ahi,,,,,,,,,,,,
64.0,Feche,Fechou,Cheguem-se,,,,,,,,,,,
65.0,casa do conego,"conego
Dias",conego Dias,conego,tranquilla casa do conego,conego selvagem,conego Campos,idéa do conego,,,,,,
66.0,Bethania,gania,Golgotha,,,,,,,,,,,
67.0,Nossa Senhora das Sete Chagas,Nossa Senhora da Ermida,casa da senhora condessa de,Nossa Senhora do,Nossa Senhora da Saude,Nossa Senhora da Boa Viagem,"Nossa Senhora te
valha!",Nossa Senhora,Nossa Senhora do Lourdes...,Casamento de Nossa Senhora,,,,
68.0,altares,Salt Lake City,Salta,Falta d'união,d'espada alta,,,,,,,,,
69.0,molle,molles,colleccionar,collegas,collegio,,,,,,,,,
70.0,somno,insomnia,,,,,,,,,,,,
71.0,entornando-lhes,Bufa-lhe,Ia-lhe,Pesava-lhes,Devo-lhe,Coma-lhe,Devia-lhe,Cantava-lhe,Dá-lhe,,,,,
72.0,Suspenda,Anda-me,Anda,anda,escandalo do jornal,Outra-Banda,,,,,,,,
73.0,Pombal,Pomba Espiritual,Espirito,,,,,,,,,,,
74.0,cacete,Minuete,aceio,,,,,,,,,,,
75.0,Vejam,Sejam,Vejo,,,,,,,,,,,
76.0,arvores,"Arvore da
Sciencia",Consciencia,,,,,,,,,,,
77.0,Redemptor,Egypto,,,,,,,,,,,,
78.0,Ais,saragoça,Paraiso,paraiso,arara,,,,,,,,,
79.0,Saude,Providencia,Silencio,impudencia,Correspondencia,saude,Agencia Havas,Vicencia,,,,,,
80.0,Santissimo Sacramento,missanga,Santissima,Santissimo,Sim,Santíssimo,"Santissima
Trindade,--quando ella",,,,,,,
81.0,Morenal,Renans,Vermorel,Sena,Morena,serena,,,,,,,,
82.0,calumnia,"Aquella
calumnia",calumnias,caluda,Calumniou-me,,,,,,,,,
83.0,Amelia.--Foi,brazeira.--Amelia,cova d'Amelia,d'Amelia,Ameliasinha,belleza d'Amelia,rua d'Amelia,braço d'Amelia,Amelia,,,,,
84.0,Deixal-as,Deixal-a,,,,,,,,,,,,
85.0,Creia,Correia,rua do Correio,Correu,Corrego das Tristes,,,,,,,,,
86.0,Calvario,Calvario:--«,,,,,,,,,,,,
87.0,dôce,Thomar,Roma,Roma...,instincto romantico,,,,,,,,,
88.0,murrão da véla,cabo da faca,véla,,,,,,,,,,,
89.0,"Vazes,--",Marrazes,Marrases,,,,,,,,,,,
90.0,d'ordens,Ordenou-se,Fez-se,,,,,,,,,,,
91.0,collete branco,brancos.--«Aqui,pilar branco,collete,,,,,,,,,,
92.0,Tótósinha,visinhança,Tótó,,,,,,,,,,,
93.0,|#pág,"|
  |#pág",,,,,,,,,,,,
94.0,Arco,Arco...,Circo,,,,,,,,,,,
95.0,Fôra,amigas fôra,Fôra rica,,,,,,,,,,,
96.0,VIII,III,,,,,,,,,,,,
97.0,Beati,Merati,Beata,,,,,,,,,,,
98.0,taciturnidade dos santos,legião dos santos,convivencia dos santos,Legião d'Honra,,,,,,,,,,
99.0,Matta,Mathias,Sympathia,,,,,,,,,,,
100.0,possilga,vossê,vossê!?--fez Amaro,Vossê,Vossês,,,,,,,,,
101.0,Universo,Universidade,Persia,,,,,,,,,,,
102.0,familia,Familia,Thesouro das familias ou as,Milão,vigilia,,,,,,,,,
103.0,Repousarei,rua das Sousas,viella das Sousas,Sousas,Sousa,,,,,,,,,
104.0,Purgatorio,Offertorio,Rio,lavatorio,Osorio,,,,,,,,,
105.0,Damasco,Alipio de Vasconcellos,Alipio de Vasconcellos Godinho,,,,,,,,,,,
106.0,Joannita,"Joanna
Carreira",Joanna,Joanninha,Santa Joanna d'Aveiro,,,,,,,,,
107.0,falua,lua,,,,,,,,,,,,
108.0,Succedeu,succedia,succumbiu,Successores,bom successo,,,,,,,,,
109.0,Santo Officio,Officio,Officios do Moraes,,,,,,,,,,,
110.0,geographia,Seraphim,Sophia,Raposo,,,,,,,,,,
111.0,Dominus,Dominára,Domingos,S. Domingos,,,,,,,,,,
112.0,significativa--«não,bengalão,Benedicat,Medicina,,,,,,,,,,
113.0,carretão,pigarreando grosso,latão,gavetão,Carreiro,,,,,,,,,
114.0,proxima,Estimava,Estupido,Estás,Estive,lagrimas,,,,,,,,
115.0,Vaqueira,cavaqueira,,,,,,,,,,,,
116.0,Ruça,medo:--Oh,Amaro:--Ouça,Amaro:--Pois,Amaro:--Diga,Amaro:--Hoje,punho:--,,,,,,,
117.0,"Chão de
Maçãs",Chão de Maçãs,maçãs assadas,,,,,,,,,,,
118.0,Pater est,Pater,Catecismo,festa paterna,,,,,,,,,,
119.0,Abre,lugubre,,,,,,,,,,,,
120.0,Imagine,Imaginava,Abominava,tisnava,,,,,,,,,,
121.0,Telles,Pelletan,elle,impelle,Pobre Telles,escrevia elle,excellencia,d'elle,pelle,"...

Elle",n'elle,,,
122.0,idéa,Judéa,idéa das devotas,"idéa
de Jesus",,,,,,,,,,
123.0,caricias,aquella caridade,solemnidade,Nutrida,Immobilidade,Caridade,Brutalidades,Auctoridade,,,,,,
124.0,telegrammas,Vista-Alegre,legua,alegre,,,,,,,,,,
125.0,Comité,Imitação,Relação,,,,,,,,,,,
126.0,Gostava,Voltava,Repastava,"cost and with
almost",Instava,,,,,,,,,
127.0,interessesinhos,Pâcatinho,Longuinhos,Carlinhos,Inglezinhos,Minho,,,,,,,,
128.0,carne!--Então,Homens.--E,homem.--Então,bem.--Contou,homem--_não,,,,,,,,,
129.0,S. Carlos,sotainas,Carlota,"botica do
Carlos",,,,,,,,,,
130.0,bom Marques,Torquemada,Marques,arquejo,Europa,Vasques,Questões,,,,,,,
131.0,Santa Apolonia,"Santa
Cecilia",Santa Barbara,Sant'Anna,Jantava,Santa,Santarem,santa cruz,Santa Brigida,,,,,
132.0,S. Vicente,"S. Vicente de
Paulo",,,,,,,,,,,,
133.0,afflicto,Redistribution,Districto,,,,,,,,,,,
134.0,Inimigo,Rigoleto,Digo,Trigoso,Fatigou,,,,,,,,,
135.0,Gonçalves,Salve-Rainha,Rainhas,Salve-Rainhas,,,,,,,,,,
136.0,Podia,invadia,Vadios,,,,,,,,,,,
137.0,chapéo,chapéo alto,Bairro Alto,vinho de alto,,,,,,,,,,
138.0,bonito,Bonito,Bonita,,,,,,,,,,,
139.0,CRIME DO PADRE AMARO *,padre Amaro,"CRIME

DO

PADRE AMARO




Obras","CRIME

DO

PADRE AMARO","CRIME

DO

PADRE AMARO




I",Crime do Padre Amaro,"Crime do
Padre Amaro",,,,,,,
140.0,Tremei,Tremer,Treme-me,Nemeia,,,,,,,,,,
141.0,Introito,Cintra,,,,,,,,,,,,
142.0,Lisboa de Amaro Vieira,_Amaro,Ribamar,Amaro,D'alli Amaro,Marselheza,traz Amaro,d'Amaro,camara,respondera:--E Amaro,,,,
143.0,Xavier,Haviam,,,,,,,,,,,,
144.0,Indigestão,Ó Dias,Dias,Indignus,India,brandia,Indias,,,,,,,
145.0,velludo preto,Loreto,velludo,cabelluda,,,,,,,,,,
146.0,Macaco e da Baleia,Macaco,Baleia,,,,,,,,,,,
147.0,jubilo,Josepha,philosophar,conego philosophicamente,Philistinos,,,,,,,,,
148.0,Esfregava,sôfrega,Divagava,,,,,,,,,,,
149.0,Estigmas de S. Francisco,"S.
Francisco",S. Francisco,Villa-Franca,triumpho Francisco,,,,,,,,,
150.0,Praça ás Ave-Marias,Praça ás Ave-Marias...,,,,,,,,,,,,
151.0,"tectos baixos do
curral coberto de colmo",Baixa,d'olhos baixos,d'olho,,,,,,,,,,
152.0,Perfeito,perfidia,,,,,,,,,,,,
153.0,Concordia,rua da Misericordia,Cordova,"relogio da
Misericordia",Misericordia,Ricoça,"rua da
Misericordia",,,,,,,
154.0,Leia Gavantus,Historia,Leia a _Historia,,,,,,,,,,,
155.0,Porto,Portugal,em Portugal,Biblioteca Nacional de Portugal,importunára,,,,,,,,,
156.0,Coitadinha,coitadinha,din,Coitadita,,,,,,,,,,
157.0,Malhão,Carne,baiuca,malucar,Maltez,,,,,,,,,
158.0,Some states do not allow disclaimers of certain,Caes do Sodré,locaes,,,,,,,,,,,
159.0,bacharel Azevedo,However,Azevedo,gaze,,,,,,,,,,
160.0,Infelimente,vacillou de repente,Impaciente,Serpente,Instinctivamente,Sergio,,,,,,,,
161.0,Bairrada,adormecida,Paradou,córado,Assombrado,Trovador,,,,,,,,
162.0,Provença,Endoenças,,,,,,,,,,,,
163.0,Perdão,Perderam-me,Perdôe-me,Perdôa,,,,,,,,,,
164.0,"Nunes
Ferral",Nunes,,,,,,,,,,,,
165.0,Pavonio,pavor,Espavorida,Tavoras,,,,,,,,,,
166.0,Brito,Brito apopletico,,,,,,,,,,,,
167.0,Senhora do Rosario,Nosso Senhor,minha senhora,Senhora Mãi,"sala branca do
senhor conde de","Nossa
Senhora",Senhora,"Nosso
Senhor",santa senhora,"Nossas
Senhoras","boa
senhora",boa senhora,Senhora da Alegria,Senhora da Piedade
168.0,meum,torre gemeu,Torre de Babel,,,,,,,,,,,
169.0,Lausperenne,Espero,Especie,vesperas,,,,,,,,,,
170.0,impio,luva do impio,,,,,,,,,,,,
171.0,V. s.^a,v. s.^a Sinto,Sinto,,,,,,,,,,,
172.0,Queres,Queria,Quereria,Quero vêr,Quero,,,,,,,,,
173.0,Donations,National,"National
Library of Portugal",Additional,,,,,,,,,,
174.0,seminario,d'exame,d'examinar,,,,,,,,,,,
175.0,perversa:--E,Versailles,Hotel de Ville,,,,,,,,,,,
176.0,Santa Virginia...,Santa Virgem,Parto da Santa Virgem,Santa Virginia,Virgens,,,,,,,,,
177.0,Eclogas,Delecluze,Belem,luzir,,,,,,,,,,
178.0,cotovêlo,vêl-os,,,,,,,,,,,,
179.0,by U.S. federal laws,U.S.,,,,,,,,,,,,
180.0,"S.
Paschoal Baylão",Carôcho,Rabicho,Michaela,,,,,,,,,,
181.0,Gralheira:--«Todos,Gralheira,,,,,,,,,,,,
182.0,sacrario,Breviario,canario,Natario,Natario.--Em,,,,,,,,,
183.0,China,Machinalmente,jornaes,machinaes,,,,,,,,,,
184.0,Furão,Ferrões,bom Ferrão,Ferrão,,,,,,,,,,
185.0,n'estes,Nasceste,d'este,d'essa,felicidade n'este nosso santo ministerio,,,,,,,,,
186.0,Carvalhosa,Agasalho,Agasalha-te,,,,,,,,,,,
187.0,corujas,Corôa,corôa,,,,,,,,,,,
188.0,Faz-me,Trazia,Traz-me,,,,,,,,,,,
189.0,Percebia,Percebera,,,,,,,,,,,,
190.0,Amparo,Amparo da botica,"Amparo da
botica",botica,,,,,,,,,,
191.0,Durmamos,Famosa,Famosa pechincha,Infame,Diffamou,,,,,,,,,
192.0,Preferiria,Onde Leiria,lamuria,Leiria,Leiria:--«Mas,Sé de Leiria,,,,,,,,
193.0,Aperte,Decerto,Tertiò,vertigens,,,,,,,,,,
194.0,Gomorrha,sorri,Turrino,,,,,,,,,,,
195.0,hombreira do pateo,Sávedra,pedra do paço,jardim do Paço,Pedroso,,,,,,,,,
196.0,ámanhã,mana,Manon,Many,,,,,,,,,,
197.0,Martyres,Martha,martyr,,,,,,,,,,,
198.0,Vim,Vimeiro,Cordeiro Paschal,cueiro,,,,,,,,,,
199.0,Religião,reliquia,Reliquia,,,,,,,,,,,
200.0,Ahi,Encolhia,Bahia,bahú,sahia,ahi,Cahia-me,Sahia,,,,,,
201.0,capellinha da Barrosa,Barrosa vêr,Barroca,Sobros,Barrosa,Rosa,arrojando tunicas,Barrosa fallar á,,,,,,
202.0,palerma,alecrim,Magdalena,Royale,,,,,,,,,,
203.0,genebra,braza,Brazil,Coimbra,,,,,,,,,,
204.0,Ameliasinha da S. Joanneira,Ameliasita,Ameliasita da S. Joanneira mettida,Ameliasinha da S. Joanneira!,Ameliasita da S. Joanneira,saleta da S. Joanneira,,,,,,,,
205.0,"offerta do
coração do teu amante",d'antes,"caverna
chammejante",Nantes,pé-ante-pé,Caminhante,,,,,,,,
206.0,Padre-Mestre,Madrid,Deus-Padre,Padre,Padre-Nossos,,,,,,,,,
207.0,Estou-te,Epístola,"voltou,--e",Custou,,,,,,,,,,
208.0,sahir,sahiu d'emboscada,sahiu,Sahiu,Cahiu,,,,,,,,,
209.0,Charuto,accêso,charuto accêso,,,,,,,,,,,
210.0,lampeão,alameda macadamisada,Alameda Velha,Alameda,,,,,,,,,,
211.0,Capujá,aza do capão,Japão,,,,,,,,,,,
212.0,Peixoto,Peixoto levára,,,,,,,,,,,,
213.0,Pobre d'ella,Syllabus,Janellas,Bella,n'ella,Ellas,Estrella,Ella,Cancella Velha,Bruxellas,,,,
214.0,Elyseos,Campos,Campos-Elyseos,,,,,,,,,,,
215.0,Snr,snr,,,,,,,,,,,,
216.0,Moral,eleitoraes,Cabraes,Moraes,,,,,,,,,,
217.0,"cosia
de luneta",Lisboa,aguas de Lisboa,Lisboa...,de Lisboa,estrada de Lisboa,,,,,,,,
218.0,Emfim,Emfim Amaro,,,,,,,,,,,,
219.0,bom Silverio d'aquelle,Silverio,bom Silverio,bom paio,silvas,,,,,,,,,
220.0,La Faute,Faute,Project Gutenberg-tm,,,,,,,,,,,
221.0,Evora,d'Evora,Sé d'Evora,,,,,,,,,,,
222.0,borracho,pachorra,Gamacho,,,,,,,,,,,
223.0,maus costumes,mesa,Ciumes,,,,,,,,,,,
224.0,pallido,Allivia,pallio,,,,,,,,,,,
225.0,babosa,Agonia,Polonia,Eugenia,ceremonia,Babylonia,,,,,,,,
226.0,comprehendia!,comprehendo,comprehendia,computer virus,,,,,,,,,,
227.0,aquella dôce,aquella pequena capella d'aldeia,aquella,aquella bonita,Áquellas,Aquella,elle aquellas,elle vêr aquella,aquella velha,Aquellas,aquella dôr,,,
228.0,Commendador de Christo,christão,tristeza,Pobre de Christo!,Bristol,Christo,Corpus-Christi,,,,,,,
229.0,bom Deus!,Adeus,Deus,côrte de Deus,"Deus,--é Deus",,,,,,,,,
230.0,Morgaditos,Morgados,Morgadinhos,Morgadinho,Morgado,Godinho,Morgadinho dos Poyaes,,,,,,,
231.0,frontaes,taes,pedestaes,Taes,,,,,,,,,,
232.0,Póde-lhe,Pede-lhe,Pede-os,Riam-se-lhe,,,,,,,,,,
233.0,"casa da S.
Joanneira!","Amelia da S.
Joanneira","S.
Joanneira:--Muito","S.
Joanneira.--Estás","S.
Joanneira pacificadora","S.
Joanneira","S.
Joanneira!",,,,,,,
234.0,suor,Peccado,blasphemia,sêcca,--_Quorum remiseris peccata,,,,,,,,,
235.0,Confessei,Insensivel,Pensei,,,,,,,,,,,
236.0,Tulherias,Mulheres,"a
Mulher",,,,,,,,,,,
237.0,praia da Vieira,Figueira,fazenda da,estrada da Figueira,Trigueira,estrada da,,,,,,,,
238.0,hostias,Credo,cara redonda,hostia redonda,hostia,don,,,,,,,,
239.0,Caia,Maia,,,,,,,,,,,,
240.0,piano:--Pois,Chateaubriand,"S.
Cypriano",,,,,,,,,,,
241.0,Solidão,Joli,,,,,,,,,,,,
242.0,petroleo,suffoca,petroleo suffocava,uff!_--Vá,suffocada,,,,,,,,,
243.0,guardachuvas,cabo do guardasol,guardasol,cabo dos guardachuvas,,,,,,,,,,
244.0,apparato,appareeeu,,,,,,,,,,,,
245.0,valle triste dos Poyaes,Poyaes,cemiterio dos Poyaes,,,,,,,,,,,
246.0,Sabem,Cabeça,Sabe,,,,,,,,,,,
247.0,"Eterna
Dôr...",Louvores,Eternidade,Eternidade dos Louvores,Fraternidade dos Povos,,,,,,,,,
248.0,Casal-a,Casa Havaneza,casacão,,,,,,,,,,,
249.0,Gorda,Laboranti,Taborda,,,,,,,,,,,
250.0,Rapariga,Parto,Paris,Chafariz,,,,,,,,,,
251.0,Carmens,Casamento,Trento,Sarmento,,,,,,,,,,
252.0,falle,Fallar-lhe,Accumulava,Fallasse-me,Fallavam,,,,,,,,,
253.0,Graça!,banhada de graça,Chalaça,Fumaça,Graça,,,,,,,,,
254.0,Extrema-Unção,d'Extremoz,"La
Tremouille",Extremoz,,,,,,,,,,
255.0,benta!»--E,Pimentas da Pojeira,Moço,ramos bentos,Poço do Borratem,Poço das Bentas,,,,,,,,
256.0,Espaçava,d'Hespanha,Hespanha,,,,,,,,,,,
257.0,Ninon de Lenclos,valle de lençoes,lençoes,,,,,,,,,,,
258.0,Vamo-nos,Arriscamo-nos,"leia
Garriffaldi",,,,,,,,,,,
259.0,tranquillisar,Quieta,exquisito,Quiz,,,,,,,,,,
260.0,alva,planeariam,D. Maria,Mouraria,Marialva,,,,,,,,,
261.0,"work
with the phrase",Gethesemani,Lethes,Ethiopia,,,,,,,,,,
262.0,Salento,Jalette,saleta,Jerusalem,,,,,,,,,,
263.0,Republica,Repetiu,Repita-me,injustificavel offendeu,estrepito,"Sé
repicava",,,,,,,,
264.0,Secundò,Bois,Dois,Mundo,Dois Mundos,,,,,,,,,
265.0,d'isso,"d'isso D. Maria
da Assumpção voltára","Gansoso e D. Maria da
Assumpção",,,,,,,,,,,
266.0,Pimentel d'Ourem,d'Ourem,Ourem,,,,,,,,,,,
267.0,lageado do largo,lages,lageado,,,,,,,,,,,
268.0,quasi calvo,Asia,quasi,,,,,,,,,,,
269.0,d'haver,Achava-o,chavena,,,,,,,,,,,
270.0,Novaesitos,bom Novaes,Novaes,Vaes-te,,,,,,,,,,
271.0,affectando,affecto póde,,,,,,,,,,,,
272.0,Tenho,Tenho-lh'o,Puz-lh'os,,,,,,,,,,,
273.0,S. Gorislano,S. Chrysologo,S. Chrisolo,,,,,,,,,,,
274.0,dir-lin,gotinha de café,gallinha gorda,sombrinha,Amelinha,Vinha,Augustinha,travesseirinha,fresquinha,Saldanhinha,Mélinha,,,
275.0,Fernandes,understand,Grande,Mande,,,,,,,,,,
276.0,alto céo,céos,chaveiro do céo,reino do céo!,,,,,,,,,,
277.0,cantaro,acalcam,Contar,d'Alcantara,,,,,,,,,,
278.0,platafórma,Mataram-me,Satanaz,catarrho,patarata,,,,,,,,,
279.0,Evangelhos,Devaneios,Aconselhou,Evangelho,,,,,,,,,,
280.0,Praça:--«Então,botica da Praça,Praça Nova,Praça...,Praça,,,,,,,,,
281.0,egoa baia,Cegonha,egoa,,,,,,,,,,,
282.0,Beijo,Vira,Tira-m'o,Vigareira,trapeira,Beira-Alta,Vieira,suggerira,Babuseiras,Feirão,Sertejeira,Terceira,Beira,
283.0,Vegetar,Archanjo,Plutarcho,,,,,,,,,,,
284.0,ripanço,Casimira França,França,,,,,,,,,,,
285.0,Cruzes,Cruz,,,,,,,,,,,,
286.0,Dionysia...,Dionysia póde,Dionysia,,,,,,,,,,,
287.0,Roda,Primò,Roda fôra supprimida,,,,,,,,,,,
288.0,Bastilha,sezões,S. Sebastiões,,,,,,,,,,,
289.0,Pinheiro,Bairro de David,Pinheiro deu-as,,,,,,,,,,,
290.0,Começára,Reclamára,passo d'obeso,Passára,,,,,,,,,,
