cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
51,Santa Catharina,Santarem,Santa,Sant'Anna,d'Alcantara,cantaro,Santa Joanna d'Aveiro,Santa Barbara,"Santa
Cecilia",santa cruz,Jantava,Santa Brigida,,,,,,,
52,Una,possilga,Ossuna,,,,,,,,,,,,,,,,
53,Epístola,Custou,"voltou,--e",Estou-te,,,,,,,,,,,,,,,
54,resonar,Tres,Londres,pressa,Buenos-Ayres,Pires,,,,,,,,,,,,,
55,Quereria,lamuria,Queres,Quero,Queria,Quero vêr,,,,,,,,,,,,,
56,Evangelho,Devaneios,Evangelhos,Aconselhou,,,,,,,,,,,,,,,
57,vertigens,"concubinagens
casuaes",concubinagem,,,,,,,,,,,,,,,,
58,Seraphim,Raposo,geographia,Merati,Sergio,,,,,,,,,,,,,,
59,Quiz,tranquillisar,exquisito,Quieta,retreta,Vegetar,,,,,,,,,,,,,
60,S. Chrisolo,S. Chrysologo,,,,,,,,,,,,,,,,,
61,murrão da véla,Ferrão,Furão,Europa,bom Ferrão,Ferrões,,,,,,,,,,,,,
62,Fôra,Roda fôra supprimida,amigas fôra,Fôra rica,,,,,,,,,,,,,,,
63,Thomar,Roma...,Roma,instincto romantico,,,,,,,,,,,,,,,
64,Vaqueira,Figueira,cavaqueira,Trigueira,,,,,,,,,,,,,,,
65,blasphemia,Calas-te,Calafates n.^o,Cala-te,Caligula,,,,,,,,,,,,,,
66,Vivia,pallido,Allivia,Tito-Livio,dôce,pallio,,,,,,,,,,,,,
67,Aquellas,Áquellas,aquella velha,Aquella,aquella pequena capella d'aldeia,aquella bonita,aquella dôr,elle vêr aquella,elle aquellas,pêra,aquella dôce,aquella,,,,,,,
68,patarata,catarrho,Satanaz,Mataram-me,,,,,,,,,,,,,,,
69,Imaginava,Emmagreceu,Imagine,proxima,Magdalena,vêl-os,lua,III,,,,,,,,,,,
70,viella das Sousas,Sousas,Repousarei,Sousa,rua das Sousas,Emfim,,,,,,,,,,,,,
71,Cheguem-se,Fez-se,,,,,,,,,,,,,,,,,
72,Cruz,Cruzes,,,,,,,,,,,,,,,,,
73,understand,Mande,Grande,Fernandes,,,,,,,,,,,,,,,
74,locaes,taes,frontaes,jornaes,cardeaes,Taes,pedestaes,,,,,,,,,,,,
75,Coitadita,Coitadinha,coitadinha,,,,,,,,,,,,,,,,
76,ramos bentos,Famosa,Diffamou,Famosa pechincha,Durmamos,Infame,babosa,,,,,,,,,,,,
77,Roda,incommodar,commovida,encommendar,,,,,,,,,,,,,,,
78,Vermorel,Morena,Renans,serena,Morenal,Sena,Loreto,,,,,,,,,,,,
79,Alipio de Vasconcellos,Hotel de Ville,Alipio de Vasconcellos Godinho,,,,,,,,,,,,,,,,
80,Circo,Arco,Arco...,,,,,,,,,,,,,,,,
81,Mathias,Sympathia,Matta,,,,,,,,,,,,,,,,
82,comprehendia!,comprehendia,comprehendo,,,,,,,,,,,,,,,,
83,João Eduardo,João,"S. João da
Foz",Cardoso,Arco João Eduardo,,,,,,,,,,,,,,
84,accêso,Accendia,Accendiam,,,,,,,,,,,,,,,,
85,Caes do Sodré,Some states do not allow disclaimers of certain,somno,Decerto,,,,,,,,,,,,,,,
86,saragoça,Title,Paraiso,paraiso,arara,Ais,apparato,,,,,,,,,,,,
87,Excommunhão,Communicado,Communa,,,,,,,,,,,,,,,,
88,genebra,Eugenia,Coimbra,braza,,,,,,,,,,,,,,,
89,Gethesemani,Lethes,,,,,,,,,,,,,,,,,
90,punho:--,piano:--Pois,medo:--Oh,,,,,,,,,,,,,,,,
91,Encontrava,bem.--Contou,Lully,Contar,Encolhia,Cintra,,,,,,,,,,,,,
92,Sôa,recamam,mamã,acalcam,,,,,,,,,,,,,,,
93,pardaes,guardachuvas,cabo da faca,cabo do guardasol,guardasol,cabo dos guardachuvas,aceio,»,,,,,,,,,,,
94,Haviam,Xavier,d'haver,,,,,,,,,,,,,,,,
95,adormecida,!,Trovador,,,,,,,,,,,,,,,,
96,Abafava,Accumulava,gargarejava,tisnava,"Sé
repicava",Arfava,,,,,,,,,,,,,
97,Pomba Espiritual,Espirito,Brito apopletico,Brito,,,,,,,,,,,,,,,
98,Jalette,Proletariado,saleta,Jerusalem,Salento,,,,,,,,,,,,,,
99,affectando,affecto póde,afflicto,,,,,,,,,,,,,,,,
100,Trento,Sarmento,Casamento,casacão,Instinctivamente,Ai,,,,,,,,,,,,,
101,Martyres,martyr,Martha,Marselheza,,,,,,,,,,,,,,,
102,"leia
Garriffaldi",Abalou,balbuciou,Baleia,Leia a _Historia,Royale,Pombal,Macaco e da Baleia,Leia Gavantus,,,,,,,,,,
103,Alameda Velha,alameda macadamisada,Alameda,,,,,,,,,,,,,,,,
104,tisica,Benedicat,Medicina,bengalão,significativa--«não,Catecismo,,,,,,,,,,,,,
105,N'aquelle,n'aquelle,aquelle,|#pág,aquelle hombro santo,aquelle arsenal beato,n'aquelle buraco,Aquelle,Aquelles,,,,,,,,,,
106,Poyaes,cemiterio dos Poyaes,valle triste dos Poyaes,,,,,,,,,,,,,,,,
107,São da Encarnação,cova da enxerga,Senhora da Incarnação,Encarnação,Senhora da Encarnação,,,,,,,,,,,,,,
108,Mundo,Endoenças,Dois Mundos,Secundò,,,,,,,,,,,,,,,
109,Rabicho,Carôcho,Plutarcho,chocalhava,"S.
Paschoal Baylão",,,,,,,,,,,,,,
110,És,Estupido,Estás,estrepito,Estimava,Estive,crêr,,,,,,,,,,,,
111,D'alli Amaro,camara,_Amaro,Lisboa de Amaro Vieira,traz Amaro,respondera:--E Amaro,Ribamar,Amaro,d'Amaro,Emfim Amaro,Egypto,,,,,,,,
112,Macaco,Minuete,cacete,meum,,,,,,,,,,,,,,,
113,428|,Dionysia,Dionysia póde,Dionysia...,,,,,,,,,,,,,,,
114,d'espada alta,altares,Falta d'união,Salta,Vidalti,Salt Lake City,,,,,,,,,,,,,
115,serra de Alcobaça,Alcobaça,Brito de Alcobaça,d'Alcobaça,,,,,,,,,,,,,,,
116,ceremonia,Santa Apolonia,Babylonia,Polonia,Agonia,Antonia,,,,,,,,,,,,,
117,Nunes,"Nunes
Ferral",,,,,,,,,,,,,,,,,
118,Praça...,Praça,botica da Praça,Praça ás Ave-Marias,Praça Nova,Praça ás Ave-Marias...,Praça:--«Então,,,,,,,,,,,,
119,Nantes,Caminhante,"offerta do
coração do teu amante",pé-ante-pé,d'antes,"caverna
chammejante",,,,,,,,,,,,,
120,Joli,Solidão,,,,,,,,,,,,,,,,,
121,Saude,saude,,,,,,,,,,,,,,,,,
122,Percebera,Percebia,,,,,,,,,,,,,,,,,
123,d'essa,n'estes,d'este,Nasceste,,,,,,,,,,,,,,,
124,bom Novaes,Vaes-te,Novaes,Novaesitos,,,,,,,,,,,,,,,
125,Feirão,Sertejeira,Gralheira,Vieira,Babuseiras,Vigareira,Tira-m'o,Pimentas da Pojeira,Vira,Beira,bebedeira,praia da Vieira,suggerira,Beira-Alta,trapeira,Madeira,Beijo,Gralheira:--«Todos,Terceira
126,pigarreando grosso,carretão,Carreiro,"Joanna
Carreira",Terreiro,,,,,,,,,,,,,,
127,Conhecia-a,suor,Via-o,Devia-a,Via-Clara,,,,,,,,,,,,,,
128,vigilia,Milão,Familia,familia,Thesouro das familias ou as,,,,,,,,,,,,,,
129,velludo preto,cabelluda,velludo,,,,,,,,,,,,,,,,
130,rua da Misericordia,"rua da
Misericordia",Concordia,"relogio da
Misericordia",Misericordia,Ricoça,--_Quorum remiseris peccata,,,,,,,,,,,,
131,"cosia
de luneta",aguas de Lisboa,Lisboa,de Lisboa,Lisboa...,estrada de Lisboa,,,,,,,,,,,,,
132,balbuciou elle,n'elle,"...

Elle",impelle,excellencia,elle,d'elle,Telles,escrevia elle,Pobre Telles,Pelletan,pelle,,,,,,,
133,Amaro:--Pois,Amaro:--Diga,Amaro:--Ouça,Amaro:--Hoje,,,,,,,,,,,,,,,
134,Carvalhosa,d'olhos baixos,Baixa,"tectos baixos do
curral coberto de colmo",d'olho,,,,,,,,,,,,,,
135,Relação,Imitação,,,,,,,,,,,,,,,,,
136,corujas,Escorpião,Corôa,cortezia,Cordova,corôa,,,,,,,,,,,,,
137,"S. Vicente de
Paulo",S. Vicente,,,,,,,,,,,,,,,,,
138,Pater,Pater est,festa paterna,,,,,,,,,,,,,,,,
139,m'as,Carlinhos,dir-lin,Inglezinhos,Longuinhos,,,,,,,,,,,,,,
140,Moravam,Cabraes,Moraes,Moral,eleitoraes,liberaes,,,,,,,,,,,,,
141,"Vazes,--",gaze,bebedo,Azevedo,However,Sávedra,bacharel Azevedo,,,,,,,,,,,,
142,Cahiu,sahiu d'emboscada,sahiu,Sahiu,sahir,,,,,,,,,,,,,,
143,Amelia,braço d'Amelia,belleza d'Amelia,d'Amelia,Ameliasinha,rua d'Amelia,Amelia.--Foi,brazeira.--Amelia,cova d'Amelia,,,,,,,,,,
144,Critica,Politica,Critica do Brazil,,,,,,,,,,,,,,,,
145,Acudam,Damasco,,,,,,,,,,,,,,,,,
146,triumphar,"Arco
do Triumpho",triumpho!,triumpho,,,,,,,,,,,,,,,
147,Thereza,Natureza,Therezas,There,herejes,,,,,,,,,,,,,,
148,Reclamára,Belem,Delecluze,Eclogas,,,,,,,,,,,,,,,
149,Riam-se-lhe,Pede-lhe,Pede-os,Póde-lhe,,,,,,,,,,,,,,,
150,sacristão,Vim,acre,sacristães,Sacrificaria,,,,,,,,,,,,,,
151,Deus,bom Deus!,"Deus,--é Deus",côrte de Deus,Adeus,,,,,,,,,,,,,,
152,Faute,computer virus,La Faute,,,,,,,,,,,,,,,,
153,cartorio da camara ecclesiastica,barra da cama:--_Amelia,barra da cama,,,,,,,,,,,,,,,,
154,bahú,alto céo,reino do céo!,chaveiro do céo,céos,,,,,,,,,,,,,,
155,maçãs assadas,Chão de Maçãs,"Chão de
Maçãs",,,,,,,,,,,,,,,,
156,Traz-me,Dizia,Brazil,Trazia,,,,,,,,,,,,,,,
157,Gonçalves,Salve-Rainha,Salve-Rainhas,Rainhas,,,,,,,,,,,,,,,
158,passo d'obeso,Começára,Passára,,,,,,,,,,,,,,,,
159,Biblia,Juliana,Julia,,,,,,,,,,,,,,,,
160,mana,ámanhã,Manon,Many,,,,,,,,,,,,,,,
161,Joãosinho,Gangosinhos,interessesinhos,Pâcatinho,Minho,cafésinho,Amparosinho,Godinho,,,,,,,,,,,
162,Aquillo,aqui!--E,é!--E,,,,,,,,,,,,,,,,
163,Piedade,Sociedade,sociedade.--Então,Joia,,,,,,,,,,,,,,,
164,Questões,Vasques,sezões,,,,,,,,,,,,,,,,
165,Fraternidade dos Povos,taciturnidade dos santos,"Eterna
Dôr...",Eternidade,Louvores,Eternidade dos Louvores,arvores,,,,,,,,,,,,
166,Asia,quasi calvo,quasi,,,,,,,,,,,,,,,,
167,gallinha gorda,Taborda,Gorda,,,,,,,,,,,,,,,,
168,Cegonha,Saldanhinha,Joanninha,visinhança,gotinha de café,Tótósinha,sombrinha,travesseirinha,Amelinha,Vinha,fresquinha,Augustinha,Mélinha,,,,,,
169,vossê!?--fez Amaro,Vossês,chôro,vossê,Nervoso,Vossê,,,,,,,,,,,,,
170,lagrimas,Primò,"S.
Cypriano",alecrim,,,,,,,,,,,,,,,
171,perversa:--E,Versailles,Universidade,Universo,,,,,,,,,,,,,,,
172,Gansoso,Gansosinhos,Gansosos,,,,,,,,,,,,,,,,
173,santos,Santos,Santo Ildefonso,Santo Ignacio,Santo Thyrso,Santo Ambrosio,Leia Santo Ignacio,Santo Antonios,felicidade n'este nosso santo ministerio,,,,,,,,,,
174,Parece-me,Case-me,Lembre-me,Jure-me,,,,,,,,,,,,,,,
175,Tiberio,Soberba,Liberus,Project Gutenberg-tm,Berlim,,,,,,,,,,,,,,
176,Josepha,conego philosophicamente,philosophar,Philistinos,jubilo,Sophia,,,,,,,,,,,,,
177,by U.S. federal laws,"S.
Francisco",Estigmas de S. Francisco,triumpho Francisco,S. Francisco,,,,,,,,,,,,,,
178,Gamacho,pachorra,borracho,Poço do Borratem,,,,,,,,,,,,,,,
179,Impaciente,Infelimente,Serpente,vacillou de repente,,,,,,,,,,,,,,,
180,S. Joanneira!,S. Joanneira e elle,S. Joanneira,S. Joanneira comprehendeu,Joannita,casa da S. Joanneira,S. Joanneira na Vieira,"S. Joanneira
tagarellava",,,,,,,,,,,
181,Provença,luzir,Villa-Franca,França,Casimira França,ripanço,,,,,,,,,,,,,
182,collete,molles,collegas,molle,colleccionar,collegio,,,,,,,,,,,,,
183,Cabeça,Chumbem,Sabe,Tambem,Sabem,,,,,,,,,,,,,,
184,Beati,Beata,,,,,,,,,,,,,,,,,
185,lageado do largo,lages,lageado,,,,,,,,,,,,,,,,
186,Rapariga,Catharina,Parto,appareeeu,S. Gorislano,Paris,,,,,,,,,,,,,
187,"d'isso D. Maria
da Assumpção voltára",planeariam,Mouraria,"Gansoso e D. Maria da
Assumpção",D. Maria,Marialva,,,,,,,,,,,,,
188,Caia,egoa baia,Maia,,,,,,,,,,,,,,,,
189,Moço,Poço das Bentas,benta!»--E,,,,,,,,,,,,,,,,
190,caricias,Immobilidade,Auctoridade,Brutalidades,aquella caridade,Fé,Nutrida,Caridade,solemnidade,,,,,,,,,,
191,V. s.^a,v. s.^a Sinto,Sinto,,,,,,,,,,,,,,,,
192,mexe-te,vêr-me,Vêr-te,Vêr,,,,,,,,,,,,,,,
193,Corrego das Tristes,Correia,torre gemeu,sorri,Torre de Babel,Correu,rua do Correio,Gomorrha,Ruça,,,,,,,,,,
194,Nossa Senhora da Boa Viagem,Casamento de Nossa Senhora,Nossa Senhora,"Nossa Senhora te
valha!",Nossa Senhora da Saude,casa da senhora condessa de,Nossa Senhora do Lourdes...,Nossa Senhora do,Nossa Senhora da Ermida,Nossa Senhora das Sete Chagas,,,,,,,,,
195,Laboranti,Sim,Santissima,Santissimo Sacramento,Santissimo,d'isso,missanga,"Santissima
Trindade,--quando ella",Santíssimo,,,,,,,,,,
196,Traste,viella do castello,monte do Castello,Castello,Castaldus,,,,,,,,,,,,,,
197,Tu,Una paloma,palrava,Nepal,palerma,palmas,,,,,,,,,,,,,
198,lugubre,Nobres,Abre,,,,,,,,,,,,,,,,
199,jardim do Paço,Pedroso,pedra do paço,luva do impio,hombreira do pateo,,,,,,,,,,,,,,
200,botica,parochia,Amparo da botica,Amparo,"Amparo da
botica",,,,,,,,,,,,,,
201,Arriscamo-nos,Vamo-nos,,,,,,,,,,,,,,,,,
202,Turrino,Costurava,Leituras,tonturas,,,,,,,,,,,,,,,
203,Mulheres,"a
Mulher",Tulherias,,,,,,,,,,,,,,,,
204,d'ahi,Ahi,p'r'áhi,ahi,D'ahi,,,,,,,,,,,,,,
205,Paradou,Chiado,Assombrado,córado,,,,,,,,,,,,,,,
206,Insensivel,Confessei,Pensei,,,,,,,,,,,,,,,,
207,necessita,Necessitava,,,,,,,,,,,,,,,,,
208,"botica do
Carlos",S. Carlos,sotainas,Carlota,,,,,,,,,,,,,,,
209,Natario,Natario.--Em,,,,,,,,,,,,,,,,,
210,Batalha,Olhavam-n'o,Olha,s'orgulhar,Milhares,Esguelhas,lha,,,,,,,,,,,,
211,lampeão,conego Campos,Campos,Campos-Elyseos,,,,,,,,,,,,,,,
212,véla,Peixoto levára,Peixoto,cotovêlo,,,,,,,,,,,,,,,
213,banhada de graça,Fumaça,Vá,Graça!,Graça,,,,,,,,,,,,,,
214,S. Domingos,Comité,Domingos,Abominava,Dominus,Dominára,,,,,,,,,,,,,
215,Additional,Donations,National,,,,,,,,,,,,,,,,
216,Parto da Santa Virgem,Virgens,Santa Virginia...,Santa Virginia,Santa Virgem,,,,,,,,,,,,,,
217,gania,Ethiopia,Bethania,Golgotha,,,,,,,,,,,,,,,
218,Historia,Osorio,Offertorio,lavatorio,Rio,Purgatorio,,,,,,,,,,,,,
219,Fatigou,Inimigo,Digo,Trigoso,Rigoleto,,,,,,,,,,,,,,
220,Ó Dias,conego,conego selvagem,Dias,"conego
Dias",egoa,conego Dias,,,,,,,,,,,,
221,"work
with the phrase",barraca,Marrases,Marrazes,,,,,,,,,,,,,,,
222,hervas altas,Sé,hervas humidas,herva,,,,,,,,,,,,,,,
223,Faz-me,promettia,commetter,Metto-me,,,,,,,,,,,,,,,
224,Machinalmente,China,machinaes,,,,,,,,,,,,,,,,
225,Malhão,Carne,Maltez,falua,Carmens,malucar,,,,,,,,,,,,,
226,Libaninho,saiba,Janota,Libano,,,,,,,,,,,,,,,
227,Gouvêa,Creia,Gouveia,,,,,,,,,,,,,,,,
228,bom Marques,Typ,arquejo,Torquemada,Marques,,,,,,,,,,,,,,
229,maus costumes,Ciumes,mesa,,,,,,,,,,,,,,,,
230,Indias,Indigestão,Indignus,brandia,India,,,,,,,,,,,,,,
231,impenitencia,Silencio,Correspondencia,Vicencia,Agencia Havas,impio,"Arvore da
Sciencia",Consciencia,Providencia,Penitencia,impudencia,,,,,,,,
232,Leiria:--«Mas,Onde Leiria,Sé de Leiria,Preferiria,Leiria,,,,,,,,,,,,,,
233,tisica de larynge,lençoes,Ninon de Lenclos,Jardim de Lazaro,valle de lençoes,,,,,,,,,,,,,,
234,Covilhã,S. Sebastiões,ecclesiastica,Bastilha,,,,,,,,,,,,,,,
235,VIII,insomnia,"Aquella
calumnia",calumnias,Calumniou-me,caluda,calumnia,,,,,,,,,,,,
236,charuto accêso,Chalaça,Chafariz,Archanjo,Elyseos,Michaela,chavena,Chateaubriand,Achava-o,Charuto,chapéo,,,,,,,,
237,bom Silverio d'aquelle,silvas,Silverio,bom paio,bom Silverio,,,,,,,,,,,,,,
238,brancos.--«Aqui,collete branco,pilar branco,,,,,,,,,,,,,,,,
239,Perdão,Perfeito,Perdôe-me,Persia,Aperte,Perderam-me,Perdôa,,,,,,,,,,,,
240,Tenho,santa senhora,Nosso Senhor,"sala branca do
senhor conde de","Nossas
Senhoras",Senhora da Alegria,boa senhora,"Nosso
Senhor","Nossa
Senhora",Tenho-lh'o,minha senhora,Senhora da Piedade,Senhora do Rosario,"boa
senhora",Senhora Mãi,Senhora,,,
241,Casa Havaneza,aza do capão,idéa do conego,tranquilla casa do conego,casa do conego,,,,,,,,,,,,,,
242,Feche,Fechou,,,,,,,,,,,,,,,,,
243,XI,Vejo,bocejo,Tejo,,,,,,,,,,,,,,,
244,Ia-lhe,Pesava-lhes,Puz-lh'os,Devia-lhe,Dá-lhe,Coma-lhe,Devo-lhe,Cantava-lhe,entornando-lhes,Bufa-lhe,,,,,,,,,
245,Ia,Pavonio,Espavorida,pavor,Tavoras,,,,,,,,,,,,,,
246,falle,Fallavam,Fallasse-me,Ólaré,Fallar-lhe,,,,,,,,,,,,,,
247,seminario,d'exame,d'examinar,,,,,,,,,,,,,,,,
248,"Nossa
Senhora das Dôres","Nossa Senhora
das Dôres",Senhora das Dôres,"|
  |#pág",Nossa Senhora das Dôres,,,,,,,,,,,,,,
249,Vadios,perfidia,Podia,invadia,,,,,,,,,,,,,,,
250,Judéa,idéa das devotas,"idéa
de Jesus",idéa,,,,,,,,,,,,,,,
