cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
33,Branca,Brancaór,V.,Hotel Branca,Brancas,Coronel Trancoso,A-,Franca,candura branca,,,,,,,,,,
34,Torre de Santa Direita,Senhor de Santa Direita,Paço de Santa Direita,Alcova de S.ta Direita,Castello de Santa Direita,Senhorio de Santa Direita,Paços de Santa Direita,Senhor de Santa,Honra de Santa Direita,Solar de Santa Direita,,,,,,,,,
35,melania,lanôa,melancholia,Lusitania,,,,,,,,,,,,,,,
36,"Go-

verso Civil","Go-

 

verso Civil",Go-,,,,,,,,,,,,,,,,
37,ing-,Inglez,Lobo,Ninguem,,,,,,,,,,,,,,,
38,Fleurs de L,"cam-
pos de lide",bocas de sanguesugas,Ide leal,Sé de Zamora,"re-
gou de louvores",Samoras de Acender,Minas de Salomão,,,,,,,,,,,
39,Ladeado,esgaseado,Esgaseado,Sea,,,,,,,,,,,,,,,
40,Fina,Final-,ponta fina,China,Etelvina,,,,,,,,,,,,,,
41,Imagin,S.,Imagina,Pe-,Imagens,,,,,,,,,,,,,,
42,valle estreito,valle,valle de Oriente,"valle
da Rosa","Valle ess

esso",Valle de Josaphat,"valle
de",fresco valle,valle surde,FE,valle muito fundo,bofet,,,,,,,
43,Manchester,Açôo,Manches,Arronches,Winchester,Sanches,,,,,,,,,,,,,
44,Abalou,Debalde,Louças,Louzad,balou-,abalára,,,,,,,,,,,,,
45,"pa

 

Mas",Saia Menor,sos da matta,Pa E,,,,,,,,,,,,,,,
46,santos,Santo,Santos,Santo-,Santo Deus,Villa Real de Santo Antonio,Mi,Ai Santo,Santo Estevam,,,,,,,,,,
47,moeiros,Désteiro,Mosteiro,Reposteiro-Mór,Fronteiro,solteiraão,charuteira,Inteiro,lameiros,Mendo de Inteiros,,,,,,,,,
48,Accusa,Céo accusa,Alegrias Accusa,,,,,,,,,,,,,,,,
49,Pinheiro,souto de azinheiros,Bufarinheiro,Conselheiro,"sequito

louvaminheiro",,,,,,,,,,,,,,
50,graveêa,AVE,Di,Avenida,Avers,Ave-,,,,,,,,,,,,,
51,Cura,clç,Ura,Procurador,Ja,Curamba,,,,,,,,,,,,,
52,Almoiovar,Almocei,Almodovar,puz,Almofada,varzea,,,,,,,,,,,,,
53,Ataque,Aquellas,aquella romantica,"Caval-
Aquella guedelha de trovador",Aquella,jaquetão,aquella rumorosa,aquella grande fidalga,laõa,aquella Fé,,,,,,,,,
54,bom Regenerador,Regenerador,Centro Regenerador,Regeneradores,generadores,Regedor,Centro Regenerador da Couraça,los Regeneradores,,,,,,,,,,,
55,ladeira de S. Bento,vilhena de seára,boina de marfim,Officina de s. José,pera de S. João,Officina,,,,,,,,,,,,,
56,Invejas,Beja,,,,,,,,,,,,,,,,,
57,Bas-,As-,ma,Cas-,Has-de,,,,,,,,,,,,,,
58,desola,lapides,Solar,Camisola,s3,Mertola,V-,"rapasola do
Gago",,,,,,,,,,,
59,canço,Can-,Ol,Canh,man-,"An-
dré",cannaviaes,,,,,,,,,,,,
60,Lourenço Ramires,"Hoste Real
Lourenço Ramires",garganta de Lourenço,Lenço,Louren,,,,,,,,,,,,,,
61,Politico,Politica Colonial,Politica,Criticos,"Politi-
ca",Tripoli,Cavaleiro dentro da Politica,,,,,,,,,,,,
62,d'Historia,Historia,"Historia
«Herculano",gloria,His-,ava a velhissima historia da castellã,,,,,,,,,,,,,
63,Feliz,Marcelina do Independente,Marcelina do INDEPENDENTE,Independente d'Oliveira,,,,,,,,,,,,,,,
64,Jornaes,Annaes,jornaes,Major,,,,,,,,,,,,,,,
65,Porta-,Porto,"Porta-

guedes","Porta-
sal",Condado Porta-,,,,,,,,,,,,,,
66,Urgia,Santa Energia,Andar de Santa Energia,Perras de Santa Energia,"Santa
Energia",Santa-energia,Castello de Santa Energia,Torre de Santa Energia,"Honra
de Santa Energia","em Portugal
Perras de Santa Energia!",,,,,,,,,
67,Torr,Torre!,torre:—e Titó,Torre...,Torres,Corre,"torre
albarran",Torre,"Torre alvar-
ran",Correu,sc,Morrendo,Torre iluminára,torre d'Almenara,"Torre

do cache-nez",ma Torre,"Torre pa
coração",Borróôlo,"Torre

 

 

vagar"
68,em Portugal,am Portugal,Ricos-Homens de Portugal,Portugal,vulgarisar Portugal,Porque Portugal,Portugalsinho,,,,,,,,,,,,
69,veigas,sa antiga,veigas do Monêgo,Fuja,Pegas,,,,,,,,,,,,,,
70,Couraça,Mouras,Centro» da Couraça,,,,,,,,,,,,,,,,
71,Pagem,Paços d'Margem,Margem,"Mariquinhas
Margem",Margens,,,,,,,,,,,,,,
72,Reino,Reinos,Reino p,Ru,,,,,,,,,,,,,,,
73,Troia,N'outro,n'outro,,,,,,,,,,,,,,,,
74,Gra-,Ra-,grata,,,,,,,,,,,,,,,,
75,"Roman-
ce moderno",Governo Civil,"Governo
Civil",Club,"Governo

 

 

ado",Governo,Mover-,Vae,Governo Civil de bracos,Governo Ci-,,,,,,,,,
76,Agasalho,casal do Miranda,Casal Novo,"Casal do
Miranda",Miranda,carvalheiras do Casal No-,,,,,,,,,,,,,
77,Tunis,Fínis,,,,,,,,,,,,,,,,,
78,Videir,Torre Videirinha,Videirinha,bocirinha,Vide,Ob,Mibeirinha,Immediatamente Videirinha,Videirinha...,Videirinha adeantou,,,,,,,,,
79,Votam,Tam-,,,,,,,,,,,,,,,,,
80,Truetesindos,Tructesindo,Truetesindo Mendes Ramires,Truetesindo Ramir,,,,,,,,,,,,,,,
81,Es,Panoplia,Pano,Panorcuna,Panorama,"Pano-
rama",,,,,,,,,,,,,
82,Bispo de Coimbra,Coimbra,Coimbra...,Alcaçar de Coimbra,Coimbra Antoninho Morena,,,,,,,,,,,,,,
83,mascula,ascumas,Escute,Umas,Gamas,,,,,,,,,,,,,,
84,Il,Paço da Bemposta,Aço,Paço,Paço...,Paço com o Snr,Paço formoso,Açor,"Paço
manuelino",,,,,,,,,,
85,n'aquelle,Aquelle,n'aquelle medo d'outubro,n'aquella beira,N'aquelle,d'Aquilat,n'aquella nova,Ha,aquelle,,,,,,,,,,
86,tro da Bica-Santa,Bica-Santa...,Bica-Santa,Bica,Bica Santa,ce,"Bica

 

Santa",,,,,,,,,,,,
87,Cordão,Perdão,Além-Cordão,Lordão,,,,,,,,,,,,,,,
88,Egreja das Meninas,Minas,Meninas,menineira,Jamparinas,Pequenina,,,,,,,,,,,,,
89,Moçtabique,Manrique,Explique,Henriques,Ourique,,,,,,,,,,,,,,
90,Galiléa,Us,Ali-,Gallo,mattagal,,,,,,,,,,,,,,
91,Marquez do Concão,Marquez-,Porque,Marques,,,,,,,,,,,,,,,
92,Sôólha,Sólha,Soólha,Dr,,,,,,,,,,,,,,,
93,Imperatriz,Imperio,Ihe,peri,Imperioso,,,,,,,,,,,,,,
94,braço do Cavalleiro,Natal o Cavalleiro,d'este Cavalleiro,"Ca-
cavalleiro","Governador
dré Cavalleiro",Cavalleiro,Cavalleiros,André Cavaleiro,cavalleiro,"Ca-

ralleiro",Cavalleiro-,Cavalleiros de Santa,U Cavalleiro,Cavaleiro,"Ca-
cavalleiro!",,,,
95,Concelho,Ma,Concelho da Villa,Concelhos,,,,,,,,,,,,,,,
96,Semana,Poema,Poemeto,Rematou,,,,,,,,,,,,,,,
97,Vêde,Crêde,,,,,,,,,,,,,,,,,
98,atalaia,Praia,Natal,Mata,,,,,,,,,,,,,,,
99,Idéa,idéa,"fr

idéa de ferias",,,,,,,,,,,,,,,,
100,Sahi,sahi,Ahi,ahi,recahiu so-,Sahira,,,,,,,,,,,,,
101,"Elei-
cão",Eleiç,afan da Eleição,Eleitores,,,,,,,,,,,,,,,
102,Sombras,sombrinha,ponta da sombrinha,fr,Biombo,,,,,,,,,,,,,,
103,Moguncia,diligencia,Venciam,"pa

impaciencia",edencia,Correspondencia,Intelligencia,Excellencias,cabo Silencio,"si-
lencio",,,,,,,,,
104,Braz Victoria,Braz Vitorioso,Victoria,"Braz
Victoria",,,,,,,,,,,,,,,
105,do Japão,lomba do cerro,pedra do jardim,Jardim,terraço do jardim,Bernardino,atravez do jardim,,,,,,,,,,,,
106,"Penedo

 

da Saudade",—,Penedo,penedia,,,,,,,,,,,,,,,
107,tufava,pasmava,Rebolava,Levava,mergulhava,Libertava,labutava,,,,,,,,,,,,
108,Provincia,Provins,Provedor,Providencia,,,,,,,,,,,,,,,
109,Galliza,Pallido,Duvido,"Ent

Pallido",,,,,,,,,,,,,,,
110,Ministerio da Fazenda,Védor da Fazenda,Ba,Ministerio,,,,,,,,,,,,,,,
111,"Paes-
tina","por-
paes",Es-,Paes-,,,,,,,,,,,,,,,
112,cabo d'osso,cabo d'elles,Doa,cabo d'ouro da,"cabo do
seu guarda-sol",cabo do renque d'alamos,cabo d'elles!,,,,,,,,,,,,
113,agarrára,D. Garcia,Algarve,Advogar,Japão,"Pagar-
rou",,,,,,,,,,,,,
114,Lettras,tra,attrahem,Transe-,transpoz,traiçã,,,,,,,,,,,,,
115,Poço grande,Grande,Grande Ronda,Rua Grande,Tanque-Grande,Mande,"Grande Ca-
adriana...",,,,,,,,,,,,
116,amem emfim,— Emfim,Emfim,ve Emfim,,,,,,,,,,,,,,,
117,Comprára,comprehendia,comprehender,Emprego,,,,,,,,,,,,,,,
118,lamina d'estanho,Pestana,alpes,Constantinopla,estantesinha,d'estanho,,,,,,,,,,,,,
119,Lyceu,Ceuta,,,,,,,,,,,,,,,,,
120,Juizo,Manuelinho,guardasolinho,Linho,Copinho da Moleira,Gonçlinho,Coitadinho,te,,,,,,,,,,,
121,familia,Italia,Italianos,,,,,,,,,,,,,,,,
122,Praga,Lã,Bragança,fraga,Hotel Bragança,Braganças,,,,,,,,,,,,,
123,Advogue,Ermigues,permitte,guesugas,S. Miguel,ermida,,,,,,,,,,,,,
124,Craquêde,Valverde a Craquéde,Craquéde,Craquéêde,Craquede,,,,,,,,,,,,,,
125,Terço,Rebate,Bater,,,,,,,,,,,,,,,,
126,Longe,Monge,delonga,tanger,,,,,,,,,,,,,,,
127,Livraria,Avê-Marias,Sancharia,Rias,Alugaria,Tabacaria,"Sete-=
rias",Ave-Maria,,,,,,,,,,,
128,Cas,Bocas,Caso,Vo,Toca,,,,,,,,,,,,,,
129,Hibeibinha,Graeinha,Vinha,Velhinha,Varandinha,Avesinha,Rôtinhas,Laranjinha,Andorinha,cosinha,,,,,,,,,
130,marroquim,Barroólo,Barrolo,Barrolica,Barrolinho,,,,,,,,,,,,,,
131,la-Velhas,Villa-Velhas,Bica-Velha,lua,,,,,,,,,,,,,,,
132,receioso,Recesvinto,Necessito,Sinto,"Reles-
vinto",,,,,,,,,,,,,,
133,Furia,Seria,Serio,Misericordia,Post- Seriptum,Loteria,d'Haveria,Sangria,,,,,,,,,,,
134,Trez,Tremidos,F,Enxarez,,,,,,,,,,,,,,,
135,Vosê,Vossa,Vossé,cóxa,Nervos,vosê,Vossê,,,,,,,,,,,,
136,Gazeta,Secretario Geral,Secretaria,Vigario Geral,,,,,,,,,,,,,,,
137,sopeando a egua,egua,Mãe d'Agua,Egualmente,"egua pu-
lou",legua,,,,,,,,,,,,,
138,Cenaculo,Circulo,Circulos,Seculo,,,,,,,,,,,,,,,
139,V. E,S. Es,V. Ex,S. E,,,,,,,,,,,,,,,
140,Patriota,Patriotas,Patriotismo,,,,,,,,,,,,,,,,
141,Barróôlo,róla,Barrólo,Barrólos,bom Barrólo,Barrólinho,,,,,,,,,,,,,
142,Cascaes,Casca,Effectivamente o Casco,damasco,Casco,lusco fusco,U Casco,José Casco dos Bravaes,,,,,,,,,,,
143,Precis-,Precis,pre,pre rijo,,,,,,,,,,,,,,,
144,vindima,Landim,Candida,,,,,,,,,,,,,,,,
145,ci,Sanches Lucena,"Manches
Lucena","Snr.º
D. Anna Lucena",Manches Lucena,Lucena,Manches Lucena!,,,,,,,,,,,,
146,Sar,Ia'a,casarão,casaes,Casas,Mal-casada,Barão,,,,,,,,,,,,
147,Calçadinhas,calçúra,Calçada,,,,,,,,,,,,,,,,
148,rossio,Rossilho,Maltrapilho,,,,,,,,,,,,,,,,
149,aguiar,Aguiar,esguio,,,,,,,,,,,,,,,,
150,Sr. Doutor,Doutor,S. Do-,,,,,,,,,,,,,,,,
151,Arribada,Chumbada,derriba,,,,,,,,,,,,,,,,
152,Administração,Administra-,mófa,Administrador,Aministrador,Administrador do Concelho da Villa,Adininistrador,"Administrador do Concelho affirmou
-",Ministro,Administrador do Concelho,,,,,,,,,
153,"Banco Filho-
theatro",Filho-d'Algo,Te-Deum,Filho-de-Algo,,,,,,,,,,,,,,,
154,Castanheiro,Castanho-,"Castanheiro

  

ro",Bastardo,Castanheiro Patrioti-,,,,,,,,,,,,,,
155,Cinta,Quinta,Pinta,"Quinta

feira",bróta,Vontade,Pintainho,,,,,,,,,,,,
156,Hotel Mondego,Mondego,Hotel Universal,,,,,,,,,,,,,,,,
157,remocava,Val-,Caval-,Lancava,André Caval-,,,,,,,,,,,,,,
158,Horacios,Negocios,Curiacios,Sna,Deliciosos,Rocio,,,,,,,,,,,,,
159,bahu,Paris,Caro,Parou,Pará,,,,,,,,,,,,,,
160,"Torre de D. Ram-
res","Torre de
Ramires",Torre de D. Ram-,mercê de Deus,Torre de D. Ramire,Torre de D. Ramires,Torre de D. Ramos,Abbade de Candeia,Torre de 1,Torre de S. Matheus,Torre de D. Ra-,,,,,,,,
161,Caçadas,Lousadas,Pousada,,,,,,,,,,,,,,,,
162,Sabes,Semsabor,Sabe-,Saber,Sabedor,,,,,,,,,,,,,,
163,Africa,d'Africa,Africa-,,,,,,,,,,,,,,,,
164,Verdade,Herdal,Cerdal,d'hera,,,,,,,,,,,,,,,
165,Amizade,estrada de Amizade,Egreja de Amizade,estrada de Oriente,"estrada de Villa-
Clara",Lavrada,,,,,,,,,,,,,
166,Barrôlo,Barrôlo emmudeceu,bom Barrôlo,"bom
Barrôlo",Barrô-,,,,,,,,,,,,,,
167,io Duarte,Poemeto do Tio Duarte,Tio Duarte,,,,,,,,,,,,,,,,
168,es,penna,Pen,Pena,,,,,,,,,,,,,,,
169,"Ramos
do",armazem do Ramos,Vamos,Ramos,Ramo-,RAMO,"loja do
Ramos",,,,,,,,,,,,
170,Avantesmas,Violante,Mirante,miradoiro,Almirante,Brabante,"Mira-
dães",Casimiras,,,,,,,,,,,
171,Chiche,Chefe,Chega,Macheque,Rachel,Cheg-,mecheu,,,,,,,,,,,,
172,Palacete,palacete dos Barrólos,Palacete dos fidalguissimos Barrólos,Palacete inaccessivel,,,,,,,,,,,,,,,
173,lagrimas,Limpa,lima,Guimarães,,,,,,,,,,,,,,,
174,Severim,Severa,veridico,Paços de Severim,,,,,,,,,,,,,,,
175,Pendão,rescendia,d'onde pendia,suspendia,Explendido,pendia,Vendilh,Mendigo,Vendia,,,,,,,,,,
176,"Com-
bra",commis,com-,Commo-,Com-,,,,,,,,,,,,,,
177,Casa illustre,ILLUSTRE,ILLUSTRE CA,ILUSTRE,LUSTRE,,,,,,,,,,,,,,
178,Dentes,Oriente,Poente,Jer,Enternecido,Regente-,Ent,,,,,,,,,,,,
179,Caramba,carapu,caracolando,"Carnet-Mon-
dan","tauxeado

Mascara",,,,,,,,,,,,,,
180,Elrei,Elrei de Leão,ElRei,d'ElRei,,,,,,,,,,,,,,,
181,Monarchia,Sophia,Monacal,,,,,,,,,,,,,,,,
182,Largo El-Rei,El-rei Dom Affon-,"Largo
dEl-Rei",El-Rei,El-rei,El-Rey,,,,,,,,,,,,,
183,"Oliven-

 

ra",Oliv,magnolia,Olival,comboio d'Oliven,,,,,,,,,,,,,,
184,Silvas,Nova?,Novas,Invas,Novas de Tolosa,,,,,,,,,,,,,,
185,A Reliquia,Real,Situa Real,Hoste Real,,,,,,,,,,,,,,,
186,valentias,Sentia,quasi consenti-,,,,,,,,,,,,,,,,
187,Graça!—Então,vidraça,Graça,Populaça,Praça,,,,,,,,,,,,,,
188,Lazareto,voltarete,Volte,,,,,,,,,,,,,,,,
189,Collares,Collegas,collegio de S. Fiel,collegio,"collete de seda p'
tou",collete,collina,,,,,,,,,,,,
190,Fidalguia,Ai meu Fidalgo,Algés,Ai o Fidalgo,Fidalgo,fidalguia,chapéo do Fidalgo,"Fi-
dalgo",,,,,,,,,,,
191,Bravo,Derrava,Bravae,aclarava,Bravissimo,Bravacs,Bravaes,Bravas,bravio,,,,,,,,,,
192,Rompe,promptidão,Prompto,assumpto,Vozê,Egypto,,,,,,,,,,,,,
193,comendador Barros,Comão,Comendador Romão Barros,,,,,,,,,,,,,,,,
194,devoá,Devo,Eh,Suevo,,,,,,,,,,,,,,,
195,Recebedoria,bebedo,,,,,,,,,,,,,,,,,
196,Mercado da Herva,herva,a herva,,,,,,,,,,,,,,,,
197,alegre,Egreja de S. Christoão,Egre-,"Egreja de S.
Bento",Egrejinha,"Egreja dos Bra-
vaes",Egreja,Egreja da Belleza,,,,,,,,,,,
198,Ri-,extasi,Tas,phantasia,,,,,,,,,,,,,,,
199,rabear,Arabes,cear,,,,,,,,,,,,,,,,
200,Deslumbrado,genebra,Bra-,Bra,Obra,Dobraram,braza,sa,,,,,,,,,,,
201,Manelsinho,Martinho,Vá,Andrésinho,Zésinho,Turtesinho,Risinho,,,,,,,,,,,,
202,Visconde,Con-,Respondeu,Conde,Esconde,d'onde,,,,,,,,,,,,,
203,Magistratura,Aturar,Litteratura Grega,Litteratura,Annaes de Litteratura,Litte-,Formatura,,,,,,,,,,,,
204,Vi-,"Rico-
Homem","Tam-

 

ro-Homem",Rico Homem,,,,,,,,,,,,,,,
205,"Anica es
— Quer",Anica,Anica es,Verídica Inquirião,,,,,,,,,,,,,,,
206,Iyrismo,triste:—«As,Ouviste,tristeza,Ro,,,,,,,,,,,,,,
207,Vocemecê,Vocês,,,,,,,,,,,,,,,,,
208,ssa,lanára n'essa,d'essa,Vou,sa d'essa,,,,,,,,,,,,,,
209,Gonçalo optimo,"Gonça-
lo","Torre

 

Gonçalo",d'onde Gonçalo,Conçalo,Gonçalão,Mm,Gonçalo,"Camaras

 

Gonçalo","Gonça-
Tenho","l

Gonçalo",D. Gonçalo,,,,,,,
210,Ascen-,accrescentava,Nascente,Nascente reappareceu n'um rolo de poeira,,,,,,,,,,,,,,,
211,Amadis,enramada d'hera,Animada,d'uma ramada,"Ma

rar",,,,,,,,,,,,,,
212,Governador Civil de Monforte,Governador das Armas,"Governador Ci

 

il de Oliveira","Governador das Armas d'Entre-
Douro e Minho","Governador Ci-
vil","Governadores
Civis",Governador Civil?...,Governador,Governador Civil de Oliveira,Governador Civil,"Go-
vernador detestavel",Governador Civil do Districto,"Governador
Civil",,,,,,
213,Parada,Paraiso,— Para-,"Borda do a
para que",Para-,Parabens,,,,,,,,,,,,,
214,"Tecedeiras
Meninas",viseiras,Tecedeiras,cedêra,Tecedeira,,,,,,,,,,,,,,
215,Moreno,marmore,Mordomo-Mór,Mordomo,Mor,Morra,Moral,,,,,,,,,,,,
216,TRE CASA,VALIESTRE CASA,LUSTRE CASA,VALIESTRE CASA DE,LUSTRE CASA DE BAMIRES,T,,,,,,,,,,,,,
217,"Rei
de Leão",loja do Leão,Deão,Vouê,Leão,Chut,faleão,,,,,,,,,,,,
218,claustro,Justiça,Claustro,AUSTERA,,,,,,,,,,,,,,,
219,Direita,Santa-Direita,"Santa
Direita!","Santa
Direita",Santa Direita!,"Santa
Cha",Santa Direita,,,,,,,,,,,,
220,Tavira,virotões,Redacções,tiro,,,,,,,,,,,,,,,
221,rão das fogueiras,Esgueirar,QUEIROZ,Moreira,Cerqueira,vieira granada,Queira,Roqueira,Cerejeira,bosque de roseiras,Terceira,,,,,,,,
222,Dem,Academias,Fraca,Academica,Picadeiro,Cadeia,,,,,,,,,,,,,
223,"ro-
dedo",Arredores,rvoredo,Credo,Louredo,,,,,,,,,,,,,,
224,Obrigado,Clerigo,Obriga-,briria,,,,,,,,,,,,,,,
225,MULTID,Ultramar,d'Ultramar,ultrajava,Melodrama,,,,,,,,,,,,,,
226,"Manoel
Duarte",Manoel Velho,Manoel da Adega,Manoel Duarte,Manoelsinho,Xo,Manoel,Manoel Pereira,,,,,,,,,,,
227,Arcada,lajedo da Arcada,Encharca,,,,,,,,,,,,,,,,
228,martins,Reparti,Repeti,Reparti-,,,,,,,,,,,,,,,
229,Larga,Largo d'ElRei,"Largo d'El-
Rei",Largo d'El-Rei,"Largo de El-
Rei",,,,,,,,,,,,,,
230,Bispos,Bispo,Paço do Bispo,Bispo...,"Emfim

 

do Bispo",,,,,,,,,,,,,,
231,Camaras,Camar E,bacamartes,Presidente da Camara,torre da Camara,Camara de Acender,Camara,relogio da Camara,"Amarante

  

Rei",Amarante,Camara...,,,,,,,,
232,Vagarosas,Rosa,Temerosa,Pros-,Prosa,Proscratinare,,,,,,,,,,,,,
233,Brito,sequito,Vomito,physionomia,chã,,,,,,,,,,,,,,
234,Safa,"Chafariz

 

 

mir sagrado !",Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,
235,André,Andrê,Flandres,,,,,,,,,,,,,,,,
236,Villas,Villar Mendes,Vil-,villão,Tordesillas,Villa,comeco da villa,"Villa Ca-
ra",Villico,,,,,,,,,,
237,Leonez,Leoneses,formoso Leonel,,,,,,,,,,,,,,,,
238,pas-,"pas-

nada",Cáú,Pas-,"pas-
sadas semanas",,,,,,,,,,,,,,
239,ass ssimo,Sim,Simples,Simões,,,,,,,,,,,,,,,
240,serças,Ser,Serpa,,,,,,,,,,,,,,,,
241,Bruxas,S. Bruto,Drutos,,,,,,,,,,,,,,,,
242,Dr. Julio,Dr.,idyllio,,,,,,,,,,,,,,,,
243,Novembro,Setembro,Dezembro,,,,,,,,,,,,,,,,
244,Templosinho do Amor,Templo,Templos,Templosinho,Tempos,,,,,,,,,,,,,,
245,"Nosso Se-
hor",Nosso,,,,,,,,,,,,,,,,,
246,Gracinha,Engracia Rios,trasbordava de graciosa,gracejo,Torre Gracinha,Bruscamente Gracinha,"Oh
Gracinha",,,,,,,,,,,,
247,polvarinhos,Pelourinho,Vidrinhos,"Vidrinhos
tambem",,,,,,,,,,,,,,,
248,triumpho dessa mi-,Delas,Condessa de Chelas,Snr.º Condessa de Chelas,Chelas,,,,,,,,,,,,,,
249,Tres,Sud-Express,Mares,resoou,Gutierres,Londres,,,,,,,,,,,,,
250,Tambem,Denzia,Freguezia,Zambezia,Lopo,,,,,,,,,,,,,,
251,Sacudia,Guadiana,lusidia,fundia,Índia,balburdia,India,,,,,,,,,,,,
252,Pego das Bichos,Pego das Vi-,Pego,,,,,,,,,,,,,,,,
253,boa nova de prestes soccorro,boa Mi,boa nova,Boa nova,Bazar do Asylo Novo,,,,,,,,,,,,,,
254,districto d'Oliveira,Chefe do Districto,Districto do,Distrito,Districto,Acto,,,,,,,,,,,,,
255,Bibliotheca do Palco do Bispo,"Conselhos do
Banco Hypothecario",Bibliotheca nacional,Bibliotheca do Paço,Banco Hypotheca-,Bibliotheca,Biblio-,,,,,,,,,,,,
256,Quartel,Arte,Marte,d'Arte,,,,,,,,,,,,,,,
257,chapéo alto,chapéo côo,chapéo,,,,,,,,,,,,,,,,
258,Santa,"Santa Rosa
de Lima",Santa Inteira,"Santa Ma-
ria",Santa Thereza,"Santa Al-

 

donça",Santa Recebia,Santa Theresa,Santa Aindaça,Santa Irm,Santa Íreneia,Santa Barbara,"pos-
santa do Titó",Santa Clara,Santa Ma-,,,,
259,"sobreveste ne-
gra","be-
guino","Açor ne-
gra",,,,,,,,,,,,,,,,
260,"Titó
descess",bom Titó,Titô,Titó,immenso Titó,,,,,,,,,,,,,,
261,lucta,Auctoridades,Productores,Auctoridade do Districto,Auctoridade Superior,Auctoridade,Auctor-,,,,,,,,,,,,
262,Bomé!,Bom Deus,Bom Samaritano...,Bom Samaritano,Nem,,,,,,,,,,,,,,
263,ponte da Portella,Joaquim da Porta noticias dos senhores,Joaquim da Horta,"Joaquim da
Copa",Joaquim da Porta,,,,,,,,,,,,,,
264,Telegrammas,telegramma,cova negra,telegrammas,"te-
legrammas",,,,,,,,,,,,,,
265,Lisboa do 5,"Lisboa
elles",Boa,Er,Lisboa es,Lisboa tres,Lis-,Lisboa,,,,,,,,,,,
