cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
89,braço do Cavalleiro,Natal o Cavalleiro,d'este Cavalleiro,"Ca-
cavalleiro","Governador
dré Cavalleiro",Cavalleiro,Cavalleiros,André Cavaleiro,cavalleiro,"Ca-

ralleiro",Cavalleiro-,Cavalleiros de Santa,U Cavalleiro,Cavaleiro,"Ca-
cavalleiro!",,,,
90,Concelho,Concelho da Villa,Concelhos,,,,,,,,,,,,,,,,
91,Idéa,idéa,,,,,,,,,,,,,,,,,
92,"Elei-
cão",Eleiç,afan da Eleição,Eleitores,,,,,,,,,,,,,,,
93,Sombras,sombrinha,sc some,ponta da sombrinha,Biombo,Andorinha,,,,,,,,,,,,,
94,Filho-d'Algo,Filho-de-Algo,,,,,,,,,,,,,,,,,
95,Horacios,Negocios,Curiacios,Deliciosos,trasbordava de graciosa,,,,,,,,,,,,,,
96,Braz Victoria,Braz Vitorioso,Victoria,"Braz
Victoria",,,,,,,,,,,,,,,
97,Galliza,Pallido,"Ent

Pallido",idyllio,,,,,,,,,,,,,,,
98,banco alto,chapéo alto,rão muito alto,chapéo côo,n'um alto,ceu alto,chapéo,,,,,,,,,,,,
99,cabo d'osso,cabo d'elles,cabo d'ouro da,"cabo do
seu guarda-sol",cabo do renque d'alamos,cabo d'elles!,cabo Silencio,,,,,,,,,,,,
100,Advogue,Algarve,Advogar,,,,,,,,,,,,,,,,
101,Lettras,Lyra,tra,attrahem,Transe-,Atraz,Maltrapilho,transpoz,d'Atraz,traiçã,,,,,,,,,
102,Poço grande,Grande,Grande Ronda,Varandinha,Rua Grande,Tanque-Grande,Mande,"Grande Ca-
adriana...",despendurando,,,,,,,,,,
103,Videir,Tavira,Vide,Videira,Madeira,vieira granada,bigodeira,caldeira,Digodeira,,,,,,,,,,
104,Craquêde,Valverde a Craquéde,Craquéde,Craquéêde,Craquede,,,,,,,,,,,,,,
105,amem emfim,— Emfim,Emfim,ve Emfim,,,,,,,,,,,,,,,
106,Manelsinho,Manuelinho,Martinho,guardasolinho,Junho,Linho,Biscainho,Zésinho,Turtesinho,polvarinhos,Pelourinho,Vidrinhos,Gonçlinho,Coitadinho,Risinho,,,,
107,Praga,agarrára,Bragança,fraga,Hotel Bragança,Braganças,,,,,,,,,,,,,
108,Ermigues,permitte,S. Miguel,ermida,,,,,,,,,,,,,,,
109,Politico,Politica Colonial,Tipoia,Politica,"Po-
liítica",Criticos,"Politi-
ca","Pol-
tica",Política,Tripoli,Pol-,Cavaleiro dentro da Politica,Polyphemo,,,,,,
110,Longe,Monge,delonga,tanger,,,,,,,,,,,,,,,
111,marroquim,lomba do cerro,Barroólo,Barrolo,Mitholog,Barrolica,Barrolinho,,,,,,,,,,,,
112,comendador Barros,Comendador Romão Barros,,,,,,,,,,,,,,,,,
113,bulhas,la-Velhas,Villa-Velhas,Bica-Velha,guedelha,,,,,,,,,,,,,,
114,receioso,Recesvinto,Necessito,Sinto,"Reles-
vinto",,,,,,,,,,,,,,
115,Secretario Geral,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,
116,sopeando a egua,Cáú,egua,Mãe d'Agua,Freguezia,Guadiana,Egualmente,"egua pu-
lou",pedregulhos d'oiro,legua,lua,,,,,,,,
117,Rebolou,Rebolava,Lobo,V-,,,,,,,,,,,,,,,
118,em Portugal,am Portugal,Ricos-Homens de Portugal,Portugal,vulgarisar Portugal,Porque Portugal,Portugalsinho,,,,,,,,,,,,
119,Realmente,Real,Ide leal,Situa Real,Hoste Real,,,,,,,,,,,,,,
120,Ministerio da Fazenda,Védor da Fazenda,Védor,Fazendas,,,,,,,,,,,,,,,
121,rossio,Rossilho,physionomia,,,,,,,,,,,,,,,,
122,Torr,Torre!,torre:—e Titó,Torre...,Torres,Corre,"torre
albarran",Torre,"Torre alvar-
ran",Correu,Torre Redonda,Morrendo,Torre iluminára,torre d'Almenara,"Torre

do cache-nez",ma Torre,"Torre pa
coração","Torre

 

 

vagar",
123,Cenaculo,Circulo,Circulos,Seculo,,,,,,,,,,,,,,,
124,V. E,V.,V. Ex,,,,,,,,,,,,,,,,
125,Patriota,Patriotas,Patriotismo,,,,,,,,,,,,,,,,
126,Barróôlo,róla,Barrólo,Barrólos,bom Barrólo,Borróôlo,Barrólinho,,,,,,,,,,,,
127,Museu,Jebreus,Us,Justiça,lusidia,Jerusal,lusco fusco,,,,,,,,,,,,
128,Sanches Lucena,"Manches
Lucena","Snr.º
D. Anna Lucena",Manches Lucena,Lucena,Manches Lucena!,,,,,,,,,,,,,
129,Caçadas,Calçadinhas,calçúra,clç,Calçada,,,,,,,,,,,,,,
130,Appareça,caleche apparatosa,Appareceria,Appareço,Enxarez,,,,,,,,,,,,,,
131,Pecado,Enfiado,Pec,Recadoães,Peccadores,,,,,,,,,,,,,,
132,goa,Doa,Go-,legoas,,,,,,,,,,,,,,,
133,"pa

 

Mas",Malta,ma,Poema,Ma-,Ma,Mamã,lima,Toma,Roma,Major,Mafoma,Gamas,,,,,,
134,Arribada,Chumbada,derriba,,,,,,,,,,,,,,,,
135,Administração,Administra-,Tunis,Administrador,Aministrador,Administrador do Concelho da Villa,Fínis,Adininistrador,"Administrador do Concelho affirmou
-",Ministro,Administrador do Concelho,,,,,,,,
136,Castanheiro,Castanho-,"Castanheiro

  

ro",Bastardo,Castanheiro Patrioti-,,,,,,,,,,,,,,
137,Cinta,Quinta,Pinta,Pintainho,,,,,,,,,,,,,,,
138,Agasalho,Casal Novo,casarão,casaes,Casas,Casa dos Cunhnes,Balsas,Mal-casada,casa das,Tas,Musas,"casa dos
Souzas",cóas,,,,,,
139,bonito rapaz,Annitas,Bonita,Fita,,,,,,,,,,,,,,,
140,arraial seguro,Arrancou,Arranja,"barranco padre-
goso",Coronel Trancoso,,,,,,,,,,,,,,
141,man-,Manh,Manhã,ámanhã,Alemanha,úmanhã,Amanhã,chã,áúmanhã,,,,,,,,,,
142,Reformadores,Arredores,"Re-
gedores",rvoredo,Redacções,Arremessado,Credo,,,,,,,,,,,,
143,Primo,opprime,Opposi,,,,,,,,,,,,,,,,
144,Barco,Barôo,"Bar

 

lo",barbara,Bar-,Ba,las Barbaças,Santa Barbara,,,,,,,,,,,
145,"Torre de D. Ram-
res",Torre de Santa Parecia,Torre de D. Ram-,mercê de Deus,Torre de D. Ramire,Torre de D. Ramires,Torre de D. Ramos,Torre de 1,Torre de S. Matheus,Torre de D. Ra-,,,,,,,,,
146,Cousas,Louzad,Lousadas,Pousada,,,,,,,,,,,,,,,
147,bom Regenerador,Regenerador,Centro Regenerador,Regeneradores,generadores,Regedor,Pensadores,Centro Regenerador da Couraça,los Regeneradores,,,,,,,,,,
148,Bomé!,bom Barõo,Bom Deus,Barõo,,,,,,,,,,,,,,,
149,Sabes,rabear,Sabe-,Arabes,Saber,Sabedor,,,,,,,,,,,,,
150,Africa,d'Africa,Africa-,,,,,,,,,,,,,,,,
151,Herdal,Cerdal,d'hera,,,,,,,,,,,,,,,,
152,Moguncia,diligencia,Venciam,"pa

impaciencia",Denzia,edencia,Correspondencia,Intelligencia,Providencia,Reden,"si-
lencio",,,,,,,,
153,Amizade,estrada de Amizade,Egreja de Amizade,estrada de Oriente,Lavrada,,,,,,,,,,,,,,
154,Barrôlo,Barrôlo emmudeceu,bom Barrôlo,"bom
Barrôlo",Barrô-,,,,,,,,,,,,,,
155,io Duarte,Poemeto do Tio Duarte,Tio Duarte,,,,,,,,,,,,,,,,
156,Pendão,penna,Pen,Pena,penedia,,,,,,,,,,,,,,
157,"Ramos
do","vinus facil di
mos",armazem do Ramos,Vamos,Ramos,Fazemos,Ramo-,RAMO,Mos-,Démos,"loja do
Ramos",,,,,,,,
158,Avantesmas,Violante,Mirante,miradoiro,Almirante,Brabante,"Mira-
dães",,,,,,,,,,,,
159,sachristão,Christo,Christãos,christã,Iyrismo,triste:—«As,tristeza,Christovam,Christãs,,,,,,,,,,
160,Furia,Ia'a,Avê-Marias,Ri-,Rias,Alugaria,Tabacaria,"Sete-=
rias","fr

idéa de ferias",briria,Sangria,,,,,,,,
161,Severim,Severa,veridico,Paços de Severim,,,,,,,,,,,,,,,
162,Andrésinho,André,André Caval-,Andrê,"An-
dré",Flandres,,,,,,,,,,,,,
163,Di,rescendia,d'onde pendia,suspendia,pendia,Mendigo,fundia,Índia,Vendia,India,,,,,,,,,
164,Comedia,"Com-
bra",Comão,commis,com-,Commo-,Com-,,,,,,,,,,,,
165,vegatão,Chiche,Ihe,Chefe,Chega,Cheg-,mecheu,Pegas,,,,,,,,,,,
166,Quasi,extasi,Duas,quasi consenti-,,,,,,,,,,,,,,,
167,Elrei,Elrei de Leão,ElRei,d'ElRei,,,,,,,,,,,,,,,
168,RANIRES,Lourenço Ramires,"Torre de
Ramires","Hoste Real
Lourenço Ramires","Paio Ramires

Põe",Ramires,Altoça Ramires,Casa de Ramires,Prado dos Ramires,Gramilde,Velha casa de Ramires,Pires,"RAMIRES

Belleza",RAMIES,Paio Ramires,,,,
169,El-rei Dom Affon-,El-Rei,El-rei,El-Rey,,,,,,,,,,,,,,,
170,Livraria,"Oliven-

 

ra",Oliv,magnolia,Iv,Olival,comboio d'Oliven,,,,,,,,,,,,
171,Silvas,Nova?,Novas,Invas,Novas de Tolosa,,,,,,,,,,,,,,
172,próa,Precis-,Precis,Sud-Express,pre,pre rijo,Emprego,,,,,,,,,,,,
173,Lazareto,voltarete,Volte,,,,,,,,,,,,,,,,
174,Collares,Colera,Collegas,collegio de S. Fiel,collegio,"collete de seda p'
tou",collete,collina,,,,,,,,,,,
175,"Milhares da
Sophia",Sophia,,,,,,,,,,,,,,,,,
176,Fidalguia,Ai meu Fidalgo,Algés,Ai o Fidalgo,Fidalgo,fidalguia,chapéo do Fidalgo,"Fi-
dalgo",,,,,,,,,,,
177,Rompe,promptidão,Prompto,assumpto,Egypto,,,,,,,,,,,,,,
178,Menezes,Veneza,F,Mezes,,,,,,,,,,,,,,,
179,Galiléa,Ali-,Afli-,,,,,,,,,,,,,,,,
180,devoá,Deves,Devo,Suevo,,,,,,,,,,,,,,,
181,Mercado da Herva,herva,a herva,,,,,,,,,,,,,,,,
182,alegre,Egreja de S. Christoão,Egre-,"Egreja de S.
Bento",Egrejinha,"Egreja dos Bra-
vaes",Egreja,Egreja da Belleza,,,,,,,,,,,
183,Deslumbrado,Bravo,genebra,Honra,Bra-,braão,Bra,Obra,Dobraram,bróta,braza,,,,,,,,
184,agua limosa,Paço formoso,Formosa,formoso Leonel,,,,,,,,,,,,,,,
185,Visconde,Con-,Respondeu,Conde,Esconde,d'onde,Visconde de Rio-Man-,Mondego,Conviviam,,,,,,,,,,
186,Magistratura,Aturar,Litteratura Grega,Litteratura,Annaes de Litteratura,Litte-,Formatura,,,,,,,,,,,,
187,Vocemecê,Votam,Vouê,Vo,Vocês,Vomito,Vou,Nervos,"Vo-
tos",Vozê,,,,,,,,,
188,io,Amainae,Ai,Maio,Maior,,,,,,,,,,,,,,
189,"Rico-
Homem","Nosso Se-
hor","Tam-

 

ro-Homem",Rico Homem,,,,,,,,,,,,,,,
190,"Anica es
— Quer",Anica,Anica es,Verídica Inquirião,Pa E,T,,,,,,,,,,,,,
191,Hotel Mondego,Hotel Central,& Central,Hotel Universal,,,,,,,,,,,,,,,
192,Gonçalo optimo,"Gonça-
lo","Torre

 

Gonçalo",d'onde Gonçalo,Conçalo,Gonçalão,Gonçalo,"Camaras

 

Gonçalo","Gonça-
Tenho","l

Gonçalo",D. Gonçalo,,,,,,,,
193,Vicente,Ascen-,accrescentava,Nascente,S. Vicente,Nascente reappareceu n'um rolo de poeira,,,,,,,,,,,,,
194,Amadis,enramada d'hera,Animada,d'uma ramada,"Ma

rar",,,,,,,,,,,,,,
195,Governador Civil de Monforte,Governador das Armas,"Governador Ci

 

il de Oliveira","Governador Ci-
vil","Governadores
Civis",Governador Civil?...,Governador,Governador Civil de Oliveira,Governador Civil,"Go-
vernador detestavel",Governador Civil do Districto,"Governador
Civil",,,,,,,
196,Parada,Paraiso,— Para-,"Borda do a
para que",Ra-,Paris,Parou,Para-,Pará,Parabens,,,,,,,,,
197,"Tecedeiras
Meninas",viseiras,Tecedeiras,Tecedeira,,,,,,,,,,,,,,,
198,"Conselhos do
Banco Hypothecario","Banco Filho-
theatro",Banco Hypotheca-,,,,,,,,,,,,,,,,
199,Moreno,Mo,morangal,marmore,Mordomo-Mór,Mordomo,Mor,Sé de Zamora,Morra,Moral,,,,,,,,,
200,Cama-,"Cama-
ras","Cama-
ras...",,,,,,,,,,,,,,,,
201,"Rei
de Leão",loja do Leão,Deão,Leão,faleão,,,,,,,,,,,,,,
202,rão das fogueiras,Esgueirar,QUEIROZ,Cerqueira,solteiraão,"Quinta

feira",Queixa-perra,charuteira,Queira,Roqueira,bosque de roseiras,Terceira,,,,,,,
203,Academias,Academica,Picadeiro,Cadeia,,,,,,,,,,,,,,,
204,Obrigado,Clerigo,Obriga-,,,,,,,,,,,,,,,,
205,MULTID,Ultramar,d'Ultramar,ultrajava,Melodrama,,,,,,,,,,,,,,
206,Bom Samaritano...,Bom Samaritano,,,,,,,,,,,,,,,,,
207,"Roman-
ce moderno","Manoel
Duarte",Manoel Velho,Manoel da Adega,Manoel Duarte,Manoelsinho,Manoel,Manoel Pereira,,,,,,,,,,,
208,escadaria redonda,Arcada,lajedo da Arcada,Encharca,,,,,,,,,,,,,,,
209,martins,Reparti,Repeti,Reparti-,,,,,,,,,,,,,,,
210,Bispos,Bispo,Paço do Bispo,Bispo...,"Emfim

 

do Bispo",,,,,,,,,,,,,,
211,Camaras,Caramba,Camar E,bacamartes,Presidente da Camara,torre da Camara,Camara de Acender,carapu,Camara,relogio da Camara,"Amarante

  

Rei",Amarante,Camara...,,,,,,
212,S.,S. Es,S. Do-,S. E,S. Bruto,,,,,,,,,,,,,,
213,Vagarosas,Murtosa,Rosa,Temerosa,Pros-,Prosa,Proscratinare,,,,,,,,,,,,
214,"Chafariz

 

 

mir sagrado !",Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,,
215,Il,Villas,Villar Mendes,Vil-,villão,Tordesillas,Villa,comeco da villa,"Villa Ca-
ra",Villico,,,,,,,,,
216,ass ssimo,Sim,Im-,Vim,Simples,Simões,,,,,,,,,,,,,
217,"S. Fui-

 

genio",S. Fulgeneio,Governo do S. Fui-,"Governo do S. Fui-

genio",S. Fui-,,,,,,,,,,,,,,
218,atalaia,Natal,We/-,Mata,Rematou,grata,sos da matta,mattagal,,,,,,,,,,,
219,Seria,Er,serças,Serena,Ser,Jer,Serio,Post- Seriptum,Serpa,,,,,,,,,,
220,Invejas,Jantámos,Ja,Fuja,Beja,,,,,,,,,,,,,,
221,Templosinho do Amor,Templo,Templos,Templosinho,Tempos,,,,,,,,,,,,,,
222,Dr,Dr. Julio,Dr.,Dr. Ventania,,,,,,,,,,,,,,,
223,Graeinha,Gracinha,Engracia Rios,Laranjinha,gracejo,Torre Gracinha,Bruscamente Gracinha,"Oh
Gracinha",,,,,,,,,,,
224,Assembléa,Assembleia,eia,"Assembleia da

Villa",,,,,,,,,,,,,,,
225,veigas,s3,veigas do Monêgo,,,,,,,,,,,,,,,,
226,João,João Gouveia,Gouveia,Gouveia...,"João

 

Gouveia","João
Gouveia",,,,,,,,,,,,,
227,triumpho dessa mi-,Condessa de Chelas,Snr.º Condessa de Chelas,Chelas,,,,,,,,,,,,,,,
228,bahu,Sahi,sahi,Ah,Ahi,ahi,recahiu so-,Sahira,,,,,,,,,,,
229,Vi-,Pego das Bichos,Pego das Vi-,Duas Mil Virgens,Pego,,,,,,,,,,,,,,
230,districto d'Oliveira,Chefe do Districto,S,Districto do,Distrito,Districto,Acto,,,,,,,,,,,,
231,Bibliotheca do Palco do Bispo,Bibliotheca nacional,Bibliotheca do Paço,Bibliotheca,Biblio-,,,,,,,,,,,,,,
232,Quartel,Arte,Marte,d'Arte,te,,,,,,,,,,,,,,
233,Titulo,"Titó
descess",casa do Titó,bom Titó,Titô,Titó,Beatitude,immenso Titó,Tiló,,,,,,,,,,
234,Auctoridades,Auctoridade do Districto,Auctoridade Superior,Auctoridade,Auctor-,,,,,,,,,,,,,,
235,Palha-Cã,Tolhida,"toa-
lha",Recolheu,Sevilha,assoalhar,Ha,Olha,Olhe,Sôlha,Folhas,,,,,,,,
236,ponte da Portella,Joaquim da Porta noticias dos senhores,Joaquim da Horta,"Joaquim da
Copa",Joaquim da Porta,,,,,,,,,,,,,,
237,Xo,Telegrammas,telegramma,telegrammas,"te-
legrammas",,,,,,,,,,,,,,
238,Casa illustre,TRE CASA,ILLUSTRE,ILLUSTRE CA,ILUSTRE,VALIESTRE CASA,LUSTRE CASA,LUSTRE,VALIESTRE CASA DE,LUSTRE CASA DE BAMIRES,,,,,,,,,
239,Lisboa do 5,"Lisboa
elles",Boa,Lisboa es,Lisboa tres,Lis-,Lisboa,,,,,,,,,,,,
240,Capellão,Apezar,repellia,Capella,Capelas da Batalha,,,,,,,,,,,,,,
241,chamma da sua Idéa—«a,Chaminús,Mm,chamma alta da vela,chammas,Chama,chamma,,,,,,,,,,,,
242,Ceilão,Lyceu,Licença,ce,Ceuta,cear,cedêra,,,,,,,,,,,,
243,boa nova de prestes soccorro,boa Mi,boa nova,Boa nova,cova negra,,,,,,,,,,,,,,
244,Acceitei,São Rei,Freixos,Jurei,toreia,Rei,Areia,Virei,,,,,,,,,,,
245,Ironia,Acolá,Colonia,Agonias,Colo-,,,,,,,,,,,,,,
