cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
43,Santa Inteira,Mirante,"Quinta

feira",Almirante,Santa Aindaça,Santa Irm,Inteiro,Castello de Santa Inteiro,,,,,,,,,,,,,,
44,Cascaes,Cas,Cahe-,Bisca,Casca,Moscatel,carrascão,Bocas,Calcanhar,Casco,sc,"r
ca",Toca,Durlesca,U Casco,,,,,,,
45,Minas,Meninas,Mi,Invas,Jamparinas,Seminario,Minas de Salomão,,,,,,,,,,,,,,,
46,d'Historia,"Minist-
rio Historico",Historia,d'Arte Historica,rio Historico,"quasi
prehistorica",Cáú,"Historia
«Herculano",Sophia,His-,Misericordia,quasi historica,,,,,,,,,,
47,"por-
paes",Jornaes,Annaes,jornaes,cannaviaes,,,,,,,,,,,,,,,,,
48,Portella,Porta-,Por-,"Porta-

guedes","Porta-
sal",Condado Porta-,,,,,,,,,,,,,,,,
49,Urgia,Santa Energia,Andar de Santa Energia,Perras de Santa Energia,"Santa
Energia",Santa-energia,Dr. Ventania,Castello de Santa Energia,Santa Íreneia,Torre de Santa Energia,"Honra
de Santa Energia","em Portugal
Perras de Santa Energia!",,,,,,,,,,
50,Pagem,Paços d'Margem,Margem,"Mariquinhas
Margem",Margens,Nem,,,,,,,,,,,,,,,,
51,lucta d'ouro,N'outro,n'outro,,,,,,,,,,,,,,,,,,,
52,Tambem,Zambezia,Tam-,"Vidrinhos
tambem",,,,,,,,,,,,,,,,,,
53,moeiros,Désteiro,Mosteiro,Reposteiro-Mór,mosteiro de Lordão,lameiros,,,,,,,,,,,,,,,,
54,casal do Miranda,"Casal do
Miranda",carvalheiras do Casal No-,,,,,,,,,,,,,,,,,,,
55,Açôo,Aço,Paço,Paço formoso,Í,Açor,buço,Açodado,,,,,,,,,,,,,,
56,Torre Videirinha,Videirinha,bocirinha,sombrinha,Vinha,Bufarinheiro,Vidrinhos,Immediatamente Videirinha,Andorinha,Videirinha...,Videirinha adeantou,,,,,,,,,,,
57,Bravae,Vae,Bravacs,Bravaes,Bravas,José Casco dos Bravaes,,,,,,,,,,,,,,,,
58,upa,Panoplia,Pano,Panorcuna,Panorama,Hymno,"Pano-
rama",,,,,,,,,,,,,,,
59,mascula,ascumas,Ascen-,—,damasco,Umas,Gamas,,,,,,,,,,,,,,,
60,Manchester,Manches,Avantesmas,Ihe,Macheque,Arronches,Winchester,melancholia,Sanches,,,,,,,,,,,,,
61,Assembléa,Sem-,Assem-,Assembleia,,,,,,,,,,,,,,,,,,
62,tro da Bica-Santa,Bica-Santa...,Bica-Santa,Bica Santa,"Bica

 

Santa",,,,,,,,,,,,,,,,,
63,Cordão,Perdão,Além-Cordão,Lordão,,,,,,,,,,,,,,,,,,
64,Snr.º D. Rosa,D. Garcia,Snr.º D. Maria,Snr.º D. Arminda,Snr.º D. Graça,,,,,,,,,,,,,,,,,
65,Collares,desola,Solar,Camisola,caracolando,Claro-Sol,solá,Sol,,,,,,,,,,,,,,
66,vegatão,socega,Socega,socego,Socegae,,,,,,,,,,,,,,,,,
67,Palacete,palacete dos Barrólos,Palacio,Palacete dos fidalguissimos Barrólos,Sala,Palaeio,Palacete inaccessivel,,,,,,,,,,,,,,,
68,Juizo,aguiar,"be-
guino",Guiomar,Aguiar,guida,Guimarães,Erguido,,,,,,,,,,,,,,
69,districto d'Oliveira,Chefe do Districto,Districto do,Auctoridade do Districto,Distrito,Districto,Tristio da Cunha,,,,,,,,,,,,,,,
70,Amadis,man-,ma,Poema,Ma,Mamã,lima,d'uma ramada,magnolia,Toma,Roma,Major,Mafoma,,,,,,,,,
71,Primo,Imperatriz,Imperio,d'Imperatriz da Russia,Limpa,peri,Imperioso,,,,,,,,,,,,,,,
72,"Conselhos do
Banco Hypothecario","Banco Filho-
theatro",Concelho,Concelho da Villa,Conselheiro,Coronel Trancoso,Concelhos,,,,,,,,,,,,,,,
73,Chiche,Chefe,Chega,Chut,Rachel,Cheg-,mecheu,chã,,,,,,,,,,,,,,
74,Fabrica de Vidros,Braz Victoria,Braz Vitorioso,Victoria,"Braz
Victoria",,,,,,,,,,,,,,,,,
75,Provincia,Princeza,Provins,Provedor,Providencia,Conviviam,Principe,,,,,,,,,,,,,,,
76,Galliza,Pallido,Ali-,Duvido,"Ent

Pallido",idyllio,,,,,,,,,,,,,,,,
77,banco alto,chapéo alto,caleche apparatosa,rão muito alto,chapéo côo,chapéo do Fidalgo,n'um alto,ceu alto,chapéo,,,,,,,,,,,,,
78,cabeço d'Avellan,cabo d'osso,cabo d'elles,cabo d'ouro da,cabo d'elles!,cabo Silencio,,,,,,,,,,,,,,,,
79,Lettras,Entra,Extraordinario,tra,attrahem,Transe-,Atraz,Maltrapilho,transpoz,d'Atraz,ultrajava,trasbordava de graciosa,traiçã,,,,,,,,,
80,Poço grande,Grande,Grande Ronda,Rua Grande,Tanque-Grande,Mande,Gramilde,"Grande Ca-
adriana...",despendurando,,,,,,,,,,,,,
81,Videir,Tavira,Vide,Videira,Madeira,vieira granada,viseiras,bigodeira,caldeira,Virtude,Digodeira,,,,,,,,,,,
82,amem emfim,— Emfim,Emfim,ve Emfim,,,,,,,,,,,,,,,,,,
83,Comedia,comprehendia,comprehender,Eh,,,,,,,,,,,,,,,,,,
84,Manelsinho,Manuelinho,Martinho,guardasolinho,Junho,Linho,Zésinho,Turtesinho,Borguinhão,polvarinhos,Pelourinho,Gonçlinho,Barrolinho,Goncalinho,Coitadinho,Risinho,,,,,,
85,Politico,Politica Colonial,Tipoia,Politica,"Po-
liítica","Politi-
ca","Pol-
tica",Policia,Barrolica,Política,Tripoli,Pol-,Polyphemo,,,,,,,,,
86,Longe,Monge,delonga,tanger,Londres,,,,,,,,,,,,,,,,,
87,Tres,lapides,Es,Es-,"Titó
descess",es,ES,alpes,Escute,Deves,Jesuita,estantesinha,vessou,Esteves,Cloves,Gomes,Leoneses,resoou,esguio,Clêves,Silves,
88,comendador Barros,Comendador Romão Barros,,,,,,,,,,,,,,,,,,,,
89,Secretario Geral,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,,,,
90,sopeando a egua,egua,Mãe d'Agua,Freguezia,Guadiana,Egualmente,Padre Seguir,"egua pu-
lou",legua,lua,,,,,,,,,,,,
91,Rebate,Rebolou,Mitholog,Rebolava,Lobo,Colo-,Louren,,,,,,,,,,,,,,,
92,em Portugal,am Portugal,Ricos-Homens de Portugal,Portugal,vulgarisar Portugal,Porque Portugal,Portugalsinho,,,,,,,,,,,,,,,
93,Realmente,Genealogica,Real,Ide leal,Situa Real,Aleac,Hoste Real,,,,,,,,,,,,,,,
94,Ministerio da Fazenda,Védor da Fazenda,Védor,Fazendas,,,,,,,,,,,,,,,,,,
95,Torr,Lazareto,Torre!,Flor da Torre,torre:—e Titó,Productores,Torres,Corre,"torre
albarran",Torre,"Torre alvar-
ran",Correu,toreia,Eleitores,Torre iluminára,"Torre

do cache-nez",ma Torre,"Torre pa
coração","Torre

 

 

vagar",,,
96,Lã,Capellão,Capella,,,,,,,,,,,,,,,,,,,
97,Cenaculo,Circulo,Circulos,Seculo,,,,,,,,,,,,,,,,,,
98,V. E,V.,V. Ex,,,,,,,,,,,,,,,,,,,
99,braço do Cavalleiro,Natal o Cavalleiro,d'este Cavalleiro,"Ca-
cavalleiro","Governador
dré Cavalleiro",Cavalleiro,Cavalleiros,André Cavaleiro,cavalleiro,"Ca-

ralleiro",Cavalleiro-,Cavalleiros de Santa,U Cavalleiro,Cavaleiro,"Ca-
cavalleiro!",Cavaleiro dentro da Politica,,,,,,
100,Patriota,Patriotas,Patriotismo,,,,,,,,,,,,,,,,,,,
101,Barróôlo,Barroólo,Barrolo,róla,Barrólo,Barrólos,bom Barrólo,Borróôlo,Barrólinho,,,,,,,,,,,,,
102,Sanches Lucena,"Manches
Lucena","Snr.º
D. Anna Lucena",Manches Lucena,Lucena,Manches Lucena!,,,,,,,,,,,,,,,,
103,Caçadas,Calçadinhas,calçúra,clç,Jã,Calçada,Almofada,,,,,,,,,,,,,,,
104,Appareça,Apezar,s3,Appareceria,Appareço,,,,,,,,,,,,,,,,,
105,Magistratura,arraial seguro,Cura,Lyra,Ura,Procurador,urze,Curamba,Mouras,,,,,,,,,,,,,
106,Administração,Administra-,Tunis,Administrador,Aministrador,Sensibilisado,Administrador do Concelho da Villa,Fínis,Adininistrador,"Administrador do Concelho affirmou
-",Ministro,Administrador do Concelho,baptisado,,,,,,,,,
107,Pinheiro,Castanheiro,Castanho-,"Castanheiro

  

ro",Janeiro,Castanheiro Patrioti-,,,,,,,,,,,,,,,,
108,Cinta,Quinta,Pinta,Constantinopla,Pintainho,,,,,,,,,,,,,,,,,
109,Pharmacia,pac,"vinus facil di
mos",Horacios,Diplomacia,acaci,Fraca,Acolá,Pacien-,Monacal,Acto,,,,,,,,,,,
110,bocas de sanguesugas,Agasalho,Crassa,Casal Novo,casarão,casaes,Casas,Cas-,Casa dos Cunhnes,Balsas,extasi,Caso,Mal-casada,casa das,Tas,Pedagogicas,Asylo,Musas,Duas,"casa dos
Souzas",cóas,Casimiras
111,Semana,Canh,Manh,Manhã,ámanhã,Alemanha,úmanhã,Amanhã,áúmanhã,,,,,,,,,,,,,
112,Embaixada,"es
baixo da",Chumbada,Baixa,,,,,,,,,,,,,,,,,,
113,Reformadores,Torre Redonda,Arredores,"Re-
gedores",Recebedoria,Tremidos,Morrendo,rvoredo,Carredes,Redacções,Mares,Arremessado,Gutierres,Credo,Louredo,Enxarez,,,,,,
114,Barco,Barôo,"Bar

 

lo",Arribada,barbara,bom Barõo,Bar-,Ba,Bacharel,las Barbaças,Barõo,Santa Barbara,Barão,Baroneza,,,,,,,,
115,Cousas,Louças,Louzad,Lousadas,Pousada,,,,,,,,,,,,,,,,,
116,Sabes,Semsabor,rabear,Sabe-,Arabes,Saber,Sabedor,,,,,,,,,,,,,,,
117,Africa,d'Africa,Africa-,Verídica Inquirião,fr,Maricas,Fabrica,,,,,,,,,,,,,,,
118,Moguncia,diligencia,Venciam,"pa

impaciencia",Denzia,edencia,Correspondencia,Intelligencia,pudicicia,Reden,"si-
lencio",,,,,,,,,,,
119,ladeira de S. Bento,Amizade,estrada de Amizade,Egreja de Amizade,estrada de Oriente,,,,,,,,,,,,,,,,,
120,Barrôlo,Barrôlo emmudeceu,bom Barrôlo,"bom
Barrôlo",Barrô-,,,,,,,,,,,,,,,,,
121,Honra de Parede,"Roman-
ce moderno",vilhena de seára,enramada d'hera,Presidente da Camara,pera de S. João,Camara de Acender,Alcaçar de Coimbra,Samoras de Acender,,,,,,,,,,,,,
122,"Ramos
do",armazem do Ramos,Vamos,Jantámos,Ramos,Fazemos,Ramo-,RAMO,Mos-,Démos,"loja do
Ramos",,,,,,,,,,,
123,sachristão,Christo,Christãos,Principes da Christandade,christã,Iyrismo,triste:—«As,tristeza,Christovam,Christãs,,,,,,,,,,,,
124,Livraria,Furia,Ia'a,Avê-Marias,Ri-,Rias,Alugaria,caricias,gloria,"Sete-=
rias",Loteria,briria,,,,,,,,,,
125,Andrésinho,André,André Caval-,Andrê,"An-
dré",Flandres,,,,,,,,,,,,,,,,
126,Mendonças,Mendonç,Tremendo,Mundo,Marias Mendonças,alo Mendo,Lenço,Mendonça,,,,,,,,,,,,,,
127,Pendão,Di,rescendia,d'onde pendia,suspendia,Explendido,pendia,Vendilh,Mendigo,fundia,Índia,zenia,Vendia,India,penedia,,,,,,,
128,Bomé!,"Com-
bra",Comão,Companh,commis,com-,Commo-,Com-,comezaina,,,,,,,,,,,,,
129,RANIRES,Lourenço Ramires,"Hoste Real
Lourenço Ramires","Paio Ramires

Põe",miradoiro,Ramires,patrõa Pires,Altoça Ramires,Prado dos Ramires,"Mira-
dães",Pires,"RAMIRES

Belleza",RAMIES,Paio Ramires,,,,,,,,
130,El-rei Dom Affon-,El-Rei,El-Rei — Goncalo,El-rei,!,El-Rey,,,,,,,,,,,,,,,,
131,próa,Precis-,Precis,Sud-Express,pre,Proscratinare,pre rijo,Emprego,,,,,,,,,,,,,,
132,Couraça,Gra-,Graça!—Então,vidraça,Graça,"Açor ne-
gra",Praça,Centro» da Couraça,,,,,,,,,,,,,,
133,Colera,Collegas,collegio de S. Fiel,collegio,collete,,,,,,,,,,,,,,,,,
134,Idéa,idéa,"fr

idéa de ferias",,,,,,,,,,,,,,,,,,,
135,Fidalguia,Ai meu Fidalgo,Algés,Filho-d'Algo,Filho-de-Algo,Vidago,Ai o Fidalgo,Fidalgo,fidalguia,"Fi-
dalgo",,,,,,,,,,,,
136,Rompe,promptidão,Comprára,Prompto,assumpto,Egypto,,,,,,,,,,,,,,,,
137,Leonez,Menezes,Veneza,Mezes,,,,,,,,,,,,,,,,,,
138,Mercado da Herva,herva,a herva,,,,,,,,,,,,,,,,,,,
139,alegre,Egreja de S. Christoão,Egre-,Egreja das Meninas,"Egreja de S.
Bento",Egrejinha,"Egreja dos Bra-
vaes",Egreja,Egreja da Belleza,,,,,,,,,,,,,
140,"sobreveste ne-
gra",Deslumbrado,S,Bravo,genebra,Coimbra,Sombras,Bra-,Praia,Bra,Brabante,Obra,We/-,Dobraram,Brazil,braza,Brazileiro,bravio,,,,
141,Visconde,Con-,Respondeu,Hotel Mondego,Conde,Esconde,d'onde,Condessa de Chelas,Colonia,Visconde de Rio-Man-,Mondego,Snr.º Condessa de Chelas,,,,,,,,,,
142,Aturar,Litteratura Grega,Litteratura,Annaes de Litteratura,Litte-,Formatura,,,,,,,,,,,,,,,,
143,Advogue,Votam,Advogar,Vouê,Devo,Vo,Vocês,Vomito,Vou,Nervos,"Vo-
tos",Suevo,Vozê,Volte,,,,,,,,
144,io,Amainae,Ai,Maio,Maior,,,,,,,,,,,,,,,,,
145,sc some,"Rico-
Homem","Tam-

 

ro-Homem",Rico Homem,,,,,,,,,,,,,,,,,,
146,"Es

 

bre",Carcere-Rebro,Jebreus,Sobretudo,bre,"re-
cuae",bróta,Re-,Pobres,Pobre,,,,,,,,,,,,
147,"Anica es
— Quer",Anica,Anica es,Pa E,Thessalonica,,,,,,,,,,,,,,,,,
148,Gonçalo optimo,"Gonça-
lo","Torre

 

Gonçalo",d'onde Gonçalo,Conçalo,Gonçalão,Gonçalo,"Camaras

 

Gonçalo","Gonça-
Tenho","RAMO

 

Goncalo","l

Gonçalo",D. Gonçalo,Goncalo,,,,,,,,,
149,Governador Civil de Monforte,Governador das Armas,"Governador Ci

 

il de Oliveira","Governador Ci-
vil","Governadores
Civis",Governador Civil?...,Governador,Governador Civil de Oliveira,Governador Civil,"Go-
vernador detestavel",Governador Civil do Districto,"Governador
Civil","Sr. Governador
il oLiveira","Governador
vil d'Oliveira",,,,,,,,
150,bonito rapaz,Parada,pa-,Paraiso,— Para-,Paris,Parou,Para-,Pará,Parabens,,,,,,,,,,,,
151,Penedo,Athenas,penna,Pen,Pena,Pequenina,Pe-,,,,,,,,,,,,,,,
152,Sor,Moreno,Mo,morangal,marmore,Mordomo-Mór,Mordomo,Formosa,Mor,Morra,Moral,formoso Leonel,Morte,,,,,,,,,
153,"Elei-
cão","Rei
de Leão",loja do Leão,Deão,Leão,Elrei de Leão,faleão,,,,,,,,,,,,,,,
154,claustro,Est claro,Claustro,,,,,,,,,,,,,,,,,,,
155,Esgueirar,menineira,QUEIROZ,Cerqueira,Queixa-perra,Queira,Roqueira,Sueiro,bosque de roseiras,,,,,,,,,,,,,
156,veigas,Ob,Obrigado,Clerigo,Obriga-,,,,,,,,,,,,,,,,,
157,"Manoel
Duarte",Manoel Velho,Manoel da Adega,Manoel Duarte,Manoelsinho,Manoel,"Paço
manuelino",,,,,,,,,,,,,,,
158,martins,Reparti,Repeti,Reparti-,,,,,,,,,,,,,,,,,,
159,Camaras,Caramba,Camar E,bacamartes,Cama-,carapu,"Cama-
ras",Ultramar,Camara,relogio da Camara,"Amarante

  

Rei",d'Ultramar,"tauxeado

Mascara",Amarante,Melodrama,Camara...,"Ma

rar",,,,,
160,S.,S. Es,S. Do-,S. Miguel,S. E,S. Bruto,,,,,,,,,,,,,,,,
161,mófa,Safa,"Chafariz

 

 

mir sagrado !",Chafariz,Largo do Chafariz,Encharca,,,,,,,,,,,,,,,,
162,Villas,Villar Mendes,Vi-,Vil-,villão,Tancarvilles,Tordesillas,Villa,comeco da villa,Villa-Velhas,Marvila,Villico,d'Marvila,"Assembleia da

Villa",,,,,,,,
163,ass ssimo,Bravissimo,Sim,Im-,Vim,Simples,Simões,,,,,,,,,,,,,,,
164,Malta,Gazeta,atalaia,Matheus,Natal,Mata,Rematou,grata,sos da matta,mattagal,,,,,,,,,,,,
165,Museu,Seria,Er,serças,Severim,Severa,Serena,Ser,Jer,Serio,Post- Seriptum,Serpa,Sea,,,,,,,,,
166,Invejas,Ja,Fuja,Arranja,Beja,Japão,,,,,,,,,,,,,,,,
167,Desembucha,Novembro,Setembro,Dezembro,bezerro,,,,,,,,,,,,,,,,,
168,Templosinho do Amor,Templo,Templos,Templosinho,Tempos,T,,,,,,,,,,,,,,,,
169,Dr,Dr. Julio,Dr.,,,,,,,,,,,,,,,,,,,
170,Graeinha,Varandinha,Gracinha,Engracia Rios,Laranjinha,gracejo,Torre Gracinha,Bruscamente Gracinha,"Oh
Gracinha",,,,,,,,,,,,,
171,João,João Gouveia,Gouveia,"João

 

Gouveia","João
Gouveia",,,,,,,,,,,,,,,,,
172,Fleurs de L,Crime do Padre Amaro,"Torre de D. Ram-
res","Torre de
Ramires",Torre de Santa Parecia,torre da Camara,Torre de D. Ram-,Torre de D. Ramire,Sé de Zamora,Casa de Ramires,Torre de D. Ramires,Novas de Tolosa,"re-
gou de louvores",Velha casa de Ramires,Torre de D. Ramos,torre d'Almenara,Torre de 1,Torre de S. Matheus,Torre de D. Ra-,,,
173,Ca-,Alca-,"Louca-
d",Ra-,Ma-,"sa-
cudindo",a-,Sa-,A-,"a-
Oça",,,,,,,,,,,,
174,boa nova de prestes soccorro,Nova?,Novas,boa nova,Boa nova,cova negra,,,,,,,,,,,,,,,,
175,Bibliotheca nacional,Bibliotheca do Paço,Banco Hypotheca-,Bibliotheca,Biblio-,Biombo,,,,,,,,,,,,,,,,
176,Sorte,Quartel,Norte,voltarete,Arte,Marte,d'Arte,te,Côrte,,,,,,,,,,,,,
177,Titulo,casa do Titó,bom Titó,Criticos,Titô,Titó,Beatitude,immenso Titó,,,,,,,,,,,,,,
178,Auctoridades,Auctoridade Superior,Auctoridade,Auctor-,,,,,,,,,,,,,,,,,,
179,Palha-Cã,Tolhida,Nympha,"toa-
lha",Ol,Sôólha,Recolheu,Sólha,Sevilha,bulhas,Soólha,Ha,Sóôlha,Olha,Olhe,pharol,mergulhava,guedelha,Sôlha,Folhas,,
180,ponte da Portella,Joaquim da Porta noticias dos senhores,Joaquim da Horta,"Joaquim da
Copa",Joaquim da Porta,,,,,,,,,,,,,,,,,
181,Casa illustre,TRE CASA,Oh,ILLUSTRE CA,VALIESTRE CASA,LUSTRE CASA,VALIESTRE CASA DE,LUSTRE CASA DE BAMIRES,,,,,,,,,,,,,,
182,Lisboa do 5,"Lisboa
elles",Boa,Lisboa es,Lisboa tres,Lis-,Lisboa,,,,,,,,,,,,,,,
183,"Santa Ma-
ria","cabo de
Santa Maria",Sancharia,Santa Recebia,"Santa
Parecia",Tabacaria,Bom Samaritano,Santa Maria,Santa Clara,Santa Ma-,Santa Parecia,Sangria,,,,,,,,,,
184,chamma da sua Idéa—«a,Chaminús,Mm,chammas,Chama,chamma,Epocha,,,,,,,,,,,,,,,
185,bahu,Sahi,sahi,Ah,Ahi,ahi,recahiu so-,Sahira,,,,,,,,,,,,,,
186,Vocemecê,Almocei,Lyceu,Necessito,Cerdal,ce,Ceuta,cear,,,,,,,,,,,,,,
187,souto de azinheiros,Mosteiro de Risadas,Echo de Traz-os-Montes,"Mosteiro de
Recadoães",cabo do renque d'alamos,Rio de Janeiro,mosteiro de Recadoães,Mendo de Sobreiros,Mendo de Inteiros,Nascente reappareceu n'um rolo de poeira,,,,,,,,,,,,
188,Reino,receioso,Reinos,Elrei,São Rei,Freixos,Jurei,Rei,Reino p,Areia,bom Padre Sueiro,ElRei,Virei,d'ElRei,,,,,,,,
189,remocava,tufava,Medieval,divan,Levava,luva,Libertava,labutava,Habitava,,,,,,,,,,,,,
190,Janela,es della,Ha n'ella,Delas,bagatellas,nella,canellas,nellas,"Honra de
Canellas",Della,Chelas,,,,,,,,,,,
191,Truetesindos,Tructesindo,Truetesindo Mendes Ramires,Tructezindo Ramires,Truetesindo Ramir,,,,,,,,,,,,,,,,,
192,Melhor,Julho,"Velho

 

— Queria",Baluarte-Velho,Velhinha,Velhos,Vel-,Poço Velho,Velho,Bica-Velha,vergel,ahiú vermelho,melhorára,Hotel Universal,Natal o Velho,,,,,,,
193,Toledo,solemnidade,Soledad,Soldado,Ai Soledad,,,,,,,,,,,,,,,,,
194,puz,pu,Pu,Puxou,,,,,,,,,,,,,,,,,,
195,Torre...,Paço...,Coimbra...,Gouveia...,"Espi-
gal...",Bom Samaritano...,Ponte...,...,"Te-
jo...","Cama-
ras...",Bispo...,"Bala-
res...",,,,,,,,,,
196,Affon-,Affonsina,Affonso,afonso Gomes,Monstruoso,,,,,,,,,,,,,,,,,
197,Bibliotheca do Palco do Bispo,arcebispo de Thessalonica,Paço da Bemposta,Bispos,Bispo de Coimbra,Paço com o Snr,Bispo,Paço do Bispo,"Emfim

 

do Bispo",,,,,,,,,,,,,
