cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
91.0,Cerqueira,vieira granada,Cerejeira,Queira,bosque de roseiras,QUEIROZ,Roqueira,charuteira,Esgueirar,rão das fogueiras,solteiraão,Terceira,,,,,,,,
92.0,Santa Clara,Santa Thereza,"Santa Al-

 

donça",Santa,Santa Irm,"pos-
santa do Titó",Santa Ma-,"Bica

 

Santa",Santa Theresa,"Santa Ma-
ria","Santa Rosa
de Lima",Bica Santa,Santa Barbara,Vontade,"Santa
Cha",sa antiga,Santa Íreneia,Santa Recebia,Santa Inteira,Santa Aindaça
93.0,"João

 

Gouveia",Gouveia,João Gouveia,"João
Gouveia",Gouveia...,João,,,,,,,,,,,,,,
94.0,Vosê,vosê,Nervos,,,,,,,,,,,,,,,,,
95.0,Venham,Venha,,,,,,,,,,,,,,,,,,
96.0,Maior,Maio,Amainae,,,,,,,,,,,,,,,,,
97.0,"Quinta

feira",Quinta,Cinta,Paschoal do Quinto-Anno,Pinta,,,,,,,,,,,,,,,
98.0,Esgaseado,esgaseado,Ladeado,Sea,,,,,,,,,,,,,,,,
99.0,Inglez,Ninguem,ing-,,,,,,,,,,,,,,,,,
100.0,sombrinha,ponta da sombrinha,Sombras,,,,,,,,,,,,,,,,,
101.0,Terreiro da Louco,Terreiro da Loucas,Terreiro da Louça,Louças,terreiro da Honra,Terreiro da Louv,,,,,,,,,,,,,,
102.0,d'Oliveira,Oliveiras,"Oliveira

São",Oliveira...,comboio d'Oliven,Oliv,"Bispo
de Oliveira",Oliveira,Olival,Independente d'Oliveira,"Oliven-

 

ra","Sr. Governador
il oLiveira",Hospital d'Oliveira,Historia da Sé d'Oliveira,D'Oliveira,Clarim dºOliveira,casas d'Oliveira,"Governador
vil d'Oliveira",,
103.0,Dr.,idyllio,Dr. Julio,,,,,,,,,,,,,,,,,
104.0,Pego das Vi-,Vi-,Pego,Pego das Bichos,,,,,,,,,,,,,,,,
105.0,Portugal,Porque Portugal,em Portugal,am Portugal,Ricos-Homens de Portugal,vulgarisar Portugal,Portugalsinho,,,,,,,,,,,,,
106.0,Mezes,Menezes,Veneza,,,,,,,,,,,,,,,,,
107.0,Agonias,zenia,agonisava,Ironia,,,,,,,,,,,,,,,,
108.0,Galliza,Feliz,Gallo,,,,,,,,,,,,,,,,,
109.0,Lanhoso,Lanhoscllo,Vípunhos,,,,,,,,,,,,,,,,,
110.0,Josamente,Infamemente,Immediatamente,"ava

tensamente",Jos,arrebatadamente,Languidamente,,,,,,,,,,,,,
111.0,Africa,Maricas,Africa-,d'Africa,,,,,,,,,,,,,,,,
112.0,la-Velhas,Bica-Velha,Villa-Velhas,guedelha,,,,,,,,,,,,,,,,
113.0,rua Velha,"rua das so-
brancelhas",rua das Velhas,boa velha,rua das Vendas,Rua,,,,,,,,,,,,,,
114.0,Devo,devoá,Suevo,,,,,,,,,,,,,,,,,
115.0,"RAMO

 

Goncalo",Goncalo,Goncalinho,El-Rei — Goncalo,,,,,,,,,,,,,,,,
116.0,Recesvinto,Necessito,receioso,"Reles-
vinto",Sinto,,,,,,,,,,,,,,,
117.0,Olhe,Recolheu,Tolhida,,,,,,,,,,,,,,,,,
118.0,Esteves,vessou,Clêves,Deves,Cloves,,,,,,,,,,,,,,,
119.0,Sem-,Semana,Semsabor,Assem-,,,,,,,,,,,,,,,,
120.0,"Açor ne-
gra","sobreveste ne-
gra",Açor,,,,,,,,,,,,,,,,,
121.0,com-,Com-,"Com-
bra",,,,,,,,,,,,,,,,,
122.0,Emfim,amem emfim,ve Emfim,— Emfim,,,,,,,,,,,,,,,,
123.0,valentias,Sentia,quasi consenti-,,,,,,,,,,,,,,,,,
124.0,Andrê,Flandres,Londres,André,,,,,,,,,,,,,,,,
125.0,Bufarinheiro,souto de azinheiros,"sequito

louvaminheiro",Pinheiro,Conselheiro,,,,,,,,,,,,,,,
126.0,Constantinopla,Pestana,lamina d'estanho,alpes,estantesinha,d'estanho,,,,,,,,,,,,,,
127.0,Ajudado,Açodado,solá,Soldado,Enfiado,Sol,,,,,,,,,,,,,,
128.0,d'essa,lanára n'essa,sa d'essa,Arremessado,,,,,,,,,,,,,,,,
129.0,Comão,Comendador Romão Barros,comendador Barros,,,,,,,,,,,,,,,,,
130.0,atravez das sen,graveêa,Traves,Atravez,atravez do casarão,,,,,,,,,,,,,,,
131.0,Furia,Curiacios,trasbordava de graciosa,Horacios,,,,,,,,,,,,,,,,
132.0,cabo Silencio,cabo d'elles!,cabo d'elles,cabo d'osso,cabo do renque d'alamos,Nosso,cabo d'ouro da,"cabo do
seu guarda-sol",,,,,,,,,,,,
133.0,Appareceria,Appareço,Appareça,caleche apparatosa,,,,,,,,,,,,,,,,
134.0,Bonita,Annitas,bonito rapaz,,,,,,,,,,,,,,,,,
135.0,Cunhaes,punhaes,,,,,,,,,,,,,,,,,,
136.0,Bom Deus,mercê de Deus,Bomé!,Te-Deum,,,,,,,,,,,,,,,,
137.0,casa do Titó,Casa dos Cunhnes,"casa dos
Souzas",Souão,Louzad,casa das,,,,,,,,,,,,,,
138.0,Torre aos Domingos,Domingo,mingoa,"Domin-
go",Dominava,Poço de S. Domingos,Domingues,,,,,,,,,,,,,
139.0,Mordomo,Mordomo-Mór,,,,,,,,,,,,,,,,,,
140.0,"Governo

 

 

ado",Governo,Governo Civil,Governo Civil de bracos,"Governo
Civil",Mover-,Governo Ci-,,,,,,,,,,,,,
141.0,barbara,Barôo,las Barbaças,Barõo,bom Barõo,"Bar

 

lo",Bar-,,,,,,,,,,,,,
142.0,Tas,extasi,Vozê,phantasia,,,,,,,,,,,,,,,,
143.0,Choupal,upa,,,,,,,,,,,,,,,,,,
144.0,10 Snr,Paço com o Snr,Snr,,,,,,,,,,,,,,,,,
145.0,Providencia,Reden,Correspondencia,edencia,Venciam,diligencia,Moguncia,Intelligencia,Denzia,"si-
lencio",,,,,,,,,,
146.0,rossio,Rossilho,physionomia,,,,,,,,,,,,,,,,,
147.0,Virei,Freixos,Rei,Areia,Jurei,São Rei,,,,,,,,,,,,,,
148.0,Cura,Alcaçova procurar,Curamba,Ura,Procurador,,,,,,,,,,,,,,,
149.0,Numero,Temerosa,Temerario,,,,,,,,,,,,,,,,,
150.0,aquella Fé,aquella grande fidalga,Ataque,aquella rumorosa,Aquella,"Caval-
Aquella guedelha de trovador",Aquellas,aquella romantica,jaquetão,,,,,,,,,,,
151.0,bom Padre Sueiro,Padre Seguir,Sueiro,Crime do Padre Amaro,,,,,,,,,,,,,,,,
152.0,Moreno,marmore,Serra Morena,Moreira,,,,,,,,,,,,,,,,
153.0,Filho-de-Algo,"Banco Filho-
theatro",Filho-d'Algo,,,,,,,,,,,,,,,,,
154.0,Ide leal,Fleurs de L,"cam-
pos de lide",Samoras de Acender,Novas de Tolosa,garganta de Lourenço,,,,,,,,,,,,,,
155.0,Marvila,d'Marvila,Tancarvilles,,,,,,,,,,,,,,,,,
156.0,Balsas,Museu,Musas,Cousas,,,,,,,,,,,,,,,,
157.0,Egreja das Meninas,Minas,menineira,Meninas,Pequenina,,,,,,,,,,,,,,,
158.0,Quan,Emquanto,Quan-,Quaes,,,,,,,,,,,,,,,,
159.0,Reposteiro-Mór,"Mosteiro de
Recadoães",Mosteiro de Risadas,Désteiro,Mosteiro,Fronteiro,mosteiro de Recadoães,Mosteiro de Craquêde,mosteiro de Lordão,,,,,,,,,,,
160.0,Bibliotheca do Paço,Bibliotheca,Biblio-,Bibliotheca do Palco do Bispo,Bibliotheca nacional,,,,,,,,,,,,,,,
161.0,Olha,Folhas,bulhas,,,,,,,,,,,,,,,,,
162.0,S. Es,S. E,Costa que S. Es,,,,,,,,,,,,,,,,,
163.0,Governo do S. Fui-,Fuião,"Governo do S. Fui-

genio",S. Fui-,S. Fulgeneio,"S. Fui-

 

genio",,,,,,,,,,,,,,
164.0,Extraordinario,cérca do Seminario Novo,Seminario,,,,,,,,,,,,,,,,,
165.0,Cahe-,attrahem,Lettras,,,,,,,,,,,,,,,,,
166.0,Governador Civil?...,"Governador Ci-
vil","Governadores
Civis",Governador Civil,Governador Civil de Monforte,"Governador das Armas d'Entre-
Douro e Minho",Governador Civil do Districto,"Governador
Civil",Governador,"Governador Ci

 

il de Oliveira",Governador das Armas,"Go-
vernador detestavel",Governador Civil de Oliveira,,,,,,,
167.0,"Go-

 

verso Civil","Go-

verso Civil",Go-,,,,,,,,,,,,,,,,,
168.0,Futuro,Douro,"alto pu-
nho dourado",Douro e Minho,"d'Entre
Minho-e-Douro",Europa,,,,,,,,,,,,,,
169.0,Populaça,Graça!—Então,Graça,vidraça,Praça,,,,,,,,,,,,,,,
170.0,io Duarte,Poemeto do Tio Duarte,Tio Duarte,,,,,,,,,,,,,,,,,
171.0,aguiar,Aguiar,,,,,,,,,,,,,,,,,,
172.0,lusidia,India,Índia,balburdia,fundia,Guadiana,,,,,,,,,,,,,,
173.0,Litte-,Annaes de Litteratura,Litteratura,Aturar,Magistratura,Formatura,Litteratura Grega,,,,,,,,,,,,,
174.0,Cerra,Serras,Terra,Queixa-perra,bezerro,Terras,Guerra-,desterra,,,,,,,,,,,,
175.0,Post-Escripto,Post- Seriptum,Opposi,,,,,,,,,,,,,,,,,
176.0,Habitava,Jesuita,Lusitania,Fita,Levita,,,,,,,,,,,,,,,
177.0,Duzentos,Vento,Regimento,Violento,Dr. Ventania,,,,,,,,,,,,,,,
178.0,damasco,Casca,U Casco,Effectivamente o Casco,lusco fusco,José Casco dos Bravaes,Casco,Cascaes,,,,,,,,,,,,
179.0,Vouê,Vou,,,,,,,,,,,,,,,,,,
180.0,Prompto,Rompe,assumpto,Egypto,promptidão,,,,,,,,,,,,,,,
181.0,Casimiras,Avantesmas,Brabante,Violante,Almirante,Mirante,miradoiro,"Mira-
dães",,,,,,,,,,,,
182.0,U Noronha,Borgonha,Noronhas,familia Noronha,Noronha,,,,,,,,,,,,,,,
183.0,ão dos Proprios Nacionaes,Proprios Nacionaes,Nascimento Nacional,,,,,,,,,,,,,,,,,
184.0,d'onde,Esconde,Con-,Conde,Visconde,Respondeu,,,,,,,,,,,,,,
185.0,Hotel Bragança,fraga,Bragança,Praga,Braganças,,,,,,,,,,,,,,,
186.0,Bello,Tordezello,Cabello,Mindello,bella,Bellos,,,,,,,,,,,,,,
187.0,Desembucha,Assembléa,Assembleia,"Assembleia da

Villa",eia,,,,,,,,,,,,,,,
188.0,Es-,Paes-,"Paes-
tina",,,,,,,,,,,,,,,,,
189.0,divan,Mundo,Jouvando,Brincando,luva,Jejando,,,,,,,,,,,,,,
190.0,Patriotismo,Patriota,Patriotas,,,,,,,,,,,,,,,,,
191.0,Serena,Differença,Diferen,,,,,,,,,,,,,,,,,
192.0,Provedor,Provincia,Provins,,,,,,,,,,,,,,,,,
193.0,Palaeio,Palavras,Lavrada,,,,,,,,,,,,,,,,,
194.0,Centro Regenerador da Couraça,Centro Regenerador,Regeneradores,Regenerador,los Regeneradores,generadores,bom Regenerador,Pensadores,Reformadores,,,,,,,,,,,
195.0,Medieval,comezaina,Comedia,,,,,,,,,,,,,,,,,
196.0,Condessa de Chelas,triumpho dessa mi-,Snr.º Condessa de Chelas,,,,,,,,,,,,,,,,,
197.0,Camara...,relogio da Camara,"Amarante

  

Rei",Camara de Acender,Camara,bacamartes,Camaras,Camar E,Presidente da Camara,Amarante,torre da Camara,,,,,,,,,
198.0,Brito,Denemeritos,Nem,,,,,,,,,,,,,,,,,
199.0,Malta,Maltrapilho,"cabeca
alta",,,,,,,,,,,,,,,,,
200.0,Avers,AVE,Avenida,Ave-,,,,,,,,,,,,,,,,
201.0,"Rei
de Leão",Deão,faleão,Leão,loja do Leão,,,,,,,,,,,,,,,
202.0,"Passára
ahi",Passos,Passára,,,,,,,,,,,,,,,,,
203.0,Cortina,martins,Martinho,,,,,,,,,,,,,,,,,
204.0,Repeti,Reparti,Reparti-,,,,,,,,,,,,,,,,,
205.0,Torn,Torto,Oratorio,Tor,Toros,toreia,,,,,,,,,,,,,,
206.0,tra,Atraz,d'Atraz,,,,,,,,,,,,,,,,,
207.0,Lyceu,lua,Ceuta,,,,,,,,,,,,,,,,,
208.0,voltarete,Lazareto,Volte,,,,,,,,,,,,,,,,,
209.0,bastos,"Vo-
tos",Murtosa,Gottoso,Ditosos,,,,,,,,,,,,,,,
210.0,goa,legoas,,,,,,,,,,,,,,,,,,
211.0,Queres,Quer,— Quem,Qualquer,Macheque,Querida,Quero,Duquesa,,,,,,,,,,,,
212.0,"Casal do
Miranda",Miranda,Agasalho,carvalheiras do Casal No-,casal do Miranda,,,,,,,,,,,,,,,
213.0,collina,Collares,collegio,Pegas,collete,Collegas,collegio de S. Fiel,"collete de seda p'
tou",,,,,,,,,,,,
214.0,Sé de Zamora,morangal,Mor,Morra,Moral,,,,,,,,,,,,,,,
215.0,V. Ex,V. E,,,,,,,,,,,,,,,,,,
216.0,pelaão,Aão,d'Aão,braão,,,,,,,,,,,,,,,,
217.0,balou-,Debalde,Abalou,abalára,,,,,,,,,,,,,,,,
218.0,enramada d'hera,d'hera,,,,,,,,,,,,,,,,,,
219.0,Tremidos,Enxarez,Trez,Tres,,,,,,,,,,,,,,,,
220.0,TRE CASA,VALIESTRE CASA DE,LUSTRE CASA,LUSTRE CASA DE BAMIRES,VALIESTRE CASA,,,,,,,,,,,,,,,
221.0,Mata,Natal,atalaia,Saia Menor,Praia,,,,,,,,,,,,,,,
222.0,Terço,Rebate,Bater,,,,,,,,,,,,,,,,,
223.0,Torre...,"Torre

 

 

vagar",Correu,"Torre alvar-
ran","Torre

do cache-nez",Torre!,Torre,ma Torre,torre d'Almenara,Corre,"Torre pa
coração",Torres,"torre
albarran",Torr,Torre iluminára,torre:—e Titó,Morrendo,,,
224.0,Magicas,Vidago,Genealogica,Pedagogicas,,,,,,,,,,,,,,,,
225.0,Monge,delonga,Longe,tanger,,,,,,,,,,,,,,,,
226.0,Rio de Janeiro,Janeiro,Janela,,,,,,,,,,,,,,,,,
227.0,Titô,immenso Titó,bom Titó,Titó,"Titó
descess",,,,,,,,,,,,,,,
228.0,Templosinho do Amor,Templos,Templosinho,Templo,Tempos,,,,,,,,,,,,,,,
229.0,Panorcuna,Panorama,"Pano-
rama",Pano,Panoplia,,,,,,,,,,,,,,,
230.0,Borguinhão,guida,Duvido,Erguido,mergulhava,,,,,,,,,,,,,,,
231.0,Pendão,suspendia,rescendia,Vendia,despendurando,Vendilh,pendia,d'onde pendia,Mendigo,,,,,,,,,,,
232.0,Palacete inaccessivel,palacete dos Barrólos,Palacete,Palacete dos fidalguissimos Barrólos,Palacio,,,,,,,,,,,,,,,
233.0,santos,Santo Deus,Santos,Santo-,Santo Estevam,Ai Santo,Santo,Villa Real de Santo Antonio,,,,,,,,,,,,
234.0,Vagarosas,Prosa,Pros-,Proscratinare,Rosa,,,,,,,,,,,,,,,
235.0,repellia,Apezar,Capella,Capelas da Batalha,Capellão,,,,,,,,,,,,,,,
236.0,dynastia d'Aviz,lucta,lucta d'ouro,,,,,,,,,,,,,,,,,
237.0,mascula,Escute,Umas,ascumas,Gamas,,,,,,,,,,,,,,,
238.0,Boa,Lis-,"Lisboa
elles",Lisboa tres,Lisboa do 5,Lisboa,Lisboa es,,,,,,,,,,,,,
239.0,Risinho,Manelsinho,Zésinho,Andrésinho,Turtesinho,,,,,,,,,,,,,,,
240.0,Jantámos,Moscatel,"vinus facil di
mos",Mos-,Démos,Formosa,agua limosa,Fazemos,,,,,,,,,,,,
241.0,Parabens,— Para-,"Borda do a
para que",Para-,Paraiso,Parada,,,,,,,,,,,,,,
242.0,Ascen-,Nascente,Nascente reappareceu n'um rolo de poeira,accrescentava,,,,,,,,,,,,,,,,
243.0,RANIRES,Pires,"botica
do Pires",patrõa Pires,,,,,,,,,,,,,,,,
244.0,Mondego,Hotel Mondego,Hotel Universal,,,,,,,,,,,,,,,,,
245.0,penna,Pen,Pena,,,,,,,,,,,,,,,,,
246.0,"Santa
Parecia",Torre de Santa Parecia,Santa Parecia,,,,,,,,,,,,,,,,,
247.0,Advogue,Algarve,Advogar,,,,,,,,,,,,,,,,,
248.0,"Pereira

va",ria da Tarde,Pereira,poeira da lide,Pereira da Rosa...,Figueira da Voz,"Pereira
da Rosa",Pereira da Rosa,Pereira da Rios,Pereira da Rosa aprendára,canceira d'ensinar,,,,,,,,,
249.0,socega,socego,Socega,Socegae,vegatão,,,,,,,,,,,,,,,
250.0,petroleo,Troia,Tipoia,,,,,,,,,,,,,,,,,
251.0,China,Final-,Etelvina,Fina,ponta fina,,,,,,,,,,,,,,,
252.0,bocirinha,Vide,Torre Videirinha,Mibeirinha,Immediatamente Videirinha,Videira,Videirinha...,Videirinha,Videir,Videirinha adeantou,,,,,,,,,,
253.0,"a-
Oça",Sa-,"sa-
cudindo","re-
cuae",Sacudia,,,,,,,,,,,,,,,
254.0,Torre Gracinha,Engracia Rios,"Oh
Gracinha",gracejo,Bruscamente Gracinha,Gracinha,,,,,,,,,,,,,,
255.0,cavallariços,Fallam,valla,Cavallari,Cavallo-,cavallariaça,,,,,,,,,,,,,,
256.0,"Louca-
d",Calcanhar,Alca-,Ca-,,,,,,,,,,,,,,,,
