cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
31,Santa Ire-,Santa Treneia,Santa Ireneia,"Santa Ire-
neia",Santa Ire,Ireneia,"Santa Ire-
neia de magoados harpejos",Santa Irencia,lreneia,"Santa
Ireneia",Santa-Ireneia,Janeiro,Santa Íreneia,Santa-lreneia,"Honra
de Santa Ireneia","Santa
Irencia",,,,,,,,,
32,Santa Aidonça,Santa,"Santa Rosa
de Lima",cantiga,Santa Thereza,Quinta,"Santa Al-

 

donça",Constantinopla,sa antiga,Santa Theresa,tanger,Bom Samaritano,phantasia,crystal antigo,"Santa
Cha",,,,,,,,,,
33,Vagarosas,gros-,Rosa,Temerosa,Rossilho,Pros-,Severosa,Prosa,tenebrosa,hRosa,,,,,,,,,,,,,,,
34,MLESTRE,Tres,Trez,patrõa Pires,Redacções,resoou,ULESTRE,,,,,,,,,,,,,,,,,,
35,Semanario,Semana,Seminario,,,,,,,,,,,,,,,,,,,,,,
36,io,Julios,Íugidio,hio,Dr. Julio,iola,Diombo,Feio,Physiolo-,,,,,,,,,,,,,,,,
37,io Duarte,Poemeto do Tio Duarte,cérca do Seminario Novo,Tio Duarte,Vocabulario de Bluteau,"cabo do
seu guarda-sol",Poemeto,Bazar do Asylo Novo,braco do Titó,,,,,,,,,,,,,,,,
38,lheres,Differença,Alferes,Alferes-Mór,Alfere,Gutierres,,,,,,,,,,,,,,,,,,,
39,Ataque,Aquellas,aquella romantica,"Caval-
Aquella guedelha de trovador",Aquella,jaquetão,n'aquelle,Aquelle,N'aquelle,d'Aquilat,n'aquella nova,aquella grande fidalga,aquelle,aquella Fé,,,,,,,,,,,
40,Officina de s. José,Fabrica de Vidros,pera de S. João,Officina,,,,,,,,,,,,,,,,,,,,,
41,pas-,Bas-,As-,Cas-,Has-de,"pas-

zada",,,,,,,,,,,,,,,,,,,
42,Cascaes,Cas,Cahe-,Ca-,Casca,Monicas,Caçadas,Moscatel,Effectivamente o Casco,carrascão,Academias,Casco,sc,Acaso,carcovas,Brocas,Mascate,"r
ca",Toca,,,,,,
43,Vosst,Vossé,Nosso,"Vo-
tos",Vossê,,,,,,,,,,,,,,,,,,,,
44,"ra-
pina",Minas,Dusinas,China,"cha-
mine",Mi,Pirmina,Jamparinas,lina,Minas de Salomão,,,,,,,,,,,,,,,
45,Ilistoria,d'Historia,Historia,d'Arte Historica,rio Historico,theori,"quasi
prehistorica",Histor,"Ministe-
rio Historico",gloria,Fictoria,Misericordia,quasi historica,,,,,,,,,,,,
46,Pagem,pac,upa,Palacete,acaci,"pa

impaciencia",Palacio,Pacien-,Paiz,Pa E,Acto,Paco,,,,,,,,,,,,,
47,ciaes,Es,Es-,"Calle ess

esso","Titó
descess",es,ES,d'essa,Gomes,Leoneses,"peor
desdouro",Setiaes,escoucear,,,,,,,,,,,,
48,N'outro,luncta d'ouro,n'outro,,,,,,,,,,,,,,,,,,,,,,
49,moeiros,Désteiro,Mosteiro,Reposteiro-Mór,mosteiro de Lorvão,"re-
posteiro",,,,,,,,,,,,,,,,,,,
50,Josamente,Comedia,singelament,Immediatamente,arrebatadamente,Infamemente,Languidamente,Hirtamente,Immediatamente Videirinha,Supplementar,,,,,,,,,,,,,,,
51,casal do Miranda,"Casal do
Miranda",carvalheiras do Casal No-,,,,,,,,,,,,,,,,,,,,,,
52,Bravae,tufava,Vae,Bravacs,Bravaes,,,,,,,,,,,,,,,,,,,,
53,Bayão:—mas,ascumas,Ascen-,damasco,assumpto,Escumar,cumas,Gamas,,,,,,,,,,,,,,,,,
54,Paços d'Argelim,Paço da Bemposta,Paço,Paço com o Snr,Paço formoso,collaço do moço,Açor,buço,Paços de Severim,,,,,,,,,,,,,,,,
55,Ilonra,Honra,Ionra,,,,,,,,,,,,,,,,,,,,,,
56,Truetesindos,Tructesindo,Truetesindo Mendes Ramires,Tructezindo,d'onde Tructesindo,Tructezindo Ramires,Tructe-,Truetesindo Ramir,,,,,,,,,,,,,,,,,
57,Assembléa,Sem-,Assem-,"S.
rasse",Assembleia,,,,,,,,,,,,,,,,,,,,
58,tro da Bica-Santa,Bica-Santa...,Bica-Santa,Bica Santa,"Bica-Santa o
Adrião Pinto","Bica

 

Santa",,,,,,,,,,,,,,,,,,,
59,Collares,desola,Lazareto,guardasolinho,Solar,"Absolut

 

mo",caracolando,Claro-Sol,Lanhoso,Sol,,,,,,,,,,,,,,,
60,socega,Cáú,Socega,socego,Socegae,,,,,,,,,,,,,,,,,,,,
61,districto d'Oliveira,Chefe do Districto,Aucloridade do Districto,Districto do,Districto,Chete do Districto,Tristio da Cunha,,,,,,,,,,,,,,,,,,
62,cabo Silleiro,braço do Cavalleiro,Natal o Cavalleiro,d'este Cavalleiro,"Cavallei-
ro de Malta","Governador
dré Cavalleiro",Cayalleiro,cavallariços,Uavalleiro,Cavalleiro,Cavalleiros,André Cavaleiro,Silleiro,cavalleiro,pranchada de cavalleiro,Cavalleiros de Santa,"Caval-
leiro","Cavallei-

ro",U Cavalleiro,Cavallei,Cavalleivo,"Cavallei-
ro!",Cavaleiro,Cavaleiro dentro da Politica,Cavallari
63,Pharmacia,Nympha,"Dilhares da
Sophia",sophar,assoalhar,Sophia,Ophir,pharol,,,,,,,,,,,,,,,,,
64,Panorana,Panorcuna,Panorama,Panorcana,"Pano-
rama",,,,,,,,,,,,,,,,,,,,
65,Bibliotheca nacional,Bibliotheca do Paço,"Bibliotheca do Paço

ito...",Bibliotheca do Paco do Bispo,Banco Hypotheca-,Bibliotheca,Biblio-,,,,,,,,,,,,,,,,,,
66,Idéa,idéa,"Idéa

 
  

incolheu",aldéa,"fr

idéa de ferias",,,,,,,,,,,,,,,,,,,,
67,Moguncia,diligencia,Venciam,edencia,Intelligencia,Zambezia,stencia,"S. Ful-

 

gencio",Venancia Rios,,,,,,,,,,,,,,,,
68,Senhorio de Santa Ireneia,Castello de Santa Ireneia,"em Portugal
Perras de Santa Treneia",Torre de Santa Ireneia,Muros de Santa Ireneia,Torre de Santa Irencia,Honra de Santa Ireneia,Perras de Santa Treneia,Enxarez de Sandornin,garganta de Lourenço,Alcacova de S.ta Ireneia,Torre de Santa Treneia,"Senhor de Santa Ire-
neia",Solar de Santa Ireneia,"Torre

 

 

vagar

 

samente","Adail de Santa Ire-
neia",Senhor de Santa Ireneia,Castello de Santa Ireneir,Custello de Santa Ireneia,Paços de Santa Ireneia,Paço de Santa Ireneia,,,,
69,Vidainhos,Douro e Minho,lamina d'estanho,Martinho,Tres-Cominhos,Minho,Junho,Caminho de Ferro,Mitholog,"Pintai-

 

nho enfiado",HO,Biscainho,Zésinho,polvarinhos,Pelourinho,Reisinho,"d'Entre
Minho-e-Douro","Tres-
Caminhos",Barrolinho,Víduinhos,Pintainho,Coitadinho,Caminho,,
70,"capa-

chapou",—,Apparelha,Appareça,Appareceria,Bacharel,Appareço,"pa-
relha",,,,,,,,,,,,,,,,,
71,Guião,marroquim,Guiomar,"Mariquinhas
Marges",Aguiar,Oh,Guimarães,esguio,anguio,,,,,,,,,,,,,,,,
72,Provineia,Provincia,Princeza,"ro-
mavia",Provins,Providencia,Principe,,,,,,,,,,,,,,,,,,
73,Galliza,Pallido,Limpa,Duvido,"Eni

Pallido",idyllio,,,,,,,,,,,,,,,,,,,
74,commendador Barros,Commendador Romão Barros,Romão,,,,,,,,,,,,,,,,,,,,,,
75,banco alto,chapéo alto,cabego alto,rão muito alto,chapéo do Fidalgo,Lt,n'um alto,ceu alto,chapéo,,,,,,,,,,,,,,,,
76,cabeço d'Avellan,cabo d'osso,cabo d'elles,cabeliei,cabo do renque d'alamos,cabo d'elles!,,,,,,,,,,,,,,,,,,,
77,LLESTRE CASA,TRE CASA,ALLUSTRE CASA,VALIESTRE CASA,ALLUSTRE CASA DE KAMIRES,VALIESTRE CASA DE,ALLUSTRE CASA DE,,,,,,,,,,,,,,,,,,
78,Magistratura,Lettras,Transfe-,Lyra,Extraordinario,Vá,tra,Atraz,Maltrapilho,Trn-,Trans-,Lrazia,ultrajava,,,,,,,,,,,,
79,Poço grande,brancuras de lapides,Grande,Grande Ronda,Rua Grande,boa sande,Tanque-Grande,Mande,"Grande Ca-
tharina...",despendurando,,,,,,,,,,,,,,,
80,esgaseado,Esgaseado,guesugas,asseteado,Sea,,,,,,,,,,,,,,,,,,,,
81,Videir,Tavira,Vide,Videira,Madeira,"viscira er-
guida",Videi,bigodeira,caldeira,bebedeira,Digodeira,Videirinha adeantou,,,,,,,,,,,,,
82,D. Garcia,Urgia,Durguezia,surdia,Urcia,Offorccia,Curiacios,pudicicia,balburdia,,,,,,,,,,,,,,,,
83,canaviaes,Annae,Jornaes,Annaes,jornaes,Annica es,,,,,,,,,,,,,,,,,,,
84,Comprára,comprehendia,comprehender,Eh,,,,,,,,,,,,,,,,,,,,,
85,Praga,agarrára,Bragança,Braganca,Hotel Bragança,Hotel Braganca,Braganças,,,,,,,,,,,,,,,,,,
86,Politico,Politica Colonial,Tipoia,Politica,"Po-
liítica","Politi-
ca",Policia,Barrolica,Política,"polici
tam",,,,,,,,,,,,,,,
87,João,Juão Gouveia,João Gouveia,Gouveia,"João
Gouveia",,,,,,,,,,,,,,,,,,,,
88,Snr.º D. Rosa,Snr,Snr.º D. Maria,"Snr.º
D. Anna Lucena",Snr.º,Snr.º D. Arminda,Dr.,Snr.º D. Graça,10 Snr,,,,,,,,,,,,,,,,
89,"Reces-
vinto",accrescentava,Recesvinto,Necessito,Sinto,suecessivas,,,,,,,,,,,,,,,,,,,
90,Visconde,Con-,Condessa de Chellas,Ordonho Mendes,Condes,Snr.º Condessa de Chellas,Congo,Esconde,Corinde,d'onde,Londres,Visconde de Rio-Man-,Mondego,,,,,,,,,,,,
91,Secretario Geral,Uh,Í,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,,,,,
92,sopeando a egua,egua,Mãe d'Agua,Freguezia,Guadiana,"egua pu-
lou",legua,lua,,,,,,,,,,,,,,,,,
93,bou,Rebolou,Rebolava,Lobo,Louredo,Louren,,,,,,,,,,,,,,,,,,,
94,Condado Portu-,em Portugal,am Portugal,Ricos-Homens de Portugal,Portu-,Portugal,"Condado Portu-
calense",vulgarisar Portugal,Intantas de Portugal,Porque Portugal,Portugalsinho,Por-,Portngal,,,,,,,,,,,,
95,Cemiterio,cemiterio da Villa,cemiterio,permitte,Temerario,Ministerio,Cemitério,demitto,Denemeritos,,,,,,,,,,,,,,,,
96,Torr,Torre!,Flor da Torre,torre:—e Titó,Productores,Torres,Corre,Torre,Correu,Torre Redonda,Morrendo,toreia,Eleitores,Torre iluminára,"Torre

do cache-nez",ma Torre,"Torre pa
coração",Porre,,,,,,,
97,V. Fx,V. E,V.,V. Ex,,,,,,,,,,,,,,,,,,,,,
98,Patriota,Patriotas,Patriotismo,,,,,,,,,,,,,,,,,,,,,,
99,Barróôlo,Barroólo,róla,Barrólo,palacete dos Barrólos,Barrólos,bom Barrólo,Borróôlo,Barrólinho,,,,,,,,,,,,,,,,
100,Pinheiro,"com-
panheiro","Castanheiro Patrioti-

nheiro",Castanheiro,Castanhei,Rio de Janeiro,Castanheiro Patrioti-,"sequito

louvaminheiro",,,,,,,,,,,,,,,,,
101,Museu,Us,Justiça,lusco fusco,,,,,,,,,,,,,,,,,,,,,
102,Di,Sandim,Landim,Candi-,"Lan-
dim",divan,,,,,,,,,,,,,,,,,,,
103,Egreja das Monicas,Pego das Bichas,Pedagogicas,"Pego das Bi-
chas",Achas,Capelas da Batalha,pégo das Bichas,Pegas,,,,,,,,,,,,,,,,,
104,souto de azinheiros,"Mosteiro de
Recadães",Echo de Traz-os-Montes,mosteiro de Recadães,Mosteiro de Ribadaes,Mendo de Briteiros,Picadeiro,bosque de roseiras,Recadães,Nascente reappareceu n'um rolo de poeira,,,,,,,,,,,,,,,
105,arraial seguro,Jouras,ur,Gouveia murmurára cóm,Ura,Sur,Azurara,urze,Curamba,Procuradora,,,,,,,,,,,,,,,
106,"fertili

ima",Maciel,Poema,Diplomacia,"Mada-

 

 

ma",Ma-,Ma,mma,Mamã,lima,Toma,Major,Mafoma,,,,,,,,,,,,
107,Administração,Administra-,Tunis,Admênis,Administrador,Aministrador,Sensibilisado,Administrador do Concelho da Villa,Fínis,Ministro,Administrador do Concelho,"braço do Admi-
nistrador",baptisado,,,,,,,,,,,,
108,Salzedas,Casal Novo,"Tecedeiras
Monicas",casarão,casaes,Casas,Balsas,Agasalhem,Tas,Asylo,Mul-casada,Musas,"casa dos
Souzas",Dynastias,Casimiras,,,,,,,,,,
109,Manelsinho,man-,Manhã,ámanhã,Manhi,úmanhã,Amanhã,áúmanhã,,,,,,,,,,,,,,,,,
110,Mathildes,Philippes,Athay-,Mathilde,,,,,,,,,,,,,,,,,,,,,
111,canço,Can-,camurca branca,canar,Tancarvilles,descancar,agucar,Drancas,escarvar,Durlesca,Encharca,canceira d'esmincar,,,,,,,,,,,,,
112,Cousas,Louças,Louzadas,Lousada,Louzad,Lousadas,,,,,,,,,,,,,,,,,,,
113,bom Regenerador,Regenerador,Reformadores,Regen,Centro Regenerador,Regeneradores,"Re-
gedores",generadores,Regedor,Pensadores,Centro Regenerador da Couraça,los Regeneradores,Peccadores,,,,,,,,,,,,
114,"sobreveste ne-
gra",Estevinha,Estive,Escute,Deves,vessou,Esteves,Cloves,madre Estevani-,Clêves,Silves,,,,,,,,,,,,,,
115,Atrica,Verídica Inquiricão,Africa,Afri,prado d'Africa,d'Africa,Africa-,Maricas,Fabrica,"Afri

 

Africa",,,,,,,,,,,,,,,
116,Barrôlo,Barrôlo emmudeceu,bom Barrôlo,"bom
Barrôlo",,,,,,,,,,,,,,,,,,,,,
117,Herculanos,Circulo,Circulos,Seculo,Tibulo,,,,,,,,,,,,,,,,,,,,
118,"Ramos
do",Famosa,Vamos,Ramos,Fazemos,Mos-,Démos,"loja do
Ramos",,,,,,,,,,,,,,,,,
119,Avantesmas,Mirante,Almirante,Brabante,,,,,,,,,,,,,,,,,,,,,
120,"mercê de
Deus!",mercê de Deus,Bom Deus,Abbade de Chandim,,,,,,,,,,,,,,,,,,,,,
121,Russia,A Reliquia,Club,luda tremia,repellia,relusia,lusidia,,,,,,,,,,,,,,,,,,
122,lomba do cerro,Irmão Tereeiro,lomba do onteiro,Terreiro do Paço,Terreiro da Loug,Terreiro da Louci,Derrou,terreiro da Honra,chão do Terreiro,Terreiro da Loutas,João ferreiro,Terreiro,Terreiro da Louça,,,,,,,,,,,,
123,Mendoncç,Mendonças,Mundo,Marias Mendonças,Jenço,Mendonça,,,,,,,,,,,,,,,,,,,
124,Andrésinho,André,Dr,Andrê,"An-
dré",Flandres,,,,,,,,,,,,,,,,,,,
125,Imperatriz,Imperio,peri,Perdão,Reriz,Loteria,,,,,,,,,,,,,,,,,,,
126,rescendia,d'onde pendia,suspendia,Explendido,Enfiado,pendia,Mendigo,fundia,Índia,zenia,cendia,India,,,,,,,,,,,,,
127,Affon-,Affonsino,Affonsina,Ensino,physionomia,Aflonsino,Castello Affonsino,,,,,,,,,,,,,,,,,,
128,Casa illustre,ILLUSTRE,ULLUSTRE,ILLUSTRE CA,ILUSTRE,Claustro,MLLUSTRE,MLUSTRE,,,,,,,,,,,,,,,,,
129,Quasi,extasi,quasi,Duas,quasi consenti-,,,,,,,,,,,,,,,,,,,,
130,"RAMIRES

Velleda","Pec

 

 

imira",Lourenço Ramires,RAMIRÍ 127,Rami-,"Hoste Real
Lourenço Ramires",BAMIRES,Amieiro,"Paio Ramires

Põe",Ramires,"Mira-
dães",Pires,RAMIES,Paio Ramires,,,,,,,,,,,
131,El-rei Dom Affon-,"Guião
d'El-Rey",Fl-Rei,El-Rei,El-Rei Fer-,El-rei,El-Rey,,,,,,,,,,,,,,,,,,
132,próa,Empregos,Precis,Sud-Express,pre,Proscratinare,pre rijo,,,,,,,,,,,,,,,,,,
133,Emtfim,amem emfim,— Emfim,Emlim,Emfim,ve Emfim,Nem,,,,,,,,,,,,,,,,,,
134,Gago,vegatão,Gazeta,veigas,Galiléa,Gagô,Gazela,Ga,garbo,piga,d'Orgaz,,,,,,,,,,,,,,
135,Couraça,Gra-,Graça!—Então,Graç,vidraça,Graça,Populaça,Alcaçar de Coimbra,Praça,,,,,,,,,,,,,,,,
136,Rigoleto,Clerigo,Clerigo da Curia,,,,,,,,,,,,,,,,,,,,,,
137,Fidalguia,Vidalgo,Ai meu Fidalgo,Ficialgo,Algés,braco do Fidalgo,Filho-d'Algo,Pidalgo,Filho-de-Algo,Vidago,Ai o Fidalgo,Fidalgo,fidalguia,Fidalxo,Palacete dos fidalguissimos Barrólos,Fidaigo,"Fi-
dalgo",,,,,,,,
138,Mercado da Herva,herva,a herva,,,,,,,,,,,,,,,,,,,,,,
139,bahu,Abalou,Baza-,Rebate,Bayão,balsão,Ba,Machumba,Baixa,abalára,,,,,,,,,,,,,,,
140,barbeava,rabear,Arabes,Parabens,varzea,,,,,,,,,,,,,,,,,,,,
141,Deslumbrado,Bravo,genebra,Coimbra,Sombras,Bra-,braco,Bra,Obra,Dobraram,Dbraes,Brazil,braza,Brazileiro,bravio,humbrae,,,,,,,,,
142,Litteratura Grega,Litteratura,Annaes de Litteratura,Litte-,Formatura,,,,,,,,,,,,,,,,,,,,
143,Advogue,Voti,Vo,Vocês,Vomito,Vou,vo affirmo,Voeês,Suevo,Volte,,,,,,,,,,,,,,,
144,Amainae,Ai,Maio,Maior,,,,,,,,,,,,,,,,,,,,,
145,dhomeim,"Rico-
Homem","Tam-

 

ro-Homem",Rico Homem,,,,,,,,,,,,,,,,,,,,,
146,"Es

 

bre",Rebrte,Jebreus,Sobretudo,bre,bróta,,,,,,,,,,,,,,,,,,,
147,Suecedeu,Guede,guedelha,Ninguem,,,,,,,,,,,,,,,,,,,,,
148,Gonçalo optimo,"Gonça-
lo","Torre

 

Gonçalo",d'onde Gonçalo,Conçalo,Gonçalão,Gonçalo,"Camaras

 

Gonçalo","Gonça-
Tenho",Gonçalinho,"l

Gonçalo",,,,,,,,,,,,,,
149,Amadis,enramada d'hera,"n'uma

sa",pedra d'uma,d'uma ramada,"Ma

rar",,,,,,,,,,,,,,,,,,,
150,Desembucha,Novembro,Setembro,Dezembro,Septembro,,,,,,,,,,,,,,,,,,,,
151,Governador Civil de Monforte,Governador das Armas,"Governador Ci-
vil",Governador Civil?...,"Governador Ci

 

il de",Governador,Governador Civil de Oliveira,Governador Civil,"Go-
vernador detestavel",Governador Civil do Districto,"Governador
Civil","Governadures
Civis","Governador
vil d'Oliveira","Sr. Governador
il dOliveir",,,,,,,,,,,
152,Torre de D. Rami-,Crime do Padre Amaro,"Torre de
Ramires","Torre de D. Rami-

R

 

s.",torre da Camara,Torre de D. Ramis,Torre de D. Ramire,Sé de Zamora,Casa de Ramires,Torre de D. Ramires,"HO

 

DE RAMIN","re-
gou de louvores",Velha casa de Ramires,Torre de 1,Torre de S. Matheus,Torre de D. Ra-,,,,,,,,,
153,bonito rapaz,Parada,apa-,Paraiso,— Para-,Ra-,"bra-
zão d'armas",Para-,"ra-
zão",,,,,,,,,,,,,,,,
154,Cenaculo,en=,Penedo,Athenas,penna,Pen,Pena,Lucena,Pequenina,Pe-,,,,,,,,,,,,,,,
155,ponta fina,cabo d'aljofar da sombrinha,sc some,Coimbra Antoninha Morena,chamma alta da vela,ponta da sombrinha,ponta molle da orelha,,,,,,,,,,,,,,,,,,
156,Esposende,Correspondencias,Currespondencia,Correspondencia,"Correspondencia vin-
gadora",,,,,,,,,,,,,,,,,,,,
157,Sor,Mordomo-mór da Curia,Moreno,Mo,morangal,Mordomo-Mór,Formosa,Mor,Morra,Moral,eomo,Morte,,,,,,,,,,,,,
158,"Rei
de Leão",loja do Leão,Leão,Elrei de Leão,faleão,,,,,,,,,,,,,,,,,,,,
159,virotões,botõe,Virotes,,,,,,,,,,,,,,,,,,,,,,
160,Jeir,Esgueira,menineira,QUEIROZ,Cerqueira,"Quinta

feira",poeir,Queixa-perra,charuteira,Queira,Roqueira,Sueiro,,,,,,,,,,,,,
161,Ob,Obrigado,Obriga-,,,,,,,,,,,,,,,,,,,,,,
162,Ladeado,Cidadelhe,Lacrada,"Penedo

 

da Saudade",Praça da Liberdade,Edade,Calçada,Humanidade,Adail,Meia-idade,Ajudado,dade,Arcada,Cidade e as Serras,Saudade,Cidade,Realidade,Novidades,Piedade,Açodado,Cadeia,,,,
163,incendio do Pala-,"incendio do Pala-
cio","sa-
cudindo",Palaeio,"si-
lencio",,,,,,,,,,,,,,,,,,,,
164,cadciras de verga,Algarve,"Ca-

conversarmo",Alugaria,vergari,veridico,sarga,vergel,Jargav,,,,,,,,,,,,,,,,
165,"Roman-
ce moderno","Manoel
Duarte",Manoel da Adega,Manoel Duarte,Manoelsinho,Manoel,"Paço
manuelino",Manoelzinho,Hymno,Manoel Relho,T,,,,,,,,,,,,,,
166,Reparti,Reparti-,,,,,,,,,,,,,,,,,,,,,,,
167,arcebispo de Thessalonica,Crispola,Bispos,Bispo de Coimbra,Bispo,Paço do Bispo,Bispo...,,,,,,,,,,,,,,,,,,
168,Camaras,Caramba,Camar E,Cama-,camalho,"Cama-
ras",Ultramar,Camara,relogio da Camara,"Amarante

  

Rei",d'Ultramar,Amarante,Melodrama,Camara...,,,,,,,,,,,
169,Costa que S. Es,S. Gun-,S.,S. Fulgeneio,S. Es,S. Do-,S. Miguel,S. E,,,,,,,,,,,,,,,,,
170,mófa,ucharia,"Chafariz

 

 

mir sagrado !",Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,,,,,,
171,remocava,encaltnado,Lancava,Cavado,Beliscava,"Riba-
Cavado",Riba-Cavado,Peecado,,,,,,,,,,,,,,,,,
172,Il,Villas,Villar Mendes,Vi-,Vil-,villão,Villa,comeco da villa,Villa-Velhas,Villegas,Villico,"Assembleia da

Villa",,,,,,,,,,,,,
173,"pas-
sado","pas-
sadas semanas","Pas-
sado",,,,,,,,,,,,,,,,,,,,,,
174,sos são delle,Corvello,"Re-
Deltos",Lanhoscllo,Tordezello,delonga,Dellos,Deliciosos,Grajelos,Mindello,Unhello,,,,,,,,,,,,,,
175,Impossibil,Bravissimo,Sim,Im-,Vim,Simples,Simões,,,,,,,,,,,,,,,,,,
176,Malta,Matheus,Natal,Mata,Rematou,sos da matta,mattagal,Fatali-,,,,,,,,,,,,,,,,,
177,Er,Severim,Serena,Ser,Serio,Serpa,,,,,,,,,,,,,,,,,,,
178,Lugilde,S,familia,Ramilde,Gramilde,,,,,,,,,,,,,,,,,,,,
179,do Japão,"Bomjai
dim!",Ja,Fuja,Beja,Japão,Nacejas,,,,,,,,,,,,,,,,,,
180,"Torre albar-
ran","torre
albarran",Arrancou,torre albarran,pigarreanilo,Arranja,torre d'Almenara,d'Arraz,,,,,,,,,,,,,,,,,
181,Hibeibinha,Torre Videirinha,Videirinha,bocirinha,Flôr,boeirinha,Ribeira do Coice,Mibeirinha,Ribeirinha,Ribe-,"Ribeira
do Coiee",Videirinha...,Ribeira,,,,,,,,,,,,
182,Companh,commis,com-,Commo-,Com-,Coim-,comezaina,compina,,,,,,,,,,,,,,,,,
