cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
95.0,Recolheu,"Idéa

 
  

incolheu",Olhe,,,,,,,,,,,,,,,,,,,
96.0,Bravo,Bravae,Vae,Bravissimo,Bravacs,Bravaes,"José Casco
dos Bravaes!",José Casco dos Bravaes,bravio,,,,,,,,,,,,,
97.0,Tambem,Votam,Voti,Tam-,ratamtam,,,,,,,,,,,,,,,,,
98.0,Deslumbrado,Bispo de Coimbra,Coimbra,Sombras,Coimbra...,Coimbra Antoninha Morena,Alcaçar de Coimbra,Coim-,,,,,,,,,,,,,,
99.0,ascumas,Escumar,cumas,,,,,,,,,,,,,,,,,,,
100.0,Santa Ire-,"Santa Ire-
neia",Santa Ire,"Senhor de Santa Ire-
neia","Santa Ire-
neia de magoados harpejos","Adail de Santa Ire-
neia",Santa Irencia,,,,,,,,,,,,,,,
101.0,Paços d'Argelim,Paço da Bemposta,Paço,Paço...,Paço com o Snr,Paço formoso,"Paço
manuelino",,,,,,,,,,,,,,,
102.0,Truetesindos,Tructesindo,Tructezindo,d'onde Tructesindo,Trucie-,Tructe-,Truetesindo Ramir,,,,,,,,,,,,,,,
103.0,Assembléa,Sem-,Assem-,"S.
rasse",Assembleia,,,,,,,,,,,,,,,,,
104.0,tro da Bica-Santa,Bica-Santa...,Bica-Santa,Bica,"Bica-Santa o
Adrião Pinto",,,,,,,,,,,,,,,,,
105.0,Santa Thereza,Santa Theresa,Therezas,,,,,,,,,,,,,,,,,,,
106.0,Manrique,Moçambique,Explique,Henriques,Ourique,,,,,,,,,,,,,,,,,
107.0,Lourenço Ramires,"Hoste Real
Lourenço Ramires",Hoste Real,Jenço,,,,,,,,,,,,,,,,,,
108.0,socega,Socega,socego,Pegas,Socegae,,,,,,,,,,,,,,,,,
109.0,Palacete,palacete dos Barrólos,Palacio,Palacete dos fidalguissimos Barrólos,Palaeio,Palacete inaccessivel,Palavras,,,,,,,,,,,,,,,
110.0,"be-
guino","viscira er-
guida",Borguinhão,beguino,,,,,,,,,,,,,,,,,,
111.0,Bayão:—mas,Bayão,,,,,,,,,,,,,,,,,,,,
112.0,Caçadas,Louzadas,Louzad,,,,,,,,,,,,,,,,,,,
113.0,Salzedas,Redacções,Sala,,,,,,,,,,,,,,,,,,,
114.0,cabo Silleiro,braço do Cavalleiro,Natal o Cavalleiro,d'este Cavalleiro,"Cavallei-
ro de Malta","Governador
dré Cavalleiro",Cayalleiro,Uavalleiro,Cavalleiro,Cavalleiros,André Cavaleiro,Silleiro,cavalleiro,pranchada de cavalleiro,Cavalleiros de Santa,"Caval-
leiro","Cavallei-

ro",U Cavalleiro,Cavallei,Cavalleivo,"Cavallei-
ro!",Cavaleiro
115.0,Concelho,Concelho da Villa,Concelhos,,,,,,,,,,,,,,,,,,,
116.0,Poema,poeir,Poemeto,Rematou,,,,,,,,,,,,,,,,,,
117.0,Fronteiro,lomba do cerro,lomba do onteiro,hombiro,,,,,,,,,,,,,,,,,,
118.0,Bibliotheca nacional,Bibliotheca do Paço,"Bibliotheca do Paço

ito...",Bibliotheca do Paco do Bispo,Bibliotheca,Biblio-,,,,,,,,,,,,,,,,
119.0,Lousada,Lousadas,Escusados,,,,,,,,,,,,,,,,,,,
120.0,Moguncia,diligencia,Venciam,edencia,Intelligencia,Excellencias,stencia,Providencia,Venancia Rios,,,,,,,,,,,,,
121.0,Troia,Depoi,Tipoia,,,,,,,,,,,,,,,,,,,
122.0,Matheus,Athenas,Athay-,Torre de S. Matheus,,,,,,,,,,,,,,,,,,
123.0,Tres,Es-,Tres-Cominhos,"Tres-
Caminhos",,,,,,,,,,,,,,,,,,
124.0,Russo,Russia,Imperatriz,d'Imperatriz da Russia,,,,,,,,,,,,,,,,,,
125.0,Vidainhos,Martinho,Minho,Junho,Caminho de Ferro,Biscainho,polvarinhos,Pelourinho,Víduinhos,Coitadinho,Caminho,,,,,,,,,,,
126.0,Te-Deum,ecdeu,,,,,,,,,,,,,,,,,,,,
127.0,Guião,Guiomar,Aguiar,Guimarães,esguio,anguio,,,,,,,,,,,,,,,,
128.0,tufava,barbeava,pasmava,,,,,,,,,,,,,,,,,,,
129.0,Pallido,"Eni

Pallido",,,,,,,,,,,,,,,,,,,,
130.0,Gago,Gagô,lagôa,,,,,,,,,,,,,,,,,,,
131.0,commendador Barros,Commendador Romão Barros,Romão,,,,,,,,,,,,,,,,,,,
132.0,"chapéo de
palha vermelha",banco alto,chapéo alto,cabego alto,rão muito alto,n'um alto,ceu alto,chapéo,,,,,,,,,,,,,,
133.0,cabo d'osso,cabo d'elles,"cabo do
seu guarda-sol",cabo d'elles!,,,,,,,,,,,,,,,,,,
134.0,LLESTRE CASA,TRE CASA,ALLUSTRE CASA,ILLUSTRE CA,VALIESTRE CASA,ALLUSTRE CASA DE KAMIRES,VALIESTRE CASA DE,ALLUSTRE CASA DE,,,,,,,,,,,,,,
135.0,Rompe,Prompio,compina,,,,,,,,,,,,,,,,,,,
136.0,Lettras,tra,Atraz,Maltrapilho,,,,,,,,,,,,,,,,,,
137.0,Poço grande,Grande,Grande Ronda,Rua Grande,boa sande,Tanque-Grande,Mande,"Grande Ca-
tharina...",,,,,,,,,,,,,,
138.0,Ordonho,Ordonho Mendes,Asia Menor,,,,,,,,,,,,,,,,,,,
139.0,esgaseado,Esgaseado,Sea,,,,,,,,,,,,,,,,,,,
140.0,Emtfim,amem emfim,— Emfim,Emfim,ve Emfim,,,,,,,,,,,,,,,,,
141.0,Capitulo,Titulo,Deatitude,Tibulo,,,,,,,,,,,,,,,,,,
142.0,Saceudiu,Lyceu,Ceuta,,,,,,,,,,,,,,,,,,,
143.0,Italia,Italianos,Natal,Fatali-,,,,,,,,,,,,,,,,,,
144.0,Praga,Bragança,Braganca,Hotel Bragança,Hotel Braganca,Braganças,,,,,,,,,,,,,,,,
145.0,Remarigues,Ermigues,permitte,guesugas,S. Miguel,ermida,,,,,,,,,,,,,,,,
146.0,Monicas,"Tecedeiras
Monicas",Tecedeiras,cedêra,,,,,,,,,,,,,,,,,,
147.0,Craquêde,Valverde a Craquéde,Craquéde,Craquéêde,Craquede,,,,,,,,,,,,,,,,,
148.0,Longe,Monge,delonga,tanger,,,,,,,,,,,,,,,,,,
149.0,Avê-Marias,Mariposa,Ave-Maria,,,,,,,,,,,,,,,,,,,
150.0,Pinhal,"vi-
sinhança",Hibeibinha,azinhaga,Vendinha,Graeinha,"Mariquinhas
Marges",Môrzinha,Varandinha,Rôtinhas,sedinha,Grainha,,,,,,,,,,
151.0,la-Velhas,Villa-Velhas,Bica-Velha,,,,,,,,,,,,,,,,,,,
152.0,Gazeta,Gazela,Delas,,,,,,,,,,,,,,,,,,,
153.0,receioso,"Reces-
vinto",Recesvinto,Sinto,,,,,,,,,,,,,,,,,,
154.0,Vosst,Vossé,Vossê,,,,,,,,,,,,,,,,,,,
155.0,Secretario Geral,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,,,,
156.0,sopeando a egua,egua,Guadiana,"egua pu-
lou",legua,,,,,,,,,,,,,,,,,
157.0,Louças,Rebolou,Mitholog,Rebolava,,,,,,,,,,,,,,,,,,
158.0,Limpa,Emlim,lima,,,,,,,,,,,,,,,,,,,
159.0,em Portugal,am Portugal,Ricos-Homens de Portugal,Portu-,Portugal,vulgarisar Portugal,Intantas de Portugal,Porque Portugal,Porto,Portugalsinho,Por-,Portngal,,,,,,,,,,
160.0,cabo d'aljofar da sombrinha,ponta da sombrinha,cabo do renque d'alamos,,,,,,,,,,,,,,,,,,,
161.0,Ministerio da Fazenda,Védor da Fazenda,Védor,,,,,,,,,,,,,,,,,,,
162.0,Cemiterio,cemiterio da Villa,cemiterio,Cemitério,,,,,,,,,,,,,,,,,,
163.0,Herculanos,Cenaculo,Circulo,Circulos,Seculo,,,,,,,,,,,,,,,,,
164.0,V. Fx,V. E,V. Ex,,,,,,,,,,,,,,,,,,,
165.0,Patriota,Patriotas,Im-,Patriotismo,,,,,,,,,,,,,,,,,,
166.0,Barroólo,róla,Barrólo,Bar-,Barrólos,bom Barrólo,Barrólinho,,,,,,,,,,,,,,,
167.0,vindima,Sandim,Landim,Candi-,caracolando,Abbade de Chandim,,,,,,,,,,,,,,,,
168.0,Pego das Bichas,"Pego das Bi-
chas",Achas,pégo das Bichas,Pego,,,,,,,,,,,,,,,,,
169.0,"Mosteiro de
Recadães",mosteiro de Recadães,Mosteiro de Ribadaes,Recadães,,,,,,,,,,,,,,,,,,
170.0,Apparelha,Appareça,caleche apparatosa,Appareceria,Appareço,,,,,,,,,,,,,,,,,
171.0,Caramba,Daro,Caro,agucar,,,,,,,,,,,,,,,,,,
172.0,Casal Novo,casarão,casaes,Casas,Casa dos Cunhnes,Mul-casada,"casa dos
Souzas",,,,,,,,,,,,,,,
173.0,Jouras,Ura,Azurara,Curamba,,,,,,,,,,,,,,,,,,
174.0,Sr. Doutor,Doutor,S. Do-,,,,,,,,,,,,,,,,,,,
175.0,Administração,Administra-,Administrador,Aministrador,Administrador do Concelho da Villa,Ministerio,Ministro,Administrador do Concelho,"braço do Admi-
nistrador",,,,,,,,,,,,,
176.0,Filho-d'Algo,Rossilho,Filho-de-Algo,,,,,,,,,,,,,,,,,,,
177.0,Pinheiro,"com-
panheiro","Castanheiro Patrioti-

nheiro",Castanheiro,Castanhei,Castanheiro Patrioti-,,,,,,,,,,,,,,,,
178.0,Hotel Mondego,Mondego,Hotel Universal,,,,,,,,,,,,,,,,,,,
179.0,bonito rapaz,Levita,Bonita,,,,,,,,,,,,,,,,,,,
180.0,Manhã,ámanhã,Manhi,úmanhã,Amanhã,áúmanhã,,,,,,,,,,,,,,,,
181.0,Primo,opprime,Opposi,,,,,,,,,,,,,,,,,,,
182.0,bom Regenerador,Regenerador,Regen,Centro Regenerador,Regeneradores,generadores,los Regeneradores,,,,,,,,,,,,,,,
183.0,"sobreveste ne-
gra",Estevinha,Deves,Esteves,madre Estevani-,,,,,,,,,,,,,,,,,
184.0,Atrica,Africa,Afri,prado d'Africa,d'Africa,Africa-,Rhetorica,Maricas,"Afri

 

Africa",,,,,,,,,,,,,
185.0,Cahe-,Cahio,hio,recahiu so-,,,,,,,,,,,,,,,,,,
186.0,gros-,Pros-,Proscratinare,pos-,,,,,,,,,,,,,,,,,,
187.0,"Bomjai
dim!","Lan-
dim","Carnet-Mon-
dain","An-
dré",,,,,,,,,,,,,,,,,,
188.0,"Re-
Deltos","Re-
gedores",Regedor,Re-,"re-
gou de louvores",,,,,,,,,,,,,,,,,
189.0,Barrôlo,Barrôlo emmudeceu,bom Barrôlo,"bom
Barrôlo",,,,,,,,,,,,,,,,,,
190.0,commis,,,,,,,,,,,,,,,,,,,,,
191.0,io Duarte,Poemeto do Tio Duarte,Tio Duarte,,,,,,,,,,,,,,,,,,,
192.0,Enfiado,"Pintai-

 

nho enfiado",Pintainho,,,,,,,,,,,,,,,,,,,
193.0,Penedo,penna,Pen,Pena,,,,,,,,,,,,,,,,,,
194.0,"ir-
mã","cha-
mine",,,,,,,,,,,,,,,,,,,,
195.0,"Ramos
do",Famosa,armazem do Ramos,Vamos,Ramos,"loja do
Ramos",,,,,,,,,,,,,,,,
196.0,"Pec

 

 

imira",Avantesmas,Mirante,miradoiro,Almirante,,,,,,,,,,,,,,,,,
197.0,Lanhoscllo,Lanhoso,,,,,,,,,,,,,,,,,,,,
198.0,Juão Gouveia,Gouveia murmurára cóm,João Gouveia,Gouveia,Gouveia...,"João
Gouveia",,,,,,,,,,,,,,,,
199.0,"mercê de
Deus!",mercê de Deus,Bom Deus,,,,,,,,,,,,,,,,,,,
200.0,vegatão,agoa limosa,São Reis,agoa do regato,Iospedaria do Gago,d'agoa,Arega,,,,,,,,,,,,,,,
201.0,A Reliquia,relusia,lusidia,,,,,,,,,,,,,,,,,,,
202.0,Terreiro da Loug,Terreiro da Louci,terreiro da Honra,Cavaleiro dentro da Politica,Terreiro da Loutas,Terreiro da Louça,,,,,,,,,,,,,,,,
203.0,Relho,"joe-
lhos",Relhos,pedregulhos d'oiro,"pa-
relha",,,,,,,,,,,,,,,,,
204.0,"es
baixo da",Baixa,Deão da Sé,,,,,,,,,,,,,,,,,,,
205.0,Severim,veridico,Paços de Severim,erever,,,,,,,,,,,,,,,,,,
206.0,Imperio,peri,Reriz,,,,,,,,,,,,,,,,,,,
207.0,rescendia,d'onde pendia,suspendia,Explendido,pendia,Mendigo,fundia,Índia,cendia,despendurando,India,,,,,,,,,,,
208.0,com-,Com-,,,,,,,,,,,,,,,,,,,,
209.0,Affon-,Affonsino,Affonsina,vo affirmo,Ensino,Aflonsino,Castello Affonsino,,,,,,,,,,,,,,,
210.0,balsão,Balsas,,,,,,,,,,,,,,,,,,,,
211.0,Paris,Parou,pars,Pará,paro,,,,,,,,,,,,,,,,,
212.0,Sud-,Sud-Express,,,,,,,,,,,,,,,,,,,,
213.0,Monaco,Monarchia,Marche,Limonada,,,,,,,,,,,,,,,,,,
214.0,"RAMIRES

Velleda",RAMIRÍ 127,Rami-,Truetesindo Mendes Ramires,BAMIRES,"Paio Ramires

Põe",Ramires,Tructezindo Ramires,Paio Ramires,,,,,,,,,,,,,
215.0,Íugidio,rugio,Diombo,,,,,,,,,,,,,,,,,,,
216.0,cantiga,Constantinopla,sa antiga,crystal antigo,Cortiga,,,,,,,,,,,,,,,,,
217.0,Largo El-Rei,El-rei Dom Affon-,"Guião
d'El-Rey",Fl-Rei,"Largo
dEl-Rei",El-Rei,El-Rei Fer-,El-rei,El-Rey,,,,,,,,,,,,,
218.0,Lyra,Mãe d'Agua,Alcaide,Alcaide d'Aveyras,Aveyras,,,,,,,,,,,,,,,,,
219.0,Empregos,Precis,pre,pre rijo,,,,,,,,,,,,,,,,,,
220.0,Colera,Rigoleto,Clerigo,Golpho,,,,,,,,,,,,,,,,,,
221.0,ponta fina,Quinta,"Quinta

feira",,,,,,,,,,,,,,,,,,,
222.0,Obrigado,Obriga-,,,,,,,,,,,,,,,,,,,,
223.0,Graça!—Então,Graç,vidraça,Graça,Populaça,Praça da Pra-,Praça,Grajelos,,,,,,,,,,,,,,
224.0,Idéa,idéa,aldéa,"fr

idéa de ferias",,,,,,,,,,,,,,,,,,
225.0,Fidalguia,Vidalgo,Ai meu Fidalgo,Ficialgo,Algés,braco do Fidalgo,Pidalgo,Ai o Fidalgo,Fidalgo,fidalguia,Fidalxo,chapéo do Fidalgo,Fidaigo,"Fi-
dalgo",,,,,,,,
226.0,Casa illustre,ILLUSTRE,ULLUSTRE,ILUSTRE,Claustro,MLLUSTRE,MLUSTRE,,,,,,,,,,,,,,,
227.0,Mercado da Herva,herva,a herva,,,,,,,,,,,,,,,,,,,
228.0,alegre,Egre-,"Egreja de S.
Bento",Egreja das Monicas,gre,Egrejinha,"Egreja dos Bra-
vaes",Egreja,Beja,,,,,,,,,,,,,
229.0,"riacho das
Donas",chã,riacho das Donas,,,,,,,,,,,,,,,,,,,
230.0,Impossibil,Sensibilisado,sensac,baptisado,,,,,,,,,,,,,,,,,,
231.0,Cacr-abraços,genebra,Bra-,camurca branca,braco,Bra,Brabante,Obra,Dobraram,Dbraes,,,,,,,,,,,,
232.0,Manelsinho,Andrésinho,Zésinho,Turtesinho,Reisinho,,,,,,,,,,,,,,,,,
233.0,bigodeira,caldeira,Digodeira,,,,,,,,,,,,,,,,,,,
234.0,Magistratura,Litteratura Grega,Litteratura,Annaes de Litteratura,Litte-,Formatura,,,,,,,,,,,,,,,,
235.0,Maio,Maior,,,,,,,,,,,,,,,,,,,,
236.0,dhomeim,"Rico-
Homem","Tam-

 

ro-Homem",Rico Homem,,,,,,,,,,,,,,,,,,
237.0,"Es

 

bre",Jebreus,Sobretudo,bre,,,,,,,,,,,,,,,,,,
238.0,Tunis,Admênis,Fínis,agonisava,,,,,,,,,,,,,,,,,,
239.0,Advogue,Guede,guedelha,Ninguem,,,,,,,,,,,,,,,,,,
240.0,triste:—«As,Ouviste,tristeza,Tristio da Cunha,,,,,,,,,,,,,,,,,,
241.0,Horacios,Curia,Curiacios,,,,,,,,,,,,,,,,,,,
242.0,Sahi,sahi,Ahi,ahi,Sahira,,,,,,,,,,,,,,,,,
243.0,Visconde,Condes,Esconde,d'onde,lusco fusco,,,,,,,,,,,,,,,,,
244.0,Gonçalo optimo,"Gonça-
lo","Torre

 

Gonçalo",d'onde Gonçalo,Conçalo,Gonçalão,Gonçalo,"Camaras

 

Gonçalo","Gonça-
Tenho",Gonçalinho,"l

Gonçalo",,,,,,,,,,,
245.0,Ajudado,Açodado,,,,,,,,,,,,,,,,,,,,
246.0,Ascen-,accrescentava,Nascente,lua,Nascente reappareceu n'um rolo de poeira,,,,,,,,,,,,,,,,,
247.0,Amadis,"n'uma

sa","Mada-

 

 

ma",Animada,d'uma ramada,"Ma

rar",,,,,,,,,,,,,,,,
248.0,Governador Civil de Monforte,Governador das Armas,"Governador das Armas d'Entre-
Douro e Minho","Governador Ci-
vil",Governador Civil?...,"Governador Ci

 

il de",Governador,Governador Civil de Oliveira,Governador Civil,"Go-
vernador detestavel",Governador Civil do Districto,"Governador
Civil","Governadures
Civis",Bernardino,"Sr. Governador
il dOliveir",,,,,,,
