cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
40,Sabes,Sabedor,rabear,cabeliei,Arabes,Sabe-,Saber,,,,,,,,,,,,,,,,,
41,Cavaleiro,"Cavallei-
ro de Malta",Cavallari,cavalleiro,Cayalleiro,"Cavallei-

ro",Cavalleivo,Silleiro,"Caval-
leiro",Cavallei,Uavalleiro,Cavalleiros de Santa,cavallariços,"Governador
dré Cavalleiro",cabo Silleiro,Cavalleiro,d'este Cavalleiro,braço do Cavalleiro,André Cavaleiro,"Cavallei-
ro!",Natal o Cavalleiro,pranchada de cavalleiro,Cavalleiros,U Cavalleiro
42,Gracinha,Torre Gracinha,Graeinha,Gracinha céron,"Oh
Gracinha","Gra-
cinha",Bruscamente Gracinha,Grainha,,,,,,,,,,,,,,,,
43,Enfiado,"Pintai-

 

nho enfiado",,,,,,,,,,,,,,,,,,,,,,
44,Enxarez de Sandornin,Enxarez,,,,,,,,,,,,,,,,,,,,,,
45,Andrésinho,Flandres,Andrê,André,"An-
dré",Dr,,,,,,,,,,,,,,,,,,
46,Reino,Reino p,vein,Hymno,Bernardino,Reinos,Oh,,,,,,,,,,,,,,,,,
47,Terreiro,Irmão Tereeiro,Gutierres,Terreiro do Paço,Enterrei,Cerreu,João ferreiro,chão do Terreiro,Amieiro,,,,,,,,,,,,,,,
48,Calçadinha,calçúra,ee,Varandinha,sedinha,Calçada,Calcadinha,ecaldinho de gallinha,,,,,,,,,,,,,,,,
49,Cerdal,Cerda,Serdal,,,,,,,,,,,,,,,,,,,,,
50,Arrancou,torre albarran,"Torre albar-
ran",We/-,arraial seguro,d'Arraz,Arranja,"torre
albarran",,,,,,,,,,,,,,,,
51,Patriotas,Patriota,Patriotismo,,,,,,,,,,,,,,,,,,,,,
52,Moguncia,edencia,stencia,Venciam,"pa

impaciencia",Tens,Providencia,"si-
lencio",Intelligencia,diligencia,intencão,,,,,,,,,,,,,
53,festi,Palestina,Pelestina,Destino,Estive,"Pales-
tina",,,,,,,,,,,,,,,,,,
54,Fidalgo,Algés,Ai o Fidalgo,Pidalgo,Vidalgo,chapéo do Fidalgo,Fidalguia,"Fi-
dalgo",Ficialgo,braco do Fidalgo,Fidalxo,fidalguia,Ai meu Fidalgo,Fidaigo,,,,,,,,,,
55,Santa Maria de Cra-,Santa Maria de Craquéde,"Santa
Maria de Craquéde","cabo de
Santa Maria",Santa Maria,Santa Maria de Craquêde,mareha de fol-,Santa Maria de Craquede,,,,,,,,,,,,,,,,
56,ahi,Ah,Cahio,recahiu so-,Ahi,Sahi,sahi,Sahira,,,,,,,,,,,,,,,,
57,"Re-
gedores","re-
gou de louvores",Regedor,"Re-
Deltos","re-
cuae",,,,,,,,,,,,,,,,,,,
58,fído da Ariosa,Riosa,Ariosa,Temerario,Mariposa,,,,,,,,,,,,,,,,,,,
59,"João
Gouveia",Juão Gouveia,Gouveia,João Gouveia,Gouveia...,Gouveia murmurára cóm,eia,,,,,,,,,,,,,,,,,
60,Convento de Santa,convento de Santa Thereza,Conviviam,Tonra de Santa,"Ca-

conversarmo",Convento de Santa-Brigida de Oliveira,"convento de Santa
Cha",Convento de Franciscanos,Convento de Santa Bri-,,,,,,,,,,,,,,,
61,aclarava,"Villa-
Clara",Villa-Clara,Villa Clara,la-Clara,"Calçadinha de
Villa-Clara",Deputado de Villa-Clara,"estrada de Villa-
Clara",Coneelho de Villa-Clara,"Calçadinha
de Villa-Clara",Hospital de Villa Clara,,,,,,,,,,,,,
62,Pogo,Gom,Goi,Gomes,Go-,,,,,,,,,,,,,,,,,,,
63,Portugueza,Meia-Idade Portugueza,largueza dos campos,Portugue-,Portugueza...,Meija-Edade Portugueza,Portuguezes,,,,,,,,,,,,,,,,,
64,lomba do onteiro,lomba do cerro,Racha do Moiro,hombiro,Fronteiro,,,,,,,,,,,,,,,,,,,
65,Barrólos,Barrólo,Barróôlo,bom Barrólo,róla,Barroólo,Borróôlo,Barrólinho,,,,,,,,,,,,,,,,
66,remocava,Lancava,Cavado,Beliscava,Riba-Cavado,"Riba-
Cavado",Peecado,,,,,,,,,,,,,,,,,
67,Lanhoscllo,Lanhoso,,,,,,,,,,,,,,,,,,,,,,
68,Bas-,Has-de,As-,"pas-

zada",pas-,,,,,,,,,,,,,,,,,,,
69,Arremessado,arremessaria,arremettida,pigarreanilo,,,,,,,,,,,,,,,,,,,,
70,Paço do Bispo,Bispo,Bispo...,Bispos,arcebispo de Thessalonica,Crispola,,,,,,,,,,,,,,,,,,
71,Ministerio,Cemiterio,cemiterio da Villa,Loteria,cemiterio,Cemitério,,,,,,,,,,,,,,,,,,
72,Novellas,Novellasinh,cabeço d'Avellan,Novecenios,Novella,Novela,Novel-,Avellans,s Capitulos da Novella,Corvello,vella,Novella...,,,,,,,,,,,,
73,"r
ca",Casca,Cahe-,carrascão,Toca,Moscatel,sc,"cabeca
alta",Casco,Cascaes,Mascate,,,,,,,,,,,,,
74,Museu,Ser,Serena,Serpa,Serio,Er,,,,,,,,,,,,,,,,,,
75,Parabens,Para-,— Para-,apa-,Ra-,Paraiso,Gra-,Parada,,,,,,,,,,,,,,,,
76,Echo de Traz-os-Montes,Monte-,Monte,Montemor,soccorro de Monte-mór,Hontem,Estontea-,bre Montemor,Monte-mór,Ponte,Defronte,monte,,,,,,,,,,,,
77,Diombo,io,hio,Íugidio,iola,Feio,,,,,,,,,,,,,,,,,,
78,"Go-
vernador detestavel",Governador Civil de Oliveira,Governador Civil,Governador Civil de Monforte,"Governador Ci-
vil",Governador,"Sr. Governador
il dOliveir","Governador
Civil","Governadures
Civis","Governador das Armas d'Entre-
Douro e Minho",Governador Civil do Districto,"Governador Ci

 

il de",Governador das Armas,Governador Civil?...,,,,,,,,,,
79,vergel,Verde,Vaiverde,Valverde,Cabo Verde,vermo,Manhi ea Verde...,,,,,,,,,,,,,,,,,
80,Pensadores,Peccadores,Regeneradores,Centro Regenerador,bom Regenerador,generadores,los Regeneradores,Centro Regenerador da Couraça,Regen,Regenerador,Reformadores,,,,,,,,,,,,,
81,"ro-

imo 5",Primo,opprime,,,,,,,,,,,,,,,,,,,,,
82,ALLUSTRE CASA DE,ALLUSTRE CASA,VALIESTRE CASA DE,VALIESTRE CASA,LLESTRE CASA,ALLUSTRE CASA DE KAMIRES,TRE CASA,,,,,,,,,,,,,,,,,
83,"Conselhos do
Banco Hypothecario",Banco Hypotheca-,Conselheiro,,,,,,,,,,,,,,,,,,,,,
84,Bu,buço,Tibulo,,,,,,,,,,,,,,,,,,,,,
85,"Pano-
rama",Panorama,Panorana,Panorcuna,Panorcana,Melodrama,,,,,,,,,,,,,,,,,,
86,descancar,canceira d'esmincar,camurca branca,escadaria redonda,Can-,Durlesca,agucar,escarvar,Tancarvilles,,,,,,,,,,,,,,,
87,Mendes,Ordonho Mendes,Arrendei,Villar Mendes,Accendeu,Vendeia,Esposende,Tende,,,,,,,,,,,,,,,,
88,despendurando,"Grande Ca-
tharina...",Rua Grande,Grande Ronda,Grande,boa sande,Poço grande,Tanque-Grande,Mande,,,,,,,,,,,,,,,
89,Vocemecê,Ceylão,ce,Lyceu,Ceuta,cear,cedêra,Ascen-,,,,,,,,,,,,,,,,
90,alegre,Egre-,Egreja,gre,Egrejinha,Re-,,,,,,,,,,,,,,,,,,
91,Appareça,Apparelha,Appareceria,caleche apparatosa,Appareço,,,,,,,,,,,,,,,,,,,
92,casa da senhora sua mana...,Asia Menor,Coninho da Moleira,Senhora da Boa Morte,Senhora da Boa Morte!,Serra Morena,,,,,,,,,,,,,,,,,,
93,"Açor ne-
gro",Açor negro,Açor,cova negra,,,,,,,,,,,,,,,,,,,,
94,sophar,Sophia,Ophir,"Dilhares da
Sophia",,,,,,,,,,,,,,,,,,,,
95,Ti,Tiló,Tipoia,Ileeti,tiro,Justiça,,,,,,,,,,,,,,,,,,
96,Bica-Santa,Bica-Santa...,"Bica-Santa o
Adrião Pinto",Bica,"Bica

 

Santa",tro da Bica-Santa,Bica Santa,,,,,,,,,,,,,,,,,
97,Casa de Ramires,Tructezindo Ramires,Paio Ramires,patrõa Pires,Ramires,Prdo dos Ramires,Velha casa de Ramires,Lourenço Ramires,Hudo dos Ramires,"RAMIRES

Velleda",RAMIRÍ 127,Rami-,BAMIRES,RAMIES,Prado dos Ramires,Truetesindo Mendes Ramires,"Hoste Real
Lourenço Ramires",Pires,"botica
do Pires","Paio Ramires

Põe",,,,
98,Uliveira,"cidade d'Oli-
veira",d'Oli,escarneos d'Oliveira,d'Oliveira,Independente d'Oliveira,Oliveira,"Governador
vil d'Oliveira",veira,Uliveiras,"Bispo
de Oliveira",Clarim dºOliveira,Iv,Oliveir,Hospital d'Oliveira,"Oliveir

São",casas d'Oliveira,Oliveira...,d'Olivi,d'Olivei,Historia da Sé d'Oliveira,,,
99,Currespondencia,Correspondencia,Correspondencias,"Correspondencia vin-
gadora",,,,,,,,,,,,,,,,,,,,
100,Aministrador,Administra-,Ministro,Fínis,Administrador,Administrador do Concelho,"braço do Admi-
nistrador",Admênis,Tunis,Administração,Administrador do Concelho da Villa,,,,,,,,,,,,,
101,Vistylo,Ouviste,Revista do,Revista,Sunt Lucryme Revistarum,Levita,,,,,,,,,,,,,,,,,,
102,Secretario Geral,Secretaria,Vigario Geral,,,,,,,,,,,,,,,,,,,,,
103,bandós on-,Miranda,anda,Fandar,fenda,Lenda,Jouvando,vianda,Andar,Linda,Jejando,Andamos,randa,,,,,,,,,,,
104,Bayão:—mas,Bayão,,,,,,,,,,,,,,,,,,,,,,
105,Pallido,Galliza,idyllio,"Eni

Pallido",,,,,,,,,,,,,,,,,,,,
106,Chel-,mecheu,chech,Chiche,T,chã,Chefe,Marche,Chut,Chega,,,,,,,,,,,,,,
107,Samoras de Cendute,Condessa de Chellas,Snr.º Condessa de Chellas,triampho dessa mi-,,,,,,,,,,,,,,,,,,,,
108,guardasolinho,Barrolinho,Barrolica,marroquim,,,,,,,,,,,,,,,,,,,,
109,Lis-,"Lisboa
elles",Lisboa,Lisboa do 5,Lishoa,Lisboa tres,Lisboa es,Boa,,,,,,,,,,,,,,,,
110,Commo-,Comedia,com-,commis,compina,Com-,comezaina,,,,,,,,,,,,,,,,,
111,Parou,Daro,pars,pharol,paro,Pará,Paris,Caro,,,,,,,,,,,,,,,,
112,Septembro,Setembro,Novembro,Dezembro,,,,,,,,,,,,,,,,,,,,
113,MHa,Nympha,Ha,Epocha,"cha-
mine",Athay-,,,,,,,,,,,,,,,,,,
114,Concelhos,pedregulhos d'oiro,Concelho da Villa,Concelho,"joe-
lhos",,,,,,,,,,,,,,,,,,,
115,Physiolo-,physionomia,Colo-,,,,,,,,,,,,,,,,,,,,,
116,Poemeto do Tio Duarte,Tio Duarte,io Duarte,,,,,,,,,,,,,,,,,,,,,
117,Ave-,AVE,Avenida,Sacavem,Ave-Maria,,,,,,,,,,,,,,,,,,,
118,Choupal,upa,Pagem,Paiz,,,,,,,,,,,,,,,,,,,,
119,Alvaralhão,Alva-do,d'Alvaralhão,,,,,,,,,,,,,,,,,,,,,
120,dynastia d'Aviz,Dynastias,valentias,,,,,,,,,,,,,,,,,,,,,
121,Agosto,Gottoso,n'este Agosto,d'Ulgoso,boston,bastos,Í,,,,,,,,,,,,,,,,,
122,Negocios,Rocilho,Rocio,Roncio,ci,,,,,,,,,,,,,,,,,,,
123,V.,V. Fx,V. E,V. Ex,,,,,,,,,,,,,,,,,,,,
124,Camaras,Camara,Camara...,Amarante,Presidente da Camara,Cama-,Caramba,relogio da Camara,"Amarante

  

Rei",torre da Camara,"Cama-
ras",camalho,Camar E,,,,,,,,,,,
125,vo affirmo,Vo,"Vo-
tos",Volte,Vou,Vomito,Suevo,Voti,Voeês,Vocês,,,,,,,,,,,,,,
126,Don Juan,Monarchia,Bona,Dona,Rica-Dona,Cêdo,Donas,Ordonho,Limonada,,,,,,,,,,,,,,,
127,Corin-,Corõa,theori,Corinde,,,,,,,,,,,,,,,,,,,,
128,Asylo,Bazar do Asylo Novo,Lazareto,cérca do Seminario Novo,,,,,,,,,,,,,,,,,,,,
129,rua Velha,Baluarte-Velho,boa velha,Velho,Relho,Relhos,melhorára,HO,Poço Velho,velho Ramiro,,,,,,,,,,,,,,
130,"ir-
mã",Sr-,Sr,,,,,,,,,,,,,,,,,,,,,
131,Zambezia,Durguezia,Urgia,Freguezia,,,,,,,,,,,,,,,,,,,,
132,Brazileiro,Brazil,braza,Lrazia,,,,,,,,,,,,,,,,,,,,
133,Jerusalem,Alem-,Alemtejana,Alemtejo,Alerta,Tejo,Vejo,,,,,,,,,,,,,,,,,
134,Recebedoria,bebedo,bebedeira,,,,,,,,,,,,,,,,,,,,,
135,Lt,Ultramar,d'Ultramar,ultrajava,,,,,,,,,,,,,,,,,,,,
136,Minas,Pirmina,Minas de Salomão,Athenas,Jamparinas,lina,Dusinas,China,,,,,,,,,,,,,,,,
137,"te-
legrammas",telegrammas,telegramma,Telegrammas,,,,,,,,,,,,,,,,,,,,
138,damasco,ascumas,Escumar,cumas,,,,,,,,,,,,,,,,,,,,
139,cabo d'elles,"cabo do
seu guarda-sol",cabo d'osso,cabo d'elles!,cabo do renque d'alamos,,,,,,,,,,,,,,,,,,,
140,Barrôlo,"bom
Barrôlo",Barrôlo emmudeceu,bom Barrôlo,,,,,,,,,,,,,,,,,,,,
141,Fidalgo da Torre chegára,"Fidalgo da Tor-
re","Es

ção do Fidalgo da Torre",Deão da Sé,"Fidalgo
da Torre",jardim da Torre,Fidalgo da Torre,"Fidalgo da Torre es
trella de repente",Fidalgo da Torro,Senhor da Torre,Flor da Torre,Olha o Fidalgo da Torre,"Fidalgo da
Torre","Fidalgo da Torre es
trella",Poço da Esquecida,,,,,,,,,
142,Cachamiúz,chamma alta da vela,chammas,chamma,Mm,Chama,,,,,,,,,,,,,,,,,,
143,Vontade,Piedade,"Penedo

 

da Saudade",Humanidade,solemnidade,Verdade,Ajudado,Saudade,Ladeado,Realidade,dade,Açodado,Cidadelhe,Cidade,Meia-idade,Adail,Praça da Liberdade,Cidade e as Serras,Edade,Lacrada,Novidades,,,
144,Snr.º D. Arminda,Snr.º D. Rosa,Snr.º D. Maria,Snr.º D. Graça,,,,,,,,,,,,,,,,,,,,
145,peros,Numerou,perola,Perola,petroleo,Mertola,,,,,,,,,,,,,,,,,,
146,pera de S. João,Officina de s. José,bozina de marfim,Officina,,,,,,,,,,,,,,,,,,,,
147,"pas-
sadas semanas","Pas-
sado",baptisado,"pas-
sado",Sensibilisado,,,,,,,,,,,,,,,,,,,
148,"d'Entre
Minho-e-Douro",Junho,Caminho de Ferro,Tres-Cominhos,Caminho,Coitadinho,Manelsinho,Turtesinho,Pelourinho,Minho,Pintainho,Mi,Víduinhos,"Tres-
Caminhos",Zésinho,Reisinho,Douro e Minho,Vidainhos,Biscainho,polvarinhos,Martinho,,,
149,"Absolut

 

mo",Claro-Sol,Sol,Solar,desola,Golpho,,,,,,,,,,,,,,,,,,
150,Lugilde,Gramilde,familia,Ramilde,,,,,,,,,,,,,,,,,,,,
151,bengalinha,bengalão,Dengalão,Lã,,,,,,,,,,,,,,,,,,,,
152,Obrigado,Obriga-,,,,,,,,,,,,,,,,,,,,,,
153,"Afri-
ca...",Ponte...,...,Crispola...,"Espi-
gal...","Te-
jo...",,,,,,,,,,,,,,,,,,
154,"Lan-
dim",Abbade de Chandim,Candi-,Di,divan,Landim,Sandim,vindima,caracolando,,,,,,,,,,,,,,,
155,Córtes,Córte do Ceu,Certesa,Córte,,,,,,,,,,,,,,,,,,,,
156,bravio,Vae,Bravo,tufava,Bravacs,Bravaes,Bravissimo,Bravae,,,,,,,,,,,,,,,,
157,Bacharel,Livraria,ucharia,Desembucha,Avê-Marias,Sancharia,Alugaria,Encharca,,,,,,,,,,,,,,,,
158,ElRei,Freixos,Rei,São Reis,d'ElRei,Gareia,Jurei,Acceitei,,,,,,,,,,,,,,,,
159,Ministerio da Fazenda,Védor da Fazenda,Védor,,,,,,,,,,,,,,,,,,,,,
160,úmanhã,Manhã,Manhi,Amanhã,áúmanhã,ámanhã,,,,,,,,,,,,,,,,,,
161,suspendia,rescendia,Mendigo,Explendido,cendia,pendia,India,Índia,d'onde pendia,fundia,,,,,,,,,,,,,,
162,Castello de Peronne,castellão,Castelhano,Castellos,"Castello
serviçaes",V'além castello Landim,Lamello,Custello,Castello,Unhello,castello de prôa,Castella,"castello
formoso",Castela,,,,,,,,,,
163,Te-Deum,"cam-
pos de lide",Deatitude,Veêde,ecdeu,Jide,Crêde,Depoi,DE,Dem,Denzia,"der-
radeiro anno de",Vêde,Debalde,,,,,,,,,,
164,Villas,Tordesillas,Vil-,Vi-,Fallam,Villa,"Villa Cla-
ra",comeco da villa,Il,Villa Cla-,"Assembleia da

Villa",Villegas,Villico,villão,,,,,,,,,,
165,Magistratura,Formatura,Litteratura,Litteratura Grega,Litte-,Annaes de Litteratura,,,,,,,,,,,,,,,,,,
166,Winchester,Arronches,Manchester,Sanches,,,,,,,,,,,,,,,,,,,,
167,jornaes,Jornaes,,,,,,,,,,,,,,,,,,,,,,
168,Vá,"bra-
zão d'armas","Mira-
dães","ra-
zão","ra-
pina",,,,,,,,,,,,,,,,,,,
169,Maio,Amainae,Ai,Maior,,,,,,,,,,,,,,,,,,,,
170,Herculanos,Seculo,Circulo,Circulos,,,,,,,,,,,,,,,,,,,,
171,Aleac,Alcaçova,Aleaçova,Alcaçova procurar,leaçova,,,,,,,,,,,,,,,,,,,
172,Henriques,Manrique,Explique,Ourique,Moçambique,,,,,,,,,,,,,,,,,,,
173,Soledud,Soledad,Ai Soledad,Toledo,,,,,,,,,,,,,,,,,,,,
174,Sud-Express,Precis,próa,pre,pre rijo,Empregos,,,,,,,,,,,,,,,,,,
175,Figueira da Voz,poeira da lide,"Pereira
da Riosa",Jã,Venancia Rios,Pereira da Riosa,Pereira da Riosa...,Pereira da Rios,,,,,,,,,,,,,,,,
176,Filho-de-Algo,Filho-d'Algo,,,,,,,,,,,,,,,,,,,,,,
177,Riba-Cõa,Arribada,Ribas,derriba,Derrou,,,,,,,,,,,,,,,,,,,
178,Craquéêde,Craquéde,Craquede,Valverde a Craquéde,Craquêde,,,,,,,,,,,,,,,,,,,
179,"Treixedo

    

tos mil reis",Marquez de Treixedo,"Trei-
xedo",Treixedo,,,,,,,,,,,,,,,,,,,,
180,"Joaquim da
Copa",Joaquim da Porta noticias dos senhores,ponte da Portella,Joaquim da Porta,Joaquim da Horta,,,,,,,,,,,,,,,,,,,
181,Drutos,Ru,Rua,Bruxas,Cruz,Russo,rugio,,,,,,,,,,,,,,,,,
182,Libertava,Jabutava,labutava,,,,,,,,,,,,,,,,,,,,,
183,Bica-Velha,la-Velhas,Villa-Velhas,"pa-
relha",,,,,,,,,,,,,,,,,,,,
184,Beja,"Bomjai
dim!",Nacejas,Ja,Fuja,,,,,,,,,,,,,,,,,,,
185,Sangria,briria,Syria,Ri-,gria,lagrimas,,,,,,,,,,,,,,,,,,
186,Vocabulario de Bluteau,Mendo de Briteiros,Concilio de Toledo,Rio de Janeiro,souto de azinheiros,Janeiro,,,,,,,,,,,,,,,,,,
187,Largo,lagôa,lages,lages do Largo,"anci

ge do Largo",Largon,"lages do
pateo",,,,,,,,,,,,,,,,,
188,"riacho das
Donas",veigas do Mondêgo,riacho das Donas,,,,,,,,,,,,,,,,,,,,,
189,Espantado,Ricos-Homens d'Hespanha,Companh,d'Fespanha,d'Hespanha,Ilespa-,Hespanha,"Ilespa-
nha n'uma pandega heroica",Hespanhoes do Conde de Venavente,Hespanhas,,,,,,,,,,,,,,
190,Manoelsinho,Manoel Duarte,Manoel da Adega,Manoel,Manoel Relho,"Manoel
Duarte",Manoelzinho,,,,,,,,,,,,,,,,,
191,Emlim,lima,"fertili

ima",Limpa,,,,,,,,,,,,,,,,,,,,
192,Olhalvo,Solha,Sôlha,Olhe,Olha,Sevilha,Tolhida,Recolheu,,,,,,,,,,,,,,,,
193,aquella grande fidalga,n'aquelle,jaquetão,aquella romantica,n'aquella nova,Aquelle,Ataque,aquelle,Aquella,d'Aquilat,"Caval-
Aquella guedelha de trovador",Aquellas,aquella Fé,N'aquelle,,,,,,,,,,
194,Pegureira,braza das lareiras,Pereira Brasileiro,4 Pegureira,Perei,Amoreira,Pereira,Manoel Pereira,Pereira Brazileiro,Terceira,"Pereira

va",Cerejeira,,,,,,,,,,,,
195,Bom Deus,mercê de Deus,cadciras de verga,"mercê de
Deus!",,,,,,,,,,,,,,,,,,,,
196,Genealogica,Fica,Tonifica,Fica-,,,,,,,,,,,,,,,,,,,,
197,"S. Ful-

 

gencio",genchra,S. Fulgeneio,,,,,,,,,,,,,,,,,,,,,
198,gros-,pos-,Pros-,Proscratinare,,,,,,,,,,,,,,,,,,,,
199,loja do Leão,João,Elrei de Leão,faleão,Leão,"Rei
de Leão",,,,,,,,,,,,,,,,,,
200,Cerqueira,poeir,bom Padre Sueiro,bosque de roseiras,Jeir,rão das fogueiras,menineira,Queira,charuteira,Sueiro,"Quinta

feira",Roqueira,QUEIROZ,Esgueira,Queixa-perra,,,,,,,,,
201,receioso,Sinto,Recesvinto,"Reces-
vinto",,,,,,,,,,,,,,,,,,,,
202,Portella,Sorte,Cortes,Sor,Morte,Norte,Monforte,,,,,,,,,,,,,,,,,
203,Almas,Cruz das Almas,rua das Vendas,palmas,«Cruz das Almas,,,,,,,,,,,,,,,,,,,
204,Apezar,Veneza,Leonez,Baroneza,,,,,,,,,,,,,,,,,,,,
205,Nosso,Vossé,Vossê,Vosst,,,,,,,,,,,,,,,,,,,,
206,Bibliotheca nacional,Bibliotheca,Bibliotheca do Paço,Bibliotheca do Paco do Bispo,Biblio-,"Bibliotheca do Paço

ito...",,,,,,,,,,,,,,,,,,
207,Coudel,Dellos,Ha n'ella,Delas,Della,es della,bella,Mindello,,,,,,,,,,,,,,,,
208,Lova,Boa nova,boa nova,Nova?,boa Mi,,,,,,,,,,,,,,,,,,,
209,Egypto,Oratorio,Tordezello,Doutor,Tor,pecto,torcido so-,Torto,Sr. Doutor,Torn,Toros,toreia,,,,,,,,,,,,
210,mófa,Fabrica,Fabrica de Vidros,d'Abril,,,,,,,,,,,,,,,,,,,,
211,Chellas,nella,Vellas,chinella,nellas,bagatellas,Froylas,,,,,,,,,,,,,,,,,
212,Nevtosa,feijoal,Feitosn,Peitosa,Feitosa,Denemeritos,Murtosa,Heitosa,Jeito,Ditosos,,,,,,,,,,,,,,
213,"Ministe-
rio Historico",Histor,d'Historia,"quasi
prehistorica",Historia,Ilistoria,quasi historica,rio Historico,d'Arte Historica,gloria,Fictoria,,,,,,,,,,,,,
214,hio-Manso,Rio-Manso,"Visconde de
Rio-Manso","Rosinha
Rio-Manso",,,,,,,,,,,,,,,,,,,,
