cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
78,.-—.,Grand—livre,grand—sur,Vivre,grandrenfort,grand—livre,,,,,,,,,,,
79,dange—,gage—,ge—,,,,,,,,,,,,,,
80,onle,Nleorivez,,,,,,,,,,,,,,,
81,atta—,attei—,attein—,s’attendantà,,,,,,,,,,,,,
82,Riceys,Eiceys,B1ceys,,,,,,,,,,,,,,
83,ê1reca_lomni,Decamps,Camps,,,,,,,,,,,,,,
84,l‘allée,l‘a,l‘ai,l‘aime“ Spéciale de son âm,j‘ai,,,,,,,,,,,,
85,frognèes,"re—

froi—",etfroi,froi—,choi—,,,,,,,,,,,,
86,"l’0ppo—
sition",Création,d’instruction,"puis—
sance des relations sociales",eæwptioad’,instru—,,,,,,,,,,,
87,Gur,régu—,,,,,,,,,,,,,,,
88,médi—,Comédie humaine,Comédie,Yuma,,,,,,,,,,,,,
89,Éit,C0'—,occa—,méca—,esca—,,,,,,,,,,,,
90,l‘imagi—,bt‘l\’étièle,imaginétionsde,,,,,,,,,,,,,,
91,credis,ﬁacre,crea—,,,,,,,,,,,,,,
92,Florence,p,la rubriquedeÆlorence,S,Florentine,,,,,,,,,,,,
93,“ï,sées,Ramassée,t’,Haüysséæ,Framäâca,,,,,,,,,,,
94,Anglaises,Anglaise,Anglais,Auglaiso,,,,,,,,,,,,,
95,Chambre,Théâtre n’,lèbre,Théâtre,Théâtre àla Chambre,Théâtre à la Chambre,,,,,,,,,,,
96,Bouxey,les Rouxey,ac—,Rouxey,terre des Rouxey,Ilouxey,Rouxeyi,Les Rouxey,,,,,,,,,
97,Sûr,t._Si,,,,,,,,,,,,,,,
98,Lons,—- Allons,jüry,Londres,enga—,lons,—on,mons,Réveillon,,,,,,,,
99,"vieuX château des
Colonna",Colonne,Colonna,"château des
Colonna",Colonna de' home,,,,,,,,,,,,
100,bourgeoise—,Bourg-,Strasbourg,Bourg,ébouriﬁ‘ante,,,,,,,,,,,,
101,Ghav‘oncourt,Chavoncourt,Ghavoncourt,Chavoneourt,Chavohcourt,Cour,Çhavonoourt,Chavon,Chavonrourt,,,,,,,,
102,Dauphine,Dauphin,Phi—-,Philo-,Euphrasie,Cé,,,,,,,,,,,
103,Jeune-France,Francais,de France,France$ca,franchis—,Franche—Comté,tance,ram réagiesaitl Francesca,Franche,Grancey,la France,Francesl}a,france,France,Francesca,,
104,préliminai—,"- —
A",Félix,Ehl,délicate—,Sûre,,,,,,,,,,,
105,produi—,protoco—,éprou—,Glisinbre-h’ai—ja pas prononcés,malpropre—,profon—,,,,,,,,,,,
106,Granet,Graneoy,granit-nètne,Granvrlle,Graneey,,,,,,,,,,,,
107,Her—,Mon cher,chef—,cher,Rocher,cher-,Autriche,cher—,,,,,,,,,
108,niens,torrens,serpens,Rubens,au-,renseignemens,Tiens,,,,,,,,,,
109,éner—,imper—,Dôle,Mamer—,reper—,aper—,Per—,super—,adver—,,,,,,,,
110,.de“darl‘ger,Ger—,Germain,Gerbau,Gersàu,"dan—
ger",,,,,,,,,,,
111,empê—,Temps,Empëtré,,,,,,,,,,,,,,
112,vou—,tou—.,décou—,Voulu,eûtadou—,,,,,,,,,,,,
113,uneonseil,ar‘ménieunes,Lune,Faune,Brunet,pasÿune,,,,,,,,,,,
114,prin—,repritl,priélé,,,,,,,,,,,,,,
115,Diion,Trîvulzio,sion,division—,Sion,lionmy,,,,,,,,,,,
116,L‘i',l‘Ile,,,,,,,,,,,,,,,
117,Godenars,Eden,-,L’,se’,L’abbé de Godenars,denxpios,,,,,,,,,,
118,ambi—,L’AMBITIEUX,ambitieuk,a‘mbitldi‘l',,,,,,,,,,,,,
119,C‘étaitjouer,Fantaisie,taid,"Fon-
taine",,,,,,,,,,,,,
120,athlète—,ho—,cohé—,la cathé—,cathé—,,,,,,,,,,,,
121,a Be—,lac Majeur,"A BELGIBA‘I‘E,— Lac Majeur",Etc,,,,,,,,,,,,,
122,corn,Corso,le Corso,,,,,,,,,,,,,,
123,trahi—,extraor—,"extraordi—
naire",voquée extraordinaüement,,,,,,,,,,,,,
124,Bixiou,vo‘iiS.,,,,,,,,,,,,,,,
125,ce’,présentil,senti—,présen—,,,,,,,,,,,,,
126,bois de Boulogne,Boulogne,de Boulogne,ﬁ.;m,BOLOGNINI,j’,"bois de
Boulogne",,,,,,,,,,
127,du Doubs,Doubs,rs,tié douce,ma‘dou-,,,,,,,,,,,,
128,Granville,Mancrville,Manerville,Waueville,Villa-l)îodali,Hôtel—de Ville,Ville,Watleville,Wattcville,Vill,"drame—
vandeville",la Ville,Wattoville,Vill_,Villa-Diodeti,,
129,avan—,Avant1830,Van—,Van-—,la Havane,,,,,,,,,,,,
130,S’,Walte-,m’,v1vaclte,écla—,Walt,,,,,,,,,,,
131,Bbdolphd,Rodolpheles,Rodol-,Rodol—,Sebmuke,,,,,,,,,,,,
132,menton,s’entr’,Dent,sccrète‘rﬁent,Décidément,,,,,,,,,,,,
133,salont,etlïu—,salëte,Salle,Salins,,,,,,,,,,,,
134,ga1erie,Tuileries,bouﬁ‘0nnerie,ler,,,,,,,,,,,,,
135,plai—,Laisse,laisser—,lais—,BE,laissersen,Siiisse,Palais,Bohême,,,,,,,,
136,Lousteau,louse,alousie,Mulhouse,Se,Toulouse,,,,,,,,,,,
137,"rue
Pigale",égale—,Pigale,t’amur,,,,,,,,,,,,,
138,heureux—,Bonheurl,bonho—,bien-da-bonheur,Sii,,,,,,,,,,,,
139,puyé,natu—,Datum,,,,,,,,,,,,,,
140,ambassa—,"la‘,base",Sa—,,,,,,,,,,,,,,
141,rape—,rappe—,<,Supporte‘s,supp0ricr“,supe—,,,,,,,,,,,
142,constdéra—,Idéal,éldgmtt,considéra—,Fédéral,Ëonsieur,,,,,,,,,,,
143,indiffé—,indispen—,indis—,indi—,indif—,indiscré—,de—,Indes,,,,,,,,,
144,esp1it,timcns,espé—,Espdrd,,,,,,,,,,,,,
145,d1sposﬂmn,Philomènes,se;démène,lomène,Phdomèné,Ëldit‘—‘c’,,,,,,,,,,,
146,Quillet,Vieilles,I‘illet,Famille,Marseille,Vaudille,Vetterille,latieille,lille,J’,molle—,Grawille,tefeuille,Tillet,Gentillet,,
147,Hollandais,nic—,colla—,col-—,Hollande,V1(1lla1,l‘on,,,,,,,,,,
148,M,Venir,Venu,Venise,nir,Souvenirs,,,,,,,,,,,
149,Com,compri—,Compter,comprist‘s,compo—,complai—,compren—,compas—,,,,,,,,,
150,Garceneault,rue Feydeau,Eaux,beau—frère,,,,,,,,,,,,,
151,l’avène—,Ne—,événe—,,,,,,,,,,,,,,
152,Caroline,la Seine,Seine,Co.peinlre,Ynoi,Magdeleine,,,,,,,,,,,
153,desti—,justicehumaine,justi—,justiﬁé,,,,,,,,,,,,,
154,Grati-,grave—,Gra',Graucey,,,,,,,,,,,,,
155,tell intéressé,Quint,Intérêts,inté—,,,,,,,,,,,,,
156,reve—,Revue,pauvrevgrund,,,,,,,,,,,,,,
157,Sutton,Zittol,quittàt,litté—,,,,,,,,,,,,,
158,résis—,pers—,persis—,Assis,,,,,,,,,,,,,
159,Contat,contre—sens,conti—,contraste_que,Visconti,Conti,conte—,,,,,,,,,,
160,Sa',Croissant,Crois,in’,rue du Croissant,Renaissance,,,,,,,,,,,
161,Cirque espagnol,espa—,Espagnols,Espagne,,,,,,,,,,,,,
162,Champes,cham—,—,Ghampfort,Champmeslé,Champs-Elysées,Champagne,,,,,,,,,,
163,BALZAG,BALZÀ(L,,,,,,,,,,,,,,,
164,"P'rê—
facture",précipitam—,Magistrature,Couture,Préfecture,,,,,,,,,,,,
165,baron—,Varèse,varon,Savaron,,,,,,,,,,,,,
166,yeux_de feu,m(mla°neux,Bayeux,Andrieux,,,,,,,,,,,,,
167,Théâtre—Français,Françaises,médie—Française,Française,Français-,Français,,,,,,,,,,,
168,conversa—,A,travers,Nevers,Eve,,,,,,,,,,,,
169,"parisien,,le lac de
Genève",Genève,"lac de
Genève",lac de Genève,,,,,,,,,,,,,
170,Donc,Luccrno,manière‘dont,A la manière‘dont,,,,,,,,,,,,,
171,kios—,impos—,atmos—,l830,,,,,,,,,,,,,
172,Jérémie,qu’,jusqu’,cloî—,,,,,,,,,,,,,
173,Enﬁn‘je,Enﬁn,,,,,,,,,,,,,,,
174,le Rhin,Rhin,Le Grâçe,,,,,,,,,,,,,,
175,Les.partraits,parti—,Départemental,Partez,apparte—,,,,,,,,,,,,
176,qu0i,than,Gharnathan,aNathan,Nathan,,,,,,,,,,,,
177,élec—,"respec—
ter le bonheur de deux êtres",respec—,respectueu—,n‘es,,,,,,,,,,,,
178,Vandènesse,Vande—,nesse,Vabdenesse,Vandenesso,Vandenesse,Vandenessse,ﬁnesse,Vandene‘sse,Vandcnesse,,,,,,,
179,"Soulas,_voilà",Soutas,Soulas,Soulasl,souf—,nevoulaitpas,,,,,,,,,,,
180,Floride,to‘iit,point-Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,Flo—,que_Florine,.Florine,Florine,,,,,,,
181,pè1e,ameu—,malheu—,Eu—,înelheu—,déjeu—,veu—,,,,,,,,,,
182,made-—,MADAME,mada—,Madre,,,,,,,,,,,,,
183,Léonarde,Yüard,Lombardie,gard,Girardet,,,,,,,,,,,,
184,mansardes,Balthasar,Hasard,sardo—,Sardaigne,,,,,,,,,,,,
185,cesablim,incapabled’,déta—,s’établir,obligéde,,,,,,,,,,,,
186,l’Europe,Européen,l'Europe,Sexe,Europe,,,,,,,,,,,,
187,d‘adorab‘hfs,Rabat,Brabant,,,,,,,,,,,,,,
188,vaientà l’hôtel de Rupt,hôtel de Rupt-,hôtel de Rupt,l‘hôtel,hôtel du Marais,hôtel de Root,coq de l‘hôtel,orne l’hôtel,hôtel de,,,,,,,,
189,rapi—,mpi—,capi—,,,,,,,,,,,,,,
190,devatt—,its,clel‘devaut,devaitsecou—,50—,,,,,,,,,,,,
191,Napolitain,napoléo—,du Japon,,,,,,,,,,,,,,
192,ﬁde’,Esyagne,bieﬂ‘gagnée,NÉE,,,,,,,,,,,,,
193,brasàsa,Méditerranée,verras,dePerrault,Oimèl,,,,,,,,,,,,
194,éton—,exon—,ordon—,ton—,bouton—,,,,,,,,,,,,
195,ressem—,au‘sbir,E_mpressé,Presse,pres—,Bresse,,,,,,,,,,,
196,soixante—,enten—,mainte—,tente—,exacte—,dente—,entendi—,,,,,,,,,,
197,Bisonlins,lons de l‘aristocratie bisontine,Bisontins,Tinti,,,,,,,,,,,,,
198,venant._enﬁn,Bppnenant,ca,Nantua,,,,,,,,,,,,,
199,Parismonsieur,Paris,àParis,Paris.—Impr,,,,,,,,,,,,,
200,.nommnitLoùise,commis—,comme—,Communal,commandémens,.comme»chäcun,,,,,,,,,,,
201,Pouvoir,avoi—,Genevois,Voilà,‘Voici,,,,,,,,,,,,
202,"rue
de Grenelle",Vauchelles,"elle,.elle",fripoh,elle—,ellefeul,Sut,—elle,Telle,Naturellement1l,Est—elle,Montemisselle,Granvelle,,,,
203,Vit,bois îneX.ploité,Bois,,,,,,,,,,,,,,
204,Russes,Suisse,Suisses,applaudisse—,,,,,,,,,,,,,
205,eXpirant,Lampbrani,rantiras,iran—,iran,,,,,,,,,,,,
206,Mil,Milanais,Milan,ila11cnhes,milan,Milana1s,,,,,,,,,,,
207,la Provence,Providence,Provence,,,,,,,,,,,,,,
208,dé‘Solc,lirle soleil,Soleil,meil—,solen—,,,,,,,,,,,,
209,Vilardwetæ,Dent de' Vilaid,ot’,Dent de Vitara,Dent de Vilard,Dent de “Viard,Pont de Ward,,,,,,,,,,
210,Save,Avez,,,,,,,,,,,,,,,
211,»Dans,Portsmouth,Arrêtons,Moutonsdans,,,,,,,,,,,,,
212,j’ai Ïñi',Ordinaire,"vi-
caire général",aﬁ‘aires,"aﬁ""aire",éclairerai,involontaire—,,,,,,,,,,
213,envo—,invo—,,,,,,,,,,,,,,,
214,Eugénie,Marie—Angélique,"Marie—
Eugeênie",Marie—,Marie—Eugénie,Marie-Eugénie,géné—,,,,,,,,,,
215,Rooney,embarca-lère,Barcelone,"-,—e-",,,,,,,,,,,,,
216,I',Sicile,vivaci—,facile—,Céciles,,,,,,,,,,,,
217,broda,bro—,,,,,,,,,,,,,,,
218,roma—,mainle—,Etats romains,Les‘Romains,Romains,Ge-,,,,,,,,,,,
219,croyez--,inci—,roya—,incroya—,mo‘n',,,,,,,,,,,,
220,c'_o“nnais,"connais—
sance",hais—,Vdioi,connais—,,,,,,,,,,,,
221,inﬂexiblë;;.—,notre exis—,obéis—,exis—,,,,,,,,,,,,,
222,Sachez,cachettel‘ies,sachez—,achez—,,,,,,,,,,,,,
223,lajouissance,Louis—Phüÿape,puis—,jouis—,Souis,,,,,,,,,,,,
224,Btsonltns,sont—,Songez,Bossuct,Songe,Son—,Son,,,,,,,,,,
225,ltalien—,Italiens,eu Italie,italie,Italiennes,A l’hôpital,Italie,hell(= llalienn(=,"italienne,,et s’",Italien,l’Italie,ma1‘ital,ITALIE,"italienne,,et",blienrs,Italienne,Ilalien
226,Rhétoré,Phétoré,,,,,,,,,,,,,,,
227,Chavouopt1rt,nl,avorr,Chavoucourt,Chavouoburt,Chavoubourt,,,,,,,,,,,
228,canton de Lucerne,Lucerne,Moderne,Ferney,Berne,Saverne,,,,,,,,,,,
229,Vauchel-,D‘ièut,Touches,Couchée,,,,,,,,,,,,,
230,broassailles,Versailles,de Versailles,,,,,,,,,,,,,,
231,Marsay,Gersau,Sautez,Gcrsau,,,,,,,,,,,,,
232,poir—,soiree,ﬂorentine statue d’ivoire,Loire,,,,,,,,,,,,,
233,Toustrois,la bmrrgeois‘e,"-

— Sois",troiSmois,moispassé,,,,,,,,,,,,
234,exem—,admi—,aspira—,admirable—,admira—,,,,,,,,,,,,
235,.dejeunt‘s tilleuls,veît,dejà,Lejeune,.dejeunt‘s,,,,,,,,,,,,
236,Retournez,.”-“:.,Jour,Lesjournaux,journa—,,,,,,,,,,,,
237,Clermont—Mont—Saint—Jean,Bcauft‘remont,Clermont,Gramont,montrez-Ynoi,Montcornet,Mont—Cenis,front attrislé,Piémont,,,,,,,,
238,Impurtiul,cru—-,impru—,l‘insouciante impru—,,,,,,,,,,,,,
239,inten—,préten—,éten—,,,,,,,,,,,,,,
240,repa—,appa—,occupa—,,,,,,,,,,,,,,
241,voyais,Vais,Lui?jamais,Mail,Sais,"maison,-je",T—.:Mais,"pleurait,4mais",,,,,,,,,
242,Les Saules,baie de Naples,Seules,"dans_,lesquellesgdevait",ans._Les,Naples,l‘été.- Les,Les,sensles.jam—.,,,,,,,,
243,aléa—,Ilup‘t,créa—,désagréa—,,,,,,,,,,,,,
244,pourrèz,sour—,jour—,amour—,arcades sour—,pour—,tour—,aujour—,four—,nour—,Cos,,,,,,
245,le Pont-Neuf,su—,Dix—neufans,Neufchâtol,Neufchâtel,,,,,,,,,,,,
246,alpes,Alpes,,,,,,,,,,,,,,,
247,Schmuke,Schmu,Schmulce,,,,,,,,,,,,,,
248,Amédis,Amédée,Améde‘e,,,,,,,,,,,,,,
249,tignac,Rasttgnec,Rasﬁgnac,Rasti{gnac,Rastiguac,Rastignac,,,,,,,,,,,
250,Gesanciens,dix—-,liesancon,Besan—,Besancon,BeSañçpﬁ.,,,,,,,,,,,
251,Gelui,luil,Auteuil,,,,,,,,,,,,,,
252,Nutle,Trllet,Sieilet,Titlet,Watlevdle,Dilet,T_1tlet,,,,,,,,,,
253,bal de l’Opéra,Pérou,Opéra,,,,,,,,,,,,,,
254,chui—,uouoiuui—,,,,,,,,,,,,,,,
255,econo—,igno—,écono—,no—,,,,,,,,,,,,,
256,disaitRaoul,Raoul,Raoul‘sera,àRaoul,,,,,,,,,,,,,
257,Grenoble,Noblesse,Nobles,Obl,,,,,,,,,,,,,
258,m’_àiifte1‘a,rendez—,lende—,Blçndet,Splendide,Blendet,,,,,,,,,,,
259,"Saint—
Gothard",Saint-Gotha‘rd,hypothè—,Saint-Gothard,,,,,,,,,,,,,
260,Nouvelles,la Nouvelle,Nouvelle,,,,,,,,,,,,,,
261,Quels,Larue,Bruel,,,,,,,,,,,,,,
262,hoinms,pein—,plin—,Soin,moii—,moin—,amoindrîr,,,,,,,,,,
263,rassurez—,rez,Laure,Näurez,,,,,,,,,,,,,
264,arran—,blan—,tran—,enfan—,Néan—,ban—,can—,,,,,,,,,,
265,boule—,souleVer,Boule,,,,,,,,,,,,,,
266,chemi—,cachemire,chemi5e,Le Chemin,,,,,,,,,,,,,
267,rue de Ne—,auberge du Gy@gne,La Roche Hugon,rue du Rocher,rue du Perron,,,,,,,,,,,,
268,endor—,"for—
tune",Forcée,"appor—
ter",,,,,,,,,,,,,
269,urbai—,Ang‘aise,An-daise muette,em=,lise,baiset,,,,,,,,,,,
270,Na—,ména—,,,,,,,,,,,,,,,
271,Beatrix,triom—,Àlil,Béatrix,Rioeys,Patriote,,,,,,,,,,,
272,gallique,v0yez,MarieAngélique,de Belgique,Quo1que,Belgique,Afrique-,aifaiidiamatiquez,,,,,,,,,
273,Rupt,Itupt,Bupt,,,,,,,,,,,,,,
274,gracieuse—,fastueuse—,vigoureusem,J,En',efi',meuse,,,,,,,,,,
275,piste des intl—,Quatre—Can—,lac des Quatre—Cantons,lac des Quatre—Can—,lac des Bouxey,,,,,,,,,,,,
276,ﬁaüce,uo,,,,,,,,,,,,,,,
277,Albeüdoit,Albcr,su‘scme,Iibertal,Albertaurailﬁimilé,D’ALBERT savanes,Albert,Àlber,Alberta,lady—,,,,,,,
278,mater—,enter—,lanter—,fév_rter,Terme,éter—,,,,,,,,,,,
279,acti—,anti—,"ti—
mide",politi—,Be—,peti—,,,,,,,,,,,
280,Parisiennes,"parisien,,le",Parisiens,Parisien,,,,,,,,,,,,,
281,agiotagc,Rliigi,A—mt“ de la Religion,Religion,,,,,,,,,,,,,
282,plusle,riuet,regret—-,guet—,permet—,,,,,,,,,,,,
283,talonne,Gigonnet,siégeaît,pardonne—,l*‘lonne,,,,,,,,,,,,
284,Curiosité,situa—,,,,,,,,,,,,,,,
285,Mathurins,habita—,mysté—,habi—,mys—,cabins‘tmysté,,,,,,,,,,,
286,terre,P9,interroga—,Angleterro,.-fæ,Angleterre,,,,,,,,,,,
287,Depnis,jasmin,Ministère,minis—,,,,,,,,,,,,,
288,condimens,omen_t,momentané—,"d’autres
momens",mouvemenshar—,momens,,,,,,,,,,,
