cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
79.0,niens,Rubens,torrens,Tiens,Sidonie,,,,,,,,,,,,
80.0,Itàlienne,Quotidienne,médienne,vienne,Vienne,Bouirienne,vien—,profund mienne,ennemisou,Sicitienne,,,,,,,
81.0,invo—,envo—,,,,,,,,,,,,,,,
82.0,Folie,Emilio,Aumilieude,Lelmobilier,Chaulieu,,,,,,,,,,,,
83.0,baron—,varon,Savaron,,,,,,,,,,,,,,
84.0,granit-nètne,Graneoy,Lampbrani,Granet,Granvrlle,Graneey,grandrenfort,,,,,,,,,,
85.0,la cohési0n,LA conrsssn,Hésilé,cohé—,,,,,,,,,,,,,
86.0,maitre‘sse—ﬁlle,pne—ﬁlledîscrèie,Ghapitre,,,,,,,,,,,,,,
87.0,Ynoi,montrez-Ynoi,,,,,,,,,,,,,,,
88.0,Saint-Gothard,Saint-Gotha‘rd,hypothè—,"Saint—
Gothard",,,,,,,,,,,,,
89.0,soli—,Beli—,expli—,Li—,négli—,,,,,,,,,,,,
90.0,Boule,boule—,souleVer,,,,,,,,,,,,,,
91.0,Neufchâtol,Neufchâtel,,,,,,,,,,,,,,,
92.0,Grâccs,Le Grâçe,,,,,,,,,,,,,,,
93.0,inci—,incapabled’,vivaci—,,,,,,,,,,,,,,
94.0,Angleterre,terre,Angleterro,,,,,,,,,,,,,,
95.0,"château des
Colonna",Eaux,"vieuX château des
Colonna",Colonna de' home,Colonna,,,,,,,,,,,,
96.0,Venir,Souvenirs,Venise,nir,Venu,,,,,,,,,,,,
97.0,moteur—,j‘en,giteuql,Moniteur,titeﬂ,,,,,,,,,,,,
98.0,considéra—,Fédéral,constdéra—,consti—,,,,,,,,,,,,,
99.0,Larue,Bruel,,,,,,,,,,,,,,,
100.0,renseignemens,momens,mouvemenshar—,momentané—,Çome‘die,omen_t,condimens,"d’autres
momens",,,,,,,,,
101.0,Cirque espagnol,Espagnols,Espagne,,,,,,,,,,,,,,
102.0,s’attendantà,attei—,attein—,,,,,,,,,,,,,,
103.0,médie—Française,Français,Française,Françaises,Français-,Théâtre—Français,,,,,,,,,,,
104.0,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,
105.0,Marie—Angélique,MarieAngélique,,,,,,,,,,,,,,,
106.0,Dent,entendi—,tente—,dente—,soixante—,Eden,,,,,,,,,,,
107.0,exem—,Sexe,,,,,,,,,,,,,,,
108.0,impru—,cru—-,l‘insouciante impru—,,,,,,,,,,,,,,
109.0,beau—frère,Beatrix,Béatrix,,,,,,,,,,,,,,
110.0,Jura,eXpirant,tran—,iran,arran—,iran—,rantiras,,,,,,,,,,
111.0,Bourg,Bourg-,bourgeoise—,ébouriﬁ‘ante,Strasbourg,,,,,,,,,,,,
112.0,"com-
merce de Besançon",cathédrale de Besançon,A Besançr.tn,Besançon,de Besançon,expliquerBesançon,thçon,,,,,,,,,,
113.0,Opéra,bal de l’Opéra,,,,,,,,,,,,,,,
114.0,Phi—-,trahi—,Philo-,,,,,,,,,,,,,,
115.0,Näurez,rez,rassurez—,Laure,,,,,,,,,,,,,
116.0,d‘adorab‘hfs,Rabat,Brabant,,,,,,,,,,,,,,
117.0,Andantez,Hollandais,Hollande,,,,,,,,,,,,,,
118.0,"Marie—
Eugeênie",Eugeênie,Euge‘nie,Bugey,,,,,,,,,,,,,
119.0,Gcrsau,Gersàu,Gersau,,,,,,,,,,,,,,
120.0,Autriche,cher,Rocher,cher-,cher—,Mon cher,chef—,,,,,,,,,,
121.0,"la‘,base",Gymnase,,,,,,,,,,,,,,,
122.0,égale—,"rue
Pigale",Pigale,,,,,,,,,,,,,,
123.0,"for—
tune",Forcée,"appor—
ter",endor—,,,,,,,,,,,,,
124.0,l‘a,l‘allée,l‘aime“ Spéciale de son âm,j‘ai,l‘ai,,,,,,,,,,,,
125.0,magni—,magniﬁ—,,,,,,,,,,,,,,,
126.0,manière‘dont,A la manière‘dont,,,,,,,,,,,,,,,
127.0,Les Saules,l‘été.- Les,Seules,ans._Les,Les,"dans_,lesquellesgdevait",sensles.jam—.,,,,,,,,,,
128.0,char—,"Chartreuse des
Bouxey",Grande Chartreuse,Chartreuse,Grande—Chartreuse,"le,.rilberl u.ruis.le Général des Chartreux",Grande-Chartreuse,,,,,,,,,,
129.0,Gandolphini,gand,Gandohuhini,s‘a‘handonna‘it,,,,,,,,,,,,,
130.0,simpliﬁer,employer—,Simplon,simple—,,,,,,,,,,,,,
131.0,chauf—,Cha—,s’ha—,chat—-,nonchalani—,,,,,,,,,,,,
132.0,v1vaclte,Walte-,Walt,,,,,,,,,,,,,,
133.0,hou1ge01s,impatroni,Patriote,triom—,,,,,,,,,,,,,
134.0,—- Non,-—- x1n,—- JérAme,—- Fitte,,,,,,,,,,,,,
135.0,roma—,Etats romains,Romains,Germain,mainle—,Les‘Romains,,,,,,,,,,,
136.0,abbe,L’abbé de Godenars,Godenars,,,,,,,,,,,,,,
137.0,enten—,inten—,éten—,préten—,,,,,,,,,,,,,
138.0,enga—,croyez--,Moyen-,v0yez,,,,,,,,,,,,,
139.0,Ansbach,Q.dand',»Dans,Moutonsdans,,,,,,,,,,,,,
140.0,Suisse,Suisses,Russes,,,,,,,,,,,,,,
141.0,Bisontins,conti—,contraste_que,Conti,Visconti,Contat,conte—,,,,,,,,,,
142.0,rapi—,capi—,mpi—,,,,,,,,,,,,,,
143.0,bois de Boulogne,Boulogne,"bois de
Boulogne",de Boulogne,BOLOGNINI,,,,,,,,,,,,
144.0,heureux—,Bonheurl,bonho—,bien-da-bonheur,,,,,,,,,,,,,
145.0,produi—,uouoiuui—,chui—,,,,,,,,,,,,,,
146.0,indispen—,dispu—,indiscré—,indis—,dépen—,,,,,,,,,,,,
147.0,Brièresdﬁ,premièreçfois,lumi—,lalumièrel,singulière—,,,,,,,,,,,,
148.0,éton—,bouton—,ton—,,,,,,,,,,,,,,
149.0,convul—,Trîvulzio,,,,,,,,,,,,,,,
150.0,atmos—,Curiosité,kios—,denxpios,,,,,,,,,,,,,
151.0,situa—,Itupt,Bupt,Rupt,,,,,,,,,,,,,
152.0,fastueuse—,meuse,gracieuse—,vigoureusem,,,,,,,,,,,,,
153.0,Modinier,Mariniers,Virginie,Téniers,,,,,,,,,,,,,
154.0,Francesl}a,ram réagiesaitl Francesca,Grancey,Francais,Francesca,France$ca,Franche—Comté,franchis—,Framäâca,Franche,Jeune-France,la France,france,tance,de France,France,
155.0,Besancon,Besan—,Gesanciens,BeSañçpﬁ.,liesancon,,,,,,,,,,,,
156.0,écla—,colla—,V1(1lla1,col-—,,,,,,,,,,,,,
157.0,Améde‘e,médi—,Amédis,Amédée,,,,,,,,,,,,,
158.0,Basse—du—Rempart,rue Basse—du—Rempart,,,,,,,,,,,,,,,
159.0,Siiisse,applaudisse—,Sii,,,,,,,,,,,,,,
160.0,Villa-l)îodali,Vdioi,Villa-Diodeti,,,,,,,,,,,,,,
161.0,D’ALBERT savanes,Albeüdoit,Albcr,Albertaurailﬁimilé,Albert,Alberta,Iibertal,Àlber,,,,,,,,,
162.0,Européen,l’Europe,l'Europe,Europe,,,,,,,,,,,,,
163.0,Grenoble,Obl,Noblesse,Nobles,,,,,,,,,,,,,
164.0,avan—,la Havane,Avant1830,Van-—,l830,,,,,,,,,,,,
165.0,Comtois,la Comtoise,la Comté,,,,,,,,,,,,,,
166.0,belvcdèrc,Belgique,de Belgique,,,,,,,,,,,,,,
167.0,Ghampfort,alpes,Alpes,Champes,Champs-Elysées,Champagne,cham—,Champmeslé,,,,,,,,,
168.0,fév_rter,lanter—,enter—,éter—,de—,mater—,,,,,,,,,,,
169.0,Argaiolo,ARGAIOLO,VlMERGATI,,,,,,,,,,,,,,
170.0,Mesdemoiselles,mademoi—,Vit,mademoiselle,made-—,,,,,,,,,,,,
171.0,lac des Quatre—Cantons,lac des Quatre—Can—,lac des Bouxey,Quaïﬁi,Quatre—Can—,,,,,,,,,,,,
172.0,Gharnathan,Nathan,aNathan,than,,,,,,,,,,,,,
173.0,Naples,rue de Ne—,baie de Naples,,,,,,,,,,,,,,
174.0,Co.peinlre,pein—,,,,,,,,,,,,,,,
175.0,dejà,.dejeunt‘s,.dejeunt‘s tilleuls,Lejeune,,,,,,,,,,,,,
176.0,incroya—,roya—,,,,,,,,,,,,,,,
177.0,Wattovillc,Wattevilleimagina,Wattnvillc,Wattevilie,deWatteville,Walteville,Wattevilla,Wattevill‘e,Wattevitlv,Watteville,atteville;éæièntr‘emplis,Wat—,Wàtteville,maison Watteville,Wattevillc,,
178.0,immen—,cend,ascen—,ven—,cena,,,,,,,,,,,,
179.0,Idéal,Décidément,menton,,,,,,,,,,,,,,
180.0,pauvrevgrund,parve—,reve—,Revue,Eve,,,,,,,,,,,,
181.0,ména—,Na—,,,,,,,,,,,,,,,
182.0,Ila11enne,ila11cnhes,,,,,,,,,,,,,,,
183.0,Son,Btsonltns,onle,Bisonlins,,,,,,,,,,,,,
184.0,tell intéressé,inté—,Intérêts,,,,,,,,,,,,,,
185.0,ﬂorentine statue d’ivoire,Florentine,Tinti,Florence,,,,,,,,,,,,,
186.0,para—,arra—,Paradis,aupara—,,,,,,,,,,,,,
187.0,napoléo—,politi—,"Fon-
taine",Napolitain,taid,,,,,,,,,,,,
188.0,Rastiguac,Rasﬁgnac,Rastignac,Rasti{gnac,tignac,Rasttgnec,,,,,,,,,,,
189.0,les Rouxey,Rouxeyi,Les Rouxey,Ilouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,
190.0,Sûr,Sûre,,,,,,,,,,,,,,,
191.0,C‘étaitjouer,déta—,atta—,,,,,,,,,,,,,,
192.0,Rodolpheles,Rodol—,Bbdolphd,Rodol-,,,,,,,,,,,,,
193.0,Lu-,allu—,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,
194.0,sées,Haüysséæ,Ramassée,moispassé,,,,,,,,,,,,,
195.0,Spleen,Peuple,Euphrasie,peut—,,,,,,,,,,,,,
196.0,gage—,dange—,ge—,,,,,,,,,,,,,,
197.0,Divinité,vingt—sept,cepte,,,,,,,,,,,,,,
198.0,"P'rê—
facture",Couture,Préfecture,,,,,,,,,,,,,,
199.0,Nutle,Watlevdle,T_1tlet,Titlet,,,,,,,,,,,,,
200.0,A—mt“ de la Religion,Religion,Rliigi,,,,,,,,,,,,,,
201.0,Gerbau,Her—,Mamer—,Ger—,adver—,éner—,.de“darl‘ger,,,,,,,,,,
202.0,Provence,la Provence,Providence,,,,,,,,,,,,,,
203.0,dix—-,Dix—neufans,le Pont-Neuf,,,,,,,,,,,,,,
204.0,apparte—,parti—,Partez,Départemental,Les.partraits,,,,,,,,,,,,
205.0,"vi-
caire général","aﬁ""aire",aﬁ‘aires,éclairerai,involontaire—,,,,,,,,,,,,
206.0,pres—,E_mpressé,Presse,Bresse,ressem—,,,,,,,,,,,,
207.0,Yuma,Comédie,Comédie humaine,justicehumaine,,,,,,,,,,,,,
208.0,sardo—,Sardaigne,Balthasar,Hasard,mansardes,,,,,,,,,,,,
209.0,rue Feydeau,Bayeux,yeux_de feu,,,,,,,,,,,,,,
210.0,anti—,acti—,peti—,"ti—
mide",,,,,,,,,,,,,
211.0,Rooney,Berne,Saverne,Ferney,Moderne,canton de Lucerne,Lucerne,,,,,,,,,,
212.0,"connais—
sance",connais—,Àlbért,c'_o“nnais,,,,,,,,,,,,,
213.0,bois îneX.ploité,Bois,troiSmois,la bmrrgeois‘e,,,,,,,,,,,,,
214.0,habi—,précipitam—,habita—,,,,,,,,,,,,,,
215.0,aper—,imper—,reper—,Per—,super—,,,,,,,,,,,,
216.0,salëte,Salle,Salins,salont,,,,,,,,,,,,,
217.0,eûtadou—,protoco—,vou—,malpropre—,Pérou,éprou—,certesépou—,trou—,,,,,,,,,
218.0,peuvent—,m(mla°neux,rue Neuve,Neuve,,,,,,,,,,,,,
219.0,Zittol,Quint,litté—,quittàt,,,,,,,,,,,,,
220.0,lise,Ang‘aise,urbai—,baiset,An-daise muette,,,,,,,,,,,,
221.0,rage de conﬁer,Conﬁez,conﬁer,conﬁance,,,,,,,,,,,,,
222.0,Ève,ÈVE,nève,,,,,,,,,,,,,,
223.0,uneonseil,Brunet,ubélunä,Lune,pasÿune,Faune,,,,,,,,,,,
224.0,Anglaises,Auglaiso,Anglais,Anglaise,,,,,,,,,,,,,
225.0,appar—,repa—,appa—,,,,,,,,,,,,,,
226.0,Vernie‘il,se'trouver,Vernon,Gouvernement,gouverne—,,,,,,,,,,,,
227.0,m‘en,Genevois,nevoulaitpas,Voulu,,,,,,,,,,,,,
228.0,Granvelle,la Nouvelle,Nouvelle,Nouvelles,,,,,,,,,,,,,
229.0,réso—,déso‘béira,déses—,So—,résolu—,déso—,,,,,,,,,,,
230.0,Sion,division—,sion,lionmy,Diion,,,,,,,,,,,,
231.0,supe—,rape—,rappe—,,,,,,,,,,,,,,
232.0,Ilalien,A l’hôpital,"italienne,,et",ltalien—,l’Italie,ITALIE,"italienne,,et s’",ma1‘ital,Italiens,Italien,eu Italie,Italiennes,italie,Italienne,hell(= llalienn(=,Italie,blienrs
233.0,crai‘gnit,Marais,ve1rai,Serais,,,,,,,,,,,,,
234.0,jusqu’,qu’,,,,,,,,,,,,,,,
235.0,credis,crea—,ﬁacre,,,,,,,,,,,,,,
236.0,hom—,tromperqu’,Borromécs,calom—,trom—,tror_s,,,,,,,,,,,
237.0,d’Etat,Etat,,,,,,,,,,,,,,,
238.0,méca—,occa—,occupa—,esca—,,,,,,,,,,,,,
239.0,accom—,com—-,raccom—,,,,,,,,,,,,,,
240.0,Soulas,Voilà,Soulasl,"Soulas,_voilà",,,,,,,,,,,,,
241.0,BALZÀ(L,BALZAG,,,,,,,,,,,,,,,
242.0,facile—,Sicile,Céciles,Saintes—Céciles,,,,,,,,,,,,,
243.0,rue du Perron,La Roche Hugon,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,,
244.0,vo‘iiS.,to‘iit,,,,,,,,,,,,,,,
245.0,complai—,plai—,,,,,,,,,,,,,,,
246.0,hôtel de Root,vaientà l’hôtel de Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,,,,,,,,
247.0,Lovelacc,vieux Lovelacc,etdela,Love-,Lovelace,"lac
’",,,,,,,,,,,
248.0,dé‘Solc,Soleil,solen—,meil—,lirle soleil,,,,,,,,,,,,
249.0,ﬁèVI‘e,lac Majeur,"A BELGIBA‘I‘E,— Lac Majeur",,,,,,,,,,,,,,
250.0,aspira—,admirable—,admi—,admira—,,,,,,,,,,,,,
251.0,grave—,Grati-,Gra',Graucey,,,,,,,,,,,,,
252.0,"Re,—",Visages,"sage,—",,,,,,,,,,,,,,
253.0,su‘scme,au‘sbir,,,,,,,,,,,,,,,
254.0,Sans,passage Sandrié,passans,ambassa—,,,,,,,,,,,,,
255.0,Blçndet,Splendide,lende—,Blendet,rendez—,,,,,,,,,,,,
256.0,senti—,présen—,présentil,,,,,,,,,,,,,,
257.0,chemi—,cachemire,Le Chemin,Ëldit‘—‘c’,chemi5e,,,,,,,,,,,,
258.0,riuet,s’être,Quo1que,guet—,quetre,treiill’asauvæ.-,Utrecht,,,,,,,,,,
259.0,.Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,que_Florine,Floride,Florine,point-Florine,,,,,,,,,
260.0,résis—,persis—,pers—,,,,,,,,,,,,,,
261.0,latieille,Vetterille,Àlil,Vieilles,Marseille,Vaudille,Grawille,tefeuille,lille,Famille,molle—,,,,,,
262.0,B1ceys,Riceys,Rioeys,Eiceys,,,,,,,,,,,,,
263.0,etfroi,frognèes,"re—

froi—",froi—,,,,,,,,,,,,,
264.0,supp0ricr“,Portsmouth,Supporte‘s,,,,,,,,,,,,,,
265.0,NÉE,Esyagne,bieﬂ‘gagnée,,,,,,,,,,,,,,
266.0,Romy,promp—,prome—,promè—,,,,,,,,,,,,,
267.0,Ghav‘oncourt,Chavouopt1rt,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,Cour,Chavon,Chavonrourt,Chavohcourt,Chavoneourt,Ghavoncourt,Chavouoburt,,,,
268.0,Gelui,Auteuil,luil,,,,,,,,,,,,,,
269.0,Sacriﬁé,sacriﬁé,,,,,,,,,,,,,,,
270.0,la rubriquedeÆlorence,gallique,aifaiidiamatiquez,fripoh,Afrique-,,,,,,,,,,,,
271.0,répon—,profon—,Son—,ordon—,exon—,déraison—,,,,,,,,,,,
272.0,amours—,tourmen—,Bourse,Ursiui,touj‘ours’,,,,,,,,,,,,
273.0,jour—,arcades sour—,nour—,pour—,sour—,amour—,aujour—,pourrèz,four—,tour—,,,,,,,
274.0,calier,"lac
'arec‘uuè pierre au cou !",Arcier,Vierge,Ar0ier,,,,,,,,,,,,
275.0,can—,Van—,ban—,"dan—
ger",Néan—,blan—,,,,,,,,,,,
276.0,indif—,indi—,Indes,indiffé—,,,,,,,,,,,,,
277.0,la cathé—,cathé—,,,,,,,,,,,,,,,
278.0,poir—,Loire,hehreus‘e‘soirée,soiree,,,,,,,,,,,,,
279.0,Mathurins,priélé,plin—,prin—,repritl,,,,,,,,,,,,
280.0,faus—,because,faussementaccusè,aus-—,,,,,,,,,,,,,
281.0,Marsay,t‘ros',Marre,Cimarosa,marco,,,,,,,,,,,,
282.0,Milanais,Milana1s,Mil,milan,Milan,,,,,,,,,,,,
283.0,rue du Croissant,Renaissance,Crois,Croissant,,,,,,,,,,,,,
284.0,Be—,a Be—,,,,,,,,,,,,,,,
285.0,Temps,Empëtré,empê—,,,,,,,,,,,,,,
286.0,Est,Qu‘est,l’Est,n‘es,,,,,,,,,,,,,
287.0,Qual'pianto,Egypan,Ghantonnit,tou—.,pantou—,,,,,,,,,,,,
288.0,événe—,l’avène—,Ne—,,,,,,,,,,,,,,
289.0,Dauphin,Dauphine,,,,,,,,,,,,,,,
290.0,commandémens,Com,.nommnitLoùise,.comme»chäcun,Communal,comme—,commis—,,,,,,,,,,
291.0,comtessse,comtessey,“ Comtesse,"comtesse de
Granville",comtesse,Comté,Comtesse,,,,,,,,,,
292.0,l‘on,enfan—,enfauee,,,,,,,,,,,,,,
293.0,Clichy,Félix,exacte—,parfaite—,préliminai—,délicate—,,,,,,,,,,,
294.0,lajouissance,Souis,Louis—Phüÿape,puis—,"puis—
sance des relations sociales",jouis—,,,,,,,,,,,
295.0,notre exis—,inﬂexiblë;;.—,exis—,,,,,,,,,,,,,,
296.0,choi—,Quels,Sels,Schwilz,Elschoet,,,,,,,,,,,,
297.0,Espdrd,espé—,espa—,esp1it,,,,,,,,,,,,,
298.0,excel—,exces—,néces—,,,,,,,,,,,,,,
299.0,Montcornet,Bcauft‘remont,sont—,front attrislé,Montemisselle,Mont—Cenis,Clermont,Clermont—Mont—Saint—Jean,Gramont,Piémont,,,,,,,
300.0,d1sposﬂmn,Impurtiul,impos—,,,,,,,,,,,,,,
301.0,re—,entre—,s’entr’,contre—sens,,,,,,,,,,,,,
302.0,ravis‘sait,Essaie,lysaitl,,,,,,,,,,,,,,
303.0,souf—,Soutas,,,,,,,,,,,,,,,
304.0,avorr,Pouvoir,‘Voici,avoi—,,,,,,,,,,,,,
305.0,Schmu,Sebmuke,Schmulce,Schmuke,,,,,,,,,,,,,
306.0,rencon—,Lecon—,condot—,décon—,confrotcrnrté,Con—,fécon—,con—.,conju—,,,,,,,,
307.0,Cérès,Varèse,,,,,,,,,,,,,,,
308.0,Savarùs,SAVARU5,Sàvarus,Savarus,,,,,,,,,,,,,
309.0,Songe,Songez,,,,,,,,,,,,,,,
310.0,ê1reca_lomni,Camps,Decamps,,,,,,,,,,,,,,
311.0,Touches,Couchée,,,,,,,,,,,,,,,
312.0,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,
313.0,ambitieuk,Andrieux,ambi—,t’amur,a‘mbitldi‘l',L’AMBITIEUX,,,,,,,,,,,
314.0,si—,vous‘consumez,cons—,circons—,consulta—,Ëonsieur,visi—,consis—,consi—,,,,,,,,
315.0,Lousteau,alousie,Toulouse,Mulhouse,louse,,,,,,,,,,,,
316.0,talonne,Colonne,Gigonnet,pardonne—,l*‘lonne,,,,,,,,,,,,
317.0,Palais,obéis—,hais—,lais—,,,,,,,,,,,,,
318.0,"respec—
ter le bonheur de deux êtres",élec—,respec—,respectueu—,,,,,,,,,,,,,
319.0,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,,
320.0,Marie—,géné—,Marie-Eugénie,ar‘ménieunes,Eugénie,Marie—Eugénie,,,,,,,,,,,
