cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26
57,soli—,Àlil,politi—,Beli—,expli—,Li—,Clichy,Félix,urbai—,négli—,préliminai—,,,,,,,,,,,,,,,,
58,appar—,apparte—,parve—,parti—,Partez,parfaite—,appa—,Supporte‘s,Départemental,,,,,,,,,,,,,,,,,,
59,"elle,.elle",elle—,pne—ﬁlledîscrèie,Est—elle,ellefeul,facile—,—elle,molle—,Telle,,,,,,,,,,,,,,,,,,
60,niens,Venez,Venir,nic—,Souvenirs,Venise,nir,Venu,,,,,,,,,,,,,,,,,,,
61,médie—Française,Français,Française,Françaises,Francais,Français-,Théâtre—Français,,,,,,,,,,,,,,,,,,,,
62,commandémens,M,renseignemens,momens,mouvemenshar—,momentané—,Çome‘die,omen_t,Moyen-,"d’autres
momens",,,,,,,,,,,,,,,,,
63,beau—frère,Bergmaun,BE,abbe,Rubens,Be—,a Be—,,,,,,,,,,,,,,,,,,,,
64,peuvent—,t823,j‘en,senti—,Dent,sccrète‘rﬁent,entendi—,m‘en,tente—,immen—,enten—,dente—,enter—,inten—,éten—,Bppnenant,préten—,ascen—,Décidément,En',ven—,menton,présentil,dépen—,cmgen,entre—,s’entr’
65,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,,,,,,,,,,,
66,Ghav‘oncourt,Chavouopt1rt,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,Chavon,Chavonrourt,Chavohcourt,Chavoneourt,nonchalani—,Ghavoncourt,Chavouoburt,,,,,,,,,,,,,,
67,lac Majeur,"A BELGIBA‘I‘E,— Lac Majeur",,,,,,,,,,,,,,,,,,,,,,,,,
68,Beatrix,Patriote,Béatrix,front attrislé,,,,,,,,,,,,,,,,,,,,,,,
69,"com-
merce de Besançon",cathédrale de Besançon,A Besançr.tn,Besançon,de Besançon,expliquerBesançon,Besancon,thçon,Besan—,BeSañçpﬁ.,liesancon,,,,,,,,,,,,,,,,
70,ﬁèVI‘e,giteuql,Vit,Divinité,Cité,titeﬂ,Ëldit‘—‘c’,Tràhit,quittàt,its,Éit,,,,,,,,,,,,,,,,
71,Basse—du—Rempart,Empëtré,rue Basse—du—Rempart,p,empê—,,,,,,,,,,,,,,,,,,,,,,
72,Nevers,Avez,Berne,Vernie‘il,Saverne,Vernon,travers,Gouvernement,Ferney,Neuve,Moderne,Save,gouverne—,Lucerne,,,,,,,,,,,,,
73,.nommnitLoùise,ê1reca_lomni,Où,,,,,,,,,,,,,,,,,,,,,,,,
74,Nutle,ler,Cercle,Dôle,Bâle',Clermont,souleVer,Lelmobilier,,,,,,,,,,,,,,,,,,,
75,uouoiuui—,uo,uu,,,,,,,,,,,,,,,,,,,,,,,,
76,Gcrsau,Gerbau,conversa—,Gersàu,Gersau,Sautez,Vierge,"sage,—",.de“darl‘ger,,,,,,,,,,,,,,,,,,
77,ﬂorentine statue d’ivoire,l‘aime“ Spéciale de son âm,rue Feydeau,rue de Ne—,rage de conﬁer,"rue
de Grenelle",baie de Naples,rue Neuve,canton de Lucerne,,,,,,,,,,,,,,,,,,
78,égale—,"rue
Pigale",Pigale,,,,,,,,,,,,,,,,,,,,,,,,
79,l‘a,l‘allée,j‘ai,l‘ai,aﬁ‘aires,,,,,,,,,,,,,,,,,,,,,,
80,l’,L’,,,,,,,,,,,,,,,,,,,,,,,,,
81,l‘imagi—,magni—,crai‘gnit,magniﬁ—,,,,,,,,,,,,,,,,,,,,,,,
82,manière‘dont,Ghantonnit,A la manière‘dont,ma‘dou-,,,,,,,,,,,,,,,,,,,,,,,
83,Lu-,au.-,au-,Eaux,F1‘au,au‘sbir,Laure,,,,,,,,,,,,,,,,,,,,
84,plusle,Les Saules,Naples,l‘été.- Les,Seules,Tuileries,lez,ans._Les,Les,Céciles,"dans_,lesquellesgdevait",élec—,sensles.jam—.,Saintes—Céciles,,,,,,,,,,,,,
85,talonne,Barcelone,"château des
Colonna",Colonne,Gigonnet,"vieuX château des
Colonna",Colonna de' home,Colonna,l*‘lonne,,,,,,,,,,,,,,,,,,
86,Gandolphini,Gandohuhini,ohf !,,,,,,,,,,,,,,,,,,,,,,,,
87,diplo—,impatroni,simpliﬁer,employer—,Simplon,simple—,,,,,,,,,,,,,,,,,,,,,
88,chauf—,char—,Cha—,s’ha—,habita—,chat—-,Chaulieu,Charité s’,,,,,,,,,,,,,,,,,,,
89,l‘on,Lyon,sont—,Songe,Son,Donc,Btsonltns,—on,Son—,"maison,-je",Songez,déraison—,Dijon,,,,,,,,,,,,,,
90,B1ceys,Riceys,supp0ricr“,Rioeys,Eiceys,Graucey,,,,,,,,,,,,,,,,,,,,,
91,v1vaclte,"-,—e-",Walte-,salëte,Walt,,,,,,,,,,,,,,,,,,,,,,
92,Légitimistes,piste des intl—,Est,demestiqù_o,desti—,Qu‘est,l’Est,,,,,,,,,,,,,,,,,,,,
93,Mathurins,roma—,Etats romains,Romains,Germain,mainle—,instru—,Comédie humaine,Les‘Romains,,,,,,,,,,,,,,,,,,
94,Ansbach,Sans,»Dans,Dix—neufans,mansardes,Gesanciens,passage Sandrié,Moutonsdans,passans,Salins,,,,,,,,,,,,,,,,,
95,s’établir,S’,ls’,s’être,s’,,,,,,,,,,,,,,,,,,,,,,
96,eûtadou—,vou—,Voussawz,éprou—,certesépou—,Pouvoir,tou—.,Voulu,trou—,pantou—,,,,,,,,,,,,,,,,,
97,Schmu,Schmulce,Mu,Schwilz,Schmuke,,,,,,,,,,,,,,,,,,,,,,
98,P9,j’ai Ïñi',j’,J’,,,,,,,,,,,,,,,,,,,,,,,
99,Montcornet,conti—,Ï,contraste_que,Conti,Visconti,Contat,Tinti,conte—,,,,,,,,,,,,,,,,,,
100,considéra—,vous‘consumez,constdéra—,cons—,circons—,consulta—,connais—,consti—,condimens,consis—,consi—,contre—sens,,,,,,,,,,,,,,,
101,heureux—,Bonheurl,"respec—
ter le bonheur de deux êtres",bonho—,bien-da-bonheur,,,,,,,,,,,,,,,,,,,,,,
102,supe—,rape—,rappe—,,,,,,,,,,,,,,,,,,,,,,,,
103,interroga—,verras,Tre Monasteri,fév_rter,Angleterre,Méditerranée,torrens,"lac
'arec‘uuè pierre au cou !",terre,Terme,Angleterro,,,,,,,,,,,,,,,,
104,D’ALBERT savanes,jh’,Albeüdoit,Albcr,Albertaurailﬁimilé,Albert,Alberta,Iibertal,Àlbért,Àlber,,,,,,,,,,,,,,,,,
105,efi',Pbui'uni,I',L‘i',,,,,,,,,,,,,,,,,,,,,,,
106,lèbre,Näurez,montrez-Ynoi,regret—-,"Re,—",rez,Retournez,rassurez—,rendez—,v0yez,,,,,,,,,,,,,,,,,
107,répétâ,puyé,républi—,répu—,dispu—,résolu—,Républiquey,régu—,,,,,,,,,,,,,,,,,,,
108,Modinier,Marsay,jardin Bergmann,Arcier,Mariniers,ga1erie,Virginie,Téniers,Ar0ier,,,,,,,,,,,,,,,,,,
109,comtesse de Van—,comtesse de Van—-,comtesse de Granville,comtesse de Vande-,courtesse de Grawille,"comtesse de
Granville",comtesse de Mont—,Le Grâçe,,,,,,,,,,,,,,,,,,,
110,Améde‘e,médi—,credis,Amédis,Amédée,,,,,,,,,,,,,,,,,,,,,,
111,Grenoble,incapabled’,Obl,Noblesse,Nobles,obligéde,,,,,,,,,,,,,,,,,,,,,
112,M0—,50—,,,,,,,,,,,,,,,,,,,,,,,,,
113,Ghampfort,Champes,Champs-Elysées,cham—,Champmeslé,,,,,,,,,,,,,,,,,,,,,,
114,Argaiolo,ARGAIOLO,VlMERGATI,,,,,,,,,,,,,,,,,,,,,,,,
115,Mesdemoiselles,mademoi—,mademoiselle,made-—,Montemisselle,,,,,,,,,,,,,,,,,,,,,,
116,priélé,Marie—Angélique,MarieAngélique,gallique,Afrique-,,,,,,,,,,,,,,,,,,,,,,
117,géné—,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,,,,,,,
118,lac des Quatre—Cantons,"puis—
sance des relations sociales",lac des Quatre—Can—,Quatre—Can—,,,,,,,,,,,,,,,,,,,,,,,
119,ﬁe’,ce’,cepte,ﬁaüce,ﬁde’,,,,,,,,,,,,,,,,,,,,,,
120,allu—,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,,,,,,,,,,,,
121,Ehl,athlète—,délicate—,,,,,,,,,,,,,,,,,,,,,,,,
122,dejà,.dejeunt‘s,.dejeunt‘s tilleuls,t‘ût,Lejeune,,,,,,,,,,,,,,,,,,,,,,
123,Wattovillc,Wattevilleimagina,Wattnvillc,Wattevilie,Wattoville,Watlevdle,deWatteville,Watleville,Walteville,Wattevilla,Wattevill‘e,Wattevitlv,Watteville,atteville;éæièntr‘emplis,Wat—,Wàtteville,maison Watteville,devatt—,Waueville,Wattcville,Wattevillc,,,,,,
124,"mes-;,il",Sommes,Brièresdﬁ,Espdrd,Hommes,Jardin des Plantes,sées,espé—,Es,cesablim,nimes,frognèes,esp1it,n‘es,néces—,Tes,,,,,,,,,,,
125,"connais—
sance",Sa',voyais,Renaissance,Visages,Sais,Vais,ravis‘sait,Essaie,c'_o“nnais,hais—,lysaitl,taid,Fantaisie,,,,,,,,,,,,,
126,re—,grave—,reve—,singulière—,Revue,Eve,,,,,,,,,,,,,,,,,,,,,
127,Nucingen,inci—,Nucin-,,,,,,,,,,,,,,,,,,,,,,,,
128,venant._enﬁn,Enﬁn,Enﬁn‘je,,,,,,,,,,,,,,,,,,,,,,,,
129,carac—,para—,arra—,Paradis,aupara—,Les.partraits,,,,,,,,,,,,,,,,,,,,,
130,brasàsa,Rastiguac,Rasﬁgnac,Rastignac,Rasti{gnac,tignac,Rasttgnec,,,,,,,,,,,,,,,,,,,,
131,Sûr,Sûre,,,,,,,,,,,,,,,,,,,,,,,,,
132,pous—,faus—,faussementaccusè,aus-—,enfauee,,,,,,,,,,,,,,,,,,,,,,
133,Ève,veît,ÈVE,nève,,,,,,,,,,,,,,,,,,,,,,,
134,veu—,mu—,etlïu—,Bayeux,ameu—,cru—-,înelheu—,Eu—,Nu—,yeux_de feu,débu—,malheu—,déjeu—,respectueu—,,,,,,,,,,,,,
135,Sutton,su—,su‘scme,D‘ièut,Bossuct,Sut,Portsmouth,,,,,,,,,,,,,,,,,,,,
136,hou1ge01s,Ge-,gage—,dange—,ge—,de—,Bugey,,,,,,,,,,,,,,,,,,,,
137,Cé,Forcée,Cérès,Célébrité,,,,,,,,,,,,,,,,,,,,,,,
138,A—mt“ de la Religion,Religion,Rliigi,,,,,,,,,,,,,,,,,,,,,,,,
139,protoco—,Provence,la Provence,cena,Providence,,,,,,,,,,,,,,,,,,,,,,
140,onle,nl,le Pont-Neuf,Nleorivez,,,,,,,,,,,,,,,,,,,,,,,
141,pres—,nesse,tell intéressé,E_mpressé,Russes,Presse,ﬁnesse,Bresse,ressem—,,,,,,,,,,,,,,,,,,
142,Rnpt,Itupt,eæwptioad’,Bupt,Rupt,,,,,,,,,,,,,,,,,,,,,,
143,assem—,Masse].,maitre‘sse—ﬁlle,Massol,Chasseur étin—,Ramassée,Gymnase,Masse,Assis,Iiasses,,,,,,,,,,,,,,,,,
144,Egypan,Nantua,Gharnathan,Nathan,aNathan,s‘a‘handonna‘it,than,Juan,,,,,,,,,,,,,,,,,,,
145,devaitsecou—,amours—,Gur,décou—,tourmen—,Bixiou,Cour,Couture,pourrèz,touj‘ours’,Couchée,,,,,,,,,,,,,,,,
146,"Belgirate,'moﬁ",Belgirele,Rabat,Belgique,Belgirate,Belgiratè,de Belgique,Bèlglrate,,,,,,,,,,,,,,,,,,,
147,dePerrault,aper—,permet—,imper—,obser—,reper—,éter—,Ger—,Per—,adver—,"appor—
ter",éner—,persis—,super—,pers—,mater—,serpens,,,,,,,,,,
148,Temps,Framäâca,Camps,ca,Decamps,,,,,,,,,,,,,,,,,,,,,,
149,t’amur,t’,l830,ot’,,,,,,,,,,,,,,,,,,,,,,,
150,riuet,guet—,Etc,quetre,,,,,,,,,,,,,,,,,,,,,,,
151,Brunet,"for—
tune",ubélunä,Lune,pasÿune,Vlu,Faune,,,,,,,,,,,,,,,,,,,,
152,Anglaises,Ang‘aise,Auglaiso,Anglais,Anglaise,An-daise muette,,,,,,,,,,,,,,,,,,,,,
153,se'trouver,Granvelle,la Nouvelle,Nouvelle,Nouvelles,,,,,,,,,,,,,,,,,,,,,,
154,réso—,déso‘béira,dé‘Solc,So—,déso—,désagréa—,,,,,,,,,,,,,,,,,,,,,
155,T—.:Mais,Mail,"pleurait,4mais",Lui?jamais,aifaiidiamatiquez,Marais,ve1rai,Magistrature,Serais,marco,hôtel du Marais,,,,,,,,,,,,,,,,
156,éldgmtt,attei—,attein—,pein—,—- Fitte,,,,,,,,,,,,,,,,,,,,,,
157,manège,Yuma,Normandie,Be1gmann,déman—,deman—,Mamer—,MADAME,Maman,Allemand,,,,,,,,,,,,,,,,,
158,uneonseil,la Seine,"Fon-
taine",Co.peinlre,Caroline,Seine,Magdeleine,se;démène,,,,,,,,,,,,,,,,,,,
159,Ilalien,Folie,A l’hôpital,Cité sauts ton pien hz‘1‘euæ tc,calier,"italienne,,et",ltalien—,l’Italie,Napolitain,ITALIE,précipitam—,"italienne,,et s’",ma1‘ital,Italiens,Italien,eu Italie,Italiennes,italie,Italienne,hell(= llalienn(=,Italie,blienrs,,,,,
160,jusqu’,Quo1que,Quaïﬁi,qu’,qu0i,,,,,,,,,,,,,,,,,,,,,,
161,rencon—,éton—,Lecon—,condot—,convul—,Conﬁez,décon—,confrotcrnrté,profon—,conﬁer,Con—,fécon—,ordon—,exon—,con—.,conju—,,,,,,,,,,,
162,hom—,tromperqu’,Borromécs,calom—,Romy,triom—,promp—,t‘ros',trom—,prome—,promè—,tror_s,,,,,,,,,,,,,,,
163,Européen,l’Europe,l'Europe,Peuple,Europe,peut—,,,,,,,,,,,,,,,,,,,,,
164,agiotagc,BALZÀ(L,BALZAG,J,,,,,,,,,,,,,,,,,,,,,,,
165,rue du Perron,rue du Croissant,La Roche Hugon,rue du Rocher,,,,,,,,,,,,,,,,,,,,,,,
166,belvcdèrc,intel—,Bruel,Quels,lalumièrel,etdela,Hummel,el,réel—,excel—,Elschoet,,,,,,,,,,,,,,,,
167,coq de l‘hôtel,l‘hôtel,orne l’hôtel,hôtel de Root,vaientà l’hôtel de Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,,,,,,,,,,,,,,,,,,,
168,pè1e,Soleil,solen—,meil—,lirle soleil,,,,,,,,,,,,,,,,,,,,,,
169,aspira—,admirable—,d‘adorab‘hfs,admi—,admira—,,,,,,,,,,,,,,,,,,,,,,
170,Emilio,Aumilieude,Milanais,Milana1s,lady—,ila11cnhes,Mil,—,milan,Milan,,,,,,,,,,,,,,,,,
171,dix—-,plusdis—,indif—,indi—,dis—-,indispen—,indiscré—,indis—,indiffé—,,,,,,,,,,,,,,,,,,
172,Hollandais,colla—,V1(1lla1,Hollande,,,,,,,,,,,,,,,,,,,,,,,
173,Spleen,Blçndet,cend,Splendide,lende—,endor—,Blendet,Eden,denxpios,,,,,,,,,,,,,,,,,,
174,écri—,ﬁacre,Sacriﬁé,sacriﬁé,,,,,,,,,,,,,,,,,,,,,,,
175,Rooney,les Rouxey,Rouxeyi,lac des Bouxey,Les Rouxey,Ilouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,,,,,,,,,
176,mar—-,embarca-lère,regar—,car—-,Marre,Madre,i’,remar—,Cimarosa,,,,,,,,,,,,,,,,,,
177,.Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,la rubriquedeÆlorence,que_Florine,Florentine,Floride,Flo—,Florine,point-Florine,Florence,,,,,,,,,,,,,,,
178,Suisse,Palais,laisser—,Suisses,Siiisse,applaudisse—,I,baiset,éclairerai,Laisse,laissersen,plai—,lais—,,,,,,,,,,,,,,
179,produi—,etfroi,fripoh,"re—

froi—",froi—,,,,,,,,,,,,,,,,,,,,,,
180,Gelui,Auteuil,luil,Ilup‘t,,,,,,,,,,,,,,,,,,,,,,,
181,Cirque espagnol,Espagnols,espa—,Esyagne,Espagne,Champagne,,,,,,,,,,,,,,,,,,,,,
182,la cohési0n,la Scala,la cathé—,cathé—,,,,,,,,,,,,,,,,,,,,,,,
183,événe—,l’avène—,m(mla°neux,Rhône,pardonne—,Ne—,,,,,,,,,,,,,,,,,,,,,
184,prenez—,compren—,Apprenez,malpropre—,présen—,Préfecture,pren—,Où prendras-tu,repritl,,,,,,,,,,,,,,,,,,
185,lajouissance,Souis,Louis—Phüÿape,puis—,jouis—,,,,,,,,,,,,,,,,,,,,,,
186,résis—,obéis—,notre exis—,inﬂexiblë;;.—,exis—,exces—,,,,,,,,,,,,,,,,,,,,,
187,Autriche,Ht,Utrecht,,,,,,,,,,,,,,,,,,,,,,,,
188,S,atmos—,d1sposﬂmn,impru—,kios—,Impurtiul,impos—,,,,,,,,,,,,,,,,,,,,
189,avorr,Voilà,choi—,‘Voici,avoi—,,,,,,,,,,,,,,,,,,,,,,
190,Zittol,vo‘iiS.,to‘iit,,,,,,,,,,,,,,,,,,,,,,,,
191,"-

— Sois",Vdioi,Genevois,Toustrois,Bois,Crois,moispassé,Croissant,troiSmois,la bmrrgeois‘e,Oimèl,,,,,,,,,,,,,,,,
192,Rodolpheles,Rodol—,é1=,Bbdolphd,Rodol-,broda,col-—,,,,,,,,,,,,,,,,,,,,
193,.-fæ,"- —
A",-—- x1n,.-—.,".-_-.,-",- -.-,,,,,,,,,,,,,,,,,,,,,
194,varon,Larue,Savaron,Savarùs,SAVARU5,Sàvarus,Savarus,,,,,,,,,,,,,,,,,,,,
195,Francesl}a,ram réagiesaitl Francesca,Grancey,Francesca,France$ca,Franche—Comté,franchis—,Franche,Jeune-France,la France,france,tance,de France,conﬁance,France,,,,,,,,,,,,
196,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,,,,,,,,,,,
197,Touches,jüry,Vauchel-,clel‘devaut,cachettel‘ies,Vauchelles,,,,,,,,,,,,,,,,,,,,,
198,yous,Lousteau,because,alousie,Toulouse,vigoureusem,Mulhouse,louse,,,,,,,,,,,,,,,,,,,
199,grand—livre,pauvrevgrund,grand—sur,Vivre,grandrenfort,Grand—livre,,,,,,,,,,,,,,,,,,,,,
200,exem—,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,,,,,,,,,,,
201,Brie,Andrieux,Marie—,"Marie—
Eugeênie",Eugeênie,Euge‘nie,Mairie,Marie-Eugénie,Jérémie,Gulhrie,ar‘ménieunes,Eugénie,Marie—Eugénie,,,,,,,,,,,,,,
