cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
31,Cos,atmos—,d1sposﬂmn,costu—,kios—,t‘ros',,,,,,,,,,,,,,,,
32,le Corso,Corso,rs,corn,,,,,,,,,,,,,,,,,,
33,dix—-,Dix—neufans,,,,,,,,,,,,,,,,,,,,
34,de Versailles,Versailles,broassailles,conversa—,Nevers,,,,,,,,,,,,,,,,,
35,Dent de “Viard,Dent de Vilard,Dent de' Vilaid,Pont de Ward,Dent de Vitara,Vilardwetæ,,,,,,,,,,,,,,,,
36,d’instruction,imaginétionsde,eæwptioad’,srÈctn,instru—,,,,,,,,,,,,,,,,,
37,Fl-ncle'nÿ,Fl-ncle'nÿ Malgré,Bâle',,,,,,,,,,,,,,,,,,,
38,sachez—,cachettel‘ies,achez—,Sachez,,,,,,,,,,,,,,,,,,
39,Nucingen,Nucin-,cmgen,,,,,,,,,,,,,,,,,,,
40,Marsay,mar—-,car—-,Marre,remar—,marco,,,,,,,,,,,,,,,,
41,Saint—,rue Saint—Lazare,Saint—Germain,Saint—Hérem,Saint—Martin,Saint—Lazare,mainte—,Sainte—Hélène,Saint—Jean,Lekain,Saint des Saints—Il,,,,,,,,,,,
42,Ordinaire,"extraordi—
naire",Ehl,extraor—,voquée extraordinaüement,trahi—,,,,,,,,,,,,,,,,
43,Sommes,Hommes,,,,,,,,,,,,,,,,,,,,
44,Bourg,Bourg-,Bourse,bourgeoise—,ébouriﬁ‘ante,Strasbourg,,,,,,,,,,,,,,,,
45,prenez—,jh’,Apprenez,Venez,pren—,Où prendras-tu,,,,,,,,,,,,,,,,
46,Raoul,"Baoul,_la",BaoulNa-,Baoul',Raoul‘sera,disaitRaoul,àRaoul,,,,,,,,,,,,,,,
47,m’_àiifte1‘a,m’,,,,,,,,,,,,,,,,,,,,
48,Ht,Utrecht,,,,,,,,,,,,,,,,,,,,
49,Itàlienne,Quotidienne,médienne,vienne,Vienne,Bouirienne,Ila11enne,vien—,Vierge,profund mienne,ennemisou,Sicitienne,,,,,,,,,,
50,a—,enga—,méca—,situa—,Cha—,écla—,aléa—,repa—,ména—,déta—,s’ha—,crea—,occa—,Sa—,atta—,ja—,occupa—,Na—,,,,
51,S,justi—,acti—,justiﬁé,peti—,—,justicehumaine,"ti—
mide",,,,,,,,,,,,,,
52,lomène,Phdomèné,Philomènes,i’,Philo-,se;démène,,,,,,,,,,,,,,,,
53,moin—,Soin,plin—,moii—,hoinms,prin—,amoindrîr,,,,,,,,,,,,,,,
54,jardi—,jardin Bergmann,Bergmaun,Jardin des Plantes,Be1gmann,,,,,,,,,,,,,,,,,
55,Soulas,Soulasl,nevoulaitpas,"Soulas,_voilà",souf—,Soutas,,,,,,,,,,,,,,,,
56,àParis,Parisien,Parisiens,Paris,Paris.—Impr,Parismonsieur,Parisiennes,"parisien,,le",Fantaisie,,,,,,,,,,,,,
57,Dilet,I‘illet,latieille,Vetterille,Tillet,M,Trllet,Gentillet,Quillet,bt‘l\’étièle,Sieilet,J,,,,,,,,,,
58,compri—,comprist‘s,compren—,priélé,,,,,,,,,,,,,,,,,,
59,Neufchâtol,Neufchâtel,le Pont-Neuf,,,,,,,,,,,,,,,,,,,
60,Doubs,du Doubs,du Japon,tié douce,,,,,,,,,,,,,,,,,,
61,mons,Barcelone,Londres,Lons,Réveillon,Arrêtons,lons,Ëonsieur,Moutonsdans,cloî—,salont,lons de l‘aristocratie bisontine,—- Allons,,,,,,,,,
62,Villa-l)îodali,Manerville,"ﬁlle,-il","drame—
vandeville",Vieilles,Ville,Marseille,Vaudille,la Ville,Watleville,Villa-Diodeti,Grawille,Vill,Granville,Hôtel—de Ville,Mancrville,tefeuille,lille,treiill’asauvæ.-,Famille,Waueville,Vill_
63,demon—,Tre Monasteri,monu—,remon—,mo‘n',Mon—,promon—,.”-“:.,Monvel,profon—,ﬁ.;m,ordon—,exon—,,,,,,,,,
64,alpes,Alpes,Al_—,Idéal,I,,,,,,,,,,,,,,,,,
65,répétâ,puyé,républi—,répu—,Républiquey,,,,,,,,,,,,,,,,,
66,invo—,envo—,involontaire—,,,,,,,,,,,,,,,,,,,
67,Fédéral,Opéra,bal de l’Opéra,Pérou,—- JérAme,,,,,,,,,,,,,,,,,
68,Glisinbre-h’ai—ja pas prononcés,baron—,Rooney,varon,Savaron,Caroline,Cimarosa,,,,,,,,,,,,,,,
69,Saint-Gothard,Saint-Gotha‘rd,hypothè—,"Saint—
Gothard",,,,,,,,,,,,,,,,,,
70,soli—,Àlil,Beli—,expli—,Li—,Clichy,Félix,vivaci—,négli—,préliminai—,,,,,,,,,,,,
71,Boule,boule—,Voulu,souleVer,,,,,,,,,,,,,,,,,,
72,Angleterre,"lac
'arec‘uuè pierre au cou !",terre,Angleterro,,,,,,,,,,,,,,,,,,
73,appar—,apparte—,exacte—,parti—,Partez,parfaite—,appa—,Départemental,,,,,,,,,,,,,,
74,"château des
Colonna","vieuX château des
Colonna",,,,,,,,,,,,,,,,,,,,
75,"elle,.elle",maitre‘sse—ﬁlle,Naturellement1l,elle—,Est—elle,ellefeul,"rue
de Grenelle",—elle,molle—,Telle,,,,,,,,,,,,
76,Venir,Souvenirs,Venise,nir,Venu,,,,,,,,,,,,,,,,,
77,moteur—,giteuql,Moniteur,,,,,,,,,,,,,,,,,,,
78,commandémens,renseignemens,momens,mouvemenshar—,momentané—,Çome‘die,omen_t,Moyen-,condimens,"d’autres
momens",,,,,,,,,,,,
79,médie—Française,Français,Française,Françaises,Français-,Théâtre—Français,,,,,,,,,,,,,,,,
80,sccrète‘rﬁent,entendi—,tente—,immen—,enten—,inten—,éten—,préten—,En',ven—,dépen—,,,,,,,,,,,
81,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,,,,,,
82,impru—,cru—-,l‘insouciante impru—,Impurtiul,impos—,,,,,,,,,,,,,,,,,
83,Ghav‘oncourt,Chavouopt1rt,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,Chavon,Chavonrourt,Chavohcourt,Chavoneourt,nonchalani—,Ghavoncourt,Chavouoburt,,,,,,,,,
84,beau—frère,Beatrix,Patriote,Béatrix,front attrislé,,,,,,,,,,,,,,,,,
85,eXpirant,tran—,iran,arran—,iran—,rantiras,,,,,,,,,,,,,,,,
86,"com-
merce de Besançon",cathédrale de Besançon,A Besançr.tn,Besançon,de Besançon,expliquerBesançon,,,,,,,,,,,,,,,,
87,réso—,déso‘béira,So—,résolu—,déso—,,,,,,,,,,,,,,,,,
88,t823,embarca-lère,Basse—du—Rempart,rue Basse—du—Rempart,,,,,,,,,,,,,,,,,,
89,jç,interroga—,fév_rter,lanter—,enter—,éter—,Terme,mater—,,,,,,,,,,,,,,
90,verras,Avez,Berne,Vernie‘il,Saverne,Vernon,travers,Gouvernement,Moderne,Save,gouverne—,,,,,,,,,,,
91,.nommnitLoùise,ê1reca_lomni,O-,Où,,,,,,,,,,,,,,,,,,
92,"Marie—
Eugeênie",Eugeênie,Euge‘nie,Bugey,,,,,,,,,,,,,,,,,,
93,uouoiuui—,chui—,uo,uu,,,,,,,,,,,,,,,,,,
94,Gcrsau,Gerbau,Gersàu,Gersau,.de“darl‘ger,,,,,,,,,,,,,,,,,
95,égale—,"rue
Pigale",Pigale,,,,,,,,,,,,,,,,,,,
96,l‘a,l‘allée,l‘aime“ Spéciale de son âm,j‘ai,l‘ai,A,,,,,,,,,,,,,,,,
97,l‘imagi—,magni—,magniﬁ—,,,,,,,,,,,,,,,,,,,
98,manière‘dont,A la manière‘dont,ma‘dou-,,,,,,,,,,,,,,,,,,,
99,cend,ascen—,cena,endor—,,,,,,,,,,,,,,,,,,
100,Lu-,au.-,au-,Eaux,F1‘au,au‘sbir,,,,,,,,,,,,,,,,
101,Les Saules,Naples,l‘été.- Les,Seules,lez,ans._Les,Les,Dôle,Le Grâçe,"dans_,lesquellesgdevait",sensles.jam—.,,,,,,,,,,,
102,talonne,Colonne,Gigonnet,Colonna de' home,Colonna,l*‘lonne,,,,,,,,,,,,,,,,
103,char—,"Chartreuse des
Bouxey",Grande Chartreuse,fastueuse—,Chartreuse,meuse,Grande—Chartreuse,"le,.rilberl u.ruis.le Général des Chartreux",gracieuse—,Grande-Chartreuse,vigoureusem,Charité s’,,,,,,,,,,
104,diplo—,impatroni,simpliﬁer,employer—,Simplon,simple—,,,,,,,,,,,,,,,,
105,l‘on,Lyon,sont—,Songe,Son,Donc,thçon,Btsonltns,—on,Son—,Bisonlins,"maison,-je",Songez,déraison—,Dijon,,,,,,,
106,B1ceys,Riceys,Rioeys,Eiceys,,,,,,,,,,,,,,,,,,
107,v1vaclte,Walte-,Walt,,,,,,,,,,,,,,,,,,,
108,Légitimistes,Est,demestiqù_o,desti—,Qu‘est,l’Est,,,,,,,,,,,,,,,,
109,BE,abbe,Be—,a Be—,,,,,,,,,,,,,,,,,,
110,Mathurins,roma—,Etats romains,Mail,Romains,Germain,mainle—,Comédie humaine,Les‘Romains,,,,,,,,,,,,,
111,L’abbé de Godenars,Godenars,,,,,,,,,,,,,,,,,,,,
112,Schmu,Schmulce,Mu,Schwilz,Schmuke,,,,,,,,,,,,,,,,,
113,Suisse,Suisses,Russes,,,,,,,,,,,,,,,,,,,
114,Bisontins,jüry,anti—,conti—,contraste_que,Conti,Visconti,Contat,Tinti,conte—,,,,,,,,,,,,
115,Cité sauts ton pien hz‘1‘euæ tc,Curiosité,Divinité,Cité,précipitam—,,,,,,,,,,,,,,,,,
116,rapi—,incapabled’,capi—,mpi—,Ghapitre,,,,,,,,,,,,,,,,,
117,considéra—,vous‘consumez,constdéra—,cons—,circons—,consulta—,consti—,consis—,consi—,,,,,,,,,,,,,
118,heureux—,Bonheurl,bonho—,bien-da-bonheur,,,,,,,,,,,,,,,,,,
119,supe—,rape—,rappe—,,,,,,,,,,,,,,,,,,,
120,premièreçfois,lumi—,lalumièrel,singulière—,,,,,,,,,,,,,,,,,,
121,D’ALBERT savanes,Albeüdoit,Albcr,Albertaurailﬁimilé,Albert,Alberta,Iibertal,Àlbért,Àlber,,,,,,,,,,,,,
122,le Rhin,in’,Rhin,,,,,,,,,,,,,,,,,,,
123,éton—,bouton—,répon—,ton—,-,,,,,,,,,,,,,,,,,
124,efi',Pbui'uni,j’ai Ïñi',I',L‘i',,,,,,,,,,,,,,,,,
125,lèbre,Näurez,montrez-Ynoi,regret—-,rez,rassurez—,v0yez,,,,,,,,,,,,,,,
126,Modinier,Arcier,Mariniers,Virginie,Téniers,Ar0ier,,,,,,,,,,,,,,,,
127,Besancon,Besan—,Gesanciens,BeSañçpﬁ.,liesancon,,,,,,,,,,,,,,,,,
128,l’,L’,,,,,,,,,,,,,,,,,,,,
129,Améde‘e,médi—,Méditerranée,credis,Amédis,dispu—,Amédée,,,,,,,,,,,,,,,
130,Grenoble,Obl,Noblesse,Nobles,obligéde,,,,,,,,,,,,,,,,,
131,la Havane,Avant1830,l830,,,,,,,,,,,,,,,,,,,
132,Belgique,aifaiidiamatiquez,de Belgique,Afrique-,,,,,,,,,,,,,,,,,,
133,Ghampfort,Champes,Champs-Elysées,chat—-,Champagne,cham—,Champmeslé,,,,,,,,,,,,,,,
134,Argaiolo,ARGAIOLO,VlMERGATI,,,,,,,,,,,,,,,,,,,
135,Mesdemoiselles,mademoi—,mademoiselle,made-—,Montemisselle,,,,,,,,,,,,,,,,,
136,Marie—Angélique,MarieAngélique,gallique,,,,,,,,,,,,,,,,,,,
137,géné—,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,,
138,lac des Quatre—Cantons,lac des Quatre—Can—,Quatre—Can—,,,,,,,,,,,,,,,,,,,
139,natu—,Gharnathan,Nathan,aNathan,than,,,,,,,,,,,,,,,,,
140,ﬁe’,ce’,cepte,ﬁaüce,ﬁde’,,,,,,,,,,,,,,,,,
141,allu—,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,,,,,,,
142,dejà,.dejeunt‘s,.dejeunt‘s tilleuls,t‘ût,Lejeune,,,,,,,,,,,,,,,,,
143,Wattovillc,Wattevilleimagina,Wattnvillc,Wattevilie,Wattoville,Watlevdle,deWatteville,Walteville,Wattevilla,Wattevill‘e,Wattevitlv,Watteville,atteville;éæièntr‘emplis,Wat—,Wàtteville,maison Watteville,devatt—,Wattcville,Wattevillc,,,
144,"mes-;,il",Espdrd,déses—,sées,espé—,Indes,Es,cesablim,nimes,frognèes,esp1it,n‘es,esca—,Tes,,,,,,,,
145,Sa',voyais,T—.:Mais,Lui?jamais,Sais,Vais,ravis‘sait,Essaie,hais—,lysaitl,,,,,,,,,,,,
146,intel—,tell intéressé,Quint,inté—,litté—,Intérêts,,,,,,,,,,,,,,,,
147,pauvrevgrund,grave—,parve—,reve—,Revue,Eve,,,,,,,,,,,,,,,,
148,venant._enﬁn,Enﬁn,Enﬁn‘je,,,,,,,,,,,,,,,,,,,
149,para—,arra—,Paradis,aupara—,,,,,,,,,,,,,,,,,,
150,napoléo—,politi—,"Fon-
taine",Napolitain,taid,,,,,,,,,,,,,,,,,
151,E,Rastiguac,Rasﬁgnac,Rastignac,Rasti{gnac,tignac,Rasttgnec,,,,,,,,,,,,,,,
152,Sûr,Sûre,,,,,,,,,,,,,,,,,,,,
153,pous—,faus—,because,faussementaccusè,aus-—,enfauee,,,,,,,,,,,,,,,,
154,ﬁèVI‘e,pè1e,Ève,veît,ÈVE,nève,,,,,,,,,,,,,,,,
155,veu—,mu—,etlïu—,ameu—,înelheu—,Eu—,Nu—,débu—,malheu—,régu—,déjeu—,,,,,,,,,,,
156,Sutton,su—,su‘scme,D‘ièut,Bossuct,Sut,,,,,,,,,,,,,,,,
157,Spleen,plusle,Peuple,Euphrasie,peut—,,,,,,,,,,,,,,,,,
158,hou1ge01s,Ge-,siégeaît,gage—,dange—,ge—,,,,,,,,,,,,,,,,
159,Cé,Forcée,Cérès,,,,,,,,,,,,,,,,,,,
160,A—mt“ de la Religion,agiotagc,Religion,Rliigi,,,,,,,,,,,,,,,,,,
161,Provence,la Provence,Providence,,,,,,,,,,,,,,,,,,,
162,onle,nl,Nleorivez,,,,,,,,,,,,,,,,,,,
163,"vi-
caire général","aﬁ""aire",aﬁ‘aires,éclairerai,,,,,,,,,,,,,,,,,,
164,pres—,Ï,E_mpressé,Presse,Bresse,ressem—,,,,,,,,,,,,,,,,
165,Rnpt,Itupt,Bupt,Rupt,,,,,,,,,,,,,,,,,,
166,assem—,Masse].,Massol,Chasseur étin—,Haüysséæ,Ramassée,Masse,Assis,Iiasses,,,,,,,,,,,,,
167,sardo—,Sardaigne,Balthasar,Hasard,mansardes,,,,,,,,,,,,,,,,,
168,rue Feydeau,Bayeux,yeux_de feu,,,,,,,,,,,,,,,,,,,
169,Sautez,Auteuil,ohf !,luil,,,,,,,,,,,,,,,,,,
170,amours—,Jura,Gur,décou—,tourmen—,Retournez,Cour,pourrèz,touj‘ours’,Couchée,,,,,,,,,,,,
171,"Belgirate,'moﬁ",Belgirele,Girardet,Belgirate,Belgiratè,Bèlglrate,,,,,,,,,,,,,,,,
172,"-

— Sois",Genevois,Bohême,bois îneX.ploité,Bois,troiSmois,la bmrrgeois‘e,Oimèl,,,,,,,,,,,,,,
173,habi—,habita—,,,,,,,,,,,,,,,,,,,,
174,dePerrault,aper—,permet—,imper—,Her—,obser—,reper—,Mamer—,Ger—,Per—,adver—,éner—,super—,,,,,,,,,
175,Temps,Camps,ca,Decamps,,,,,,,,,,,,,,,,,,
176,peuvent—,m(mla°neux,rue Neuve,Neuve,,,,,,,,,,,,,,,,,,
177,t’amur,t’,ot’,,,,,,,,,,,,,,,,,,,
178,rage de conﬁer,Conﬁez,conﬁer,,,,,,,,,,,,,,,,,,,
179,Brunet,"for—
tune",ubélunä,Lune,pasÿune,Ilup‘t,Vlu,Faune,,,,,,,,,,,,,,
180,Anglaises,Ang‘aise,Auglaiso,Anglais,baiset,Anglaise,An-daise muette,,,,,,,,,,,,,,,
181,Granvelle,la Nouvelle,Nouvelle,Nouvelles,,,,,,,,,,,,,,,,,,
182,"pleurait,4mais",crai‘gnit,Marais,ve1rai,Serais,hôtel du Marais,,,,,,,,,,,,,,,,
183,Vdioi,Sion,"l’0ppo—
sition",division—,Trîvulzio,Bixiou,sion,Sidonie,lionmy,Diion,,,,,,,,,,,,
184,éldgmtt,attei—,attein—,pein—,,,,,,,,,,,,,,,,,,
185,manège,Yuma,Normandie,Maman,,,,,,,,,,,,,,,,,,
186,Blçndet,Splendide,de—,lende—,Blendet,rendez—,,,,,,,,,,,,,,,,
187,uneonseil,la Seine,Co.peinlre,Seine,Magdeleine,,,,,,,,,,,,,,,,,
188,Ilalien,Folie,A l’hôpital,calier,"italienne,,et",ltalien—,l’Italie,ITALIE,"italienne,,et s’",ma1‘ital,Italiens,Italien,eu Italie,Italiennes,italie,Italienne,hell(= llalienn(=,Italie,blienrs,,,
189,jusqu’,Quo1que,Quaïﬁi,qu’,qu0i,,,,,,,,,,,,,,,,,
190,rencon—,Lecon—,condot—,convul—,décon—,confrotcrnrté,Con—,fécon—,con—.,conju—,,,,,,,,,,,,
191,hom—,tromperqu’,Borromécs,calom—,Romy,triom—,trom—,tror_s,,,,,,,,,,,,,,
192,Européen,l’Europe,l'Europe,Europe,,,,,,,,,,,,,,,,,,
193,C0'—,BALZÀ(L,BALZAG,,,,,,,,,,,,,,,,,,,
194,facile—,Sicile,Céciles,l‘Ile,Saintes—Céciles,,,,,,,,,,,,,,,,,
195,rue du Perron,rue de Ne—,La Roche Hugon,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,,,,,,
196,<,"P'rê—
facture",Magistrature,Couture,Préfecture,Laure,,,,,,,,,,,,,,,,
197,produi—,protoco—,malpropre—,promp—,prome—,promè—,,,,,,,,,,,,,,,,
198,belvcdèrc,Bruel,Quels,Gelui,etdela,Hummel,el,réel—,Lelmobilier,Elschoet,,,,,,,,,,,,
199,s’établir,S’,ls’,s’être,s’,,,,,,,,,,,,,,,,,
200,vo‘iiS.,to‘iit,,,,,,,,,,,,,,,,,,,,
201,coq de l‘hôtel,l‘hôtel,orne l’hôtel,hôtel de Root,vaientà l’hôtel de Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,,,,,,,,,,,,,,
202,la cohési0n,la Scala,la Comtoise,LA conrsssn,Comté,la Comté,,,,,,,,,,,,,,,,
203,dé‘Solc,Soleil,solen—,meil—,lirle soleil,,,,,,,,,,,,,,,,,
204,lac Majeur,"A BELGIBA‘I‘E,— Lac Majeur",,,,,,,,,,,,,,,,,,,,
205,aspira—,admirable—,admi—,admira—,,,,,,,,,,,,,,,,,,
206,"-,—e-","Re,—",Visages,"sage,—",,,,,,,,,,,,,,,,,,
207,j’,J’,,,,,,,,,,,,,,,,,,,,
208,plusdis—,indif—,indi—,dis—-,indispen—,indiscré—,indis—,indiffé—,,,,,,,,,,,,,,
209,Montcornet,Bcauft‘remont,ler,Cercle,Mont—Cenis,Clermont,Clermont—Mont—Saint—Jean,Gramont,Piémont,,,,,,,,,,,,,
210,carac—,nic—,ac—,,,,,,,,,,,,,,,,,,,
211,Ansbach,Sans,passage Sandrié,passans,moispassé,ambassa—,,,,,,,,,,,,,,,,
212,Hollandais,colla—,V1(1lla1,Hollande,,,,,,,,,,,,,,,,,,
213,écri—,ﬁacre,Sacriﬁé,sacriﬁé,,,,,,,,,,,,,,,,,,
214,senti—,présen—,présentil,,,,,,,,,,,,,,,,,,,
215,les Rouxey,Rouxeyi,lac des Bouxey,Les Rouxey,Ilouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,,,,,
216,.Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,que_Florine,Floride,Flo—,Florine,point-Florine,,,,,,,,,,,,,
217,résis—,Ursiui,persis—,pers—,,,,,,,,,,,,,,,,,,
218,Lampbrani,brasàsa,d‘adorab‘hfs,Rabat,Brabant,,,,,,,,,,,,,,,,,
219,Palais,laisser—,Siiisse,applaudisse—,Laisse,laissersen,lais—,,,,,,,,,,,,,,,
220,etfroi,choi—,"re—

froi—",froi—,é1=,,,,,,,,,,,,,,,,,
221,supp0ricr“,®,Portsmouth,"appor—
ter",Supporte‘s,,,,,,,,,,,,,,,,,
222,salëte,Allemand,Salle,Salins,,,,,,,,,,,,,,,,,,
223,eûtadou—,se'trouver,vou—,Toustrois,éprou—,certesépou—,trou—,,,,,,,,,,,,,,,
224,Cirque espagnol,Espagnols,espa—,Esyagne,Espagne,,,,,,,,,,,,,,,,,
225,niens,Rubens,torrens,timcns,Tiens,,,,,,,,,,,,,,,,,
226,M0—,50—,,,,,,,,,,,,,,,,,,,,
227,ﬂorentine statue d’ivoire,poir—,Loire,hehreus‘e‘soirée,soiree,,,,,,,,,,,,,,,,,
228,Emilio,Milanais,Milana1s,lady—,ila11cnhes,Mil,milan,Milan,,,,,,,,,,,,,,
229,rue du Croissant,Crois,Croissant,,,,,,,,,,,,,,,,,,,
230,Empëtré,empê—,em=,,,,,,,,,,,,,,,,,,,
231,Nutle,titeﬂ,T_1tlet,Titlet,repritl,,,,,,,,,,,,,,,,,
232,Qual'pianto,Egypan,Ghantonnit,tou—.,pantou—,,,,,,,,,,,,,,,,,
233,événe—,l’avène—,pne—ﬁlledîscrèie,Rhône,pardonne—,Ne—,,,,,,,,,,,,,,,,
234,urbai—,complai—,plai—,,,,,,,,,,,,,,,,,,,
235,comtessse,comtessey,“ Comtesse,comtesse,Comtesse,,,,,,,,,,,,,,,,,
236,lajouissance,Souis,Louis—Phüÿape,puis—,jouis—,,,,,,,,,,,,,,,,,
237,obéis—,notre exis—,inﬂexiblë;;.—,exis—,,,,,,,,,,,,,,,,,,
238,Zittol,—- Non,-—- x1n,quittàt,—- Fitte,,,,,,,,,,,,,,,,,
239,excel—,exces—,néces—,,,,,,,,,,,,,,,,,,,
240,re—,entre—,s’entr’,contre—sens,,,,,,,,,,,,,,,,,,
241,avorr,Voilà,Pouvoir,‘Voici,avoi—,,,,,,,,,,,,,,,,,
242,athlète—,la cathé—,délicate—,cathé—,cohé—,,,,,,,,,,,,,,,,,
243,Rodolpheles,Rodol—,Rodol-,broda,col-—,,,,,,,,,,,,,,,,,
244,.-fæ,"- —
A",.-—.,".-_-.,-",- -.-,,,,,,,,,,,,,,,,,
245,chauf—,Aumilieude,Chaulieu,,,,,,,,,,,,,,,,,,,
246,devaitsecou—,Vit,Ëldit‘—‘c’,Tràhit,Les.partraits,its,Éit,,,,,,,,,,,,,,,
247,Larue,Savarùs,SAVARU5,Sàvarus,Savarus,,,,,,,,,,,,,,,,,
248,Francesl}a,ram réagiesaitl Francesca,Grancey,Francais,Francesca,France$ca,Franche—Comté,franchis—,Framäâca,Franche,Jeune-France,la France,france,tance,de France,conﬁance,France,,,,,
249,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,,,,,,
250,Luccrno,Ferney,canton de Lucerne,Lucerne,,,,,,,,,,,,,,,,,,
251,Touches,Vauchel-,clel‘devaut,Vauchelles,,,,,,,,,,,,,,,,,,
252,yous,Lousteau,Voussawz,alousie,Toulouse,Mulhouse,louse,,,,,,,,,,,,,,,
253,"respec—
ter le bonheur de deux êtres",élec—,respec—,respectueu—,,,,,,,,,,,,,,,,,,
254,exem—,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,,,,,,
255,la rubriquedeÆlorence,Florentine,Florence,,,,,,,,,,,,,,,,,,,
256,Marie—,Marie-Eugénie,ar‘ménieunes,Eugénie,Marie—Eugénie,,,,,,,,,,,,,,,,,
