cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
75.0,Ga1infini,Virginie,,,,,,,,,,,,,,,,,
76.0,aut1es,sinist1e,T1e,ent1e,out1e,,,,,,,,,,,,,,
77.0,Apartle,depart,compartimentsan,Parlez,Partons,Partout,M’appartîens,disparu—,partez,unpareil,,,,,,,,,
78.0,maisonnettc,seuil de la maisonnette,raison—,Sonne,,,,,,,,,,,,,,,
79.0,ve1rai,amèneras,verai,abuserai,jurerais,bivouaquerai,ahﬁrmerai,,,,,,,,,,,,
80.0,f01êt,f01,,,,,,,,,,,,,,,,,
81.0,Suivez,SUI,la‘suivre,suivezmoi,,,,,,,,,,,,,,,
82.0,ﬁer,raﬁermir,Hermine,d’amiral—,,,,,,,,,,,,,,,
83.0,VEILLE11.1,"AH 

 

LA VEILLE111",Eveille,"VEILLE1nvnänn

IX","…1_.....

--»—n

80 LA VEILLE111 11",,,,,,,,,,,,,,
84.0,etle,descenditle,Rétendit,,,,,,,,,,,,,,,,
85.0,Cher,cher—,iocher,t1ancher,— Cher,,,,,,,,,,,,,,
86.0,mourh,L'amour—,amou—,,,,,,,,,,,,,,,,
87.0,demandez—,demanda—,deman—,,,,,,,,,,,,,,,,
88.0,c11rosse,pros01it,proba—,propre—,S01ète,prostra—,Prosorit,,,,,,,,,,,,
89.0,Pas1ait,Pas,ta1de1en-cE pas‘1,,,,,,,,,,,,,,,,
90.0,Couleuvre,Couleuvre n’,Couleuvre s’,"de
Couleuvre",Coulon,La Couleuvre,La Couleuvre démasqua,la Couleuvre,"l
Couleuvre",,,,,,,,,,
91.0,accom—,accompa—,"-

—- Compagnons",impa—,compa—,,,,,,,,,,,,,,
92.0,Ceux-,"deux,-la",EUX,Curieux,Deuxhangars,,,,,,,,,,,,,,
93.0,apeine,"L

Seine",Seine,Usine,,,,,,,,,,,,,,,
94.0,justiﬁer,justiﬁe1,juste!QUand,,,,,,,,,,,,,,,,
95.0,Pardon,donnez—,Pardonne,avaitdonnée,,,,,,,,,,,,,,,
96.0,guer11er,guer-,aguerrie,,,,,,,,,,,,,,,,
97.0,trèS,Trève,Très1e,après—,,,,,,,,,,,,,,,
98.0,"n

— C’",—— C’,,,,,,,,,,,,,,,,,
99.0,complè—,teirompes,compen—,compli—,,,,,,,,,,,,,,,
100.0,I’Œil-de—Bœuf un sourire froid,Souriant,parcourir,,,,,,,,,,,,,,,,
101.0,aup1ès,aupara—,Ah1ès,,,,,,,,,,,,,,,,
102.0,F1auÇais,Françaises,français,Français,,,,,,,,,,,,,,,
103.0,Demain-,demaña—t—eile,A demain midi,Maintenant,,,,,,,,,,,,,,,
104.0,Maigre,Ogre,,,,,,,,,,,,,,,,,
105.0,Bois—Brûlé,"de
Bois—Brûlé",le bois—brûlé,Brûlé,,,,,,,,,,,,,,,
106.0,wigwam,wampums,,,,,,,,,,,,,,,,,
107.0,N1c,Loin1cœur,Cœur,loin_de,,,,,,,,,,,,,,,
108.0,inquié—,mort”qui,Algonquins,,,,,,,,,,,,,,,,
109.0,demi—couché,Demi—liens,demi—moi,mi—,,,,,,,,,,,,,,,
110.0,._—,._—.—,"a

._—.",,,,,,,,,,,,,,,,
111.0,Vil-,Il-,Vil,,,,,,,,,,,,,,,,
112.0,Occident,Accidenté,,,,,,,,,,,,,,,,,
113.0,habitué,habi—,,,,,,,,,,,,,,,,,
114.0,lune,itune,Aucune,c0une,,,,,,,,,,,,,,,
115.0,Éditeur,Créateur,se1viteu1,,,,,,,,,,,,,,,,
116.0,cha11eela,pa110,achar—,,,,,,,,,,,,,,,,
117.0,—— Non,—— n. GEFFROY,GEFFROY,,,,,,,,,,,,,,,,
118.0,néces—,fort Nécessité,"fort
Nécessité“",Nécessité,"fort
Nécessité",Ndccssité,fort Nécessite,fort Ndccssité,fort tde la Nécessité,,,,,,,,,,
119.0,observa—,servi—,Observez,,,,,,,,,,,,,,,,
120.0,remet—,neme,n1 11äan,demeu—,,,,,,,,,,,,,,,
121.0,hesogne,besogne,bologne,,,,,,,,,,,,,,,,
122.0,"château de
Beauregard",Beauregard,château de,hâtez,,,,,,,,,,,,,,,
123.0,sées,Yankées,yan-kccs,,,,,,,,,,,,,,,,
124.0,taillis,iuillis,la feuillée,,,,,,,,,,,,,,,,
125.0,Grand-Esprit,Grand,Grand—Esprit,,,,,,,,,,,,,,,,
126.0,triom—,Non_lectricesne,électri—,,,,,,,,,,,,,,,,
127.0,Indigne,Indien Delaware,Indien,L’Indien,desIndiens,Indiennes,Indiens suuvuges,Dieppe,d’un Indien,indiens,Indiens,Dinwidie,indé—,,,,,,
128.0,soixante— dix—,dix—huit,,,,,,,,,,,,,,,,,
129.0,LES,Les Mois,Les,Drôles,Ve1a1lles,,,,,,,,,,,,,,
130.0,confon—,Misérablel,É confortable,1établir,tran‘sporta,,,,,,,,,,,,,,
131.0,ﬂeuve Saint—Laurent,".:«m- 

 

LA",Saint—Laurent,Saint- Laurent,afﬂuents du Saint-Laurent,mm.—_—,Saint-Laurent,,,,,,,,,,,,
132.0,couver—,adver—,ouverTe’,,,,,,,,,,,,,,,,
133.0,ﬁnit,nﬁnie,Enﬁn,,,,,,,,,,,,,,,,
134.0,niv1,RIV1,,,,,,,,,,,,,,,,,
135.0,Ouiﬁtez,oui-Fine,oUi,Oui—,Oui,,,,,,,,,,,,,,
136.0,j‘en conviens,convic—,conva—,convien—,,,,,,,,,,,,,,,
137.0,monts Alleghanys,Alleghanys,Alleghany,,,,,,,,,,,,,,,,
138.0,Gonsentez,Consentez,Onse,contentez,,,,,,,,,,,,,,,
139.0,l‘assassin,spndassiu,1nassouvie,m‘as,passane,,,,,,,,,,,,,,
140.0,reprit’,repré—,reprit—,Reprit,,,,,,,,,,,,,,,
141.0,s’aﬁ'aissa,Laisse,L1sse1,Anglais,Laissez-,,,,,,,,,,,,,,
142.0,‘a.—,"T

 AH","a.—M

 AH",,,,,,,,,,,,,,,,
143.0,Particularité,pyramide artiﬁ—,particulière—,culi—,",- i",monticule artiﬁciel,,,,,,,,,,,,,
144.0,châtelaine de Maleval,cbmtesse,comtesse de Maleval,comtesse de Malev,comtesse de Maleval‘l,,,,,,,,,,,,,,
145.0,solennellementà,généralement—,Naturellement,Jérusalem,Cordialement,,,,,,,,,,,,,,
146.0,Gholula,Hola,M’envolai,,,,,,,,,,,,,,,,
147.0,Beviendrez,Pendre,Apprenez,Prends,Londres,apprendrez,appré—,,,,,,,,,,,,
148.0,étaitﬁ,état,États-Unis,,,,,,,,,,,,,,,,
149.0,égorgille,salille,ma lille,lille,Veuillez,A l\,,,,,,,,,,,,,
150.0,Palamède,noncha—,nonchalam—,,,,,,,,,,,,,,,,
151.0,philoso—,philosophe—,le philosophe—,,,,,,,,,,,,,,,,
152.0,Prie,héris—,Chérie,ché,Sérieux,,,,,,,,,,,,,,
153.0,impla—,Opossum,impor—,impos—,,,,,,,,,,,,,,,
154.0,rose—,Proserit,ET-‘ROSE,BREF<‘ROY,,,,,,,,,,,,,,,
155.0,vot1e,not1e,Vot1e,,,,,,,,,,,,,,,,
156.0,"RIVIÈRE

L‘homme",Frontières,1ivière,rivière qu’,"RIVIÈRE

—",Rivière,"rivière de
Montmorency",RIVIÈRE 483,rivière,,,,,,,,,,
157.0,inlerdile,silen—,ler,,,,,,,,,,,,,,,,
158.0,Montmo1e,Saut de Montmorency,monu—,,,,,,,,,,,,,,,,
159.0,Formé,Tes,fort honnêtes,fort n’,fort Rupert,,,,,,,,,,,,,,
160.0,AussiTôt,,,,,,,,,,,,,,,,,,
161.0,Bordeaux,toutd‘abord,Abord,AborD11,,,,,,,,,,,,,,,
162.0,Quels,Quelque,que1,,,,,,,,,,,,,,,,
163.0,arognal‘autre,Autre,mvu‘au,L‘autre,l*autre,,,,,,,,,,,,,,
164.0,vie!.,a1dàt,vieilla1d,l)1‘îlla,,,,,,,,,,,,,,,
165.0,tombé—,bien—,bieni,—— Bien,Eh bieni,Combien,,,,,,,,,,,,,
166.0,Où voulez,Voulez,Voulu,vous—,,,,,,,,,,,,,,,
167.0,Ordre1oy,.Ordre,,,,,,,,,,,,,,,,,
168.0,conﬁancre,nﬁance,"etj'ai
conﬁance",Conﬁance,,,,,,,,,,,,,,,
169.0,gens‘dont,N‘-=Ont-'wmÿmna,donT,weldon,honteuscnwnt,,,,,,,,,,,,,,
170.0,tourte—,pied.-,"pied.-

— Pourtant",,,,,,,,,,,,,,,,
171.0,S’e1'1lr,s’exprimer,inexpri—,,,,,,,,,,,,,,,,
172.0,Suis,Puis',Puisses,"puis—
sance",,,,,,,,,,,,,,,
173.0,m‘Y'ÊÎ'r-7‘m'f—‘T',pou‘t',,,,,,,,,,,,,,,,,
174.0,crois—,crois,Crois,Crois-tu,,,,,,,,,,,,,,,
175.0,Une sainte,Saint-,Saint-Eau1ent,saint-,,,,,,,,,,,,,,,
176.0,inter—,interro—,"interro—
ger",Interrogez,,,,,,,,,,,,,,,
177.0,Amérique du Nord,l'Amérique,briquet,l’Amérique du Nord,Amérique,Gincinnatus améri—,méritez,Amé-,l’Amérique,Américains,,,,,,,,,
178.0,Tracy,trave1,a‘travers,,,,,,,,,,,,,,,,
179.0,j‘en,s‘en,Je l‘en,m‘en,l‘en,J‘en,t‘en,d‘en,P1‘enez,,,,,,,,,,
180.0,Totem,s‘en'onçaient,s’orienter,lai'saient,bientot,Bientôt,,,,,,,,,,,,,
181.0,Chemin,Séchez,Lâches,chef’,manche,Che1che,,,,,,,,,,,,,
182.0,signiﬁer,désignan,Carignan,,,,,,,,,,,,,,,,
183.0,Reproducliou,Reproduction,Reproduction il\lcrdilc,Reprmlucﬁon n!crdilc,,,,,,,,,,,,,,,
184.0,Tont,horizon—,s’abat,baton—,,,,,,,,,,,,,,,
185.0,bouillonna,Bouillon,Kayélon,,,,,,,,,,,,,,,,
186.0,ciencel N,Providence,Providence veillât,,,,,,,,,,,,,,,,
187.0,L‘enseigne Ward,l‘enseigne Ward,,,,,,,,,,,,,,,,,
188.0,lâche—,détache—,ache—,Le sachem,,,,,,,,,,,,,,,
189.0,l‘ai,j‘ai,—— J‘ai,,,,,,,,,,,,,,,,
190.0,É chasseur,chasseu1,s’asseyant,chasseu,chasse—,chas—,Asseyez,seul—,,,,,,,,,,,
191.0,L‘aventurier,fier,app1écier,ﬂibustier,remédierà,cap Rosier,,,,,,,,,,,,,
192.0,Essayez,Soyez,Voyez,voya—,Fuyez,,,,,,,,,,,,,,
193.0,Peaux— —Rouges,Peau-Rouge,Peaux-Rouges,Rouges,,,,,,,,,,,,,,,
194.0,clai1@il1e,pâtibulaire,clair—obscur,,,,,,,,,,,,,,,,
195.0,Savez,savez—,b1avez,Avez,avez—,,,,,,,,,,,,,,
196.0,Contre-,Contrecœur,CONTRECŒUR,Gontrecœur,,,,,,,,,,,,,,,
197.0,Dame,Râmean-,a1r‘étantRameau,Rameau-,Rameau-d’Or,Rameau- d‘01,Rameau-d'Or,,,,,,,,,,,,
198.0,garnison du tort_Duqnesne,lac Érié,lac garnison britannique,,,,,,,,,,,,,,,,
199.0,Lovelace,place de nolre daim,place qu’,,,,,,,,,,,,,,,,
200.0,pays—,,,,,,,,,,,,,,,,,,
201.0,Uanadien,Canadiens,Adieu,Canadien-,Canadien,Canadienne,,,,,,,,,,,,,
202.0,Répondez,répondit—,,,,,,,,,,,,,,,,,
203.0,Jusqu,qu’,jusqu’,,,,,,,,,,,,,,,,
204.0,Mon père1et:1lit,Père-,Père3que,Ê_1nisère,,,,,,,,,,,,,,,
205.0,atten—,battems,attendez—,Attendons,tend1e,ten',m‘entendez,Rendez,attendez,,,,,,,,,,
206.0,d’Or,Rainèau- d’Or,Hameau d’Or,,,,,,,,,,,,,,,,
207.0,LucetTe,Cette,cette1de,,,,,,,,,,,,,,,,
208.0,Washington,ﬁt Washington,,,,,,,,,,,,,,,,,
209.0,Espérezl,Espace,Espagnol,Espagne,,,,,,,,,,,,,,,
210.0,cal11mét,calh,,,,,,,,,,,,,,,,,
211.0,au Havre,lettres—,"lèvres,—",,,,,,,,,,,,,,,,
212.0,cana—,Cana-,canada,Canada,,,,,,,,,,,,,,,
213.0,Vienne,queie vienne,Bienne,Menneville,enne—,çondmnnez,Guyenne,,,,,,,,,,,,
214.0,Le soleil,le soleil,Créole,soleil,regardez le soleil,,,,,,,,,,,,,,
215.0,-?.or-x'—,"la.-orage

 

 AH",L7m.-or-1,z.'y.—-or——.--‘—,,,,,,,,,,,,,,,
216.0,J—“YWWWﬁ—‘mêMe‘ﬁmﬁ—,eﬁ”ort suprême,supé—,,,,,,,,,,,,,,,,
217.0,Doucement,Parfaitement,Précisément,Moi1ùjustement,Vivement,vive—,,,,,,,,,,,,,
218.0,R1ElLe lﬂ,ELLE,"AH 

 

 

61 LAQUELLE 111",mademoiselle,Celles,Telles,jeannEﬁelle,MaIﬁelle,—elle,cap des Monts-Elles,ﬁelle,Sentinelle,hagatelle,ElLe,ﬁelle',maIﬁelle,selle,orﬂelle-ŒIL,Laquelle
219.0,Québec,Québec permet—,Gaudebec,,,,,,,,,,,,,,,,
220.0,énigma—,deuimaitns,anima—,,,,,,,,,,,,,,,,
221.0,di1e,conti—,cont1ai1e,,,,,,,,,,,,,,,,
222.0,pointl,join,foins,Joie,Joignez,,,,,,,,,,,,,,
223.0,._._._,._.,._.-,._._T._.e,,,,,,,,,,,,,,,
224.0,sou111e,retou1,Ou1,,,,,,,,,,,,,,,,
225.0,Nulle,Tulle,mollet,,,,,,,,,,,,,,,,
226.0,.-;.,.-;.—,écart—,.-;.:art—.1,,,,,,,,,,,,,,,
227.0,nuhlecinc,Sije,Gecije,,,,,,,,,,,,,,,,
228.0,Comment,commen—,Commercy,Comment“,,,,,,,,,,,,,,,
229.0,huche,gaucHe’,- —- Tout ce qui te touche m’,Bouche,bouche,,,,,,,,,,,,,,
230.0,si—,discré—,Mississipi,dissi—,,,,,,,,,,,,,,,
231.0,s’échapper,frappeuà,nﬂéchit,s’appuyer,,,,,,,,,,,,,,,
232.0,Villiem,s’allier,"Villiers,- agissez",Villiersïyïdéposa,Cavaliers,"Villiers,-",Coulon de Villiers,,,,,,,,,,,,
233.0,Sois,Vois-tu,Voilà,Vois,VoIs,,,,,,,,,,,,,,
234.0,.-—.-,———-:--—.-—-,.-—-,,,,,,,,,,,,,,,,
235.0,cascabel,esco—,acca—,esca—,Meschaeébé,,,,,,,,,,,,,,
236.0,Aigle—,L’Aigle,Aigle,,,,,,,,,,,,,,,,
237.0,GHAUMIÈBE,"chaumiè1 e.

Il tenait un fusil",IL N,,,,,,,,,,,,,,,,
238.0,L‘intérieur,L[.il‘inz,L‘indiﬁ‘érence,,,,,,,,,,,,,,,,
239.0,ques—,Chichiméques,Hésites-,jaCques-,,,,,,,,,,,,,,,
240.0,entréavec,Entrée,Montréal,,,,,,,,,,,,,,,,
241.0,respon—,la respon—,,,,,,,,,,,,,,,,,
242.0,anna,reconnaissez—,nais—,connais—,,,,,,,,,,,,,,,
243.0,Kouba,Kouha-I—Iandé,Kouha-Handé,Kouha-Haudé,Kouka,Kouha,Kouha-I,,,,,,,,,,,,
244.0,Merci,Fumerons-,Hnrons,mer 51,,,,,,,,,,,,,,,
245.0,échan—,Archium,marchan—,Marches,,,,,,,,,,,,,,,
246.0,agissaît,Agis,,,,,,,,,,,,,,,,,
247.0,rappro—,impro—,impru—,,,,,,,,,,,,,,,,
248.0,BELLE ll.lVlÈll-E,ll.lVlÈll-E,L.LÀ.;WZ£,,,,,,,,,,,,,,,,
249.0,Iam-n.,"Iam-n.

saire",,,,,,,,,,,,,,,,,
250.0,Pittsbourg,deboul,bourrelé,bourra,,,,,,,,,,,,,,,
251.0,sailles,orﬁcier de Versailles,adversaif'e,Versailles,de Versailles,,,,,,,,,,,,,,
252.0,du Nord,"'

Nord",Nord,,,,,,,,,,,,,,,,
253.0,Ouvrir,ce1nés,couVraient,ouvrage1nent,,,,,,,,,,,,,,,
254.0,Lejeune,Jeune,,,,,,,,,,,,,,,,,
255.0,Cria—,cria—,réﬂécria,Cria,Écria,,,,,,,,,,,,,,
256.0,Ward,humﬁtWard,Gueusard,,,,,,,,,,,,,,,,
257.0,mys—,,,,,,,,,,,,,,,,,,
258.0,sais,Vais,Bais,\'mais,f1aucais,aimais,mais1,mais‘avais des ordres,,,,,,,,,,,
259.0,courti—,cOurage,Encouragés,,,,,,,,,,,,,,,,
260.0,regar—,"-

— Garde-t’eh",regardez,Regardez,m| LEGAI,,,,,,,,,,,,,,
261.0,Francais,la France,roi de France,Fran-,créances,France,,,,,,,,,,,,,
262.0,Pardil,Pardien,-—- Pardieul,Dieui,Pardieul,,,,,,,,,,,,,,
263.0,BELLE R1ÊTRE,petit—être,R1ÊTRE,,,,,,,,,,,,,,,,
264.0,hasa1,hasar—,,,,,,,,,,,,,,,,,
265.0,Grognon,"va_,ﬁt","la_,_non-",,,,,,,,,,,,,,,,
266.0,vain—,Soudain,vain',,,,,,,,,,,,,,,,
267.0,Allez,lasalle,Alll,M.—,alluma,,,,,,,,,,,,,,
268.0,Devant,Posant,Enfants,tort;san,s1essanta Be1,santa,,,,,,,,,,,,,
269.0,lthlÈltE,Halte,,,,,,,,,,,,,,,,,
270.0,aban—,brandir,Jean—,bran—,Bravo,,,,,,,,,,,,,,
271.0,mur—,au)mur,,,,,,,,,,,,,,,,,
272.0,olﬁc1e15,Non1e,N1e1,,,,,,,,,,,,,,,,
273.0,Océan,Anticosti,Karnac celtique,"océan
Atlantique",J'ai,,,,,,,,,,,,,,
274.0,Singuliére,Elie,Singuliers,"singulier1,ﬁt",,,,,,,,,,,,,,,
275.0,Au besoin—,coin—,moin—,,,,,,,,,,,,,,,,
276.0,noble—,L_eLLe—,réelle—,elle—,d’elle—,.Le—,Elle—,,,,,,,,,,,,
277.0,Loups-,Huron,Hurons,Loups-Hurons,,,,,,,,,,,,,,,
278.0,chaus—,chaude—,haussa,cHaussée,,,,,,,,,,,,,,,
279.0,oli‘ert,certai—,south,souﬁ‘ert,,,,,,,,,,,,,,,
280.0,Rassurez,rassur.er,,,,,,,,,,,,,,,,,
281.0,désintéresse—,pres—,ﬁnesse,empresse—,,,,,,,,,,,,,,,
282.0,latepelt,Votre,rémeltre,,,,,,,,,,,,,,,,
283.0,blottis,bêtisesl,faci—,Ingrati,satisfac—,,,,,,,,,,,,,,
284.0,Ïvingts,quatre—,quatre—vingts,"quatre—

Ïvingts",,,,,,,,,,,,,,,
285.0,Douterais-tu,"L

—R1en",Es-tu fou,Entrer,entre—,"tais-tu 1entre?

—",,,,,,,,,,,,,
286.0,Nouvelle-France,Nouvelle—France,Nouvelle—Hollande,la Nouvelle,Nouvelle,Nouvelle— F,Nouvelle—Emma,Nouveau-,,,,,,,,,,,
287.0,".,_.","_.,",",_.,ç",,,,,,,,,,,,,,,,
288.0,garderai,tardes-Lu,Betarder,,,,,,,,,,,,,,,,
289.0,eau10action,Sire,sire1action,"expédition—
naire",app10bation,,,,,,,,,,,,,,
290.0,auhapitaine,taine,Capitaine,capi—,"capi—
taine",,,,,,,,,,,,,,
291.0,Exeusezunoi,Furieuse,joyeuse—,meuse,aﬁ‘reuse,,,,,,,,,,,,,,
292.0,ger,Bergen,Berger,,,,,,,,,,,,,,,,
293.0,Mohsieurl,mons,—- Monsieur,,,,,,,,,,,,,,,,
294.0,aussitôT’,,,,,,,,,,,,,,,,,,
295.0,ii _ Arrivés,Arrivés,,,,,,,,,,,,,,,,,
296.0,heu1es,ceintu1e,d. au1,au1e,,,,,,,,,,,,,,,
297.0,ﬂots,Marigots,Aise-aux-,L:.se-,Aise—aux-Marigots,Aise-aux-Marigots,,,,,,,,,,,,,
298.0,baron de Grigny,Grigny,igno—,Grigny qu’,"M. de
Grigny",barou de Grigny,Grignyr,,,,,,,,,,,,
299.0,venaisou,Venez,Parvenu,Venise,Vengé,,,,,,,,,,,,,,
300.0,baie des Marmousets,s‘dessus',t1ibus nomades,lourdes,sdes,,,,,,,,,,,,,,
301.0,merisier,plusiems,Paris,Parisien,,,,,,,,,,,,,,,
302.0,Doué,Douai—Haùdé,Ouais,Douai,douai,Douai-Handé,,,,,,,,,,,,,
303.0,Là1squ,Loris,Lorsqu-,,,,,,,,,,,,,,,,
304.0,Pâles,Visageé-Pûles,Visages,aitle bas du visage,Visages—Pâles,,,,,,,,,,,,,,
305.0,Ilmmgcuse,Pilma,,,,,,,,,,,,,,,,,
306.0,— —-,reve—,1elever,Revenons,Reverrai,,,,,,,,,,,,,,
307.0,pseudo-Ironie,l‘Ironie,Ironie,,,,,,,,,,,,,,,,
308.0,baie d’Hudson,Son,sOn,,,,,,,,,,,,,,,,
309.0,Doute Pas,Écoutez,Anjou,ajouta—,Ajoutez,,,,,,,,,,,,,,
