cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
19,trave1,Tracy,Bravo,tran‘sporta,p w.,a‘travers,,,,,,,,,,,
20,"De L
brise",Martyrisez,aan,De L,nuancés de gris,,,,,,,,,,,,
21,attendez,Répondez,Rendez,battems,m‘entendez,Attendons,atten—,attendez—,,,,,,,,,
22,Ordre1oy,.Ordre,,,,,,,,,,,,,,,
23,demi—moi,demi—couché,Demi—liens,.ﬂ,ler,mi—,,,,,,,,,,,
24,peut—,frappeuà,",- i",Peut—,l501,ÏÆÉä,,,,,,,,,,,
25,pa110,—- Cela n’,Est Cela,É,wvaxnpuns,4 N’,,,,,,,,,,,
26,Halte,habitué,lthlÈltE,,,,,,,,,,,,,,
27,chasseu,chas—,Asseyez,chasseu1,chasse—,seul—,É chasseur,s’asseyant,,,,,,,,,
28,Québec,c’,ON,Québec permet—,Gaudebec,,,,,,,,,,,,
29,M',ger,Berger,.*;-,,,,,,,,,,,,,
30,êt1è,Voulez,Où voulez,Voulu,vous—,,,,,,,,,,,,
31,appré—,-T,.'1,s’appuyer,Aprés,rappro—,,,,,,,,,,,
32,conﬁdedans,Conﬁance,ﬁancés,Lo,"etj'ai
conﬁance",conﬁancre,nﬁance,,,,,,,,,,
33,.'Ç,sn,viiiage,Pélage,élas—,,,,,,,,,,,,
34,Vois-tu,Douterais-tu,Vois,Es-tu fou,!,Crois-tu,VoIs,,,,,,,,,,
35,.‘_.,Saint-Eau1ent,Saint-,J“,saint-,Ah1ès,Une sainte,Maintenant,,,,,,,,,
36,J‘en,m‘en,_,di1e,l‘en,Je l‘en,s‘en,d‘en,P1‘enez,N1e1,j‘en,t‘en,,,,,
37,Reproduction,pied.-,mawkawis,Reproduction il\lcrdilc,S:—,Reproducliou,,,,,,,,,,,
38,Ÿî’M,Aigle—Volant,le-\.,tombé—,Aigle-Volant,Aigle-Volant roula,M' -“ —,M’envolai,Volant,Î.;t,,,,,,,
39,Arrivés,ii _ Arrivés,RIV1,,,,,,,,,,,,,,
40,noble—,.Le—,|,Misérablel,Sije,.‘ﬂ,,,,,,,,,,,
41,sentencieu—,présentemns,Gonsentez,Onse,contentez,Ï,Consentez,senti—,,,,,,,,,
42,dissi—,T5,si—,discré—,Pilma,Mississipi,,,,,,,,,,,
43,Paris,Loris,il”gris-,Parisien,héris—,,,,,,,,,,,,
44,rivière,Rivière,"RIVIÈRE

—",RIVIÈRE 483,1ivière,"rivière de
Montmorency",L’,rivière qu’,"._,","RIVIÈRE

L‘homme",,,,,,,
45,igno—,Joie,Joignez,Indigne,désignan,,,,,,,,,,,,
46,.-—-,———-:--—.-—-,.-—.-,A,N-,,,,,,,,,,,,
47,t1ouve1as,Pouvez-,couver—,Sauvez-le,- - -,mouve—,N,ouverTe’,,,,,,,,,
48,accom—,som—,-—=,r-“PÏ,acca—,,,,,,,,,,,,
49,Vil-,Il-,Vil,,,,,,,,,,,,,,
50,"M. de
Grigny",baron de Grigny,Grigny,Carignan,Grignyr,Grigny qu’,barou de Grigny,,,,,,,,,,
51,besogne,bologne,hesogne,,,,,,,,,,,,,,
52,Père-,Mon père1et:1lit,Ê_1nisère,Père3que,,,,,,,,,,,,,
53,Europe,ÏÜ,Euro-,Or,Européens,Ropmdnclion,,,,,,,,,,,
54,Sentinelle,ELLE,selle,orﬂelle-ŒIL,ElLe,cap des Monts-Elles,—elle,Celles,mademoiselle,supé—,Telles,Laquelle,R1ElLe lﬂ,hagatelle,"AH 

 

 

61 LAQUELLE 111",,
55,Ga1infini,Virginie,nﬁnie,,,,,,,,,,,,,,
56,"bois

Du",bois—,Bois—Brûlé,Bois—'.l‘rac‘y,"de
Bois—Brûlé",Brûlé,A l\,le bois—brûlé,,,,,,,,,
57,ﬂeuve Saint—Laurent,Saint- Laurent,afﬂuents du Saint-Laurent,f01,Saint—Laurent,Saint-Laurent,Gecije,".:«m- 

 

LA",,,,,,,,,
58,As,quatre—vingts,"quatre—

Ïvingts",quatre—,Eh,s’,,,,,,,,,,,
59,impro—,-y—,impru—,impla—,impos—,VI,impor—,D1ﬁoñldüë,,,,,,,,,
60,S;4,"n

— C’",—— C’,,,,,,,,,,,,,,
61,a1dàt,vieilla1d,vie!.,l)1‘îlla,m‘Y'ÊÎ'r-7‘m'f—‘T',au)mur,,,,,,,,,,,
62,Devant,tort;san,s1essanta Be1,Anticosti,seño1,santa,Enfants,dèsho—,Posant,,,,,,,,
63,latepelt,rémeltre,Votre,gvvm,qin«_,,,,,,,,,,,,
64,Alleghanys,monts Alleghanys,alluma,Alleghany,Alll,,,,,,,,,,,,
65,"de
Couleuvre",La Couleuvre démasqua,"l
Couleuvre",Couleuvre,Coulon,Couleuvre n’,Couleuvre s’,la Couleuvre,La Couleuvre,,,,,,,,
66,Reprit,reprit—,reprit’,Reprmlucﬁon n!crdilc,repré—,,,,,,,,,,,,
67,avaitdonnée,Pardon,Pardonne,donnez—,pe1,.u,,,,,,,,,,,
68,coin—,moin—,Au besoin—,cal11mét,,,,,,,,,,,,,
69,"-

— Garde-t’eh",X,Beauregard,Regardez,Ogre,m| LEGAI,Betarder,regardez,l08,garderai,regar—,,,,,,
70,:>,Où,wuvaÿ,a1,,,,,,,,,,,,,
71,voya—,Voyez,Fuyez,Essayez,Soyez,,,,,,,,,,,,
72,L‘aventurier,fier,app1écier,merisier,remédierà,cap Rosier,,,,,,,,,,,
73,M.—,calh,mm.—_—,F,,,,,,,,,,,,,
74,Wma,L[.il‘inz,.l,L‘indiﬁ‘érence,L‘intérieur,"<

—",Be1je1,,,,,,,,,,
75,n1 11äan,"…1_.....

--»—n

80 LA VEILLE111 11","VEILLE1nvnänn

IX","AH 

 

LA VEILLE111",Eveille,VEILLE11.1,,,,,,,,,,,
76,vot1e,me',not1e,S;—,Vot1e,l‘3,,,,,,,,,,,
77,a.,.——->—A.,".—""——-_—< >",M——-.,,,,,,,,,,,,,
78,passane,Pas,Pas1ait,S’e1'1lr,ta1de1en-cE pas‘1,,,,,,,,,,,,
79,à-,DOIT].,soit—,Poitou,l‘1,,,,,,,,,,,,
80,AH,.F,.Tu,conti—,Frontières,cont1ai1e,,,,,,,,,,,
81,ﬁr_.,Iii-il,".,_.",t1,,,,,,,,,,,,,
82,R1ÊTRE,petit—être,"f‘1‘»"".a",M;ﬁe,f01êt,,,,,,,,,,,,
83,J ai lutté,me’,J ai,J an Pol,,,,,,,,,,,,,
84,ll.lVlÈll-E,L.LÀ.;WZ£,N’-—et*=,,,,,,,,,,,,,,
85,Maleval,AU CHATEAU DE MALEVAL,Malevall,Muleval,,,,,,,,,,,,,
86,guer11er,guer-,.»‘—,Gueusard,aguerrie,faci—,,,,,,,,,,,
87,M’appartîens,depart,partez,écart—,Apartle,Partons,Partout,,,,,,,,,,
88,lille,Veuillez,ma lille,salille,égorgille,,,,,,,,,,,,
89,baie d’Hudson,sOn,47_3,Son,,,,,,,,,,,,,
90,Lorsqu-,HÉ—-rﬁ,jusqu’,qu’,Jusqu,—-,Là1squ,,,,,,,,,,
91,amou—,redou—,Doué,N1c,enthou—,,,,,,,,,,,,
92,plusiems,—- Monsieur,.Si,Mohsieurl,.“-æa,,,,,,,,,,,,
93,réelle—,Elle—,d’elle—,exau—,L_eLLe—,elle—,,,,,,,,,,,
94,Léona,Ma-,Léonal,Léonai,,,,,,,,,,,,,
95,demeu—,neme,.:,remet—,,,,,,,,,,,,,
96,Kouba,Kouka,habi—,,,,,,,,,,,,,,
97,Libre,susdit arbre,faix,BREF<‘ROY,l‘arbre,,,,,,,,,,,,
98,Aigle,"L

—R1en",L’Aigle,Aigle—,,,,,,,,,,,,,
99,Î,Niagara,marau—,maga—,mrs,.—=6&—,,,,,,,,,,,
100,M‘“°_ de,A demain midi,Demain-,i’,J,,,,,,,,,,,,
101,aup1ès,Agis,agissaît,,,,,,,,,,,,,,
102,huche,bouche,- —- Tout ce qui te touche m’,.s—4,gaucHe’,Bouche,,,,,,,,,,,
103,Trève,Ÿ,après—,Du—,trèS,Sri,n—,-,Je,Très1e,,,,,,,
104,J umonville,ﬁ M.— de Jumonvi11e,Jumonville,Jumenville,,,,,,,,,,,,,
105,._.,._._T._.e,._._._,._.-,,,,,,,,,,,,,
106,j1,interro—,inter—,"interro—
ger",Interrogez,,,,,,,,,,,,
107,servi—,",_.,ç",observa—,Observez,etle,,,,,,,,,,,,
108,Avez,savez—,avez—,b1avez,Savez,,,,,,,,,,,,
109,soli—,poli—,culi—,,,,,,,,,,,,,,
110,".,",complè—,compli—,compen—,Comptez,Acceptez,teirompes,comptez—,,,,,,,,,
111,trou—,prou—,G’,brou—,,,,,,,,,,,,,
112,entréavec,Entrée,Entrer,entre—,t’,"tais-tu 1entre?

—",,,,,,,,,,,
113,Cher,cher—,iocher,waaeæaaæ,— Cher,Hermine,t1ancher,,,,,,,,,,
114,échan—,Archium,marchan—,Ohio,Marches,,,,,,,,,,,,
115,Bergen,genouæ,gens‘dont,,,,,,,,,,,,,,
116,faute n’,faut—,Faut,faUT,,,,,,,,,,,,,
117,juste!QUand,justiﬁer,justiﬁe1,ﬂibustier,.\,,,,,,,,,,,,
118,queie vienne,çondmnnez,Guyenne,enne—,Menneville,Vienne,a\:‘1,Bienne,,,,,,,,,
119,l‘Ironie,Ironie,pseudo-Ironie,,,,,,,,,,,,,,
120,I’Œil-de—Bœuf un sourire froid,"Iam-n.

saire",involontaire—,Vire,"dire,ﬁ",ÿùﬁﬁ,Sire,,,,,,,,,,
121,retou1,Ou1,niv1,tourte—,sées,sou111e,Septou,,,,,,,,,,
122,disparu—,unpareil,Venez,Parvenu,j’.y,aupara—,Venise,Vengé,Parlez,,,,,,,,
123,anna,obéis—,connais—,venaisou,nais—,reconnaissez—,Enﬁn,,,,,,,,,,
124,c—,l. 23,,,,,,,,,,,,,,,
125,édSL,Ouiﬁtez,oUi,Oui—,Oui,oui-Fine,,,,,,,,,,,
126,Belle-Arrière,Belle—Arrière,si',S&.,la Belle—Arrière,,,,,,,,,,,,
127,-—- Pardieul,Dieui,Pardieul,Pardil,Pardien,Adieu,,,,,,,,,,,
128,Espérezl,la respon—,respon—,àla pluie-,«,,,,,,,,,,,,
129,Sérieux,ché,Chérie,Prie,lac Érié,,,,,,,,,,,,
130,heu1es,d. au1,au1e,ceintu1e,,,,,,,,,,,,,
131,Lejeune,J’,lune,Aucune,c0une,Jeune,itune,,,,,,,,,,
132,Erreqr,Terre Sainte,querrezla,l‘Angleterre,N11,terre,La terre,Angleterre,la terre,,,,,,,,
133,orﬁaimer,— Vraiment,s’exprimer,aimez—,laim,,,,,,,,,,,,
134,"puis—
sance",Puis',Iam-n.,Suis,Puisses,à4,,,,,,,,,,,
135,._-—,.,La,,,,,,,,,,,,,,
136,Doute Pas,Anjou,Goutte,Ajoutez,Écoutez,.‘Ç—,,,,,,,,,,,
137,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,Rouges,,,,,,,,,,,,,
138,mornes,Corne-bœuf !,Ferney,,,,,,,,,,,,,,
139,conva—,j‘en conviens,convic—,convien—,G,,,,,,,,,,,,
140,Risque—,Risque-Tout,Bisquetout,Risque,Toutàcoup,,,,,,,,,,,,
141,"ÎwÏ

r",tableaupchangea,Angelo,Mangezl,sang—,,,,,,,,,,,,
142,mali,mala—,c.-malgré,malheu—,Palamède,j—,,,,,,,,,,,
143,"‘

XX
L’",Deuxhangars,EUX,"deux,-la",Curieux,Ceux-,l.,,,,,,,,,,
144,._—,"a

._—.",._—.—,"M'""",,,,,,,,,,,,,
145,Dinwidie,®,Dieppe,s’échapper,,,,,,,,,,,,,
146,"\‘,'i’",pou‘t',pour—,Pour,devenantpourpre,"pied.-

— Pourtant",Pourquoi,,,,,,,,,,
147,UN,.:.—wan,s—,,,,,,,,,,,,,,
148,clai1@il1e,clair—obscur,pâtibulaire,,,,,,,,,,,,,,
149,Moi,Moi—,moii,Luy,A moii,moi,,,,,,,,,,,
150,raison—,maisonnettc,seuil de la maisonnette,Sonne,,,,,,,,,,,,,
151,wampums,toutd‘abord,Abord,AborD11,Bordeaux,,,,,,,,,,,,
152,Océan,Nouvelle-Orléans,Nouvelle—Orléans,Orléans,C’,,,,,,,,,,,,
153,Cc,O,,,,,,,,,,,,,,,
154,j—-,ouvrage1nent,couVraient,Ouvrir,ce1nés,,,,,,,,,,,,
155,Slïüîﬁt‘ﬂ.,normandes,Hollande,pays—,j1andes,undes,ande,,,,,,,,,,
156,m‘as,maIﬁelle,jeannEﬁelle,ﬁelle,ﬁelle',MaIﬁelle,,,,,,,,,,,
157,pointl,loin_de,join,foins,lÀ-Ï,Loin1cœur,,,,,,,,,,,
158,mys—,Biver,Hiver,1elever,adver—,vive—,,,,,,,,,,,
159,Jean—,J an—Pol,bran—,aban—,v-,,,,,,,,,,,,
160,pyramide artiﬁ—,Particularité,particulière—,monticule artiﬁciel,,,,,,,,,,,,,
161,a—,"TFT,-",._I,,,,,,,,,,,,,,
162,Lâches,Chemin,manche,chef’,Che1che,Séchez,,,,,,,,,,,
163,BELLE RIVIÈRE,Belle Rivière,BELLE R]VIÈRE,Le ROi,Belle—Rivière,Belle-Rivière,la Belle-Rivière,,,,,,,,,,
164,Naturellement,Parfaitement,généralement—,n1,Moi1ùjustement,Doucement,Vivement,solennellementà,Précisément,Cordialement,,,,,,,
165,Grand—Esprit,Grand-Esprit,Grand,brandir,,,,,,,,,,,,,
166,inexpri—,nuhlecinc,Non_lectricesne,triom—,électri—,,,,,,,,,,,,
167,cbmtesse,empresse—,L1sse1,Es,ﬁnesse,désintéresse—,S,,,,,,,,,,
168,"attcndirent

 

 AH","a.—M

 AH","T

 AH",,,,,,,,,,,,,,
169,Hésites-,Créateur,Éditeur,<,se1viteu1,,,,,,,,,,,,
170,ciencel N,Accidenté,E,Providence,Providence veillât,Occident,Osna—Aider-Lucie,,,,,,,,,,
171,Kouha-Haudé,Kouha,Kouha-I,Kouha-Handé,J—“YWWWﬁ—‘mêMe‘ﬁmﬁ—,Kouha-I—Iandé,,,,,,,,,,,
172,".-\,.ç_-",south,Souriant,oli‘ert,souﬁ‘ert,1nassouvie,certai—,Soudain,,,,,,,,,
173,Vin gt-dix,soixante— dix—,dix—huit,,,,,,,,,,,,,,
174,rose—,Proserit,ET-‘ROSE,M,c11rosse,,,,,,,,,,,,
175,temporaire—,ﬂﬁﬂr—?x,jar1iv 51 temps,Totem,,,,,,,,,,,,,
176,mvu‘au,L‘autre,Autre,l*autre,arognal‘autre,,,,,,,,,,,,
177,ve1rai,bivouaquerai,nüpä,ahﬁrmerai,ﬁ,verai,jurerais,abuserai,wÿ,,,,,,,,
178,vIngt-,ﬁt Washington,Ïvingts,vingt—,Ingrati,Washington,.1s-,Vingt-,,,,,,,,,
179,d’l1 a1monie,difﬁ—,Agonie,l‘agonie,agonie,,,,,,,,,,,,
180,Singuliers,"singulier1,ﬁt",Singuliére,,,,,,,,,,,,,,
181,.*.i,L‘enseigne Ward,l‘enseigne Ward,,,,,,,,,,,,,,
182,Sommes,Sommes-,L‘homme,"Ge gentilhomme,_je l’avais",Hommes,,,,,,,,,,,,
183,du Nord,Or1tlé,"'

Nord",Nord,,,,,,,,,,,,,
184,Françaises,",,A.A.",F1auÇais,Français,français,,,,,,,,,,,,
185,Merci,mer 51,,,,,,,,,,,,,,,
186,s’aﬁ'aissa,s’abat,J'ai,,,,,,,,,,,,,,
187,suivezmoi,la‘suivre,Suivez,SUI,,,,,,,,,,,,,
188,—— Non,Grognon,Non1e,"la_,_non-",nonchalam—,noncha—,,,,,,,,,,,
189,méritez,Amérique,Américains,Amé-,Amérique du Nord,—,d’amiral—,l’Amérique,Gincinnatus améri—,l'Amérique,l’Amérique du Nord,,,,,,
190,bêtisesl,satisfac—,blottis,Haùdé,.:—,,,,,,,,,,,,
191,Procrit,Prescrit,Proscrit,Le Proscrit,,,,,,,,,,,,,
192,Viens,L1,Tiens,miens,,,,,,,,,,,,,
193,péiil—,GEFFROY,\—,Nick,—— n. GEFFROY,,,,,,,,,,,,
194,LES,Drôles,Ve1a1lles,-XWI ‘X'1,Les Mois,ﬁr,Les,Pâles,m,-.-A_ÈC,JE,,,,,,
195,Manongahéla,Manonghahela,Manangahela,Manongahela,,,,,,,,,,,,,
196,néces—,fort tde la Nécessité,Nécessité,B,fort Ndccssité,"fort
Nécessité“","fort
Nécessité",fort Nécessité,Eût,"}

—",fort Nécessite,ŸÏ,,,,,
197,BANCllol-“l,Blancs,per10quet blanc,Iv- ‘l.,,,,,,,,,,,,,
198,douai,Léoua,Douai—Haùdé,Ouais,.y|,Douai,".,=",Douai-Handé,,,,,,,,,
199,Cette,cette1de,LucetTe,,,,,,,,,,,,,,
200,Louisl-,Loups-,Louisiane,Louisl-Louisi,,,,,,,,,,,,,
201,Con-,horizon—,recon—,rencon—,coniact,conﬂt,confon—,baton—,I,L01,,,,,,,
202,Cîest,est',G‘est,ter1esT,estici,Est_sayé,Est—ce,Est,"_.,",est-à-dire,m—.est,,,,,,
203,Quels,que1,Quelque,,,,,,,,,,,,,,
204,Nouvelle— F,Nouvelle-France,Nouvelle—France,Nouvelle,la Nouvelle,Nouveau-,Nouvelle—Emma,Nouvelle—Hollande,,,,,,,,,
205,demaña—t—eile,demandez—,deman—,demanda—,,,,,,,,,,,,,
206,Rainèau- d’Or,d’Or,Hameau d’Or,,,,,,,,,,,,,,
207,gentils—,Qu‘ils,ﬁilS,Ben1,,,,,,,,,,,,,
208,celui—,sédui—,m‘v,,,,,,,,,,,,,,
209,eau10action,"expédition—
naire",Ah,app10bation,sire1action,,,,,,,,,,,,
210,f,Espace,Espagnol,Va,Espagne,,,,,,,,,,,,
211,Existence,Sans-Piste,triSte,Piste,,,,,,,,,,,,,
212,mort”qui,Algonquins,inquié—,,,,,,,,,,,,,,
213,signiﬁer,conﬁer,raﬁermir,ﬁer,,,,,,,,,,,,,
214,m’expliquerez,Expliquez-,L1épliqua,expo—,Explique,,,,,,,,,,,,
215,sailles,orﬁcier de Versailles,adversaif'e,Versailles,de Versailles,,,,,,,,,,,,
216,Téoealis,IL N,r01,Alil Jan-Pol,anima—,,,,,,,,,,,,
217,vain—,vain',Vais,,,,,,,,,,,,,,
218,Soldat,toldos,weldon,,,,,,,,,,,,,,
219,lâche—,détache—,Le sachem,ache—,,,,,,,,,,,,,
220,bois-brûlé,Bois-Brùlé,tete,Le bois-brûlé,L E B 1 V I È,Bois-Brûlés,,,,,,,,,,,
221,Reverrai,Revenons,reve—,,,,,,,,,,,,,,
222,Visages—Pâles,Visageé-Pûles,aitle bas du visage,Visages,,,,,,,,,,,,,
223,amèneras,Rassurez,spndassiu,Opossum,l‘assassin,rassur.er,,,,,,,,,,,
224,auhapitaine,capi—,Capitaine,taine,"capi—
taine",olﬁc1e15,,,,,,,,,,,
225,crois—,.L,Sois,crois,Crois,,,,,,,,,,,,
226,.-;.:art—.1,.-;.,.-;.—,,,,,,,,,,,,,,
227,Sçavoir,Voilà,Me1ci,— —-,je1cevoir,l’,,,,,,,,,,,
228,monu—,Montréal,Saut de Montmorency,Montmo1e,,,,,,,,,,,,,
229,Loups-Hurons,et‘s',Huron,Hnrons,Fumerons-,Hurons,,,,,,,,,,,
230,achar—,hasa1,hasar—,,,,,,,,,,,,,,
231,Cria,Cria—,Écria,réﬂécria,cria—,,,,,,,,,,,,
232,mais‘avais des ordres,deuimaitns,sais,Bais,f1aucais,aimais,mais1,\'mais,},Maigre,,,,,,,
233,Charmante,"A1 armanDﬁt
le comte",.a—,Armand,L’ON,,,,,,,,,,,,
234,Villiersïyïdéposa,s’allier,Coulon de Villiers,"Villiers,- agissez",Cavaliers,taillis,Villiem,"Villiers,-",Elie,,,,,,,,
235,Ç’,ii',Gholula,Hola,,,,,,,,,,,,,
236,iuillis,bouillonna,la feuillée,Bouillon,Kayélon,,,,,,,,,,,,
237,esco—,".,-",Meschaeébé,esca—,,,,,,,,,,,,,
238,-.-,Comment,Commercy,Comment“,commen—,,,,,,,,,,,,
239,out1e,aut1es,sinist1e,T1e,ent1e,,,,,,,,,,,,
240,donT,Égal,l‘on,N‘-=Ont-'wmÿmna,Tont,honteuscnwnt,dit‘ont,l‘ont,,,,,,,,,
241,créances,Fran-,Francais,la France,roi de France,France,,,,,,,,,,,
242,l33,L7m.-or-1,z.'y.—-or——.--‘—,,,,,,,,,,,,,,
243,Ndccssité,aussitôT’,J<.=“,L,p11se,AussiTôt,,,,,,,,,,,
244,Pittsbourg,bourrelé,d’,deboul,bourra,,,,,,,,,,,,
245,"la.-orage

 

 AH",parcourir,Encouragés,courti—,cOurage,,,,,,,,,,,,
246,—— J‘ai,j‘ai,l‘ai,l‘a,,,,,,,,,,,,,
247,»—.,atta—,ajouta—,LÀ,bruta—,,,,,,,,,,,,
248,proba—,Prosorit,HI,propre—,Prosc1-t,prostra—,alo1s,pros01it,New—York,Le,,,,,,,
249,énigma—,fort Rupert,eﬁ”ort suprême,Tes,Formé,É confortable,fort honnêtes,fort n’,,,,,,,,,
250,Le Renard-,Renard-Bleu,Renard-Elle,Renard—,Renard— B,Le Renard-Bleu,Renard-,,,,,,,,,,
251,comtesse de Malev,châtelaine de Maleval,la»v,comtesse de Maleval,comtesse de Maleval‘l,,,,,,,,,,,,
252,Exeusezunoi,Furieuse,meuse,joyeuse—,aﬁ‘reuse,Ilmmgcuse,,,,,,,,,,,
253,Beviendrez,Pendre,._,Prends,Londres,Apprenez,Liv,apprendrez,,,,,,,,,
254,Bastel,Tels,,,,,,,,,,,,,,,
255,FW___'.-.,.__.A,._____,.____-,,,,,,,,,,,,,
256,l\,snlnunt,,,,,,,,,,,,,,,
257,Gontrecœur,Contre-,Cœur,Contrecœur,CONTRECŒUR,,,,,,,,,,,,
258,Aujourd‘hui,mur—,mourh,L'amour—,,,,,,,,,,,,,
259,conser—,conséquenls,consi—,cons—,conso—,,,,,,,,,,,,
260,ﬂots,Aise—aux-Marigots,L:.se-,Marigots,Aise-aux-Marigots,Aise-aux-,,,,,,,,,,,
261,Le soleil,soleil,Créole,regardez le soleil,le soleil,,,,,,,,,,,,
262,ma1qu1se,,,,,,,,,,,,,,,,
263,BELLE,BELLE ll.lVlÈll-E,BELLE n1 1En,Belle,BELLEÏRIVÏÈRE,Bellou,Bella,BELLE R1ÊTRE,BELLE a1,BELLE IllVlÉltE,BEL L E ltl V !,BELLE mvn‘ce,M‘“,BELLE mvuäan,cascabel,Belle1a1on,ÎBELLE
264,ici?-,inlerdile,silen—,Sicile,iCi'01ce,,,,,,,,,,,,
265,apeine,Seine,Usine,"L

Seine",,,,,,,,,,,,,
266,États-Unis,étaitﬁ,1établir,en’,réta—,état,,,,,,,,,,,
267,bien—,Bientôt,s’orienter,lai'saient,s‘en'onçaient,—— Bien,bieni,Eh bieni,Combien,bientot,,,,,,,
268,"peaux—
Là",Peaux,Eau,"Peaux—

Ouest",Peau-,Peaux—,,,,,,,,,,,
269,j’,salu—,tue1,Jérusalem,salue1,,,,,,,,,,,,
270,lettres—,au Havre,pres—,"lèvres,—",,,,,,,,,,,,,
271,l1,m’,S01ète,,,,,,,,,,,,,,
