text,cluster
lettres—,24
descenditle,24
Ve1a1lles,24
Drôles,24
LES,24
Slïüîﬁt‘ﬂ.,25
ÏÜ,25
édSL,25
m’,26
M’,26
mali,27
Ma-,27
Liv,27
Alil Jan-Pol,27
Wma,27
c.-malgré,27
Téoealis,27
malheu—,27
mala—,27
la Belle—Arrière,28
Belle Rivière,28
Belle—Arrière,28
BELLE R1ÊTRE,28
BELLEÏRIVÏÈRE,28
Belle-Rivière,28
la Belle-Rivière,28
Belle—Rivière,28
Belle-Arrière,28
BELLE R]VIÈRE,28
"ÎwÏ

r",28
BELLE RIVIÈRE,28
Or,29
tran‘sporta,29
New—York,29
Formé,29
L7m.-or-1,29
mort”qui,29
impor—,29
Or1tlé,29
-?.or-x'—,29
"or,‘—.*-:—g",29
Corne-bœuf !,29
Orléans,29
horizon—,29
Algonquins,30
—- Monsieur,30
mons,30
Montréal,30
monu—,30
—- Voyons,30
Onse,30
Montmo1e,30
cons—,30
Saut de Montmorency,30
Revenons,30
Mon père1et:1lit,30
Où voulez,31
Voulu,31
Voulez,31
Où,31
-—- Pardieul,32
Pardieul,32
Gueusard,32
Pardien,32
Dieui,32
Pardil,32
guer11er,33
guer-,33
aguerrie,33
r-“PÏ,33
Î,33
Rendez,34
battems,34
attendez,34
atten—,34
attendez—,34
m‘entendez,34
Attendons,34
tend1e,34
_,34
D1ﬁoñldüë,34
"attcndirent

 

 AH",34
Saint- Laurent,35
saint-,35
Saint—Laurent,35
Saint-Laurent,35
Une sainte,35
Saint-,35
ﬂeuve Saint—Laurent,35
Saint-Eau1ent,35
afﬂuents du Saint-Laurent,35
lai'saient,35
Maintenant,35
justiﬁe1,36
justiﬁer,36
.\,36
ﬂibustier,36
si',37
faci—,37
si—,37
vigi—,37
dissi—,37
.Si,37
consi—,37
mi—,37
ﬁer,38
signiﬁer,38
M;ﬁe,38
raﬁermir,38
conﬁer,38
s’échapper,39
ache—,39
Hermine,39
Cher,39
t1ancher,39
lâche—,39
— Cher,39
Séchez,39
iocher,39
Che1che,39
Lâches,39
Chemin,39
chef’,39
manche,39
détache—,39
cher—,39
Laissez-,40
Mississipi,40
Laisse,40
Puisses,40
seuil de la maisonnette,40
Anglais,40
s’aﬁ'aissa,40
reconnaissez—,40
Fran-,41
France,41
créances,41
"puis—
sance",41
roi de France,41
la France,41
l33,41
"RIVIÈRE

—",42
rivière,42
"RIVIÈRE

L‘homme",42
Rivière,42
"rivière de
Montmorency",42
Père-,42
Ê_1nisère,42
RIVIÈRE 483,42
1ivière,42
rivière qu’,42
b1avez,43
savez—,43
Avez,43
Savez,43
avez—,43
Venez,43
Sauvez-le,43
trave1,43
Singuliére,44
Singuliers,44
Cavaliers,44
"singulier1,ﬁt",44
.»‘—,45
tue1,45
salue1,45
-,45
salu—,45
dèsho—,46
É,46
trèS,46
après—,46
I,46
Trève,46
Tracy,46
Très1e,46
aup1ès,46
Devant,47
Océan,47
yan-kccs,47
ande,47
demanda—,47
Armand,47
undes,47
j1andes,47
deman—,47
demandez—,47
Hollande,47
normandes,47
nuancés de gris,47
|,47
Répondez,47
Beviendrez,48
Pendre,48
Libre,48
apprendrez,48
Apprenez,48
Ogre,48
Prends,48
dit‘ont,49
l‘ont,49
!,49
donT,49
Tont,49
l‘on,49
N‘-=Ont-'wmÿmna,49
honteuscnwnt,49
Les Mois,50
A moii,50
moi,50
moin—,50
demi—moi,50
moii,50
soit—,50
Moi—,50
Moi,50
DOIT].,50
———-:--—.-—-,51
".-,",51
.-—.-,51
".-\,.ç_-",51
-—=,51
-.-A_ÈC,51
-.-,51
pied.-,51
z.'y.—-or——.--‘—,51
.-—-,51
.,51
interro—,52
ŸÏ,52
inter—,52
"interro—
ger",52
Eût,52
Interrogez,52
Aise-aux-,53
Marigots,53
ﬂots,53
Aise-aux-Marigots,53
Aise—aux-Marigots,53
vain',54
Va,54
vain—,54
"va_,ﬁt",54
wvaxnpuns,54
wuvaÿ,54
j’.y,55
j’,55
J’,55
Conﬁance,56
conﬁdedans,56
nﬁance,56
j1,56
"etj'ai
conﬁance",56
ﬁancés,56
conﬁancre,56
.'1,57
.'Ç,57
-XWI ‘X'1,57
Pouvez-,58
Pittsbourg,58
"pied.-

— Pourtant",58
mourh,58
devenantpourpre,58
Pour,58
pour—,58
lourdes,58
Pourquoi,58
pou‘t',58
Souriant,58
Poitou,58
tourte—,58
bourrelé,58
Espagne,59
Espace,59
Espagnol,59
hesogne,59
besogne,59
vive—,60
généralement—,60
neme,60
Vivement,60
Moi1ùjustement,60
Parfaitement,60
Vengé,60
Doucement,60
Beauregard,61
"château de
Beauregard",61
château de,61
Gaudebec,61
peut—,62
frappeuà,62
Peut—,62
.:.—wan,63
S:—,63
.—:—-,63
.:—,63
.:,63
Vire,64
Sire,64
sire1action,64
"dire,ﬁ",64
temporaire—,64
pâtibulaire,64
jusqu’,65
Jusqu,65
qu’,65
juste!QUand,65
Là1squ,65
.-;.,66
.-;.—,66
.-;.:art—.1,66
culi—,67
47_3,67
poli—,67
soli—,67
X,67
oli‘ert,67
Soldat,67
J,68
Telles,68
d’elle—,68
mademoiselle,68
R1ElLe lﬂ,68
ElLe,68
Misérablel,68
ll.lVlÈll-E,68
ﬁelle',68
<,68
maIﬁelle,68
mollet,68
L_eLLe—,68
ﬁelle,68
ELLE,68
hagatelle,68
solennellementà,68
réelle—,68
Naturellement,68
Tulle,68
orﬂelle-ŒIL,68
MaIﬁelle,68
1elever,68
Sentinelle,68
elle—,68
Celles,68
Laquelle,68
Elle—,68
—elle,68
Nulle,68
jeannEﬁelle,68
selle,68
—— J‘ai,69
l‘ai,69
l‘arbre,69
mvu‘au,69
j‘ai,69
l‘a,69
la feuillée,70
àla pluie-,70
Hola,70
l)1‘îlla,70
La,70
nonchalam—,70
cha11eela,70
la»v,70
lac Érié,70
Lovelace,70
Gholula,70
—- Cela n’,70
place qu’,70
Palamède,70
Pélage,70
impla—,70
".:«m- 

 

LA",70
latepelt,70
Blancs,70
Ÿ,71
servi—,71
observa—,71
Observez,71
Le bois-brûlé,72
"de
Bois—Brûlé",72
bois-brûlé,72
Bois-Brûlés,72
Bois-Brùlé,72
le bois—brûlé,72
Brûlé,72
Bois—Brûlé,72
.*;-,73
.*.i,73
pays—,74
T5,74
gentils—,74
mys—,74
.s—4,74
élas—,74
pres—,74
s—,74
ÿùﬁﬁ,74
obéis—,74
vous—,74
impos—,74
au)mur,75
ärææwr—,75
mur—,75
clair—obscur,75
L'amour—,75
ﬂﬁﬂr—?x,75
"._,",76
N,76
._I,76
._.,76
._,76
._._._,76
._._T._.e,76
.__.A,76
._-—,76
._.-,76
philosophe—,77
philoso—,77
le philosophe—,77
Est Cela,78
G‘est,78
Est—ce,78
m—.est,78
Est,78
estici,78
Cîest,78
ter1esT,78
est-à-dire,78
est',78
Est_sayé,78
Niagara,79
marau—,79
exau—,79
Gamarades,79
aupara—,79
alluma,80
calh,80
Malevall,80
Alll,80
lasalle,80
Muleval,80
Maleval,80
Allez,80
Égal,80
Bellou,81
BELLE n1 1En,81
Belle,81
Belle1a1on,81
cascabel,81
f,81
BELLE,81
BELLE IllVlÉltE,81
BELLE mvn‘ce,81
ÎBELLE,81
BELLE mvuäan,81
BELLE ll.lVlÈll-E,81
BELLE a1,81
Bella,81
Léonai,82
Léonal,82
Léona,82
Léoua,82
:>,82
Contrecœur,83
CONTRECŒUR,83
recon—,83
Contre-,83
Gontrecœur,83
Cœur,83
Kouka,84
Louisl-Louisi,84
Septou,84
Kouba,84
Aujourd‘hui,84
Louisl-,84
Louisiane,84
oUi,84
Oui—,84
Ou1,84
Toutàcoup,84
oui-Fine,84
Bouillon,84
Ouiﬁtez,84
Oui,84
retou1,84
bouillonna,84
Eh bieni,85
bien—,85
Nick,85
bieni,85
—— Bien,85
Bientôt,85
Venise,85
bientot,85
Combien,85
ciencel N,85
".,-",86
".,",86
.‘_.,86
".,=",86
"_.,",86
".,_.",86
",_.,ç",86
l08,87
L01,87
r01,87
l501,87
f01êt,87
f01,87
J—“YWWWﬁ—‘mêMe‘ﬁmﬁ—,88
ww‘mrS,88
mrs,88
.ﬂ,88
involontaire—,89
Entrée,89
entre—,89
Entrer,89
désintéresse—,89
reve—,89
"tais-tu 1entre?

—",89
entréavec,89
.Tu,90
habitué,90
habi—,90
amou—,91
redou—,91
impro—,91
propre—,91
impru—,91
prou—,91
brou—,91
proba—,91
enthou—,91
trou—,91
Du—,91
Ïvingts,92
vingt—,92
vIngt-,92
Vin gt-dix,92
Vingt-,92
Ingrati,92
silen—,93
Sicile,93
iCi'01ce,93
ici?-,93
Existence,94
Piste,94
triSte,94
Sans-Piste,94
Bordeaux,95
Eau,95
Peaux,95
"peaux—
Là",95
tableaupchangea,95
"Peaux—

Ouest",95
Peau-,95
Peaux—,95
rémeltre,96
au Havre,96
arognal‘autre,96
L‘autre,96
R1ÊTRE,96
Autre,96
Votre,96
petit—être,96
l*autre,96
électri—,97
m| LEGAI,97
inlerdile,97
noble—,97
Créole,97
Le ROi,97
etle,97
Le,97
Jérusalem,97
.Le—,97
nuhlecinc,97
le-\.,97
ler,97
Chichiméques,98
nﬂéchit,98
HI,98
Ohio,98
s’allier,99
Elie,99
Villiersïyïdéposa,99
"Villiers,-",99
vieilla1d,99
Coulon de Villiers,99
"Villiers,- agissez",99
Villiem,99
south,100
Écoutez,100
Goutte,100
Ajoutez,100
ajouta—,100
Anjou,100
Doute Pas,100
VI,101
Vil,101
IL N,101
Pilma,101
Vil-,101
Il-,101
p w.,102
ﬁt Washington,102
Washington,102
Le soleil,103
regardez le soleil,103
le soleil,103
I’Œil-de—Bœuf un sourire froid,103
soleil,103
Le sachem,103
demaña—t—eile,103
queie vienne,104
Guyenne,104
Menneville,104
wÿ,104
Vienne,104
enne—,104
Bienne,104
Luy,105
snlnunt,105
UN,105
c0une,105
Jeune,105
lune,105
Aucune,105
Lejeune,105
itune,105
Ÿî’M,105
couver—,106
la Nouvelle,106
Nouvelle— F,106
Nouvelle-France,106
Nouveau-,106
t1ouve1as,106
Nouvelle,106
Nouvelle-Orléans,106
Nouvelle—Orléans,106
mouve—,106
Nouvelle—Hollande,106
Nouvelle—France,106
Nouvelle—Emma,106
ouverTe’,106
Usine,107
inexpri—,107
Seine,107
ﬁnesse,107
"L

Seine",107
apeine,107
Risque-Tout,108
Risque,108
Bisquetout,108
lac garnison britannique,108
Risque—,108
s‘dessus',109
},109
mornes,109
Es-tu fou,109
esca—,109
Meschaeébé,109
Es,109
sdes,109
t1ibus nomades,109
"lèvres,—",109
empresse—,109
Hésites-,109
sées,109
Yankées,109
bêtisesl,109
esco—,109
Tes,109
sn,110
Osna,110
Osna—Aider-Lucie,110
toldos,110
commen—,111
Comment,111
Commercy,111
"Ge gentilhomme,_je l’avais",111
Comment“,111
Précisément,111
compartimentsan,111
Cordialement,111
— Vraiment,111
complè—,112
compli—,112
compa—,112
impa—,112
wampums,112
"-

—- Compagnons",112
accompa—,112
compen—,112
accom—,112
a.,113
.——->—A.,113
",,A.A.",113
‘a.—,113
s‘en'onçaient,114
t‘en,114
Je l‘en,114
P1‘enez,114
j‘en,114
s‘en,114
J‘en,114
l‘en,114
d‘en,114
en’,114
m‘en,114
à4,115
L’,115
"‘

XX
L’",115
l’,115
L’ON,115
M‘“°_ de,116
m‘v,116
M‘“,116
Peaux— —Rouges,117
Peaux-Rouges,117
Peau-Rouge,117
Rouges,117
chaude—,118
GHAUMIÈBE,118
chaus—,118
chas—,118
haussa,118
cap du Chat,118
"chaumiè1 e.

Il tenait un fusil",118
cHaussée,118
S;—,119
S;4,119
Haùdé,120
Kouha-I,120
Kouha-Handé,120
Kouha,120
Kouha-Haudé,120
Douai-Handé,120
Kouha-I—Iandé,120
Puis',121
S',121
et‘s',121
".—""——-_—< >",122
»—.,122
._—.—,122
M.—,122
._—,122
"a

._—.",122
.—=6&—,122
mm.—_—,122
Ga1infini,123
foins,123
loin_de,123
Au besoin—,123
Loin1cœur,123
coin—,123
join,123
Joignez,123
qin«_,123
pointl,123
Joie,123
Canadien-,124
cana—,124
Cana-,124
Canadienne,124
Canadiens,124
Caen,124
Canadien,124
anna,124
canada,124
Adieu,124
Uanadien,124
Canada,124
Ouvrir,125
la Couleuvre,125
Couleuvre n’,125
Couleuvre,125
couVraient,125
La Couleuvre démasqua,125
La Couleuvre,125
Couleuvre s’,125
"l
Couleuvre",125
"de
Couleuvre",125
eau10action,126
Reproduction il\lcrdilc,126
Reproducliou,126
app10bation,126
Reproduction,126
Ropmdnclion,126
Reprmlucﬁon n!crdilc,126
Ouais,127
Douai,127
Doué,127
douai,127
Douterais-tu,127
Douai—Haùdé,127
Soudain,127
aban—,128
n—,128
bran—,128
brandir,128
Jean—,128
Bravo,128
.____-,129
._____,129
FW___'.-.,129
j‘en conviens,130
Viens,130
convien—,130
vie!.,130
Tiens,130
1nassouvie,130
miens,130
Demi—liens,130
péiil—,131
viiiage,131
Iii-il,131
ii',131
j—-,132
—-,132
M——-.,132
HÉ—-rﬁ,132
j—,132
Mexique,133
expo—,133
Explique,133
golfe du Mexique,133
Expliquez-,133
L1épliqua,133
m’expliquerez,133
ÏœWÀ,134
.l,134
L.LÀ.;WZ£,134
.L,134
crois—,135
Crois,135
crois,135
discré—,135
Crois-tu,135
l’Amérique du Nord,136
Amé-,136
Amérique du Nord,136
l'Amérique,136
méritez,136
briquet,136
Gincinnatus améri—,136
l’Amérique,136
Amérique,136
Américains,136
ché,137
L‘intérieur,137
G,137
Chérie,137
héris—,137
Prie,137
conso—,138
Bonsoir,138
baie d’Hudson,138
—— Non,138
Son,138
sOn,138
Sonne,138
raison—,138
g1onpe,138
ON,138
Sri,139
Arrivés,139
ii _ Arrivés,139
mv1Ènu,139
RIV1,139
niv1,139
E,139
ta1de1en-cE pas‘1,140
place de nolre daim,140
"De L
brise",140
De L,140
pyramide artiﬁ—,140
BEL L E ltl V !,140
l\,141
A l\,141
ﬁnit,142
Enﬁn,142
F,142
nﬁnie,142
Deuxhangars,143
"deux,-la",143
Ceux-,143
EUX,143
Curieux,143
Sérieux,143
Aigle—Volant,144
M’envolai,144
Volant,144
Aigle-Volant,144
Aigle-Volant roula,144
GEFFROY,145
—— n. GEFFROY,145
BREF<‘ROY,145
reprit—,146
Reprit,146
susdit arbre,146
repré—,146
reprit’,146
à-,147
lÀ-Ï,147
LÀ,147
s’abat,148
s’,148
S’e1'1lr,148
s’appuyer,148
toutd‘abord,149
AborD11,149
Abord,149
Père3que,150
ques—,150
jaCques-,150
per10quet blanc,150
Karnac celtique,150
Quelque,150
que1,150
Quels,150
Eveille,151
ma lille,151
Veuillez,151
"VEILLE1nvnänn

IX",151
lille,151
salille,151
iuillis,151
égorgille,151
taillis,151
présentemns,152
sentencieu—,152
Gonsentez,152
J',152
contentez,152
Consentez,152
gens‘dont,152
conséquenls,152
conser—,152
baie des Marmousets,153
"FORT DUQUESNE

LE COMTE DE JUMONVJLLE",153
comtesse de Maleval‘l,153
cbmtesse,153
châtelaine de Maleval,153
AU CHATEAU DE MALEVAL,153
"A1 armanDﬁt
le comte",153
-y—,153
comtesse de Maleval,153
comtesse de Malev,153
pseudo-Ironie,154
Virginie,154
S&.,154
Ironie,154
l‘Ironie,154
confon—,155
"la_,_non-",155
connais—,155
coniact,155
convic—,155
conﬂt,155
conva—,155
N-,155
Coulon,155
Con-,155
ma1t1,156
hasa1,156
a1dàt,156
O,156
A1,156
pa110,156
ma1qu1se,156
a1,156
"\‘,'i’",157
i’,157
adversaif'e,158
sailles,158
Versailles,158
orﬁcier de Versailles,158
de Versailles,158
Sommes-,159
L‘homme,159
Sommes,159
Hommes,159
tombé—,159
som—,159
Posant,160
soixante— dix—,160
Enfants,160
tort;san,160
s1essanta Be1,160
santa,160
"océan
Atlantique",160
sang—,160
"capi—
taine",161
capi—,161
taine,161
Capitaine,161
auhapitaine,161
Ç’,161
vot1e,162
not1e,162
ent1e,162
Vot1e,162
aut1es,162
êt1è,162
out1e,162
di1e,162
cont1ai1e,162
pè1e,162
T1e,162
t1,162
sinist1e,162
Sije,163
JE,163
Je,163
Gecije,163
achar—,164
Archium,164
échan—,164
Charmante,164
marchan—,164
Marches,164
Encouragés,165
bourra,165
"la.-orage

 

 AH",165
ouvrage1nent,165
cOurage,165
genouæ,165
L‘enseigne Ward,166
l‘enseigne Ward,166
wigwam,166
l‘agonie,167
d’l1 a1monie,167
agonie,167
Agonie,167
monts Alleghanys,168
Alleghany,168
Alleghanys,168
Manangahela,169
Mangezl,169
Manonghahela,169
Manongahela,169
Manongahéla,169
"quatre—

Ïvingts",170
quatre—,170
quatre—vingts,170
.‘ﬂ,171
.‘Ç—,171
rappro—,172
Aprés,172
appré—,172
L’Aigle,173
Aigle,173
Aigle—,173
donnez—,174
Pardon,174
avaitdonnée,174
Pardonne,174
weldon,174
çondmnnez,174
aitle bas du visage,175
Visages—Pâles,175
Agis,175
agissaît,175
Visages,175
J“,175
Visageé-Pûles,175
l‘Angleterre,176
Erreqr,176
Terre Sainte,176
querrezla,176
La terre,176
la terre,176
Angleterre,176
terre,176
toldos indiens,177
répondit—,177
éclaireu1s indiens,177
Dinwidie,177
Indiennes,177
indé—,177
d’un Indien,177
Rétendit,177
Indien Delaware,177
L’Indien,177
Indigne,177
L‘indiﬁ‘érence,177
Indiens,177
Indiens suuvuges,177
indiens,177
Indien,177
difﬁ—,177
desIndiens,177
Dieppe,177
Lﬁls,178
L[.il‘inz,178
Qu‘ils,178
Qu‘1,178
ﬁilS,178
Soyez,179
Essayez,179
Fuyez,179
M,179
Voyez,179
huche,180
demi—couché,180
- —- Tout ce qui te touche m’,180
Bouche,180
deboul,180
gaucHe’,180
bouche,180
supé—,181
Opossum,181
sédui—,181
celui—,181
la‘suivre,181
dix—huit,181
inquié—,181
Suivez,181
SUI,181
suivezmoi,181
Suis,181
.“-æa,182
aan,182
waaeæaaæ,182
français,183
Françaises,183
Francais,183
Français,183
F1auÇais,183
Écria,184
cria—,184
triom—,184
réﬂécria,184
Cria,184
Cria—,184
pe1,185
olﬁc1e15,185
ce1nés,185
Me1ci,185
Be1je1,185
BANCllol-“l,186
Loups-,186
alo1s,186
blottis,186
Kayélon,186
envelop—,186
Lorsqu-,186
Lo,186
bologne,186
Angelo,186
tort Duquesne,187
fort Duquesne m’,187
fo1t Duquesne,187
Duquesne,187
foiL Duquesne,187
fortDuquesne,187
garnison du tort_Duqnesne,187
"fort
Duquesne",187
«,187
FORT DUQUESNE,187
fort Duquesne,187
Providence veillât,188
Providence,188
"fort
Nécessité",189
néces—,189
fort Nécessite,189
"fort
Nécessité“",189
Nécessité,189
Ndccssité,189
fort Ndccssité,189
fort Nécessité,189
fort tde la Nécessité,189
faut—,190
faute n’,190
Faut,190
faUT,190
Accidenté,191
Cc,191
Occident,191
voya—,192
noncha—,192
énigma—,192
anima—,192
.a—,192
bruta—,192
acca—,192
maga—,192
a—,192
chasse—,193
chasseu1,193
É chasseur,193
chasseu,193
Asseyez,193
s’asseyant,193
a\:‘1,194
l‘1,194
l‘3,194
"f‘1‘»"".a",194
v-,195
l.,195
l. 23,195
Iv- ‘l.,195
d. au1,196
ceintu1e,196
heu1es,196
sou111e,196
au1e,196
Grand—Esprit,197
Grand,197
Grand-Esprit,197
prostra—,198
Prosorit,198
Prosc1-t,198
Proserit,198
Procrit,198
Prescrit,198
Le Proscrit,198
pros01it,198
Proscrit,198
étaitﬁ,199
États-Unis,199
réta—,199
atta—,199
1établir,199
état,199
"…1_.....

--»—n

80 LA VEILLE111 11",200
VEILLE11.1,200
"AH 

 

LA VEILLE111",200
"AH 

 

 

61 LAQUELLE 111",200
cal11mét,201
clai1@il1e,201
L1sse1,201
l1,201
L1,201
Europe,202
Créateur,202
Mohsieurl,202
G’,202
Éditeur,202
Européens,202
Euro-,202
Eh,203
-T,203
"-

— Garde-t’eh",203
l‘assassin,204
spndassiu,204
hasar—,204
Pas,204
Bastel,204
passane,204
Pas1ait,204
As,204
m‘as,204
N1e1,205
N1c,205
n1 11äan,205
N11,205
N1,205
Ben1,205
n1,205
Non1e,205
Acceptez,206
comptez—,206
teirompes,206
Comptez,206
M' -“ —,207
"M'""",207
m‘Y'ÊÎ'r-7‘m'f—‘T',207
M',207
Ah1ès,208
AH,208
Baht,208
"T

 AH",208
Ah,208
"a.—M

 AH",208
"TFT,-",209
L E B 1 V I È,209
- - -,209
",- i",209
— —-,210
"<

—",210
"L

—R1en",210
"}

—",210
c11rosse,211
ET-‘ROSE,211
L:.se-,211
rose—,211
s-,212
p11se,212
.1s-,212
"Iam-n.

saire",213
Iam-n.,213
—— C’,214
"n

— C’",214
C’,214
——C’,214
c’,214
J umonville,215
ﬁ M.— de Jumonvi11e,215
Jumenville,215
Jumonville,215
Hnrons,216
Hu1ons,216
Huron,216
Loups-Hurons,216
Fumerons-,216
Hurons,216
Partons,217
écart—,217
Parlez,217
Partout,217
Apartle,217
M’appartîens,217
depart,217
particulière—,217
partez,217
