cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
45,ger,souﬁ‘ert,Berger,Bergen,Ferney,Betarder,nüpä,,,,,,,,,,,,,,,
46,Douai-Handé,Kouha-Handé,Kouha,Kouha-I—Iandé,Kouha-Haudé,Kouha-I,Haùdé,,,,,,,,,,,,,,,
47,ET-‘ROSE,rose—,empresse—,c11rosse,,,,,,,,,,,,,,,,,,
48,- —- Tout ce qui te touche m’,deboul,Bouche,huche,demi—couché,gaucHe’,bouche,,,,,,,,,,,,,,,
49,S:—,.:—,.:.—wan,.:,,,,,,,,,,,,,,,,,,
50,Chérie,héris—,J“,Prie,L‘intérieur,ché,,,,,,,,,,,,,,,,
51,enne—,M,Vienne,queie vienne,Menneville,Guyenne,Bienne,,,,,,,,,,,,,,,
52,.=,J<.=“,,,,,,,,,,,,,,,,,,,,
53,m‘v,M‘“,M‘“°_ de,,,,,,,,,,,,,,,,,,,
54,Trève,après—,Très1e,trèS,triom—,dèsho—,Tracy,aup1ès,,,,,,,,,,,,,,
55,Lâches,chef’,Cher,Che1che,Chemin,Séchez,cher—,— Cher,t1ancher,lâche—,ache—,s’échapper,manche,Hermine,iocher,détache—,,,,,,
56,ﬁr_.,ﬁr,,,,,,,,,,,,,,,,,,,,
57,fort tde la Nécessité,fort Nécessité,fort Ndccssité,fort Nécessite,"fort
Nécessité",Ndccssité,"fort
Nécessité“",<,Nécessité,néces—,,,,,,,,,,,,
58,Ve1a1lles,Pâles,LES,Les,lettres—,cap des Monts-Elles,descenditle,Drôles,Non_lectricesne,Les Mois,,,,,,,,,,,,
59,Léona,Léonal,Léonai,,,,,,,,,,,,,,,,,,,
60,particulière—,depart,partez,Partons,écart—,Partout,Apartle,Parlez,M’appartîens,,,,,,,,,,,,,
61,appré—,!,Aprés,rappro—,,,,,,,,,,,,,,,,,,
62,tardes-Lu,Regardez,regar—,regardez,garderai,,,,,,,,,,,,,,,,,
63,l33,Singuliers,"singulier1,ﬁt",Singuliére,Cavaliers,,,,,,,,,,,,,,,,,
64,"TFT,-",- - -,",- i",,,,,,,,,,,,,,,,,,,
65,Archium,Charmante,marchan—,échan—,achar—,Marches,,,,,,,,,,,,,,,,
66,teirompes,Comptez,comptez—,Acceptez,,,,,,,,,,,,,,,,,,
67,Abord,AborD11,toutd‘abord,,,,,,,,,,,,,,,,,,,
68,Gonsentez,conser—,Consentez,gens‘dont,sentencieu—,contentez,présentemns,conséquenls,,,,,,,,,,,,,,
69,pied.-,".-,",.-—.-,-—=,———-:--—.-—-,-.-,z.'y.—-or——.--‘—,.-—-,".-\,.ç_-",-.-A_ÈC,wÿ,,,,,,,,,,,
70,—— n. GEFFROY,GEFFROY,D1ﬁoñldüë,®,BREF<‘ROY,,,,,,,,,,,,,,,,,
71,Villiersïyïdéposa,"Villiers,- agissez","Villiers,-",s’allier,vieilla1d,Villiem,Elie,Coulon de Villiers,,,,,,,,,,,,,,
72,à-,LÀ,lÀ-Ï,,,,,,,,,,,,,,,,,,,
73,Québec,Québec permet—,remet—,,,,,,,,,,,,,,,,,,,
74,"AH 

 

LA VEILLE111","…1_.....

--»—n

80 LA VEILLE111 11","AH 

 

 

61 LAQUELLE 111",VEILLE11.1,,,,,,,,,,,,,,,,,,
75,l‘on,l‘ont,honteuscnwnt,dit‘ont,Tont,N‘-=Ont-'wmÿmna,donT,,,,,,,,,,,,,,,
76,Aigle-Volant,Aigle—Volant,Volant,—,Aigle-Volant roula,M’envolai,,,,,,,,,,,,,,,,
77,l‘a,—— J‘ai,l‘arbre,j‘ai,l‘ai,,,,,,,,,,,,,,,,,
78,Combien,Nick,ciencel N,Eh bieni,bien—,bieni,f,Venise,—— Bien,bientot,Bientôt,,,,,,,,,,,
79,L’ON,l’,L’,"‘

XX
L’",,,,,,,,,,,,,,,,,,
80,nﬁnie,Enﬁn,Ÿî’M,ﬁnit,,,,,,,,,,,,,,,,,,
81,philosophe—,le philosophe—,philoso—,X,,,,,,,,,,,,,,,,,,
82,j‘en conviens,Viens,miens,vie!.,1nassouvie,Tiens,Demi—liens,convien—,,,,,,,,,,,,,,
83,baie d’Hudson,g1onpe,Bonsoir,sOn,ON,Son,Sonne,—— Non,soit—,O,conso—,raison—,,,,,,,,,,
84,retou1,la Couleuvre,Couleuvre s’,"l
Couleuvre","de
Couleuvre",Couleuvre n’,Couleuvre,La Couleuvre,couVraient,La Couleuvre démasqua,Ouvrir,,,,,,,,,,,
85,New—York,horizon—,"or,‘—.*-:—g",Or,Orléans,Formé,Or1tlé,Loris,L7m.-or-1,impor—,Corne-bœuf !,-?.or-x'—,mort”qui,,,,,,,,,
86,Est—ce,ter1esT,Est,Cîest,est-à-dire,m—.est,est',estici,Est Cela,G‘est,Est_sayé,,,,,,,,,,,
87,réﬂécria,Souriant,cria—,Cria—,Écria,Cria,.y|,,,,,,,,,,,,,,,
88,lthlÈltE,Totem,hâtez,tete,Cette,Halte,S01ète,cette1de,N’-—et*=,ten',jar1iv 51 temps,Tels,LucetTe,,,,,,,,,
89,j’.y,j’,J’,,,,,,,,,,,,,,,,,,,
90,Jean—,JE,Gecije,Je,Sije,,,,,,,,,,,,,,,,,
91,Essayez,Soyez,Voyez,Fuyez,,,,,,,,,,,,,,,,,,
92,rencon—,"expédition—
naire",Londres,Espérezl,respon—,la respon—,_,baton—,,,,,,,,,,,,,,
93,habitué,habi—,.Tu,,,,,,,,,,,,,,,,,,,
94,B,La terre,Terre Sainte,Angleterre,la terre,Erreqr,terre,querrezla,l‘Angleterre,remédierà,,,,,,,,,,,,
95,.»‘—,M’,m’,,,,,,,,,,,,,,,,,,,
96,IL N,VI,Vil-,Il-,Pilma,Vil,,,,,,,,,,,,,,,,
97,Pardil,Pardieul,Gueusard,-—- Pardieul,Dieui,Pardien,J,,,,,,,,,,,,,,,
98,Exeusezunoi,joyeuse—,L:.se-,me',Ilmmgcuse,seul—,meuse,aﬁ‘reuse,se1viteu1,demeu—,me’,Furieuse,,,,,,,,,,
99,Renard-Bleu,Renard-Elle,Le Renard-Bleu,Ï,humﬁtWard,Renard-,Renard—,Ward,Renard— B,Le Renard-,,,,,,,,,,,,
100,a.,‘a.—,"a.—M

 AH",",,A.A.",.——->—A.,,,,,,,,,,,,,,,,,
101,wvaxnpuns,vain',wuvaÿ,Va,"va_,ﬁt",vain—,,,,,,,,,,,,,,,,
102,Parvenu,parcourir,Parisien,Martyrisez,Paris,unpareil,disparu—,Particularité,il”gris-,,,,,,,,,,,,,
103,BEL L E ltl V !,L E B 1 V I È,ta1de1en-cE pas‘1,place de nolre daim,Je l‘en,De L,pyramide artiﬁ—,"De L
brise",,,,,,,,,,,,,,
104,J umonville,Jumenville,Jumonville,ﬁ M.— de Jumonvi11e,,,,,,,,,,,,,,,,,,
105,Bellou,BELLE IllVlÉltE,Belle,BELLE,BELLE mvn‘ce,Bella,BELLE a1,BELLE n1 1En,Belle1a1on,ÎBELLE,BELLE ll.lVlÈll-E,BELLE mvuäan,cascabel,,,,,,,,,
106,Iv- ‘l.,v-,l. 23,l.,,,,,,,,,,,,,,,,,,
107,Aigle,Aigle—,L,L’Aigle,,,,,,,,,,,,,,,,,,
108,aguerrie,guer11er,r-“PÏ,guer-,,,,,,,,,,,,,,,,,,
109,AussiTôt,aussitôT’,t’,,,,,,,,,,,,,,,,,,,
110,Ben1,N1e1,n1 11äan,N1c,Non1e,N1,n1,N11,,,,,,,,,,,,,,
111,Visageé-Pûles,satisfac—,aitle bas du visage,Agis,Visages,Visages—Pâles,agissaît,,,,,,,,,,,,,,,
112,Hésites-,c—,"lèvres,—",esco—,Meschaeébé,sées,Es,Es-tu fou,mornes,t1ibus nomades,sdes,ﬁnesse,Yankées,Tes,bêtisesl,,,,,,,
113,Rouges,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,,,,,,,,,,,,,,,,,,
114,ici?-,Sicile,iCi'01ce,silen—,,,,,,,,,,,,,,,,,,
115,Duquesne,FORT DUQUESNE,fortDuquesne,foiL Duquesne,fort Duquesne m’,T5,fort Duquesne,tort Duquesne,garnison du tort_Duqnesne,"fort
Duquesne",fo1t Duquesne,,,,,,,,,,,
116,Léoua,douai,Douterais-tu,Doué,redou—,Douai—Haùdé,Ouais,Soudain,Douai,,,,,,,,,,,,,
117,Où voulez,Où,Voulez,Voulu,,,,,,,,,,,,,,,,,,
118,J an Pol,J an—Pol,J ai,J ai lutté,,,,,,,,,,,,,,,,,,
119,spndassiu,Î,passane,Pas1ait,l‘assassin,As,Pas,m‘as,Bastel,hasar—,,,,,,,,,,,,
120,Là1squ,jusqu’,Jusqu,juste!QUand,qu’,,,,,,,,,,,,,,,,,
121,"Iam-n.

saire",Iam-n.,,,,,,,,,,,,,,,,,,,,
122,"RIVIÈRE

—",RIVIÈRE 483,rivière qu’,Rivière,rivière,Ê_1nisère,Père-,1ivière,"RIVIÈRE

L‘homme","rivière de
Montmorency",,,,,,,,,,,,
123,servi—,observa—,Observez,,,,,,,,,,,,,,,,,,,
124,.F,É,,,,,,,,,,,,,,,,,,,,
125,Prosorit,\—,Proserit,Prosc1-t,Le Proscrit,Proscrit,ÏÆÉä,prostra—,Procrit,Prescrit,pros01it,,,,,,,,,,,
126,"la.-orage

 

 AH",Encouragés,ouvrage1nent,cOurage,bourra,genouæ,,,,,,,,,,,,,,,,
127,.\,ÏÜ,édSL,Slïüîﬁt‘ﬂ.,,,,,,,,,,,,,,,,,,
128,quatre—,"quatre—

Ïvingts",quatre—vingts,,,,,,,,,,,,,,,,,,,
129,du Nord,.Ordre,Nord,Ordre1oy,"'

Nord",,,,,,,,,,,,,,,,,
130,",_.,ç","_.,",".,_.",".,=",".,",".,-",,,,,,,,,,,,,,,,
131,4 N’,eﬁ”ort suprême,É confortable,fort Rupert,fort n’,fort honnêtes,,,,,,,,,,,,,,,,
132,Râmean-,Rameau-d'Or,Dame,a1r‘étantRameau,Rameau- d‘01,Rameau-,Rameau-d’Or,d’amiral—,,,,,,,,,,,,,,
133,ii',Iii-il,viiiage,péiil—,,,,,,,,,,,,,,,,,,
134,Ropmdnclion,app10bation,Reproduction,Reproducliou,eau10action,Reproduction il\lcrdilc,Reprmlucﬁon n!crdilc,,,,,,,,,,,,,,,
135,Chichiméques,Ohio,HI,.,nﬂéchit,,,,,,,,,,,,,,,,,
136,m,et‘s',S',Puis',s‘dessus',,,,,,,,,,,,,,,,,
137,Apprenez,Pendre,Libre,Beviendrez,apprendrez,Prends,Ogre,,,,,,,,,,,,,,,
138,ﬁancés,conﬁancre,nﬁance,Conﬁance,conﬁdedans,"etj'ai
conﬁance",,,,,,,,,,,,,,,,
139,compli—,compen—,accompa—,wampums,ﬁ,},compa—,accom—,tombé—,impa—,"-

—- Compagnons",complè—,,,,,,,,,,
140,j—,.—:—-,HÉ—-rﬁ,j—-,M——-.,—-,,,,,,,,,,,,,,,,
141,"}

—",— —-,"<

—","L

—R1en",,,,,,,,,,,,,,,,,,
142,repré—,reprit’,Reprit,reprit—,susdit arbre,,,,,,,,,,,,,,,,,
143,Occident,Cc,Accidenté,,,,,,,,,,,,,,,,,,,
144,Océan,Armand,Devant,Répondez,demanda—,nuancés de gris,demandez—,undes,deman—,ande,Hollande,normandes,j1andes,,,,,,,,,
145,.'Ç,.'1,-XWI ‘X'1,,,,,,,,,,,,,,,,,,,
146,commen—,Comment“,Cordialement,compartimentsan,Comment,— Vraiment,"Ge gentilhomme,_je l’avais",Précisément,Commercy,,,,,,,,,,,,,
147,di1e,out1e,pè1e,t1,vot1e,ent1e,T1e,sinist1e,cont1ai1e,not1e,Vot1e,aut1es,êt1è,,,,,,,,,
148,Baht,Ah1ès,"T

 AH",AH,Ah,,,,,,,,,,,,,,,,,
149,pointl,foins,loin_de,Joie,Ga1infini,Loin1cœur,join,qin«_,Joignez,Au besoin—,coin—,,,,,,,,,,,
150,Nouvelle-France,t1ouve1as,Nouvelle—Hollande,Nouvelle—France,mouve—,Nouvelle-Orléans,Nouvelle—Emma,Nouveau-,la Nouvelle,Nouvelle— F,Nouvelle,ouverTe’,couver—,Nouvelle—Orléans,,,,,,,,
151,regardez le soleil,demaña—t—eile,I’Œil-de—Bœuf un sourire froid,soleil,Le soleil,le soleil,Le sachem,,,,,,,,,,,,,,,
152,._.-,"._,",._I,.__.A,._-—,.u,Î.;t,._._T._.e,._._._,._.,._,,,,,,,,,,,
153,je1cevoir,Voilà,"bois

Du",Sçavoir,Sois,Bois—'.l‘rac‘y,Vois,Vois-tu,VoIs,bois—,,,,,,,,,,,,
154,M;ﬁe,raﬁermir,conﬁer,ﬁer,signiﬁer,,,,,,,,,,,,,,,,,
155,apeine,seño1,"L

Seine",Usine,Seine,inexpri—,,,,,,,,,,,,,,,,
156,Bois-Brùlé,"de
Bois—Brûlé",Brûlé,Bois—Brûlé,Bois-Brûlés,Le bois-brûlé,bois-brûlé,le bois—brûlé,,,,,,,,,,,,,,
157,château de,"château de
Beauregard",Gaudebec,Beauregard,,,,,,,,,,,,,,,,,,
158,canada,Canadienne,Canadien-,Canada,Canadiens,Caen,Uanadien,anna,Adieu,Canadien,cana—,Cana-,,,,,,,,,,
159,47_3,salue1,salu—,tue1,,,,,,,,,,,,,,,,,,
160,Rainèau- d’Or,Hameau d’Or,d’Or,d’,,,,,,,,,,,,,,,,,,
161,alluma,lasalle,Égal,Muleval,Maleval,Malevall,Alll,calh,Allez,,,,,,,,,,,,,
162,Celles,Laquelle,solennellementà,ﬁelle,Nulle,ll.lVlÈll-E,elle—,Tulle,jeannEﬁelle,1elever,L_eLLe—,—elle,maIﬁelle,réelle—,ElLe,R1ElLe lﬂ,ﬁelle',mollet,Naturellement,d’elle—,Misérablel,
163,É chasseur,s’asseyant,Asseyez,chasseu1,chasseu,chasse—,,,,,,,,,,,,,,,,
164,s’abat,s’,s’appuyer,S’e1'1lr,,,,,,,,,,,,,,,,,,
165,ﬂots,Aise-aux-,Aise—aux-Marigots,Marigots,Aise-aux-Marigots,,,,,,,,,,,,,,,,,
166,Sérieux,Curieux,"deux,-la",EUX,Deuxhangars,Ceux-,,,,,,,,,,,,,,,,
167,à4,avaitdonnée,M:,Pardonne,Pardon,donnez—,weldon,çondmnnez,,,,,,,,,,,,,,
168,Rendez,battems,m‘entendez,attendez—,"attcndirent

 

 AH",attendez,tend1e,Attendons,atten—,,,,,,,,,,,,,
169,Qu‘1,L[.il‘inz,Qu‘ils,Lﬁls,ﬁilS,,,,,,,,,,,,,,,,,
170,Grognon,pseudo-Ironie,Virginie,Ironie,l‘Ironie,,,,,,,,,,,,,,,,,
171,Manonghahela,Manangahela,Manongahéla,Mangezl,Manongahela,,,,,,,,,,,,,,,,,
172,orﬂelle-ŒIL,selle,Sentinelle,Elle—,mademoiselle,ELLE,hagatelle,MaIﬁelle,Telles,,,,,,,,,,,,,
173,olﬁc1e15,pe1,Me1ci,ce1nés,Be1je1,,,,,,,,,,,,,,,,,
174,Osna—Aider-Lucie,toldos,sn,snlnunt,Osna,,,,,,,,,,,,,,,,,
175,Eh,-T,"-

— Garde-t’eh",,,,,,,,,,,,,,,,,,,
176,Français,Françaises,Francais,français,,,,,,,,,,,,,,,,,,
177,m‘Y'ÊÎ'r-7‘m'f—‘T',M' -“ —,M',"M'""",,,,,,,,,,,,,,,,,,
178,wigwam,L‘enseigne Ward,l‘enseigne Ward,,,,,,,,,,,,,,,,,,,
179,Interrogez,inter—,"interro—
ger",interro—,,,,,,,,,,,,,,,,,,
180,Gamarades,exau—,marau—,aupara—,,,,,,,,,,,,,,,,,,
181,Veuillez,ma lille,"VEILLE1nvnänn

IX",taillis,iuillis,égorgille,Eveille,salille,lille,,,,,,,,,,,,,
182,États-Unis,réta—,1établir,étaitﬁ,atta—,état,,,,,,,,,,,,,,,,
183,vIngt-,Ïvingts,Ingrati,vingt—,Vingt-,Vin gt-dix,,,,,,,,,,,,,,,,
184,Laissez-,Mississipi,seuil de la maisonnette,s’aﬁ'aissa,Anglais,Eût,Puisses,Laisse,reconnaissez—,,,,,,,,,,,,,
185,ÿùﬁﬁ,l‘3,"f‘1‘»"".a",l‘1,a\:‘1,,,,,,,,,,,,,,,,,
186,J'ai,J',,,,,,,,,,,,,,,,,,,,
187,Espace,besogne,hesogne,Espagnol,Espagne,,,,,,,,,,,,,,,,,
188,Écoutez,Anjou,south,Doute Pas,Goutte,G’,Ajoutez,ajouta—,,,,,,,,,,,,,,
189,recon—,Cœur,Gontrecœur,Contrecœur,Contre-,CONTRECŒUR,,,,,,,,,,,,,,,,
190,L1,E,cal11mét,L1sse1,l1,clai1@il1e,,,,,,,,,,,,,,,,
191,Merci,L‘aventurier,s’orienter,fier,app1écier,mer 51,merisier,s’exprimer,cap Rosier,,,,,,,,,,,,,
192,f1aucais,\'mais,deuimaitns,nais—,laim,A demain midi,sais,-y—,faix,mawkawis,Demain-,mais1,Vais,orﬁaimer,aimez—,maisonnettc,aimais,F1auÇais,Maigre,mais‘avais des ordres,Bais,venaisou
193,ﬂibustier,justiﬁe1,justiﬁer,,,,,,,,,,,,,,,,,,,
194,capi—,taine,Capitaine,"capi—
taine",auhapitaine,,,,,,,,,,,,,,,,,
195,arognal‘autre,rémeltre,Votre,l*autre,au Havre,R1ÊTRE,Autre,L‘autre,,,,,,,,,,,,,,
196,Luy,Aucune,itune,Jeune,c0une,UN,Lejeune,lune,,,,,,,,,,,,,,
197,la feuillée,—- Cela n’,Palamède,nonchalam—,lac Érié,l)1‘îlla,place qu’,la»v,Blancs,Pélage,àla pluie-,latepelt,La,".:«m- 

 

LA",Hola,Gholula,,,,,,
198,faut—,faute n’,Faut,faUT,,,,,,,,,,,,,,,,,,
199,S;—,S;4,,,,,,,,,,,,,,,,,,,,
200,méritez,l'Amérique,briquet,l’Amérique du Nord,Américains,Amérique du Nord,Amérique,l’Amérique,Gincinnatus améri—,Amé-,,,,,,,,,,,,
201,triSte,Sans-Piste,I,Existence,Piste,,,,,,,,,,,,,,,,,
202,bourrelé,devenantpourpre,Poitou,Pouvez-,pour—,tourte—,"pied.-

— Pourtant",pou‘t',mourh,lourdes,Pittsbourg,Pour,Pourquoi,,,,,,,,,
203,i’,"\‘,'i’",,,,,,,,,,,,,,,,,,,,
204,sire1action,pâtibulaire,Vire,gvvm,Sire,temporaire—,"dire,ﬁ",A,,,,,,,,,,,,,,
205,mv1Ènu,niv1,ii _ Arrivés,Arrivés,Sri,Liv,RIV1,,,,,,,,,,,,,,,
206,lac garnison britannique,Risque-Tout,Risque,Bisquetout,Risque—,,,,,,,,,,,,,,,,,
207,Entrée,entréavec,reve—,"tais-tu 1entre?

—",désintéresse—,involontaire—,entre—,Entrer,,,,,,,,,,,,,,
208,lai'saient,saint-,Saint- Laurent,afﬂuents du Saint-Laurent,Maintenant,Saint-Eau1ent,Saint-,Une sainte,Saint—Laurent,Saint-Laurent,ﬂeuve Saint—Laurent,,,,,,,,,,,
209,tran‘sporta,sang—,tort;san,soixante— dix—,s1essanta Be1,"océan
Atlantique",santa,Posant,Enfants,,,,,,,,,,,,,
210,Père3que,ques—,Quels,Karnac celtique,per10quet blanc,que1,jaCques-,:>,Quelque,,,,,,,,,,,,,
211,rassur.er,Jura,.ﬂ,jurerais,Rassurez,jura,,,,,,,,,,,,,,,,
212,c.-malgré,Alil Jan-Pol,Ma-,mala—,Téoealis,Wma,malheu—,mali,,,,,,,,,,,,,,
213,J—“YWWWﬁ—‘mêMe‘ﬁmﬁ—,mrs,ww‘mrS,,,,,,,,,,,,,,,,,,,
214,créances,roi de France,"puis—
sance",Fran-,la France,France,,,,,,,,,,,,,,,,
215,p11se,s-,.1s-,,,,,,,,,,,,,,,,,,,
216,Angelo,Kayélon,Ÿ,Loups-,BANCllol-“l,Lorsqu-,bologne,blottis,alo1s,Lovelace,envelop—,Lo,,,,,,,,,,
217,Providence veillât,Providence,,,,,,,,,,,,,,,,,,,,
218,.____-,FW___'.-.,._____,,,,,,,,,,,,,,,,,,,
219,aan,-,.“-æa,waaeæaaæ,,,,,,,,,,,,,,,,,,
