cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
23,baie de Naples,rue des Dames,pyramide d'Égypte,Rue des Dames,Dame,victoria de la dame,Jardin des plantes,,,,,,,,,,,,,,,,
24,Pise,suisse,buis,Réfléchissez,,,,,,,,,,,,,,,,,,,
25,îles Marquises,les Chenilles,II,Naples,chiffraille,Chenilles,Tes chemises,,,,,,,,,,,,,,,,
26,Sarlandais,Sarlande,Vlan,XI,,,,,,,,,,,,,,,,,,,
27,Pierrotte d'autrefois,Grossiers,Ferrouillat,Pierrotte,Roberte,,,,,,,,,,,,,,,,,,
28,Écris,Chauve-Souris,Cristaux,Faust,,,,,,,,,,,,,,,,,,,
29,miséra-a-ble !,Midi,le Midi,,,,,,,,,,,,,,,,,,,,
30,Amour,Limoux,Limouk,,,,,,,,,,,,,,,,,,,,
31,Ecole d'Alfort,rue de Lille,collège de Lyon,collège de,Lyon,collège de Sarlande,,,,,,,,,,,,,,,,,
32,Sèvres,gros Serrières,Muse sévère,Observatoire,Serrières,serrure,Derrière,Négresse,Barrière,,,,,,,,,,,,,,
33,Batignolles -,Batignolles,cette Bastille,Tolocototignan,,,,,,,,,,,,,,,,,,,
34,nez de mademoiselle,Grenelle,Rosellen,Rêverie de Rosellen,Rose,Le Rosellen,Te rappelles,,,,,,,,,,,,,,,,
35,d'Espagne,la Bretagne,Bretagne,Cassagne,,,,,,,,,,,,,,,,,,,
36,Marseille,le soleil,Holà,Vieille,Conseille,soleil,,,,,,,,,,,,,,,,,
37,Palais-Royal,Marsala,kakatoès,Heulla,Lakçamana,Kalatçala,Lalouette,Lalaitou,,,,,,,,,,,,,,,
38,Ménalque,Quelquefois,Jacques,Hacqueville,Quels,Bouzanquet,Quelque,,,,,,,,,,,,,,,,
39,Jugez,Caveau,Savez,Avez,Voyez,Venez,,,,,,,,,,,,,,,,,
40,Foin,envoie-les-moi,voyais,Bravo,Vois,Pilois,Champenoise,Sois,,,,,,,,,,,,,,,
41,guipure,Religion,Turc,Rassurez,figurez,Figurez,,,,,,,,,,,,,,,,,
42,Mlle,Vallée,Récollets,Palerme,Allez,,,,,,,,,,,,,,,,,,
43,Moustiers,Quartier latin !,Quartier latin,Lamartine d'Elvire,,,,,,,,,,,,,,,,,,,
44,Maine,rue Saint-Guillaume,église Saint-Pierre,Soudain,Saint-Germain-des-Près,Saint-Germain-des-Prés,Saint-Emilion,rue Saint-Benoît,Saint-Cloud,Saint-Esprit,Saint-Pétersbourg,Saint-Pierre,Saint Nizier,clocher de Saint-Germain,tour de Saint-Germain,Saint-Théophile,Touraine,Saint-Germain,Saint-Benoît,faubourg Saint-Germain,Saint-Nizier,Près-Saint-Gervais,horloge de Saint-Germain
45,Araignée,Madagascar,Phœbé,Scarabées,Escargots,Caraïbe,,,,,,,,,,,,,,,,,
46,Vatel,Près,Promettez,Arrêtez,Prêtez,Présentez,,,,,,,,,,,,,,,,,
47,Désir-de-plaire,la Prairie,Essaie,Prri,Çudra,Rio,Raspail,Prairie,Bhagirathg,,,,,,,,,,,,,,
48,l'Italie,d'Italie,Italiens,Italie,Bengalis,,,,,,,,,,,,,,,,,,
49,cimetière des Papillons,"PAPILLON 
Grimpe","PAPILLON 
Trouves-tu mon Muguet",Grillon,guide-ballon,Papillon,,,,,,,,,,,,,,,,,
50,estimez,Décidément,– Précisément,Entrerai-je,– Vraiment,Confusément,menton,Comment,Vraiment,,,,,,,,,,,,,,
51,Signez,Notre-Seigneur,Guigne,Seigneur,,,,,,,,,,,,,,,,,,,
52,Polichinelle,Coquine,Philistine,Chili,Chinois,vingt-dix-neuf,Colombine,Mathurine,Infortunes,Porcelaines,Chine,,,,,,,,,,,,
53,Frinc,l'Afrique,Afrique,,,,,,,,,,,,,,,,,,,,
54,aimais,Jamais,initiais,J',J'aimais,,,,,,,,,,,,,,,,,,
55,Coucou-Blanc,Coucou-,Annou,Ebloui,Pouah,Écouter,Négresse Coucou-Blanc,Écoutez,Poussé,Courage,Coucou,Boucoyran,,,,,,,,,,,
56,Rhône,Le Rhône,le Rhône,,,,,,,,,,,,,,,,,,,,
57,ronfla,Expansion,Bonsoir,wagon,Dépêchons,Odéon,Robinson,Bohême,Bons,,,,,,,,,,,,,,
58,Inutile,Vénus,Vicvamitra,Minuit,,,,,,,,,,,,,,,,,,,
59,Approche,du cher,Perrache,Pacheco,Chose,Evêché,la manche,Mon cher,Cher,,,,,,,,,,,,,,
