cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
78,the Valley of Diamonds,the Straight Waistcoat,the dark sea,the South Sea,the Temple of Concord,the Red Book,the Rock of the School,the Bay,Schlippenschloppen,the H. H.,the Duke of York,the Rue Royale,the Black Hole,
79,Leeds,Threadneedle,C.B.,Ny,,,,,,,,,,
80,XX,Jena,Bay,Bombay,,,,,,,,,,
81,H.H.,Hollyock,Bullock,Shylock,Tn,Bulbul,,,,,,,,
82,the City of London,"the City, Sir",the City,Vanity,us City,City,,,,,,,,
83,Grady,Ladyship,Lady,,,,,,,,,,,
84,Yonder,Alderney,IL,Loder,Ramchunder,Derby,Lederlung,,,,,,,
85,"compliments,—if",Europe,Magnificent,Ghent,"éelopement,—or",Opera,Potentate,M.P.,,,,,,
86,paragon,the Arabian Nights,Pharaoh,the Niagara cataract,Caracas,,,,,,,,,
87,Roehampton,Southampton Row,Rochampton,Southampton,Brompton,South-,Southampton Gaol,,,,,,,
88,Prussia,Dundas,Russia,the Russian Order of Saint Nicholas,,,,,,,,,,
89,Arcadia,india,the Indian Hill,India,,,,,,,,,,
90,écarté,red scarfs,Scarce,Biscay,,,,,,,,,,
91,golden auburn,Strasburg,Osnaburg,St. Petersburg,Edinburgh,,,,,,,,,
92,Morocco,ND,thou,morocco,n’t,Borodino,Roc,,,,,,,
93,Neapolitan,Britain,Britannia,Titania,Rule Britannia,Italy,Brittany,,,,,,,
94,the County Cork,County,County Kildare,,,,,,,,,,,
95,inn-land-,Flanders,Newfoundland,Switzerland,Scotland,Portland,Soho,thailand,Shetland,,,,,
96,Macmurdo,Calumny,Macau,,,,,,,,,,,
97,Jericho,Richelieu,Richmond,,,,,,,,,,,
98,St.James’s Park,Hyde Park,Park,"Park
Lane",the Hyde Park,,,,,,,,,
99,WATERLOO,Blooms-,Waterloo,Calcutta,Bayswater,,,,,,,,,
100,Coventry,the Cannibal Islands,"Coventry
Island",Coventry Island,Clapp,,,,,,,,,
101,Mero,Demerara,Cashmere,~It,,,,,,,,,,
102,Dover,Sovereigns,Talavera,Liverpool,Silvery,,,,,,,,,
103,Kerahedy,handkerchiefs,Rookery,Hulker,JT,,,,,,,,,
104,Butler,Bevetendt,Jupiter,Exeter,Peterwaradin,Crib,,,,,,,,
105,&c.,Cognac,Bois de Boulogne,Cologne,Bois,Louis XVIII,Boulogne,"Bois de
Boulogne",Boulevard de,,,,,
106,Clytemnestra,palau,Austria,Australasia,,,,,,,,,,
107,Peerage,Peer,,,,,,,,,,,,
108,Banbury,Canterbury,Highbury Barn,Crackenbury,Sudbury,,,,,,,,,
109,Palermo,Methusalem,Methodist,,,,,,,,,,,
110,Pump,Madame Strumpff,Trumpet,Truth,Strumpff,,,,,,,,,
111,Islington,the Aurelius Garden,Kensington,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,Wellington,Judenstadt,,,,,
112,Fluvy,Mount,Trail,Mountrail,Mount St.,,,,,,,,,
113,Camelot,Cecilia,Amelia,Dearest Amelia,Cornelia,,,,,,,,,
114,Harwich,Greenwich,zkich,Dulwich,,,,,,,,,,
115,Wales,the Prince of Wales’s,the Prince Regent,the Prince of Wales,Jos,,,,,,,,,
116,Gaunt,Quashyboos,Delaware,New Gaunt,Gaunt-square,,,,,,,,,
117,Brandon,London,LONDON,London City,london,Londonderry,,,,,,,,
118,Albums,Albany,Ems,Albion,,,,,,,,,,
119,Prague,Demagogue,guelph,,,,,,,,,,,
120,Wiesbaden,"Baden
Baden",Beddoes,Baden,,,,,,,,,,
121,West,Wesleyan,Lewes,Cowes,,,,,,,,,,
122,Clapham,Brougham,Keepsake,Higham,Durham,Fulham,Smithfield,,,,,,,
123,Chiswick,Brunswick,CHISWICK,,,,,,,,,,,
124,Fuddleston,History,Osbaldiston,Clingstone,Liston,Nassau,,,,,,,,
125,Mt Brussels Becky,Brussels,Bruges,BRUSSELS,Sussex,,,,,,,,,
126,the New Road,Broadmoor,Madras,the Madras Roads,the Magic Flute,,,,,,,,,
127,Bethesda Place,playa,Monplaisir,,,,,,,,,,,
128,Continent,Golconda,Consul,Conway,Silicon,,,,,,,,,
129,ye Dob,Dob,Binkie,Dobbin,,,,,,,,,,
130,Faro,Bart,Goneril,Baronet,Barbados,,,,,,,,,
131,Naples,Temple,motley,Ripley,,,,,,,,,,
132,po,Berlin,Flint,Belinda,Dublin,,,,,,,,,
133,West Indies,WA,the Ramchunder East Indian,West Indian,East India,West India,the West Indies,,,,,,,
134,Carmarthenshire,Hampshire,HAMPSHIRE,Buckinghamshire,Devonshire,Somersetshire,Wiltshire,NURSE,Yorkshire,Empire,Puppets,Rome,Yorkshire and Somersetshire,
135,"avec sa
femme",Queen,the Green Avenue,,,,,,,,,,,
136,Yellowjack,Zwieback,Black Bess,Cackle,,,,,,,,,,
