cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
55,Africa,Metternich,Cambridge,Camberwell,Ricketts,America,Jericho,Jamaica,Cashmere,Goneril,,,,,,,,
56,Oxford,A2,Bedford,Beddoes,Sandford,Bordeaux,,,,,,,,,,,,
57,Easter,Leicester,Clytemnestra,Winchester,the Straight Waistcoat,Wittgenstein,Oystherstown,Booterstown,Steyne,Ste,Rochester,Ostend,Potentate,States,,,,
58,the New Road,"Emmy’s,—their",the dark sea,the South Sea,the Red Book,the Rock of the School,the Duke of York,the Rue Royale,the Russian Order of Saint Nicholas,the Black Hole,the Magic Flute,,,,,,,
59,Portsmouth,Oporto,po,Porky,fort,Port,Sports,Portland,Portansherry,,,,,,,,,
60,Yellowjack,Hollyock,Bullock,Shylock,Bulbul,,,,,,,,,,,,,
61,the City of London,the County Cork,White Hermitage,"the City, Sir",the City,us City,Smithfield,City,~It,,,,,,,,,
62,Roehampton,Southampton Row,Rochampton,thou,&.,Southampton,Brompton,South-,mouton,Southampton Gaol,,,,,,,,
63,polynesia,Prussia,Music,INCLUSION,Russia,ambrosia,,,,,,,,,,,,
64,the Ramchunder East Indian,india,the Indian Hill,India,East India,Minden,,,,,,,,,,,,
65,Mt Brussels Becky,Brussels,Bruges,BRUSSELS,Sussex,,,,,,,,,,,,,
66,Morocco,Broadmoor,morocco,Roc,Moscow,,,,,,,,,,,,,
67,Montmorency,Montmirail,Fairs,emirates,Trail,Monplaisir,,,,,,,,,,,,
68,Lausanne,france,France,atlanta,Salamanca,dans la,Lance,the Atlantic Ocean,,,,,,,,,,
69,Sultan,Cannes,Vittoria,Neapolitan,Britain,Oxonians,Britannia,Vanity,Titania,Rule Britannia,Italy,Brittany,,,,,,
70,Hyde Park,Park,"Park
Lane",the Hyde Park,,,,,,,,,,,,,,
71,Jupiter,WATERLOO,Blooms-,Waterloo,Exeter,Bayswater,,,,,,,,,,,,
72,Europe,Kerahedy,Talavera,"éelopement,—or",Peerage,Opera,Demerara,Peterwaradin,Peer,Persia,,,,,,,,
73,Coventry,the Cannibal Islands,"Coventry
Island",Coventry Island,,,,,,,,,,,,,,
74,Brazil,Prague,Brava,Bramah,Labrador,Spiggot,Bagram,Bragg,,,,,,,,,,
75,Faro,Butler,Fitzroy,Troy,Rotterdam,Rookery,Mero,Hulker,Rome,,,,,,,,,
76,St. James’s Street,St.James’s Park,Messrs,Thames,"avec sa
femme",Thames St.,Methodist,,,,,,,,,,,
77,H.H.,S. Hieas,the H. H.,,,,,,,,,,,,,,,
78,Jobs,Macmurdo,Udolpho,ye Dob,Nob,Dob,Hobbs,Dobbin,,,,,,,,,,
79,Elba,Calumny,Albums,Albany,Albion,,,,,,,,,,,,,
80,Asia,Trafalgar,Austria,Strasburg,Australasia,Nassau,,,,,,,,,,,,
81,ZZ,Tn,,,,,,,,,,,,,,,,
82,Hart Street,Red Seas,Leeds,Curzon Street,Threadneedle,Greek Street,Threadneedle Street,,,,,,,,,,,
83,Pump,Madame Strumpff,Trumpet,Truth,Strumpff,,,,,,,,,,,,,
84,Machiavellian,Camelot,Cecilia,Amelia,Dearest Amelia,Cornelia,,,,,,,,,,,,
85,P.S.,M.P.,M.D.,,,,,,,,,,,,,,,
86,the Valley of Diamonds,the Temple of Concord,Bethesda Place,the Prince of Wales’s,the Prince Regent,the Prince of Wales,,,,,,,,,,,,
87,paragon,Moorish,Janissaries,Parisot,¢ris¢e,Paris,,,,,,,,,,,,
88,know-,Notgeung,existingée,knowingest,,,,,,,,,,,,,,
89,Club,PP,Clapham,Clapp,,,,,,,,,,,,,,
90,Wiesbaden,Dresden,"Baden
Baden",Jena,golden auburn,Baden,Judenstadt,Barbados,,,,,,,,,,
91,Fuddleston,Buxton,Islington,Alton,Stilton,History,Osbaldiston,Dayton,Grafton,Clingstone,Liston,Wellington,Toeplitz,,,,,
92,Bengal,Peninsula,Kensington,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,,,,,,,,,,,
93,Harrogate,Sugar,Ramsgate,Gazette,pomatum,Margate,,,,,,,,,,,,
94,Rosa,Quashyboos,Major,Meejor,Jos,,,,,,,,,,,,,
95,Somersetshire,Wiltshire,Yorkshire,Yorkshire and Somersetshire,,,,,,,,,,,,,,
96,Arcadia,écarté,red scarfs,the Niagara cataract,Scarce,Macau,Canada,Calcutta,Caen,Caracas,Cackle,,,,,,,
97,Mrs,NURSE,Pompadour,Tours,,,,,,,,,,,,,,
98,the Latin Grammar,the Arabian Nights,Athens,the Aurelius Garden,Queen,Venus,the Green Avenue,,,,,,,,,,,
