cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
60.0,Espagne,Champagne,sur-le-champ,compagnles,,,,,,,,,,,,,,,,,,,
61.0,Premontre,Desmonte,abbaye de Premontre,,,,,,,,,,,,,,,,,,,,
62.0,konseigneur,Mlonseigneur,,,,,,,,,,,,,,,,,,,,,
63.0,belle-fille',Illes,Villers-Cotterets,clle,yille,dailleitrs,notrefamille,fmille,tillon,ieille,,,,,,,,,,,,,
64.0,jusqa,Jusquici,,,,,,,,,,,,,,,,,,,,,
65.0,echoue,aoue,detoue,Rouey,,,,,,,,,,,,,,,,,,,
66.0,messagerl,Yisage,visage1LE,,,,,,,,,,,,,,,,,,,,
67.0,Noyon,messieurs?190 r. cA2A E INoy,cA2A E INoy,ckaA E IioN.,,,,,,,,,,,,,,,,,,,
68.0,E irioN.,Ion-,reunion,Sion,tradition124,,,,,,,,,,,,,,,,,,
69.0,Enfer-,traferse,piers,,,,,,,,,,,,,,,,,,,,
70.0,mantes,gileltes,tesl,,,,,,,,,,,,,,,,,,,,
71.0,- Fort,HIautefort,Hautefort,-Ilfaut,Rochefort,,,,,,,,,,,,,,,,,,
72.0,place auprs de la fentetre,"place de Jo-
guet",Jo-,h Joguet,,,,,,,,,,,,,,,,,,,
73.0,equipagcs,Quincy,la marquisen',quie,,,,,,,,,,,,,,,,,,,
74.0,lavaitpas repetee,aiti,jetee,,,,,,,,,,,,,,,,,,,,
75.0,El pourquoif,etpour,,,,,,,,,,,,,,,,,,,,,
76.0,MIa-,miains,Chapelainf,CHIAITLU,,,,,,,,,,,,,,,,,,,
77.0,Vaiment?LE,mentce,Reellement,dents.306,,,,,,,,,,,,,,,,,,,
78.0,roi pres de mademoiselle,moiselle,mademoiselle,Mlademoislle,Mlademoiselle,Mlade-,Mesdemoiselles,,,,,,,,,,,,,,,,
79.0,recut,vecu,Crevecaeur,,,,,,,,,,,,,,,,,,,,
80.0,Coucy,Roucy,oucy,RoUcY.,Cucy,,,,,,,,,,,,,,,,,,
81.0,unelettre,delre,Delette,gazette7,,,,,,,,,,,,,,,,,,,
82.0,LU CHRATLAU,Lauzun,CATLAU bDE,ra-LE CATLAU,CATLAU bDE PINON,,,,,,,,,,,,,,,,,,
83.0,"169
- La",- lJe,,,,,,,,,,,,,,,,,,,,,
84.0,Couy,Rouy,Rou-,,,,,,,,,,,,,,,,,,,,
85.0,Fiesque,eveques,leeque,Inconsequence,,,,,,,,,,,,,,,,,,,
86.0,grace,Accoutumee,accordehl,raccommoda,,,,,,,,,,,,,,,,,,,
87.0,CGHAEAU,CHA1EAU,CHAEAU,,,,,,,,,,,,,,,,,,,,
88.0,galantin,egal,,,,,,,,,,,,,,,,,,,,,
89.0,Biissy,IISI0I.,,,,,,,,,,,,,,,,,,,,,
90.0,faireles,sujels,leroi,seLE,jeler,,,,,,,,,,,,,,,,,,
91.0,Corcy,-MIa chre Corcy,,,,,,,,,,,,,,,,,,,,,
92.0,Sire,vree,soirl,soiree,,,,,,,,,,,,,,,,,,,
93.0,"chealier de
Grignan",Grignan,,,,,,,,,,,,,,,,,,,,,
94.0,Ceslt,Cest,Grces,,,,,,,,,,,,,,,,,,,,
95.0,lavoute,Tout-h-eoup,--Tout,toul,,,,,,,,,,,,,,,,,,,
96.0,---Je,--Je,,,,,,,,,,,,,,,,,,,,,
97.0,Versailles,chateau de Versailles,de Versailles,"chateau
de Versailles",,,,,,,,,,,,,,,,,,,
98.0,F0te-LL,lete,tete,tete-h-tete,surete,,,,,,,,,,,,,,,,,,
99.0,0uVea,trouvezR-,couvet,trouvez-,Trouvez-,,,,,,,,,,,,,,,,,,
100.0,- Oih,moiLKE,moihs,,,,,,,,,,,,,,,,,,,,
101.0,Providence,provincef,,,,,,,,,,,,,,,,,,,,,
102.0,Ursulines de,Ursulines,couvent des Ursulines,Bouvines,,,,,,,,,,,,,,,,,,,
103.0,murmura,Mothe-Houdancourt,La Mothe,Mothe,,,,,,,,,,,,,,,,,,,
104.0,Piehard,chares,Chardu,chard,,,,,,,,,,,,,,,,,,,
105.0,aon,Laon,Laon f,,,,,,,,,,,,,,,,,,,,
106.0,Picarde,jardin des Hlesperides,Picsrdie,Picardie,,,,,,,,,,,,,,,,,,,
107.0,Croix-Blantchie,Croix-Blanche,,,,,,,,,,,,,,,,,,,,,
108.0,parc d'Anizy,chteau d'Anizy,Aizy,Ani-,Anizy,maniat,Pinon h Anizy,,,,,,,,,,,,,,,,
109.0,CHATEAU DE PrNo,elleLE CHATEAU DE P1NON,CIHATRAU DE,chateau de Fayel,CHA'IEAU DE P1NON,CHATEAU DE P1NON,P1NON,,,,,,,,,,,,,,,,
110.0,hOtellerie,qulelle,ellen',- Est-elle,elle-mee,selle,Elleaimait,a - Elle,elle-mee eontre,,,,,,,,,,,,,,
111.0,Am-,Lam-,,,,,,,,,,,,,,,,,,,,,
112.0,cheminee,Bohemienne,Bohemiens,,,,,,,,,,,,,,,,,,,,
113.0,"fete
de Coucy",sire de Coucy,fete de Coucy,,,,,,,,,,,,,,,,,,,,
114.0,leerire,ecria,crirenl,,,,,,,,,,,,,,,,,,,,
115.0,dAlbret,Albret,,,,,,,,,,,,,,,,,,,,,
116.0,Bourgogne,Pignerol,gne,Mortagne,,,,,,,,,,,,,,,,,,,
117.0,fepondre,repondre,,,,,,,,,,,,,,,,,,,,,
118.0,comtessen',c0mtesse,Lacomtesse,,,,,,,,,,,,,,,,,,,,
119.0,gard,Cedez,Gardez-vous-en bienl,Gardez,,,,,,,,,,,,,,,,,,,
120.0,"decouvre2
- Je",fievre,Ouvre,,,,,,,,,,,,,,,,,,,,
121.0,Monlespan,Imon,monL,,,,,,,,,,,,,,,,,,,,
122.0,luitournt,tour,toujoursl,Tours,,,,,,,,,,,,,,,,,,,
123.0,Ieudicourt,bonheui,"maduame
d'Heudicourt",Heudicourt,,,,,,,,,,,,,,,,,,,
124.0,sais,laissel,aimais,Iais,Jetais,palais de la reine,jaais,,,,,,,,,,,,,,,,
125.0,Cour-de-Roy,Ceur-de-Roy,carioledeM. Ceur-de-Roy,Made-,Coeur-de-Roy,,,,,,,,,,,,,,,,,,
126.0,CHEAU,cetle,CHEATLEAU,CHATLEAU,,,,,,,,,,,,,,,,,,,
