cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
27,cetle,CHEATLEAU,CHEAU,CHATLEAU,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Lacomtesse,comtessen',c0mtesse,raccommoda,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Ursulines,Thurin,Ursulines de,Bouvines,couvent des Ursulines,,,,,,,,,,,,,,,,,,,,,,,,,
30,Ion-,E irioN.,Sion,tradition124,PIo,reunion,sil',si110,,,,,,,,,,,,,,,,,,,,,,
31,chavannes,Chavigon,lavie,Chavignon,h98,,,,,,,,,,,,,,,,,,,,,,,,,
32,IISI0I.,II,"II
I",JUS0I1 IlI III,Biissy,riIV,IINO,perduelIIIIIIII,"II

iivIr
IIIII
Lalettre",,,,,,,,,,,,,,,,,,,,,
33,recut,Crevecaeur,vecu,cupee,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Argus,Iarge,argenut,dege,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ceslt,tesl,paysl,gileltes,mantes,,,,,,,,,,,,,,,,,,,,,,,,,
36,Am-,la22,la134,Lam-,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sissone,chteau de Sissone,Sis-,Persistez,Soissons,,,,,,,,,,,,,,,,,,,,,,,,,
38,ressemblancc,Croix-Blanche,Croix-Blantchie,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0uVea,couvet,Trouvez-,trouvez-,trouvezR-,,,,,,,,,,,,,,,,,,,,,,,,,
40,oleur,Nonsieur,Mlonsieur,pensie,Monsieurl,265s,A,Nnsie,,,,,,,,,,,,,,,,,,,,,,
41,AA,j-,Maame,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,melier  Saint-Quentin,rue Saint-Honore,Saint-Gahriel,Sint-Jean-d'Acre,"chosedepuarfaitementdis-
tingue",E,Terre-Sainte,J',,,,,,,,,,,,,,,,,,,,,,
44,La Mothe,Mothe,la marquisen',,,,,,,,,,,,,,,,,,,,,,,,,,,
45,dAlbret,Albret,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ecria,crirenl,lieutenanl-criminel,leerire,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Laon f,aon,Fidoncl,Laon,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Arrivee,Navarre,sonarrivee,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,biehi,Eh,.-Eh,Ehiol,dehorsne,,,,,,,,,,,,,,,,,,,,,,,,,
50,sanss',leans,Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,demanda,Normandie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,t0t peut-etre,Delette,unelettre,trattre.-,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Dieuni,Picarde,Picardie,Picsrdie,,,,,,,,,,,,,,,,,,,,,,,,,,
54,neth,Lamethen,Lamelh,Bussy-Lameth,Lameth,larmee,,,,,,,,,,,,,,,,,,,,,,,,
55,s0upconne,Ohl,Bohemiens,Bohemienne,cheminee,,,,,,,,,,,,,,,,,,,,,,,,,
56,beni,Venise,obeir,benis,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Pa-,miains,MI,MIa-,,,,,,,,,,,,,,,,,,,,,,,,,,
58,grace,Francois I,esperance,deFrance,la France,france,de France,Cour de France,ce324,lyrannie,C0nnaissance,,,,,,,,,,,,,,,,,,,
59,blie,piers,M,Fiere,Valliere,fallt,Liee,Laalliere,,,,,,,,,,,,,,,,,,,,,,
60,carioledeM. Ceur-de-Roy,Cour-de-Roy,Made-,Coeur-de-Roy,Ceur-de-Roy,,,,,,,,,,,,,,,,,,,,,,,,,
61,M. de Bussy,iussy,Eusse,"Bussy
d'Amboise",Bussy,Y0us,Bussy-La-,Bussy-Lumeth,,,,,,,,,,,,,,,,,,,,,,
62,Ig,Grignan,"chealier de
Grignan",,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Jo-,h Joguet,"place de Jo-
guet",place auprs de la fentetre,,,,,,,,,,,,,,,,,,,,,,,,,,
64,- Oih,moihs,Ayohs,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Tours,Tout-h-eoup,detoue,tour,--Tout,toul,luitournt,toujoursl,,,,,,,,,,,,,,,,,,,,,,
66,Monlespan,Desmonte,monL,Imon,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Piehard,chares,chard,Chardu,Chapelainf,,,,,,,,,,,,,,,,,,,,,,,,,
68,Onlui assua,celui-l !,lunt,luil,Iln',,,,,,,,,,,,,,,,,,,,,,,,,
69,Combien,gazette7,HIen-,Moyenbrie,jattendrai,gie,Hlenriette,Ienriette,riette,Henriette,terie,,,,,,,,,,,,,,,,,,,
70,A01,Lassee,passee,Ramasse,Cosse,,,,,,,,,,,,,,,,,,,,,,,,,
71,accordehl,-MIa chre Corcy,Corcy,alors7,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Madamel,Iadame,Nadame,Mladame,Mludame.1,ladame,Madamef,,,,,,,,,,,,,,,,,,,,,,,
73,r-----.-.-,ccc:::--148,--- Oui,--Je,CL.---202,---Je,,,,,,,,,,,,,,,,,,,,,,,,
74,I9,L.L,l.,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,soirl,soiree,Sire,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,HIautefort,- Fort,Rochefort,Hautefort,-Ilfaut,,,,,,,,,,,,,,,,,,,,,,,,,
77,Aussit0,Aussitbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Cest,ees,jardin des Hlesperides,Grces,fese,Est,Majeste,nuyes,geste282,qiestiohher,,,,,,,,,,,,,,,,,,,,
79,provincef,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,sire de Coucy,"fete
de Coucy",fete de Coucy,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,palais de la reine,Mal-,maine,"cousine ger-
maine",certainemenl,Rhin,sine,Aixin,Fontainebleau,,,,,,,,,,,,,,,,,,,,,
82,F0te-LL,lavaitpas repetee,surete,jetee,tete-h-tete,lavoute,hte,"importel
- Vous etes un grand enfant",lete,tete,,,,,,,,,,,,,,,,,,,,
83,Villers-Cotterets,fmille,clle,tillon,le330,notrefamille,ieille,dailleitrs,yille,soleil,Illes,,,,,,,,,,,,,,,,,,,
84,Vaiment?LE,IM,mentce,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,adresse  Lamhert,etrangeres,- Tres,Dreux,dres,,,,,,,,,,,,,,,,,,,,,,,,,
86,CHAIEAU DE IINON,CHA'IEAU DE P1NON,LL CHAIEAU DE 1INON,C1IAIEAU DE PINON,aLIL CHAIEAU DE PINON,CHAIEAU DE PINON,CHAIEAU,CHAIEAU DB PINON,IE CHAIEAU,,,,,,,,,,,,,,,,,,,,,
87,- Ilaura,murmura,jura,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Iais,san-,jaais,aivu,A62,Jetais,N6is,aimais,laissel,sais,sa116,vousaitE,,,,,,,,,,,,,,,,,,
89,bondissaut coile,Ild6rt,voilh,voila,Voil,moiLKE,Voilh,soilt,,,,,,,,,,,,,,,,,,,,,,
90,CATLAU bDE PINON,casde,LU CHRATLAU,Lauzun,ra-LE CATLAU,CATLAU bDE,,,,,,,,,,,,,,,,,,,,,,,,
91,sur-le-champ,compagnles,Espagne,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,
92,dents.306,apparemmenl,Rentree,Tonnay-Charente,Tarente,,,,,,,,,,,,,,,,,,,,,,,,,
93,elana,LHE,el,nela,Helasl,Helas,,,,,,,,,,,,,,,,,,,,,,,,
94,CHA1EAU,CGHAEAU,CHAEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,jusqa,Quincy,quie,Jusquici,,,,,,,,,,,,,,,,,,,,,,,,,,
96,- lJe,"169
- La",,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,konseigneur,Mlonseigneur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Croyez-,yeu,Y0yee,Voyez,,,,,,,,,,,,,,,,,,,,,,,,,,
99,maniat,Pinon h Anizy,Ani-,chteau d'Anizy,Aizy,Ansizy-le-Chttel,Anizy,parc d'Anizy,,,,,,,,,,,,,,,,,,,,,,
100,"tresses,104",abbe,Abbesse,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Partez,Veu epars,Mlarie,Parisf,Paris,,,,,,,,,,,,,,,,,,,,,,,,,
102,messagerl,visage1LE,Yisage,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,linterrogea,Rou-,Carrousel,Rouy,verroux,verrou,,,,,,,,,,,,,,,,,,,,,,,,
